Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Kill the Pope,Father son,Round of 32,2023tville,"[21, 14, 12]","[12, 21, 21]",4.5 Elite w/NHZ
You wish you were this dark,Father son,Round of 16,2023tville,"[21, 21]","[11, 12]",4.5 Elite w/NHZ
Yock Factor,non responsive,Round of 16,2023tville,"[19, 21, 16]","[21, 16, 21]",4.5 Elite w/NHZ
Link&Kirby,non responsive,P5: Semi-finals,2023tville,"[22, 21, 16]","[24, 16, 21]",4.5 Elite w/NHZ
Drip Drop,Inconspicuous Cleats,P5: Final,2023tville,"[23, 11, 12]","[21, 21, 21]",4.5 Elite w/NHZ
Yock Factor,Father son,P9: Quarter-finals,2023tville,"[1, 1]","[0, 0]",4.5 Elite w/NHZ
Ready to Play,Father son,P13: Semi-finals,2023tville,"[1, 1]","[0, 0]",4.5 Elite w/NHZ
Lurp Lords,Infinite Roundnet,P13: Final,2023tville,"[15, 21, 13]","[21, 18, 21]",4.5 Elite w/NHZ
Spiked Punch,Spicy Meatball Sub,Round of 16,2023tville,"[22, 15, 21]","[20, 21, 16]",4.0 Advanced w/NHZ
R.O.U.S.s,Last Place,Round of 16,2023tville,"[21, 22]","[15, 20]",4.0 Advanced w/NHZ
Double Fault,R-City Runners,Round of 16,2023tville,"[21, 21]","[13, 12]",4.0 Advanced w/NHZ
Page/Haight,Spiked Punch,Quarter-finals,2023tville,"[21, 21]","[14, 16]",4.0 Advanced w/NHZ
R.O.U.S.s,Double Fault,Quarter-finals,2023tville,"[16, 18]","[21, 21]",4.0 Advanced w/NHZ
Page/Haight,Double Fault,Semi-finals,2023tville,"[20, 21, 21]","[22, 14, 14]",4.0 Advanced w/NHZ
Toasty,Rim Jobs,Final,2023tville,"[21, 21]","[14, 13]",4.0 Advanced w/NHZ
Toasty,88Kings,1st place,2023tville,"[21, 22]","[18, 20]",4.0 Advanced w/NHZ
Rim Jobs,Strawberry Smoothie,1st place,2023tville,"[20, 21, 21]","[22, 13, 15]",4.0 Advanced w/NHZ
88Kings,Hot Potatoes,3rd place,2023tville,"[21, 21]","[15, 13]",4.0 Advanced w/NHZ
Strawberry Smoothie,Smash Bros,3rd place,2023tville,"[21, 21]","[15, 9]",4.0 Advanced w/NHZ
R.O.U.S.s,Spiked Punch,P5: Semi-finals,2023tville,"[21, 21]","[16, 16]",4.0 Advanced w/NHZ
Strawberry Smoothie,88Kings,P5: Final,2023tville,"[5, 5]","[0, 0]",4.0 Advanced w/NHZ
R-City Runners,Last Place,P9: Quarter-finals,2023tville,"[13, 21, 15]","[21, 16, 12]",4.0 Advanced w/NHZ
Spicy Meatball Sub,R-City Runners,P9: Semi-finals,2023tville,"[15, 7, 14]","[13, 15, 16]",4.0 Advanced w/NHZ
Hot Potatoes,Smash Bros,P9: Final,2023tville,"[15, 20]","[12, 18]",4.0 Advanced w/NHZ
impulse control,Mailbox 📫📬,Round of 16,2023tville,"[21, 21]","[16, 17]",3.0 Intermediate
Space Junkies,impulse control,Quarter-finals,2023tville,"[21, 21]","[13, 18]",3.0 Intermediate
Average but Savage bros,The duckaneers,Quarter-finals,2023tville,"[21, 21]","[19, 16]",3.0 Intermediate
Space Junkies,Average but Savage bros,Semi-finals,2023tville,"[21, 21]","[16, 17]",3.0 Intermediate
PianoMan,Peachy keen team,Final,2023tville,"[21, 21, 21]","[23, 15, 12]",3.0 Intermediate
PianoMan,Boggleadites,1st place,2023tville,"[21, 21]","[11, 15]",3.0 Intermediate
Peachy keen team,Space Balls,1st place,2023tville,"[21, 23]","[18, 21]",3.0 Intermediate
Boggleadites,third spikes a charm,3rd place,2023tville,"[21, 21]","[17, 18]",3.0 Intermediate
Space Balls,Diabudddies,3rd place,2023tville,"[21, 21]","[13, 16]",3.0 Intermediate
The duckaneers,impulse control,P5: Semi-finals,2023tville,"[21, 21]","[16, 10]",3.0 Intermediate
Space Balls,Boggleadites,P5: Final,2023tville,"[21, 21]","[13, 19]",3.0 Intermediate
third spikes a charm,Diabudddies,P9: Final,2023tville,"[21, 21]","[16, 16]",3.0 Intermediate
third spikes a charm,Diabudddies,P9: Final,2023tville,"[21, 21]","[16, 16]",3.0 Intermediate
