Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Ballbangers,The shmucks,Round of 16,bcts2023okanagan,"[1, 1]","[0, 0]",Advanced
Leggy/Brendan,Ballbangers,Quarter-finals,bcts2023okanagan,"[0, 0]","[1, 1]",Advanced
turkeyJabbers,JJ Boys,Quarter-finals,bcts2023okanagan,"[1, 1]","[0, 0]",Advanced
Ballbangers,turkeyJabbers,Semi-finals,bcts2023okanagan,"[0, 31, 13]","[1, 29, 15]",Advanced
Worst Case Ontario,Manager-less Team,Final,bcts2023okanagan,"[21, 21]","[13, 15]",Advanced
Worst Case Ontario,YNG scapers,1st place,bcts2023okanagan,"[1, 1]","[0, 0]",Advanced
Half Baked,Manager-less Team,1st place,bcts2023okanagan,"[0, 0]","[1, 1]",Advanced
JJ Boys,Leggy/Brendan,P5: Semi-finals,bcts2023okanagan,[-1],[-1],Advanced
Half Baked,YNG scapers,P5: Final,bcts2023okanagan,[-1],[-1],Advanced
