Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Cummings/ Bergman,CornRows,Round of 32,2021california,"[21, 21]","[11, 16]",Premier
Foote / Oswalt,Chico Atlantic,Round of 32,2021california,"[21, 21]","[17, 16]",Premier
Dewey Disciples,Box Models,Round of 32,2021california,"[0, 0]","[1, 1]",Premier
Wonky Sauce,Cummings/ Bergman,Round of 16,2021california,"[21, 17, 21]","[17, 21, 10]",Premier
The Klondike Bars,Graham/Showalter,Round of 16,2021california,"[23, 23]","[21, 21]",Premier
Boysterous,Foote / Oswalt,Round of 16,2021california,"[19, 21, 21]","[21, 14, 16]",Premier
Box Models,Assistive Touch,Round of 16,2021california,"[0, 0]","[1, 1]",Premier
Wonky Sauce,The Klondike Bars,Quarter-finals,2021california,"[1, 1]","[0, 0]",Premier
Boysterous,Assistive Touch,Quarter-finals,2021california,"[16, 18]","[21, 21]",Premier
Wonky Sauce,Assistive Touch,Semi-finals,2021california,"[0, 1, 0]","[1, 0, 1]",Premier
Double Clutch,Ritto Boys,Final,2021california,"[0, 1, 1]","[1, 0, 0]",Premier
Double Clutch,Knotty,1st place,2021california,"[21, 18, 22]","[18, 21, 19]",Premier
Gold Diggers,Ritto Boys,1st place,2021california,"[21, 19, 14]","[18, 21, 21]",Premier
Double Clutch,Yip Yip,3rd place,2021california,"[21, 26]","[16, 24]",Premier
Knotty,Cisek/Abrams,3rd place,2021california,"[24, 16, 22]","[22, 21, 20]",Premier
Gold Diggers,Lowkey,3rd place,2021california,"[17, 21, 21]","[21, 15, 12]",Premier
Sloppy Seconds,Ritto Boys,3rd place,2021california,"[16, 18]","[21, 21]",Premier
Yip Yip,Daly/Singer,Semi-finals,2021california,"[1, 1]","[0, 0]",Premier
Lowkey,LMUCLA,Semi-finals,2021california,"[21, 21]","[14, 16]",Premier
Poptropica,Sloppy Seconds,Semi-finals,2021california,"[0, 1, 0]","[1, 0, 1]",Premier
Boysterous,The Klondike Bars,P5: Semi-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Gold Diggers,Knotty,P5: Final,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Graham/Showalter,Cummings/ Bergman,P9: Quarter-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Box Models,Foote / Oswalt,P9: Quarter-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Cisek/Abrams,Yip Yip,9th place,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Sloppy Seconds,Lowkey,9th place,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Chico Atlantic,Dewey Disciples,P17: Quarter-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
LMUCLA,Poptropica,17th place,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Orange Dream,Nyoom?,Round of 32,2021california,"[16, 21, 19]","[21, 19, 21]",Premier
Salty Nuts,Chowey,Round of 32,2021california,"[1, 1]","[0, 0]",Premier
Warn-A-Brotha,GLO GLO JUICE,Round of 32,2021california,"[17, 21, 21]","[21, 14, 17]",Premier
Lefty Pull,Nyoom?,Round of 16,2021california,"[21, 21]","[19, 15]",Premier
Trash Pandas,Glizzy Gobblers,Round of 16,2021california,"[22, 19, 18]","[20, 21, 21]",Premier
Zia,Salty Nuts,Round of 16,2021california,"[1, 1]","[0, 0]",Premier
Warn-A-Brotha,Ortlip/Berry,Round of 16,2021california,"[12, 15]","[21, 21]",Premier
Lefty Pull,Glizzy Gobblers,Quarter-finals,2021california,"[21, 21]","[15, 16]",Premier
Zia,Ortlip/Berry,Quarter-finals,2021california,"[1, 0, 1]","[0, 1, 0]",Premier
Lefty Pull,Zia,Semi-finals,2021california,"[0, 0]","[1, 1]",Premier
Team Alliteration,Texas Sucks,Final,2021california,"[0, 0]","[1, 1]",Premier
Team Alliteration,manGOOOOONS ( Team Edward ),1st place,2021california,"[1, 1]","[0, 0]",Premier
Tengan Toppa,Texas Sucks,1st place,2021california,"[0, 0]","[1, 1]",Premier
BZ Money,Team Alliteration,3rd place,2021california,"[14, 21, 11]","[21, 18, 21]",Premier
Western Grebes,manGOOOOONS ( Team Edward ),3rd place,2021california,"[0, 0]","[1, 1]",Premier
Smith/Young,Tengan Toppa,3rd place,2021california,"[0, 0]","[1, 1]",Premier
Texas Sucks,Hot Monkey Come,3rd place,2021california,"[21, 21]","[12, 18]",Premier
Team Alliteration,Wong/(Will) Foote,Semi-finals,2021california,"[21, 21]","[14, 16]",Premier
Tengan Toppa,HOOPLA,Semi-finals,2021california,"[21, 18, 21]","[18, 21, 17]",Premier
Ortlip/Berry,Glizzy Gobblers,P5: Semi-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Tengan Toppa,manGOOOOONS ( Team Edward ),P5: Final,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Trash Pandas,Nyoom?,P9: Quarter-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Warn-A-Brotha,Salty Nuts,P9: Quarter-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Western Grebes,BZ Money,9th place,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Hot Monkey Come,Smith/Young,9th place,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Chowey,GLO GLO JUICE,P17: Quarter-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Wong/(Will) Foote,HOOPLA,P17: Final,2021california,"[-1, -1, -1]","[-1, -1, -1]",Premier
Goo Lagoon Goons,Backhand fire,Round of 64,2021california,"[21, 1]","[18, 0]",Contender
Fundamental Franks,Goo Lagoon Goons,Round of 32,2021california,"[1, 1]","[0, 0]",Contender
Our partners are premier,Stubb’s House,Round of 32,2021california,"[19, 19]","[21, 21]",Contender
Ka-Chow,Feast or Famine,Round of 32,2021california,"[21, 18, 21]","[16, 21, 15]",Contender
What's Quakin?!,CVS,Round of 32,2021california,"[0, 0]","[1, 1]",Contender
Rennie's on a Monday,Hot Boy Summer,Round of 32,2021california,"[21, 21]","[19, 18]",Contender
Kevin Gurant,Underage Monkeys,Round of 32,2021california,"[17, 11]","[21, 21]",Contender
Alex Daly’s Disciples,Blinngo Ball Indulgence,Round of 32,2021california,"[21, 21]","[18, 18]",Contender
Crocs n Socs,coastal boys,Round of 32,2021california,"[21, 21]","[11, 18]",Contender
Fundamental Franks,Stubb’s House,Round of 16,2021california,"[1, 0, 1]","[0, 1, 0]",Contender
Ka-Chow,CVS,Round of 16,2021california,"[1, 1]","[0, 0]",Contender
Rennie's on a Monday,Underage Monkeys,Round of 16,2021california,"[21, 19, 21]","[17, 21, 17]",Contender
Alex Daly’s Disciples,Crocs n Socs,Round of 16,2021california,"[21, 21]","[18, 17]",Contender
Fundamental Franks,Ka-Chow,Quarter-finals,2021california,"[1, 1]","[0, 0]",Contender
Rennie's on a Monday,Alex Daly’s Disciples,Quarter-finals,2021california,"[21, 21]","[13, 15]",Contender
Fundamental Franks,Rennie's on a Monday,Semi-finals,2021california,"[0, 0]","[1, 1]",Contender
Contender Glory Days,25 & 27,Final,2021california,"[21, 18, 21]","[14, 21, 19]",Contender
We Suck,Contender Glory Days,1st place,2021california,"[14, 13]","[21, 21]",Contender
Kaleb & Creech,25 & 27,1st place,2021california,"[15, 24]","[21, 26]",Contender
We Suck,Brojans,3rd place,2021california,"[1, 1]","[0, 0]",Contender
Contender Glory Days,Margarine,3rd place,2021california,"[21, 21]","[15, 18]",Contender
Kaleb & Creech,Lanky and Clanky,3rd place,2021california,"[15, 21, 21]","[21, 16, 11]",Contender
The Set Cadets,25 & 27,3rd place,2021california,"[21, 24, 18]","[23, 22, 21]",Contender
We Suck,The Two Ta-Ta’s,Semi-finals,2021california,"[21, 21]","[9, 12]",Contender
Chico Dogs,Brojans,Semi-finals,2021california,"[0, 0]","[1, 1]",Contender
Contender Glory Days,We’re OK,Semi-finals,2021california,"[21, 21]","[13, 15]",Contender
Margarine,Pair of Alacaballics,Semi-finals,2021california,"[1, 1]","[0, 0]",Contender
Kaleb & Creech,Jason/Justin,Semi-finals,2021california,"[21, 21]","[11, 14]",Contender
Lanky and Clanky,Jason’s Girlfriend’s Fan Club and Jason,Semi-finals,2021california,"[21, 21]","[16, 18]",Contender
The Set Cadets,Loma State University,Semi-finals,2021california,"[2, 1, 2]","[1, 2, 1]",Contender
Hunter Gatherers,25 & 27,Semi-finals,2021california,"[21, 19]","[23, 21]",Contender
The Two Ta-Ta’s,Bucket Hat Bros,Quarter-finals,2021california,"[21, 21]","[10, 17]",Contender
Alex Daly’s Disciples,Ka-Chow,P5: Semi-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
Kaleb & Creech,We Suck,P5: Final,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
CVS,Stubb’s House,P9: Quarter-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
Crocs n Socs,Underage Monkeys,P9: Quarter-finals,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
Margarine,Brojans,9th place,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
The Set Cadets,Lanky and Clanky,9th place,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
Our partners are premier,Goo Lagoon Goons,P17: Round of 16,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
Feast or Famine,What's Quakin?!,P17: Round of 16,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
Kevin Gurant,Hot Boy Summer,P17: Round of 16,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
Blinngo Ball Indulgence,coastal boys,P17: Round of 16,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
Chico Dogs,The Two Ta-Ta’s,19th place,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
We’re OK,Pair of Alacaballics,19th place,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
Jason’s Girlfriend’s Fan Club and Jason,Jason/Justin,19th place,2021california,"[-1, -1, -1]","[-1, -1, -1]",Contender
Loma State University,Hunter Gatherers,19th place,2021california,"[0, 0]","[21, 21]",Contender
Ambulating Amigas,KILLER,Round of 16,2021california,"[16, 21, 21]","[21, 16, 18]",Women's Advanced
THUS Parabatai,Running with Scissors,Round of 16,2021california,"[21, 21]","[16, 16]",Women's Advanced
Totes Magoats,Ambulating Amigas,Quarter-finals,2021california,"[1, 1]","[0, 0]",Women's Advanced
Showalter/Shrock,THUS Parabatai,Quarter-finals,2021california,"[18, 16]","[21, 21]",Women's Advanced
Totes Magoats,THUS Parabatai,Semi-finals,2021california,"[21, 21]","[16, 16]",Women's Advanced
Zoomies,Graham/Rogers,Final,2021california,"[18, 14]","[21, 21]",Women's Advanced
Zoomies,Jenki/Nguyen,1st place,2021california,"[21, 21]","[17, 18]",Women's Advanced
Graham/Rogers,Rally Cats,1st place,2021california,"[21, 21]","[17, 14]",Women's Advanced
Jenki/Nguyen,Spice Rack,3rd place,2021california,"[21, 21]","[14, 12]",Women's Advanced
Rally Cats,Happy Campers,3rd place,2021california,"[21, 21]","[12, 15]",Women's Advanced
Showalter/Shrock,Ambulating Amigas,P5: Semi-finals,2021california,[-1],[-1],Women's Advanced
Rally Cats,Jenki/Nguyen,P5: Final,2021california,[-1],[-1],Women's Advanced
KILLER,Running with Scissors,P9: Semi-finals,2021california,[2],[0],Women's Advanced
Spice Rack,Happy Campers,P9: Final,2021california,[2],[0],Women's Advanced
KILLER,Running with Scissors,P9: Semi-finals,2021california,[2],[0],Women's Advanced
Spice Rack,Happy Campers,P9: Final,2021california,[2],[0],Women's Advanced
The X’s,Besties,Round of 16,2021california,"[21, 21]","[13, 15]",Women's Intermediate
Plan B,Sister Sister,Round of 16,2021california,"[21, 21]","[18, 15]",Women's Intermediate
Getting Rec'd,The X’s,Quarter-finals,2021california,"[13, 16]","[21, 21]",Women's Intermediate
Laugh n Sass,Plan B,Quarter-finals,2021california,"[14, 16]","[21, 21]",Women's Intermediate
The X’s,Plan B,Semi-finals,2021california,"[21, 21]","[17, 14]",Women's Intermediate
New Kids on the Block,E.R,Final,2021california,"[21, 21]","[15, 16]",Women's Intermediate
New Kids on the Block,Bananas,1st place,2021california,"[21, 21]","[10, 15]",Women's Intermediate
Slam Jam,E.R,1st place,2021california,"[19, 21, 19]","[21, 19, 21]",Women's Intermediate
Bananas,C2.,3rd place,2021california,"[21, 21]","[15, 13]",Women's Intermediate
E.R,AquaGirls,3rd place,2021california,"[21, 21]","[10, 15]",Women's Intermediate
Laugh n Sass,Getting Rec'd,P5: Semi-finals,2021california,[-1],[-1],Women's Intermediate
Slam Jam,Bananas,P5: Final,2021california,[-1],[-1],Women's Intermediate
Besties,Sister Sister,P9: Semi-finals,2021california,[-1],[-1],Women's Intermediate
C2.,AquaGirls,P9: Final,2021california,[-1],[-1],Women's Intermediate
Besties,Sister Sister,P9: Semi-finals,2021california,[-1],[-1],Women's Intermediate
C2.,AquaGirls,P9: Final,2021california,[-1],[-1],Women's Intermediate
Generation Gap,Ling Boyz,Round of 32,2021california,[2],[0],Advanced
Club Penguin,Glendale Guys,Round of 32,2021california,[2],[0],Advanced
The Big Ticket,Burbank Boiz,Round of 32,2021california,[2],[0],Advanced
Zug zug,Generation Gap,Round of 16,2021california,[2],[0],Advanced
Suite Life,The A-Team,Round of 16,2021california,[2],[1],Advanced
5.0 Bodies,Club Penguin,Round of 16,2021california,[1],[2],Advanced
The Big Ticket,Cultured Spice,Round of 16,2021california,[0],[2],Advanced
Zug zug,Suite Life,Quarter-finals,2021california,"[1, 1]","[0, 0]",Advanced
Club Penguin,Cultured Spice,Quarter-finals,2021california,"[12, 11]","[21, 21]",Advanced
Zug zug,Cultured Spice,Semi-finals,2021california,"[15, 16]","[21, 21]",Advanced
We Play Tennis,Team Fwango,Final,2021california,"[21, 21]","[18, 19]",Advanced
We Play Tennis,The Truins,1st place,2021california,"[21, 21]","[18, 14]",Advanced
Team Fwango,Stay Hard!!!,1st place,2021california,"[21, 21]","[15, 18]",Advanced
We Play Tennis,Reverse Spikology,3rd place,2021california,[2],[0],Advanced
The Truins,Latrelle,3rd place,2021california,[2],[1],Advanced
Team Fwango,Spikey Spikey Boom Men,3rd place,2021california,[2],[0],Advanced
Ban…Kai,Stay Hard!!!,3rd place,2021california,[0],[2],Advanced
Reverse Spikology,Prince of Persia,Semi-finals,2021california,[2],[0],Advanced
Spikey Spikey Boom Men,Two Friends,Semi-finals,2021california,[2],[1],Advanced
Club Penguin,Suite Life,P5: Semi-finals,2021california,[2],[0],Advanced
Stay Hard!!!,The Truins,P5: Final,2021california,[0],[2],Advanced
The A-Team,Generation Gap,P9: Quarter-finals,2021california,[1],[2],Advanced
The Big Ticket,5.0 Bodies,P9: Quarter-finals,2021california,[-1],[-1],Advanced
Reverse Spikology,Spikey Spikey Boom Men,P9: Final,2021california,[-1],[-1],Advanced
Latrelle,Reverse Spikology,9th place,2021california,[0],[2],Advanced
Ban…Kai,Spikey Spikey Boom Men,9th place,2021california,[0],[2],Advanced
Ban…Kai,Latrelle,P13: Final,2021california,[-1],[-1],Advanced
Glendale Guys,Burbank Boiz,P17: Quarter-finals,2021california,[2],[0],Advanced
Ling Boyz,Glendale Guys,P17: Semi-finals,2021california,[2],[0],Advanced
Prince of Persia,Two Friends,P17: Final,2021california,[0],[2],Advanced
The Glizzies,sinigangsters,Round of 32,2021california,"[21, 21]","[16, 19]",Intermediate
Sherl's Queendom,PogChampions,Round of 32,2021california,"[21, 21]","[17, 10]",Intermediate
Old Main,can’t handel us,Round of 32,2021california,"[21, 24]","[18, 22]",Intermediate
Sheesh,ELiminators,Round of 32,2021california,"[22, 21]","[20, 17]",Intermediate
Li Hing Mui,Oh What The?!,Round of 32,2021california,"[18, 21, 21]","[21, 15, 14]",Intermediate
Respect Your Elders,Northern Lights,Round of 32,2021california,"[21, 21]","[12, 11]",Intermediate
Aztecs (SDSU),The Glizzies,Round of 16,2021california,"[23, 21]","[21, 11]",Intermediate
Sherl's Queendom,Old Main,Round of 16,2021california,"[18, 17]","[21, 21]",Intermediate
Concussed Kooks,Sheesh,Round of 16,2021california,"[21, 21]","[11, 10]",Intermediate
Li Hing Mui,Respect Your Elders,Round of 16,2021california,"[18, 15]","[21, 21]",Intermediate
Aztecs (SDSU),Old Main,Quarter-finals,2021california,"[21, 21]","[16, 13]",Intermediate
Concussed Kooks,Respect Your Elders,Quarter-finals,2021california,"[19, 21, 21]","[21, 19, 15]",Intermediate
Aztecs (SDSU),Concussed Kooks,Semi-finals,2021california,"[23, 21]","[21, 13]",Intermediate
The Ball Slappers,Ahjin,Final,2021california,"[24, 21]","[22, 19]",Intermediate
The Ball Slappers,Slippery Sumos,1st place,2021california,"[21, 21]","[16, 15]",Intermediate
Napkin Riddles,Ahjin,1st place,2021california,"[15, 21, 18]","[21, 19, 21]",Intermediate
The Ball Slappers,Half Chub Cubs,3rd place,2021california,"[21, 21]","[17, 17]",Intermediate
Slunky Caniacs,Slippery Sumos,3rd place,2021california,"[15, 18]","[21, 21]",Intermediate
Napkin Riddles,Hurricanes,3rd place,2021california,"[21, 21]","[19, 18]",Intermediate
Big Fat Glove Boyz,Ahjin,3rd place,2021california,"[18, 16]","[21, 21]",Intermediate
Half Chub Cubs,Rick and Morty,Semi-finals,2021california,"[21, 21]","[11, 7]",Intermediate
Slunky Caniacs,stopsigned,Semi-finals,2021california,"[21, 21]","[14, 12]",Intermediate
Slippery Sumos,Frisbois,Semi-finals,2021california,"[21, 21]","[15, 17]",Intermediate
Hurricanes,Galaxy Goons,Semi-finals,2021california,"[21, 21, 0]","[10, 8, 0]",Intermediate
Big Fat Glove Boyz,Stud Without the U,Semi-finals,2021california,"[21, 21, 21]","[15, 15, 15]",Intermediate
Ahjin,Black Cyborgs,Semi-finals,2021california,"[21, 21]","[12, 7]",Intermediate
