Team Name,Wins,Losses,Result,Division,Tournament
Assistive Touch,7,0,1,Premier,2021california
Double Clutch,5,1,2,Premier,2021california
Ritto Boys,6,1,3,Premier,2021california
Wonky Sauce,5,2,4,Premier,2021california
Boysterous,4,1,5,Premier,2021california
The Klondike Bars,4,1,5,Premier,2021california
Gold Diggers,4,1,5,Premier,2021california
Knotty,4,1,5,Premier,2021california
Cisek/Abrams,3,1,9,Premier,2021california
Yip Yip,3,2,9,Premier,2021california
Box Models,2,2,9,Premier,2021california
Foote / Oswalt,3,2,9,Premier,2021california
Sloppy Seconds,3,2,9,Premier,2021california
Lowkey,3,2,9,Premier,2021california
Graham/Showalter,3,1,9,Premier,2021california
Cummings/ Bergman,3,2,9,Premier,2021california
Daly/Singer,2,2,17,Premier,2021california
CornRows,2,2,17,Premier,2021california
Chico Atlantic,2,2,17,Premier,2021california
Dewey Disciples,2,2,17,Premier,2021california
LMUCLA,2,2,17,Premier,2021california
Poptropica,3,1,17,Premier,2021california
Texas Sucks,5,2,23,Premier,2021california
Zia,4,3,24,Premier,2021california
Lefty Pull,4,3,25,Premier,2021california
Team Alliteration,3,5,26,Premier,2021california
Ortlip/Berry,2,3,27,Premier,2021california
Glizzy Gobblers,2,3,27,Premier,2021california
Tengan Toppa,2,4,27,Premier,2021california
manGOOOOONS ( Team Edward ),2,3,27,Premier,2021california
Western Grebes,1,3,31,Premier,2021california
BZ Money,1,3,31,Premier,2021california
Trash Pandas,1,3,31,Premier,2021california
Nyoom?,1,4,31,Premier,2021california
Warn-A-Brotha,1,4,31,Premier,2021california
Salty Nuts,1,4,31,Premier,2021california
Hot Monkey Come,1,3,31,Premier,2021california
Smith/Young,1,3,31,Premier,2021california
Orange Dream,0,4,39,Premier,2021california
Wong/(Will) Foote,0,4,39,Premier,2021california
HOOPLA,0,4,39,Premier,2021california
Chowey,0,4,39,Premier,2021california
GLO GLO JUICE,0,4,39,Premier,2021california
Contender Glory Days,9,2,1,Contender,2021california
Rennie's on a Monday,9,1,2,Contender,2021california
Fundamental Franks,10,1,3,Contender,2021california
25 & 27,8,3,4,Contender,2021california
Alex Daly’s Disciples,6,3,5,Contender,2021california
Ka-Chow,7,2,5,Contender,2021california
Kaleb & Creech,8,1,5,Contender,2021california
We Suck,8,1,5,Contender,2021california
The Set Cadets,5,3,9,Contender,2021california
Lanky and Clanky,3,4,9,Contender,2021california
Margarine,3,5,9,Contender,2021california
Brojans,4,4,9,Contender,2021california
CVS,6,2,9,Contender,2021california
Stubb’s House,3,4,9,Contender,2021california
Crocs n Socs,2,6,9,Contender,2021california
Underage Monkeys,5,3,9,Contender,2021california
Hunter Gatherers,2,6,17,Contender,2021california
Kevin Gurant,2,4,17,Contender,2021california
Hot Boy Summer,1,6,17,Contender,2021california
Feast or Famine,2,5,17,Contender,2021california
What's Quakin?!,2,5,17,Contender,2021california
We’re OK,1,5,17,Contender,2021california
Pair of Alacaballics,5,2,17,Contender,2021california
Blinngo Ball Indulgence,3,4,17,Contender,2021california
coastal boys,5,2,17,Contender,2021california
Jason’s Girlfriend’s Fan Club and Jason,3,3,17,Contender,2021california
Jason/Justin,1,6,17,Contender,2021california
Our partners are premier,3,4,17,Contender,2021california
Goo Lagoon Goons,1,7,17,Contender,2021california
Chico Dogs,3,4,17,Contender,2021california
The Two Ta-Ta’s,2,6,17,Contender,2021california
Loma State University,2,6,32,Contender,2021california
Backhand fire,0,7,33,Contender,2021california
Bucket Hat Bros,0,7,33,Contender,2021california
Totes Magoats,6,0,1,Women's Advanced,2021california
Graham/Rogers,5,1,2,Women's Advanced,2021california
Zoomies,5,1,3,Women's Advanced,2021california
THUS Parabatai,4,3,4,Women's Advanced,2021california
Showalter/Shrock,2,2,5,Women's Advanced,2021california
Ambulating Amigas,2,3,5,Women's Advanced,2021california
Rally Cats,3,2,5,Women's Advanced,2021california
Jenki/Nguyen,2,3,5,Women's Advanced,2021california
Spice Rack,2,4,9,Women's Advanced,2021california
KILLER,2,4,10,Women's Advanced,2021california
Happy Campers,0,5,11,Women's Advanced,2021california
Running with Scissors,0,5,11,Women's Advanced,2021california
New Kids on the Block,8,0,1,Women's Intermediate,2021california
The X’s,5,4,2,Women's Intermediate,2021california
E.R,5,3,3,Women's Intermediate,2021california
Plan B,5,3,0,Women's Intermediate,2021california
Laugh n Sass,3,3,5,Women's Intermediate,2021california
Getting Rec'd,5,1,5,Women's Intermediate,2021california
Slam Jam,4,2,5,Women's Intermediate,2021california
Bananas,3,4,5,Women's Intermediate,2021california
Besties,2,4,9,Women's Intermediate,2021california
Sister Sister,0,6,9,Women's Intermediate,2021california
C2.,1,5,9,Women's Intermediate,2021california
AquaGirls,0,6,9,Women's Intermediate,2021california
Cultured Spice,9,1,1,Advanced,2021california
We Play Tennis,9,1,2,Advanced,2021california
Zug zug,9,1,3,Advanced,2021california
Team Fwango,8,2,4,Advanced,2021california
The Truins,6,4,5,Advanced,2021california
Club Penguin,6,5,6,Advanced,2021california
Stay Hard!!!,5,4,7,Advanced,2021california
Suite Life,5,4,7,Advanced,2021california
Reverse Spikology,4,5,9,Advanced,2021california
Spikey Spikey Boom Men,4,5,9,Advanced,2021california
