Team Name,Wins,Losses,Result,Division,Tournament
Double Clutch,5,0,1,Premier 5.0+,sts22orlandofl
In System,6,1,2,Premier 5.0+,sts22orlandofl
Finocchi/Model,7,0,3,Premier 5.0+,sts22orlandofl
Bazinga,5,2,0,Premier 5.0+,sts22orlandofl
Creamy,6,0,0,Premier 5.0+,sts22orlandofl
Mermaid Sparkle,6,1,0,Premier 5.0+,sts22orlandofl
Air Buds,6,0,0,Premier 5.0+,sts22orlandofl
Swervie,6,1,0,Premier 5.0+,sts22orlandofl
WySpike Synergy,5,4,9,Premier 5.0+,sts22orlandofl
Rio Boys,5,4,9,Premier 5.0+,sts22orlandofl
Ranch x3,5,2,11,Premier 5.0+,sts22orlandofl
3 Meter Set,3,4,11,Premier 5.0+,sts22orlandofl
Coast to Coast,6,1,11,Premier 5.0+,sts22orlandofl
Prophecy,4,3,11,Premier 5.0+,sts22orlandofl
2 Fungis,3,4,11,Premier 5.0+,sts22orlandofl
Chilly Chillies,4,3,11,Premier 5.0+,sts22orlandofl
GingerBread Men,3,5,17,Premier 5.0+,sts22orlandofl
Kahooters,1,4,17,Premier 5.0+,sts22orlandofl
Cryptid,1,5,17,Premier 5.0+,sts22orlandofl
The shark and minnow,1,5,17,Premier 5.0+,sts22orlandofl
Too Static,1,6,17,Premier 5.0+,sts22orlandofl
Blue Turtle Shell,2,4,17,Premier 5.0+,sts22orlandofl
Kiddos,1,5,17,Premier 5.0+,sts22orlandofl
Michael Barkman,1,5,17,Premier 5.0+,sts22orlandofl
Boost,1,7,25,Premier 5.0+,sts22orlandofl
Jam Session,1,6,25,Premier 5.0+,sts22orlandofl
Bot House,1,6,25,Premier 5.0+,sts22orlandofl
TWINZ,1,6,25,Premier 5.0+,sts22orlandofl
Lake Titicaca,2,5,25,Premier 5.0+,sts22orlandofl
Bingu!,10,0,1,Contender 4.5+,sts22orlandofl
Joshie/Kyle,7,3,2,Contender 4.5+,sts22orlandofl
J Chillin,8,1,3,Contender 4.5+,sts22orlandofl
WheeLu Marry Me?,8,1,0,Contender 4.5+,sts22orlandofl
C’monn Vinnyy,6,1,5,Contender 4.5+,sts22orlandofl
Deceptive,7,1,5,Contender 4.5+,sts22orlandofl
Sayyed / Garcia,7,1,5,Contender 4.5+,sts22orlandofl
GG Boys,7,1,5,Contender 4.5+,sts22orlandofl
Sassquatch Hunters,4,3,9,Contender 4.5+,sts22orlandofl
CRO save the fishies,5,2,9,Contender 4.5+,sts22orlandofl
We have a bye,4,3,9,Contender 4.5+,sts22orlandofl
SHK Silky Mitts,6,1,9,Contender 4.5+,sts22orlandofl
EK.,5,2,9,Contender 4.5+,sts22orlandofl
You sound like you're from LANDAN!,4,3,9,Contender 4.5+,sts22orlandofl
Big Zax Snack,4,2,9,Contender 4.5+,sts22orlandofl
Homemade Spicyness,4,3,9,Contender 4.5+,sts22orlandofl
Anarchy,5,3,17,Contender 4.5+,sts22orlandofl
Umm,3,4,17,Contender 4.5+,sts22orlandofl
Wamble,3,4,17,Contender 4.5+,sts22orlandofl
Papa Bear and Cub,4,3,17,Contender 4.5+,sts22orlandofl
