Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Eisenträger/Siemer,nerds in disguise,Round of 16,etspadova2023,"[21, 21]","[13, 19]",Open Pro
[SUI] Rimle/Peter,RCG Powerline,Round of 16,etspadova2023,"[21, 12]","[23, 21]",Open Pro
Pour Combien ?,RCB Spikeleeks,Round of 16,etspadova2023,"[21, 18, 21]","[19, 21, 17]",Open Pro
Hustling Brothers,Fred Potter,Round of 16,etspadova2023,"[21, 21]","[18, 14]",Open Pro
Eisenträger/Siemer,RCG Powerline,Quarter-finals,etspadova2023,"[25, 21]","[23, 15]",Open Pro
Pour Combien ?,Hustling Brothers,Quarter-finals,etspadova2023,"[17, 15]","[21, 21]",Open Pro
Eisenträger/Siemer,Hustling Brothers,Semi-finals,etspadova2023,"[18, 21, 21]","[21, 11, 16]",Open Pro
RCB Drü,Never Cold🌡️,Final,etspadova2023,"[21, 21]","[16, 18]",Open Pro
Paindrops,RCB Drü,1st place,etspadova2023,"[16, 19]","[21, 21]",Open Pro
Kandula/Visek,Never Cold🌡️,1st place,etspadova2023,"[11, 21]","[21, 23]",Open Pro
Paindrops,Double Bang,3rd place,etspadova2023,"[21, 21]","[13, 14]",Open Pro
RCB Drü,Hokus Boom,3rd place,etspadova2023,"[21, 21]","[18, 15]",Open Pro
RBZ Capri Sons,Kandula/Visek,3rd place,etspadova2023,"[24, 25, 24]","[25, 18, 25]",Open Pro
Never Cold🌡️,Lacombe/Chapelière,3rd place,etspadova2023,"[21, 21]","[16, 16]",Open Pro
Pour Combien ?,RCG Powerline,P5: Semi-finals,etspadova2023,"[0, 0]","[1, 1]",Open Pro
Kandula/Visek,Paindrops,P5: Final,etspadova2023,"[21, 1]","[18, 0]",Open Pro
[SUI] Rimle/Peter,nerds in disguise,P9: Quarter-finals,etspadova2023,"[15, 15]","[12, 11]",Open Pro
Fred Potter,RCB Spikeleeks,P9: Quarter-finals,etspadova2023,"[12, 12]","[15, 15]",Open Pro
[SUI] Rimle/Peter,RCB Spikeleeks,P9: Semi-finals,etspadova2023,"[-1, -1, -1]","[-1, -1, -1]",Open Pro
Hokus Boom,Lacombe/Chapelière,P9: Final,etspadova2023,"[-1, -1, -1]","[-1, -1, -1]",Open Pro
Hokus Boom,Double Bang,9th place,etspadova2023,"[1, 1]","[0, 0]",Open Pro
Lacombe/Chapelière,RBZ Capri Sons,9th place,etspadova2023,"[1, 1]","[0, 0]",Open Pro
Fred Potter,nerds in disguise,P13: Semi-finals,etspadova2023,"[0, 0]","[1, 1]",Open Pro
RBZ Capri Sons,Double Bang,P13: Final,etspadova2023,"[-1, -1, -1]","[-1, -1, -1]",Open Pro
Fred Potter,nerds in disguise,P13: Semi-finals,etspadova2023,"[0, 0]","[1, 1]",Open Pro
RBZ Capri Sons,Double Bang,P13: Final,etspadova2023,"[-1, -1, -1]","[-1, -1, -1]",Open Pro
Miettes de biscuit,Cucciolone guerriere,Round of 16,etspadova2023,"[16, 16]","[21, 21]",Women's Pro
Out Of Order,25.02,Round of 16,etspadova2023,"[21, 21]","[9, 9]",Women's Pro
Mrc Stadlers,GBR - TROUGHTON / FATT,Round of 16,etspadova2023,"[21, 25]","[16, 24]",Women's Pro
towerful,Cucciolone guerriere,Quarter-finals,etspadova2023,"[21, 21]","[19, 13]",Women's Pro
Out Of Order,Mrc Stadlers,Quarter-finals,etspadova2023,"[24, 21]","[22, 18]",Women's Pro
towerful,Out Of Order,Semi-finals,etspadova2023,"[21, 21]","[19, 14]",Women's Pro
tiramisu,Puces&dives,Final,etspadova2023,"[21, 21]","[13, 14]",Women's Pro
tiramisu,Curly Fries,1st place,etspadova2023,"[21, 21]","[19, 15]",Women's Pro
Puces&dives,secco maracuja,1st place,etspadova2023,"[21, 21]","[14, 19]",Women's Pro
tiramisu,Mosquitos,3rd place,etspadova2023,"[21, 21]","[9, 11]",Women's Pro
Curly Fries,Apple Bottom Jeans,3rd place,etspadova2023,"[21, 21]","[17, 17]",Women's Pro
Puces&dives,Helena/Hanna,3rd place,etspadova2023,"[21, 21]","[9, 13]",Women's Pro
secco maracuja,Allesch Kapoedt,3rd place,etspadova2023,"[21, 21]","[17, 17]",Women's Pro
Mrc Stadlers,Cucciolone guerriere,P5: Semi-finals,etspadova2023,"[15, 21, 18]","[21, 15, 21]",Women's Pro
secco maracuja,Curly Fries,P5: Final,etspadova2023,"[0, 0]","[1, 1]",Women's Pro
GBR - TROUGHTON / FATT,25.02,P9: Quarter-finals,etspadova2023,"[15, 15]","[13, 13]",Women's Pro
Miettes de biscuit,GBR - TROUGHTON / FATT,P9: Semi-finals,etspadova2023,"[15, 9, 11]","[12, 15, 15]",Women's Pro
Apple Bottom Jeans,Allesch Kapoedt,P9: Final,etspadova2023,"[15, 13, 15]","[8, 15, 13]",Women's Pro
Apple Bottom Jeans,Mosquitos,9th place,etspadova2023,"[15, 10, 15]","[10, 15, 13]",Women's Pro
Allesch Kapoedt,Helena/Hanna,9th place,etspadova2023,"[16, 15]","[14, 13]",Women's Pro
Helena/Hanna,Mosquitos,P13: Final,etspadova2023,"[13, 13]","[15, 15]",Women's Pro
Helena/Hanna,Mosquitos,P13: Final,etspadova2023,"[13, 13]","[15, 15]",Women's Pro
Pas Toucheyyy,Marcos/Halvard,Round of 16,etspadova2023,"[21, 13, 19]","[19, 21, 21]",Open Gold
One Swedish Machine,Spikeghetti,Round of 16,etspadova2023,"[21, 21]","[9, 17]",Open Gold
Serial Chillers,Belgian Fries,Round of 16,etspadova2023,"[21, 21]","[17, 17]",Open Gold
Jonas/Stoisser,"halo, halo, palma?",Round of 16,etspadova2023,"[21, 21]","[11, 18]",Open Gold
Marcos/Halvard,One Swedish Machine,Quarter-finals,etspadova2023,"[14, 17]","[21, 21]",Open Gold
Serial Chillers,Jonas/Stoisser,Quarter-finals,etspadova2023,"[18, 17]","[21, 21]",Open Gold
One Swedish Machine,Jonas/Stoisser,Semi-finals,etspadova2023,"[30, 21, 13]","[32, 15, 21]",Open Gold
Gemmathi & Let's Jo,French Contact,Final,etspadova2023,"[18, 21, 21]","[21, 19, 19]",Open Gold
Gemmathi & Let's Jo,Eynard/Sacchini,1st place,etspadova2023,"[21, 21]","[19, 14]",Open Gold
French Contact,Pocket Aces,1st place,etspadova2023,"[21, 21]","[17, 14]",Open Gold
Gemmathi & Let's Jo,Mareschal/Merlin,3rd place,etspadova2023,"[21, 21]","[8, 15]",Open Gold
Eynard/Sacchini,GBR - ELBOURNE / COOK,3rd place,etspadova2023,"[21, 19, 21]","[17, 21, 16]",Open Gold
French Contact,Cobra Spike,3rd place,etspadova2023,"[21, 21]","[16, 19]",Open Gold
Bodybag!,Pocket Aces,3rd place,etspadova2023,"[18, 18]","[21, 21]",Open Gold
Serial Chillers,Marcos/Halvard,P5: Semi-finals,etspadova2023,"[15, 15]","[21, 21]",Open Gold
Pocket Aces,Eynard/Sacchini,P5: Final,etspadova2023,"[0, 0]","[1, 1]",Open Gold
Spikeghetti,Pas Toucheyyy,P9: Quarter-finals,etspadova2023,"[1, 1]","[0, 0]",Open Gold
"halo, halo, palma?",Belgian Fries,P9: Quarter-finals,etspadova2023,"[10, 14]","[15, 16]",Open Gold
Spikeghetti,Belgian Fries,P9: Semi-finals,etspadova2023,"[16, 15]","[14, 11]",Open Gold
Mareschal/Merlin,Bodybag!,P9: Final,etspadova2023,"[17, 0]","[21, 1]",Open Gold
GBR - ELBOURNE / COOK,Mareschal/Merlin,9th place,etspadova2023,"[0, 0]","[1, 1]",Open Gold
Bodybag!,Cobra Spike,9th place,etspadova2023,"[28, 1]","[26, 0]",Open Gold
"halo, halo, palma?",Pas Toucheyyy,P13: Semi-finals,etspadova2023,"[1, 1]","[0, 0]",Open Gold
Cobra Spike,GBR - ELBOURNE / COOK,P13: Final,etspadova2023,"[1, 1]","[0, 0]",Open Gold
"halo, halo, palma?",Pas Toucheyyy,P13: Semi-finals,etspadova2023,"[1, 1]","[0, 0]",Open Gold
Cobra Spike,GBR - ELBOURNE / COOK,P13: Final,etspadova2023,"[1, 1]","[0, 0]",Open Gold
The Blocksmiths,Jorge/Leonardo,Round of 32,etspadova2023,"[21, 15]","[17, 12]",Open Contender
In the pocket,Pusshycut,Round of 32,etspadova2023,"[19, 21, 15]","[21, 20, 12]",Open Contender
Sitting ducks,Els Cracks,Round of 32,etspadova2023,"[15, 15]","[11, 12]",Open Contender
RCB Presidenziale,Netiquette,Round of 32,etspadova2023,"[15, 15]","[8, 9]",Open Contender
Prison/Baumann,Pindakaasseur,Round of 32,etspadova2023,"[15, 15]","[11, 10]",Open Contender
Serve and Smile,Claviculae Fractura,Round of 32,etspadova2023,"[20, 12]","[21, 15]",Open Contender
RC Magic Hits,GBR - SAYYED / MACQUET,Round of 32,etspadova2023,"[16, 12, 11]","[14, 15, 15]",Open Contender
Coaching Gagnant,BRRRAS,Round of 32,etspadova2023,"[21, 15]","[20, 8]",Open Contender
The Blocksmiths,In the pocket,Round of 16,etspadova2023,"[15, 15]","[12, 9]",Open Contender
Sitting ducks,RCB Presidenziale,Round of 16,etspadova2023,"[12, 15]","[15, 17]",Open Contender
Prison/Baumann,Claviculae Fractura,Round of 16,etspadova2023,"[15, 15, 15]","[9, 17, 11]",Open Contender
GBR - SAYYED / MACQUET,Coaching Gagnant,Round of 16,etspadova2023,"[8, 15, 8]","[15, 8, 15]",Open Contender
The Blocksmiths,RCB Presidenziale,Quarter-finals,etspadova2023,"[15, 17]","[21, 21]",Open Contender
Prison/Baumann,Coaching Gagnant,Quarter-finals,etspadova2023,"[17, 13]","[21, 21]",Open Contender
RCB Presidenziale,Coaching Gagnant,Semi-finals,etspadova2023,"[21, 21]","[15, 17]",Open Contender
"LSF ""Sensei""",Curly Cutters,Final,etspadova2023,"[21, 16, 24]","[18, 21, 26]",Open Contender
Warsaw Spikes DuPę,"LSF ""Sensei""",1st place,etspadova2023,"[19, 16]","[21, 21]",Open Contender
Curly Cutters,GBR - DOUGLAS / CARMICHAEL,1st place,etspadova2023,"[24, 21, 21]","[25, 18, 14]",Open Contender
Warsaw Spikes DuPę,L-Mansion,3rd place,etspadova2023,"[15, 21]","[11, 19]",Open Contender
"LSF ""Sensei""",Alpes roundnet,3rd place,etspadova2023,"[15, 15]","[11, 13]",Open Contender
Cutter Boyz,Curly Cutters,3rd place,etspadova2023,"[15, 10, 9]","[12, 15, 15]",Open Contender
