Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Double Clutch,Meniscus,Round of 16,2021richmond,"[21, 21]","[11, 9]",Premier
Hilltop,Lowkey,Round of 16,2021richmond,"[20, 18]","[22, 21]",Premier
Foote / Oswalt,Grassy,Round of 16,2021richmond,"[13, 21, 21]","[21, 17, 19]",Premier
Tiki Taka,The Vision,Round of 16,2021richmond,"[21, 24, 21]","[16, 26, 18]",Premier
Double Clutch,Lowkey,Quarter-finals,2021richmond,"[21, 20, 21]","[15, 22, 17]",Premier
Foote / Oswalt,Tiki Taka,Quarter-finals,2021richmond,"[21, 21]","[14, 18]",Premier
Double Clutch,Foote / Oswalt,Semi-finals,2021richmond,"[21, 21]","[10, 15]",Premier
Long Tan Handsome and Addison,Smoothies,Final,2021richmond,"[21, 19, 19]","[13, 21, 21]",Premier
Long Tan Handsome and Addison,Wiggly Birds,1st place,2021richmond,"[1, 21]","[0, 11]",Premier
Smoothies,TRP Outside Smoke,1st place,2021richmond,"[21, 21]","[13, 19]",Premier
Long Tan Handsome and Addison,Bumpin Biscuits,3rd place,2021richmond,"[21, 21]","[15, 15]",Premier
Wiggly Birds,Dewey Disciples,3rd place,2021richmond,"[1, 2]","[0, 1]",Premier
Smoothies,Gross/Klap,3rd place,2021richmond,"[21, 21]","[15, 9]",Premier
TRP Outside Smoke,Abrams/Cisek,3rd place,2021richmond,"[21, 21]","[14, 18]",Premier
Tiki Taka,Lowkey,P5: Semi-finals,2021richmond,[-1],[-1],Premier
TRP Outside Smoke,Wiggly Birds,P5: Final,2021richmond,[-1],[-1],Premier
Hilltop,Meniscus,P9: Quarter-finals,2021richmond,[-1],[-1],Premier
The Vision,Grassy,P9: Quarter-finals,2021richmond,[-1],[-1],Premier
Dewey Disciples,Bumpin Biscuits,9th place,2021richmond,[-1],[-1],Premier
Abrams/Cisek,Gross/Klap,9th place,2021richmond,[-1],[-1],Premier
Heidman/Popluhar,OWS,Round of 32,2021richmond,"[18, 22]","[21, 24]",Premier
Bull City,Hawaiian Punch,Round of 32,2021richmond,"[21, 21]","[16, 14]",Premier
Pocket Rockets,OWS,Round of 16,2021richmond,"[21, 21]","[18, 16]",Premier
Carpet Campers,I hate that stupid parenthesis shrugging,Round of 16,2021richmond,"[2, 2]","[1, 1]",Premier
Murphy Mitchum,Bull City,Round of 16,2021richmond,"[14, 15]","[21, 21]",Premier
Google Docs,Flip Flop,Round of 16,2021richmond,[0],[1],Premier
Pocket Rockets,Carpet Campers,Quarter-finals,2021richmond,"[21, 21]","[16, 14]",Premier
Bull City,Flip Flop,Quarter-finals,2021richmond,"[21, 1]","[11, 0]",Premier
Pocket Rockets,Bull City,Semi-finals,2021richmond,"[0, 0]","[1, 1]",Premier
Dragons of the South,Graham/Showalter,Final,2021richmond,"[24, 12, 21]","[22, 21, 19]",Premier
TRP Fleet Footwork,Dragons of the South,1st place,2021richmond,"[22, 15, 16]","[20, 21, 21]",Premier
Graham/Showalter,704Tom,1st place,2021richmond,"[21, 21]","[18, 18]",Premier
Daddy's Milk,TRP Fleet Footwork,3rd place,2021richmond,"[19, 19]","[21, 21]",Premier
Zooklyn 99,Dragons of the South,3rd place,2021richmond,"[20, 21, 14]","[22, 19, 21]",Premier
Graham/Showalter,Slime Languge,3rd place,2021richmond,"[21, 21]","[19, 15]",Premier
Boost,704Tom,3rd place,2021richmond,"[21, 16]","[23, 21]",Premier
Chowey,TRP Fleet Footwork,Semi-finals,2021richmond,"[0, 0]","[1, 1]",Premier
Slime Languge,Sack of Corn,Semi-finals,2021richmond,"[21, 21]","[15, 17]",Premier
Flip Flop,Carpet Campers,P5: Semi-finals,2021richmond,[-1],[-1],Premier
704Tom,TRP Fleet Footwork,P5: Final,2021richmond,[-1],[-1],Premier
I hate that stupid parenthesis shrugging,OWS,P9: Quarter-finals,2021richmond,[-1],[-1],Premier
Google Docs,Murphy Mitchum,P9: Quarter-finals,2021richmond,[-1],[-1],Premier
Zooklyn 99,Daddy's Milk,9th place,2021richmond,[-1],[-1],Premier
Boost,Slime Languge,9th place,2021richmond,[-1],[-1],Premier
Heidman/Popluhar,Hawaiian Punch,P17: Semi-finals,2021richmond,[-1],[-1],Premier
Chowey,Sack of Corn,P17: Final,2021richmond,[-1],[-1],Premier
Heidman/Popluhar,Hawaiian Punch,P17: Semi-finals,2021richmond,[-1],[-1],Premier
Chowey,Sack of Corn,P17: Final,2021richmond,[-1],[-1],Premier
Aquatic Chalupas,Team Estrogen,Round of 16,2021richmond,"[21, 21]","[17, 19]",Women's
Graham/Rogers,Aquatic Chalupas,Quarter-finals,2021richmond,"[21, 21]","[13, 9]",Women's
DJ Spike,Willis/Conheady,Quarter-finals,2021richmond,"[21, 21]","[15, 17]",Women's
Graham/Rogers,DJ Spike,Semi-finals,2021richmond,"[1, 1]","[0, 0]",Women's
Bad Tan Lines,Rally Cats,Final,2021richmond,"[18, 18]","[21, 21]",Women's
Bad Tan Lines,Rich Fish,1st place,2021richmond,"[1, 1]","[0, 0]",Women's
Rally Cats,KW2,1st place,2021richmond,"[1, 1]","[0, 0]",Women's
Rich Fish,Stoll,3rd place,2021richmond,"[21, 21]","[15, 17]",Women's
KW2,Field/Mitchell,3rd place,2021richmond,"[21, 16, 1]","[10, 21, 0]",Women's
Willis/Conheady,Aquatic Chalupas,P5: Semi-finals,2021richmond,"[14, 14]","[21, 21]",Women's
KW2,Rich Fish,P5: Final,2021richmond,"[1, 1]","[0, 0]",Women's
Stoll,Field/Mitchell,P9: Final,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Women's
Stoll,Field/Mitchell,P9: Final,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Women's
Flukey Fellas,Wolfpack Roundnet,Round of 64,2021richmond,"[21, 18, 19]","[19, 21, 21]",Contender
Noah/Josh,Literal Dogwater,Round of 64,2021richmond,"[21, 25]","[17, 23]",Contender
Alex Daly’s Disciples,Burns/Kettwich,Round of 64,2021richmond,"[21, 23]","[17, 21]",Contender
Cut the cheese,Sponsored by Brisk,Round of 64,2021richmond,"[21, 21]","[14, 14]",Contender
Hot Pockets,Carver Cuts,Round of 64,2021richmond,"[1, 1]","[0, 0]",Contender
Stamina,Meep,Round of 64,2021richmond,"[21, 21]","[9, 14]",Contender
Full throatle,Adin’s Younger Brothers,Round of 64,2021richmond,"[21, 21]","[12, 13]",Contender
Evasive Maneuvers,Wolfpack Roundnet,Round of 32,2021richmond,"[21, 21]","[10, 15]",Contender
Pocket Aces,The Spike Mill,Round of 32,2021richmond,"[14, 23, 17]","[21, 21, 21]",Contender
Brown N' White,Noah/Josh,Round of 32,2021richmond,"[19, 21, 21]","[21, 16, 18]",Contender
Alex Daly’s Disciples,Figure It Oot,Round of 32,2021richmond,"[16, 12]","[21, 21]",Contender
"Put it in Reverse, Terry!",Cut the cheese,Round of 32,2021richmond,"[17, 14]","[21, 21]",Contender
Hot Pockets,Space Anomaly,Round of 32,2021richmond,"[19, 13]","[21, 21]",Contender
Bread and Butter,Stamina,Round of 32,2021richmond,"[21, 15, 23]","[18, 21, 25]",Contender
Full throatle,Not My Governor,Round of 32,2021richmond,"[19, 17]","[21, 21]",Contender
Evasive Maneuvers,The Spike Mill,Round of 16,2021richmond,"[21, 21]","[14, 16]",Contender
Brown N' White,Figure It Oot,Round of 16,2021richmond,"[21, 21]","[13, 19]",Contender
Cut the cheese,Space Anomaly,Round of 16,2021richmond,"[21, 19, 21]","[17, 21, 13]",Contender
Stamina,Not My Governor,Round of 16,2021richmond,"[26, 12, 21]","[24, 21, 18]",Contender
Evasive Maneuvers,Brown N' White,Quarter-finals,2021richmond,"[21, 21]","[14, 18]",Contender
Cut the cheese,Stamina,Quarter-finals,2021richmond,"[21, 19, 18]","[18, 21, 21]",Contender
Evasive Maneuvers,Stamina,Semi-finals,2021richmond,"[21, 21]","[14, 17]",Contender
Jenki/Latham,Glizzy Gladiators,Final,2021richmond,"[14, 15]","[21, 21]",Contender
Daddy Long Legs,Jenki/Latham,1st place,2021richmond,"[15, 18]","[21, 21]",Contender
Glizzy Gladiators,Tasty Cakez,1st place,2021richmond,"[21, 21]","[9, 15]",Contender
Daddy Long Legs,The Washington Roundnet Team,3rd place,2021richmond,"[21, 21]","[18, 14]",Contender
No touch,Jenki/Latham,3rd place,2021richmond,"[14, 15]","[21, 21]",Contender
Glizzy Gladiators,Galacticats,3rd place,2021richmond,"[21, 21]","[10, 15]",Contender
Tasty Cakez,What’s score,3rd place,2021richmond,"[16, 21, 28]","[21, 19, 26]",Contender
Daddy Long Legs,Last Minute Scratch,Semi-finals,2021richmond,"[21, 21]","[13, 14]",Contender
The Washington Roundnet Team,Terrible Terrapins,Semi-finals,2021richmond,"[21, 21]","[17, 15]",Contender
No touch,Per-rete,Semi-finals,2021richmond,"[19, 21, 21]","[21, 19, 19]",Contender
Allow Me,Jenki/Latham,Semi-finals,2021richmond,"[14, 17]","[21, 21]",Contender
Glizzy Gladiators,Royal Jesters,Semi-finals,2021richmond,"[21, 21]","[10, 15]",Contender
Galacticats,Chicken Contenders,Semi-finals,2021richmond,"[21, 21]","[17, 19]",Contender
Tasty Cakez,Oreo Slush,Semi-finals,2021richmond,"[25, 21]","[23, 16]",Contender
Matthew and Byron,What’s score,Semi-finals,2021richmond,"[9, 15]","[21, 21]",Contender
Last Minute Scratch,Hernandez/Stokes,Quarter-finals,2021richmond,"[23, 25]","[21, 23]",Contender
The Washington Roundnet Team,Honey Stone,Quarter-finals,2021richmond,"[21, 21]","[18, 12]",Contender
Per-rete,Cold Front,Quarter-finals,2021richmond,"[21, 21]","[14, 15]",Contender
Allow Me,The Greathouse's,Quarter-finals,2021richmond,"[22, 21]","[20, 13]",Contender
Royal Jesters,A bad team name,Quarter-finals,2021richmond,"[21, 21]","[15, 14]",Contender
Galacticats,Cold Front Blue,Quarter-finals,2021richmond,"[21, 22]","[19, 20]",Contender
Oreo Slush,Passionate Newbies,Quarter-finals,2021richmond,"[21, 21]","[9, 16]",Contender
Rotting Trees,Matthew and Byron,Quarter-finals,2021richmond,"[15, 19]","[21, 21]",Contender
Cut the cheese,Brown N' White,P5: Semi-finals,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Tasty Cakez,Daddy Long Legs,P5: Final,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Figure It Oot,The Spike Mill,P9: Quarter-finals,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Not My Governor,Space Anomaly,P9: Quarter-finals,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
No touch,The Washington Roundnet Team,9th place,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
What’s score,Galacticats,9th place,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Pocket Aces,Wolfpack Roundnet,P17: Round of 16,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Noah/Josh,Alex Daly’s Disciples,P17: Round of 16,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Hot Pockets,"Put it in Reverse, Terry!",P17: Round of 16,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Bread and Butter,Full throatle,P17: Round of 16,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Chicken Contenders,Oreo Slush,17th place,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Terrible Terrapins,Last Minute Scratch,19th place,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Per-rete,Allow Me,19th place,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Chicken Contenders,Royal Jesters,19th place,2021richmond,"[21, 21]","[11, 11]",Contender
Oreo Slush,Matthew and Byron,19th place,2021richmond,"[21, 21]","[10, 10]",Contender
Matthew and Byron,Royal Jesters,25th place,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Burns/Kettwich,Literal Dogwater,P33: Round of 16,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Sponsored by Brisk,Carver Cuts,P33: Round of 16,2021richmond,"[1, 1, 1]","[0, 0, 0]",Contender
Adin’s Younger Brothers,Meep,P33: Round of 16,2021richmond,"[21, 21]","[15, 16]",Contender
Sponsored by Brisk,Adin’s Younger Brothers,P33: Quarter-finals,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Hernandez/Stokes,Honey Stone,35th place,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
The Greathouse's,Cold Front,35th place,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
A bad team name,Cold Front Blue,35th place,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
Rotting Trees,Passionate Newbies,35th place,2021richmond,"[21, 21]","[11, 11]",Contender
Meep,Carver Cuts,P41: Quarter-finals,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Contender
The Hitmen,Rim Rockers,Round of 16,2021richmond,"[21, 18, 21]","[18, 21, 15]",Advanced
Should have played it,DioJcarz,Round of 16,2021richmond,"[21, 21]","[19, 8]",Advanced
High Post,Hell Yeah Brother,Round of 16,2021richmond,"[21, 21]","[8, 15]",Advanced
beakers,The Hitmen,Quarter-finals,2021richmond,"[21, 21]","[18, 17]",Advanced
Should have played it,High Post,Quarter-finals,2021richmond,"[15, 16]","[21, 21]",Advanced
beakers,High Post,Semi-finals,2021richmond,"[21, 23]","[15, 21]",Advanced
Dan Flashes,Bubbas Backhands,Final,2021richmond,"[21, 22]","[17, 20]",Advanced
Dan Flashes,Kid & Jr.,1st place,2021richmond,"[21, 21, 21]","[23, 19, 15]",Advanced
Gamma,Bubbas Backhands,1st place,2021richmond,"[13, 18]","[21, 21]",Advanced
Dan Flashes,I Draw Pot Of Greed,3rd place,2021richmond,"[21, 21]","[8, 10]",Advanced
Kid & Jr.,Shutt It Down,3rd place,2021richmond,"[21, 21]","[10, 5]",Advanced
Gamma,Kwang Gang,3rd place,2021richmond,"[21, 21]","[12, 16]",Advanced
Bubbas Backhands,Higher Post,3rd place,2021richmond,"[21, 21]","[11, 17]",Advanced
Should have played it,The Hitmen,P5: Semi-finals,2021richmond,[-1],[-1],Advanced
Gamma,Kid & Jr.,P5: Final,2021richmond,[-1],[-1],Advanced
Hell Yeah Brother,DioJcarz,P9: Quarter-finals,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Advanced
Shutt It Down,I Draw Pot Of Greed,9th place,2021richmond,"[-1, -1, -1]","[-1, -1, -1]",Advanced
Higher Post,Kwang Gang,9th place,2021richmond,"[21, 21]","[16, 17]",Advanced
The Boring name,BPCR,Round of 64,2021richmond,"[21, 21]","[15, 13]",Intermediate
