Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Friedeman/McKinney,GFD Native Americans,Round of 16,cincy2023,"[1, 1]","[0, 0]",Expert
Chimp Empire,Milked fish,Round of 16,cincy2023,"[1, 1]","[0, 0]",Expert
GFD Good Question,Bad company,Round of 16,cincy2023,"[1, 1]","[0, 0]",Expert
Yahtzee Club,Friedeman/McKinney,Quarter-finals,cincy2023,"[21, 22]","[18, 20]",Expert
Chimp Empire,GFD Good Question,Quarter-finals,cincy2023,"[1, 1]","[0, 0]",Expert
Yahtzee Club,Chimp Empire,Semi-finals,cincy2023,"[21, 13, 18]","[15, 21, 21]",Expert
GFD Asian Invasion,GFD Jbarr’s Penis,Final,cincy2023,"[0, 0]","[1, 1]",Expert
GFD Asian Invasion,GFD TRP Double Gulp,1st place,cincy2023,"[1, 1]","[0, 0]",Expert
GFD Jbarr’s Penis,Hot n Ready,1st place,cincy2023,"[1, 1]","[0, 0]",Expert
GFD Asian Invasion,Short Kings,3rd place,cincy2023,"[1, 1]","[0, 0]",Expert
GFD TRP Double Gulp,Out Of System,3rd place,cincy2023,"[0, 1, 1]","[1, 0, 0]",Expert
GFD Jbarr’s Penis,KRA Scrunch,3rd place,cincy2023,"[21, 22]","[15, 20]",Expert
Hot n Ready,TBR Lil Bro,3rd place,cincy2023,"[1, 1]","[0, 0]",Expert
GFD Good Question,Friedeman/McKinney,P5: Semi-finals,cincy2023,"[-1, -1, -1]","[-1, -1, -1]",Expert
Hot n Ready,GFD TRP Double Gulp,P5: Final,cincy2023,"[-1, -1, -1]","[-1, -1, -1]",Expert
Bad company,Milked fish,P9: Quarter-finals,cincy2023,"[-1, -1, -1]","[-1, -1, -1]",Expert
Out Of System,Short Kings,9th place,cincy2023,"[-1, -1, -1]","[-1, -1, -1]",Expert
TBR Lil Bro,KRA Scrunch,9th place,cincy2023,"[-1, -1, -1]","[-1, -1, -1]",Expert
Aughhhhughhh 👹,The Golden Girls,Quarter-finals,cincy2023,"[21, 21]","[9, 19]",Women's Advanced
PRIME,Aughhhhughhh 👹,Semi-finals,cincy2023,"[21, 21]","[15, 15]",Women's Advanced
Windbolt Storm,Where Did I Go Wrong?,Final,cincy2023,"[21, 17, 18]","[17, 21, 21]",Women's Advanced
Where Did I Go Wrong?,nicole and lulu,1st place,cincy2023,"[21, 21]","[7, 11]",Women's Advanced
TRP Redhawks,Sliced bread,Round of 16,cincy2023,"[21, 21]","[17, 19]",Advanced
RIP Jimmy,New York Sets,Round of 16,cincy2023,"[21, 23]","[9, 21]",Advanced
Queen City Quack,Who’s gonna carry the boats?,Round of 16,cincy2023,"[21, 21]","[11, 17]",Advanced
Chai Tea,TRP Redhawks,Quarter-finals,cincy2023,"[21, 21]","[19, 18]",Advanced
RIP Jimmy,Queen City Quack,Quarter-finals,cincy2023,"[21, 21]","[9, 9]",Advanced
Chai Tea,RIP Jimmy,Semi-finals,cincy2023,"[15, 21, 15]","[21, 18, 21]",Advanced
Cameron Frye,Mama’s Boys,Final,cincy2023,"[21, 21, 21]","[23, 17, 12]",Advanced
Olive Garden (The Breadsticks),Cameron Frye,1st place,cincy2023,"[18, 18]","[21, 21]",Advanced
Lando and Mama,Mama’s Boys,1st place,cincy2023,"[19, 19]","[21, 21]",Advanced
Cameron Frye,Bluegrass United,3rd place,cincy2023,"[21, 21]","[10, 9]",Advanced
The bouncing bananas,Mama’s Boys,3rd place,cincy2023,"[19, 18]","[21, 21]",Advanced
Queen City Quack,TRP Redhawks,P5: Semi-finals,cincy2023,"[-1, -1, -1]","[-1, -1, -1]",Advanced
Lando and Mama,Olive Garden (The Breadsticks),P5: Final,cincy2023,"[-1, -1, -1]","[-1, -1, -1]",Advanced
Who’s gonna carry the boats?,New York Sets,P9: Quarter-finals,cincy2023,"[-1, -1, -1]","[-1, -1, -1]",Advanced
Bluegrass United,The bouncing bananas,P9: Final,cincy2023,"[-1, -1, -1]","[-1, -1, -1]",Advanced
Ball boys,Hillsdale Roundnet,Quarter-finals,cincy2023,"[-1, 24, -1]","[-1, 22, -1]",Intermediate
9 to 5,Cowboys,1st place,cincy2023,"[-1, -1, -1]","[-1, -1, -1]",Intermediate
