Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
1-2-4 Skyball,Power Sweep,Semi-finals,2021florida,"[21, 21, 21]","[18, 23, 19]",Premier
cool hwhip,Knotty,Final,2021florida,"[18, 21, 19]","[21, 15, 21]",Premier
----,Slice the Mango,Semi-finals,2021florida,"[21, 18, 21]","[19, 21, 19]",Premier
Grassy,Cho & Chu,Final,2021florida,"[21, 21]","[14, 16]",Premier
----,Slice the Mango,Semi-finals,2021florida,"[21, 18, 21]","[19, 21, 19]",Premier
Grassy,Cho & Chu,Final,2021florida,"[21, 21]","[14, 16]",Premier
Bad at Team names,Double Geezburger,Round of 32,2021florida,"[11, 10]","[21, 21]",Contender
The Brands-Greggo Experience,The Underdogs,Round of 32,2021florida,"[21, 21]","[13, 11]",Contender
Anomaly,Public Sets Offenders,Round of 32,2021florida,"[21, 21]","[14, 9]",Contender
KinkStart,Father and Son,Round of 32,2021florida,"[18, 15]","[21, 21]",Contender
Volley Llamas,Double Geezburger,Round of 16,2021florida,"[21, 21]","[12, 18]",Contender
The Brands-Greggo Experience,Can’t hit a cut,Round of 16,2021florida,"[11, 19]","[21, 21]",Contender
Generation Z,Anomaly,Round of 16,2021florida,"[21, 21]","[16, 13]",Contender
Father and Son,Paradox,Round of 16,2021florida,"[15, 14]","[21, 21]",Contender
Volley Llamas,Can’t hit a cut,Quarter-finals,2021florida,"[21, 21]","[11, 17]",Contender
Generation Z,Paradox,Quarter-finals,2021florida,"[21, 21]","[15, 16]",Contender
Volley Llamas,Generation Z,Semi-finals,2021florida,"[21, 21]","[16, 14]",Contender
OWS,Regulars at Six Flags,Final,2021florida,"[21, 21]","[10, 12]",Contender
OWS,The Hidden Leaf,1st place,2021florida,"[21, 22]","[16, 20]",Contender
Regulars at Six Flags,Dom & Jay,1st place,2021florida,"[18, 21, 21]","[21, 19, 19]",Contender
OWS,Ka Chigga,3rd place,2021florida,"[21, 21]","[11, 14]",Contender
Muscle Beach,The Hidden Leaf,3rd place,2021florida,"[18, 18]","[21, 21]",Contender
Regulars at Six Flags,TWINZ,3rd place,2021florida,"[21, 21]","[19, 16]",Contender
Trash Pandas,Dom & Jay,3rd place,2021florida,"[12, 18]","[21, 21]",Contender
Texas Boys,Ka Chigga,Semi-finals,2021florida,"[19, 17]","[21, 21]",Contender
Muscle Beach,Clean Service,Semi-finals,2021florida,"[21, 21]","[11, 12]",Contender
TWINZ,hell ferrets,Semi-finals,2021florida,"[21, 21]","[17, 15]",Contender
Trash Pandas,These Guys,Semi-finals,2021florida,"[21, 21]","[10, 13]",Contender
Paradox,Can’t hit a cut,P5: Semi-finals,2021florida,"[-1, -1, -1]","[-1, -1, -1]",Contender
Dom & Jay,The Hidden Leaf,P5: Final,2021florida,"[-1, -1, -1]","[-1, -1, -1]",Contender
The Brands-Greggo Experience,Double Geezburger,P9: Quarter-finals,2021florida,"[20, 21, 24]","[22, 18, 22]",Contender
Father and Son,Anomaly,P9: Quarter-finals,2021florida,"[22, 1]","[20, 0]",Contender
The Brands-Greggo Experience,Father and Son,P9: Semi-finals,2021florida,"[-1, -1, -1]","[-1, -1, -1]",Contender
Muscle Beach,Ka Chigga,9th place,2021florida,"[-1, -1, -1]","[-1, -1, -1]",Contender
Trash Pandas,TWINZ,9th place,2021florida,"[-1, -1, -1]","[-1, -1, -1]",Contender
Anomaly,Double Geezburger,P13: Semi-finals,2021florida,"[-1, -1, -1]","[-1, -1, -1]",Contender
Bad at Team names,The Underdogs,P17: Quarter-finals,2021florida,"[21, 21]","[14, 14]",Contender
Public Sets Offenders,KinkStart,P17: Quarter-finals,2021florida,"[0, 0]","[21, 21]",Contender
Bad at Team names,KinkStart,P17: Semi-finals,2021florida,"[0, 0]","[21, 21]",Contender
Texas Boys,These Guys,P17: Final,2021florida,"[21, 21]","[14, 15]",Contender
Texas Boys,Clean Service,17th place,2021florida,"[21, 21]","[11, 0]",Contender
hell ferrets,These Guys,17th place,2021florida,"[15, 21, 15]","[21, 15, 21]",Contender
Public Sets Offenders,The Underdogs,P21: Semi-finals,2021florida,"[-1, -1, -1]","[-1, -1, -1]",Contender
hell ferrets,Clean Service,P21: Final,2021florida,"[-1, -1, -1]","[-1, -1, -1]",Contender
Public Sets Offenders,The Underdogs,P21: Semi-finals,2021florida,"[-1, -1, -1]","[-1, -1, -1]",Contender
hell ferrets,Clean Service,P21: Final,2021florida,"[-1, -1, -1]","[-1, -1, -1]",Contender
We've got the runs,Two REALLY Handsome Guys,Round of 16,2021florida,"[19, 21, 12]","[21, 17, 21]",Advanced
Super Spike Bros.,Safe Sets and Paychecks,Round of 16,2021florida,"[21, 21]","[16, 10]",Advanced
Seth Squared,How I Set Your Brother,Round of 16,2021florida,"[21, 21]","[14, 12]",Advanced
Pub boys,Two REALLY Handsome Guys,Quarter-finals,2021florida,"[21, 21]","[12, 14]",Advanced
Super Spike Bros.,Seth Squared,Quarter-finals,2021florida,"[21, 21]","[14, 18]",Advanced
Pub boys,Super Spike Bros.,Semi-finals,2021florida,"[21, 21]","[11, 19]",Advanced
Big Dogs Eat,Big Hosses,Final,2021florida,"[21, 21]","[16, 17]",Advanced
