Team Name,Wins,Losses,Result,Division,Tournament
Double Clutch,7,0,1,Pro,2021nationals
Ritto Boys,6,1,2,Pro,2021nationals
Assistive Touch,5,2,3,Pro,2021nationals
Boysterous,3,4,4,Pro,2021nationals
Foote / Oswalt,3,2,5,Pro,2021nationals
Knotty,1,4,5,Pro,2021nationals
TRP Outside Smoke,2,3,5,Pro,2021nationals
Volley Llamas,3,2,5,Pro,2021nationals
Tiki Taka,3,2,9,Pro,2021nationals
Gross eggs and Ham,1,4,9,Pro,2021nationals
Gold Diggers,3,2,9,Pro,2021nationals
WySpike Toxicity,1,4,9,Pro,2021nationals
Lowkey,2,3,13,Pro,2021nationals
Graham/Showalter,0,5,13,Pro,2021nationals
Hilltop,1,4,13,Pro,2021nationals
Sloppy Seconds,3,2,13,Pro,2021nationals
Red Flag,9,1,1,Premier,2021nationals
ClubSpike Spidey Senses,9,1,2,Premier,2021nationals
3 Meter Set,8,2,3,Premier,2021nationals
Cucumbarr,8,2,4,Premier,2021nationals
ClubSpike Insurgence,7,1,5,Premier,2021nationals
Hand of God,6,2,5,Premier,2021nationals
Spicy Tuna Roll,6,2,5,Premier,2021nationals
Pocket Rockets,7,1,5,Premier,2021nationals
LaRoofas Flooding,5,2,9,Premier,2021nationals
MT3,6,1,9,Premier,2021nationals
Moonsmoke,5,2,9,Premier,2021nationals
GLITCH,5,2,9,Premier,2021nationals
Coast2Coast Dab Up,5,2,9,Premier,2021nationals
Uno Reverse,5,3,9,Premier,2021nationals
Los & Len,5,2,9,Premier,2021nationals
Enraged Princes,5,2,9,Premier,2021nationals
Boles/Cornelius,4,3,17,Premier,2021nationals
Meniscus,3,4,17,Premier,2021nationals
Saint and Slade,4,2,17,Premier,2021nationals
It's Ben's Birthday,3,4,17,Premier,2021nationals
Runner’s Up,1,6,17,Premier,2021nationals
The Diamond Dogs,3,4,17,Premier,2021nationals
PPM,4,3,17,Premier,2021nationals
Alaskan bull worms,2,5,17,Premier,2021nationals
Waffle House,4,3,17,Premier,2021nationals
Funness,3,4,17,Premier,2021nationals
Evasive Maneuvers,4,3,17,Premier,2021nationals
Virginia Beach Roundnet,2,5,17,Premier,2021nationals
Trash Pandas,4,3,17,Premier,2021nationals
Feeble iguanas,2,5,17,Premier,2021nationals
Parahooters,4,3,17,Premier,2021nationals
Last Minute,2,5,17,Premier,2021nationals
Glizzy Gladiators,2,5,33,Premier,2021nationals
Boost,1,5,33,Premier,2021nationals
"+15,500",3,3,33,Premier,2021nationals
Bull City,2,4,33,Premier,2021nationals
Creech & Dom,1,5,33,Premier,2021nationals
Sports and Reilly,2,4,33,Premier,2021nationals
Average Joe’s,1,5,33,Premier,2021nationals
Western Grebes,1,5,33,Premier,2021nationals
Pickle Juice,0,6,33,Premier,2021nationals
China Moon,2,4,33,Premier,2021nationals
Macho Mango,0,6,33,Premier,2021nationals
505 x 805,2,4,33,Premier,2021nationals
Cut the Cheese,0,6,33,Premier,2021nationals
Texas Sucks,2,4,33,Premier,2021nationals
Old Line State,0,6,33,Premier,2021nationals
Matrix Reactor,0,7,48,Premier,2021nationals
Pick Pockets,11,1,1,Contender,2021nationals
Sensei,11,1,2,Contender,2021nationals
Bandaid Boys,10,2,3,Contender,2021nationals
Ricky & Des,9,3,4,Contender,2021nationals
Lanc Spanc,8,2,5,Contender,2021nationals
Botjangles,7,2,5,Contender,2021nationals
Bread and Butter,9,1,5,Contender,2021nationals
Kiddos,9,1,5,Contender,2021nationals
TBD,8,1,9,Contender,2021nationals
Masamune,7,1,9,Contender,2021nationals
Martin/Nisly,8,1,9,Contender,2021nationals
Mike 'n Mills,8,1,9,Contender,2021nationals
Wind Frogs,7,2,9,Contender,2021nationals
Domijoes,8,1,9,Contender,2021nationals
Nittany Nation,7,2,9,Contender,2021nationals
Alex Daly's Disciples (Northeastern),8,1,9,Contender,2021nationals
Royal Jesters,6,3,17,Contender,2021nationals
Michigan Mash Up,6,2,17,Contender,2021nationals
beakers,5,3,17,Contender,2021nationals
Fever Dream Boat,4,3,17,Contender,2021nationals
Do2,5,2,17,Contender,2021nationals
Cold Cut,7,1,17,Contender,2021nationals
Campbell Spikeball,5,3,17,Contender,2021nationals
I Like Ya Cut G,7,1,17,Contender,2021nationals
Beef Supreme,5,3,17,Contender,2021nationals
EJ's Water,6,1,17,Contender,2021nationals
Oxiclean works,4,3,17,Contender,2021nationals
Big Dogs Eat,4,4,17,Contender,2021nationals
Hot Commodity,5,3,17,Contender,2021nationals
No Way Joe Wei,7,1,17,Contender,2021nationals
The Spike Mill,6,1,17,Contender,2021nationals
Dax’s Buns,6,2,32,Contender,2021nationals
Groff Squared,4,4,33,Contender,2021nationals
Tazzmires,5,3,33,Contender,2021nationals
Total spike,5,3,33,Contender,2021nationals
Pre marital sets,4,4,33,Contender,2021nationals
Anarchy,5,3,33,Contender,2021nationals
Cheeky Cheeks,5,2,33,Contender,2021nationals
Jumbo Shrimp (UAlbany),3,4,33,Contender,2021nationals
Doozies,4,3,33,Contender,2021nationals
Wicked Quick,3,4,33,Contender,2021nationals
The Friend Bros,4,3,33,Contender,2021nationals
2 Broke Boyz,3,4,33,Contender,2021nationals
Ford/Klassen,2,4,33,Contender,2021nationals
Golden Koi,3,4,33,Contender,2021nationals
Butter Back Off,3,3,33,Contender,2021nationals
Soft Touch City,3,4,33,Contender,2021nationals
B-S,4,3,33,Contender,2021nationals
Hymantowitz,2,4,33,Contender,2021nationals
Shiloh,3,4,33,Contender,2021nationals
Hot Pockets,6,1,33,Contender,2021nationals
Scrubmuffins,4,3,33,Contender,2021nationals
Rusty and Dusty,2,4,33,Contender,2021nationals
Sandlot Spikers,4,3,33,Contender,2021nationals
Team Eggs,3,4,33,Contender,2021nationals
Public Static Void Spike,3,3,33,Contender,2021nationals
Shots by J&J,3,4,33,Contender,2021nationals
The Last Dance,4,2,33,Contender,2021nationals
LafSpikes,3,4,33,Contender,2021nationals
State Spike,4,3,60,Contender,2021nationals
Zaxby’s Has Chips,3,5,60,Contender,2021nationals
LUPD,3,5,60,Contender,2021nationals
Literal Dogwater,3,5,60,Contender,2021nationals
Domesticated Chickens,4,4,60,Contender,2021nationals
Fortified Dinos,7,4,65,Contender,2021nationals
Flaming Avocados,6,5,66,Contender,2021nationals
Pres Powerhouse,5,5,67,Contender,2021nationals
JimJamin,5,5,67,Contender,2021nationals
Good Chops,4,5,69,Contender,2021nationals
Delirious,3,5,69,Contender,2021nationals
Kid & Jr.,3,7,69,Contender,2021nationals
Chicken Contenders,4,5,69,Contender,2021nationals
UA Fleischmann/Mauser,4,5,73,Contender,2021nationals
Agar Bops,2,5,73,Contender,2021nationals
Hell Yeah Brother,2,6,73,Contender,2021nationals
colby jack cheese,3,5,73,Contender,2021nationals
WCU Roundnet,4,4,73,Contender,2021nationals
Boe Jondi Fan Club,3,6,73,Contender,2021nationals
Goose Donkey Co,3,5,73,Contender,2021nationals
Spike Spike Baby,2,8,80,Contender,2021nationals
2RAGZ,2,7,81,Contender,2021nationals
Stack/Graven,1,5,81,Contender,2021nationals
Capident,2,5,81,Contender,2021nationals
Free Ballin',2,6,81,Contender,2021nationals
SBU Roundnet,1,7,81,Contender,2021nationals
Bad News Betas,2,5,81,Contender,2021nationals
Ravin,1,6,81,Contender,2021nationals
Cave/Katepalli,2,6,81,Contender,2021nationals
Broke Boiz,2,6,81,Contender,2021nationals
BROS.,1,5,81,Contender,2021nationals
Muck,2,4,81,Contender,2021nationals
Corey in the house,2,6,81,Contender,2021nationals
Buckeye Nation,2,6,81,Contender,2021nationals
Small Ballers,2,5,81,Contender,2021nationals
Headassery,1,6,81,Contender,2021nationals
Bean Juice,2,6,96,Contender,2021nationals
Grammy Norma,1,6,97,Contender,2021nationals
Mohawk Valley Wild,1,7,97,Contender,2021nationals
Levitate,0,6,97,Contender,2021nationals
NaDDy's,0,7,97,Contender,2021nationals
Spikological Warfare,0,6,97,Contender,2021nationals
Walker/Smullen,1,6,97,Contender,2021nationals
Fick Burds,0,7,97,Contender,2021nationals
SpikeHawks,0,7,97,Contender,2021nationals
It's just Kish,0,7,97,Contender,2021nationals
Scooby Snacks,0,7,97,Contender,2021nationals
The Bro Show,0,7,97,Contender,2021nationals
Team 3,1,7,108,Contender,2021nationals
TWINZ,7,0,1,Women's Advanced,2021nationals
THUS Parabatai,5,1,2,Women's Advanced,2021nationals
Graham/Rogers,5,1,3,Women's Advanced,2021nationals
Zoomies,4,3,4,Women's Advanced,2021nationals
Gougeon/Pierson,4,2,5,Women's Advanced,2021nationals
Showalter/Shrock,3,3,5,Women's Advanced,2021nationals
Rally Cats,4,3,7,Women's Advanced,2021nationals
WHAM,2,4,7,Women's Advanced,2021nationals
Ruh roh,3,3,9,Women's Advanced,2021nationals
Spice Rack,2,4,9,Women's Advanced,2021nationals
Hostetler/Mitchell,0,5,11,Women's Advanced,2021nationals
Spiked punch,1,5,11,Women's Advanced,2021nationals
Crimson Zia,0,6,13,Women's Advanced,2021nationals
Aquatic Chalupas,11,0,1,Women's Intermediate,2021nationals
Natemadeourteamname,8,3,2,Women's Intermediate,2021nationals
Fission,8,2,3,Women's Intermediate,2021nationals
Coastal Craze,5,5,0,Women's Intermediate,2021nationals
Girlboss,5,4,5,Women's Intermediate,2021nationals
Team grap,2,8,5,Women's Intermediate,2021nationals
Ball Busters,3,6,5,Women's Intermediate,2021nationals
Pickle Pepper,2,7,5,Women's Intermediate,2021nationals
my mom,0,9,9,Women's Intermediate,2021nationals
Chilltown,12,0,1,Advanced,2021nationals
Right angle,9,2,2,Advanced,2021nationals
Humps and Toes,10,1,3,Advanced,2021nationals
Smashballers,9,1,0,Advanced,2021nationals
Driscoll Night Lights,10,1,5,Advanced,2021nationals
Serve-ant Leaders,9,2,6,Advanced,2021nationals
Spike Squad,9,2,7,Advanced,2021nationals
Endurance,6,3,7,Advanced,2021nationals
Roanoke Roundnet,8,2,9,Advanced,2021nationals
Ball Don't Lie,8,1,9,Advanced,2021nationals
Queen City kings,6,2,9,Advanced,2021nationals
Si esta loco,7,2,9,Advanced,2021nationals
Team Sweet Cheeks,6,2,9,Advanced,2021nationals
Street Sweepers,7,1,9,Advanced,2021nationals
Jersey Boyz,6,2,9,Advanced,2021nationals
Counter Spike,7,2,16,Advanced,2021nationals
The Milkyway Runners,6,2,17,Advanced,2021nationals
Koopa Kids,3,4,17,Advanced,2021nationals
24 seven,5,3,17,Advanced,2021nationals
Quad Ballers,6,2,17,Advanced,2021nationals
14 Kreamers,4,3,17,Advanced,2021nationals
The Overcomers,5,2,17,Advanced,2021nationals
Brandy Hands,4,3,17,Advanced,2021nationals
Manzo and Bove,3,4,17,Advanced,2021nationals
Club Guys,4,2,17,Advanced,2021nationals
Southern Humidity,5,2,17,Advanced,2021nationals
Mike’s Maaronated Chicken,5,1,17,Advanced,2021nationals
Shampoo Banana,6,2,17,Advanced,2021nationals
Scott's Tots,5,3,17,Advanced,2021nationals
Carolina Sauce,6,3,30,Advanced,2021nationals
WAMPs,4,4,30,Advanced,2021nationals
Go Fish,5,4,30,Advanced,2021nationals
Los Lobos,6,4,33,Advanced,2021nationals
Naturally Fermented,6,3,33,Advanced,2021nationals
Awesome Possums,4,4,33,Advanced,2021nationals
Point-a-palooza,3,2,33,Advanced,2021nationals
The parents,2,5,33,Advanced,2021nationals
Cornstars,4,3,33,Advanced,2021nationals
Gronk Spike,1,5,33,Advanced,2021nationals
V.S.M.,3,3,33,Advanced,2021nationals
