Team Name,Wins,Losses,Result,Division,Tournament
Sloppy Seconds,7,0,1,Premier,2021chicago
Double Clutch,6,1,2,Premier,2021chicago
Ritto Boys,6,1,3,Premier,2021chicago
Lowkey,5,3,4,Premier,2021chicago
Dewey Disciples,3,1,5,Premier,2021chicago
Trippy Lizard,2,3,5,Premier,2021chicago
Curtain call center,4,2,5,Premier,2021chicago
Tiki Taka,4,1,5,Premier,2021chicago
Graham/Showalter,2,2,9,Premier,2021chicago
Grassy,3,2,9,Premier,2021chicago
TRP Outside Smoke,2,2,9,Premier,2021chicago
Ghoul-Aid (Revenge Tour),3,1,9,Premier,2021chicago
Short Cakes,4,2,13,Premier,2021chicago
ClubSpike Spidey Senses,2,2,14,Premier,2021chicago
Smash Bros,4,2,14,Premier,2021chicago
Hsuper Powers,3,3,14,Premier,2021chicago
GLITCH,1,5,17,Premier,2021chicago
Clubspike Insurgence,2,4,17,Premier,2021chicago
Big Booty Bumpers,3,3,17,Premier,2021chicago
Highkey,2,3,17,Premier,2021chicago
Bavarian Jersey,1,4,21,Premier,2021chicago
WySlammo Zeroes,0,4,21,Premier,2021chicago
Synthetic,0,5,21,Premier,2021chicago
Runner’s Up,0,4,21,Premier,2021chicago
Snaxx in my bag,2,3,21,Premier,2021chicago
Trash Pandas,1,4,21,Premier,2021chicago
Chowey,0,5,21,Premier,2021chicago
Cryptid,9,1,1,Contender,2021chicago
Cook/Heidman,7,2,2,Contender,2021chicago
shorewood tennis,9,1,3,Contender,2021chicago
Lanky Smoove,7,2,4,Contender,2021chicago
Chipotle Sauce,6,3,5,Contender,2021chicago
The Priller Place,7,1,6,Contender,2021chicago
The Friend Bros,6,2,6,Contender,2021chicago
fun sized fledglings,5,3,6,Contender,2021chicago
Spikearoni,5,3,9,Contender,2021chicago
Huston/Rankin,3,4,9,Contender,2021chicago
Pocket Aces,2,6,9,Contender,2021chicago
Semke/Hoogendoorn,4,4,9,Contender,2021chicago
Endurance,4,3,9,Contender,2021chicago
Sons of Kenneth,3,4,9,Contender,2021chicago
zooweemama,5,3,9,Contender,2021chicago
Stone/Breum,3,5,9,Contender,2021chicago
Canyon Casuals,2,6,17,Contender,2021chicago
Boat Crew,1,5,17,Contender,2021chicago
Go Wheaties!,4,3,17,Contender,2021chicago
Chudder Butter,3,4,17,Contender,2021chicago
Over Easy,2,4,17,Contender,2021chicago
Um Holdon,0,6,17,Contender,2021chicago
Super Strikers,0,6,17,Contender,2021chicago
Say Less,1,6,17,Contender,2021chicago
Spike Kings of Bourbonnais,0,7,17,Contender,2021chicago
Half-Way,2,6,26,Contender,2021chicago
The Lesser Halves,10,0,1,Advanced,2021chicago
BeyBlades,9,0,2,Advanced,2021chicago
Blondeberry Fwango,9,0,3,Advanced,2021chicago
J-D,9,1,0,Advanced,2021chicago
Chicken Nuggets,8,2,5,Advanced,2021chicago
Dad buds,7,2,6,Advanced,2021chicago
Drop outs,6,3,6,Advanced,2021chicago
24 seven,7,3,6,Advanced,2021chicago
Glass half full,6,3,9,Advanced,2021chicago
Double Over Danger,4,4,9,Advanced,2021chicago
Koopa Kids,4,4,9,Advanced,2021chicago
3rd's Always Money,5,3,9,Advanced,2021chicago
The Groundhogs,4,4,9,Advanced,2021chicago
Go Wheaties,4,4,9,Advanced,2021chicago
Colorado Spikeball,4,4,9,Advanced,2021chicago
Revised Tweenie Hut Jr's,4,5,16,Advanced,2021chicago
Ace of Spikes,4,7,17,Advanced,2021chicago
Smegdelan,5,5,17,Advanced,2021chicago
Sun Hands,5,5,19,Advanced,2021chicago
21 Point Pansies,3,7,19,Advanced,2021chicago
Autopilot,4,5,21,Advanced,2021chicago
No Pressure,3,6,21,Advanced,2021chicago
$7 PBR,2,7,21,Advanced,2021chicago
Lewis Flyers,3,6,21,Advanced,2021chicago
Attack of the Insomniac,3,7,25,Advanced,2021chicago
The Fresh-Men,3,5,26,Advanced,2021chicago
Gruesome Twosome,3,5,26,Advanced,2021chicago
bekfst club,2,6,26,Advanced,2021chicago
Hotdog Water,3,5,26,Advanced,2021chicago
Dub Club,2,9,26,Advanced,2021chicago
On Two Tommy,4,5,31,Advanced,2021chicago
Locked-In,2,7,31,Advanced,2021chicago
FYBAN,1,7,33,Advanced,2021chicago
It's Milk or Nothing,0,8,34,Advanced,2021chicago
Point-a-palooza,8,2,1,Intermediate,2021chicago
Cows,6,4,2,Intermediate,2021chicago
Mission Unblockable,7,3,3,Intermediate,2021chicago
Hog Riders,7,3,4,Intermediate,2021chicago
Cool Beanz,6,2,5,Intermediate,2021chicago
Halo.Two Betrayals.Legendary,7,1,5,Intermediate,2021chicago
Bussin Backhands,4,5,5,Intermediate,2021chicago
Vincent FwanGogh,4,5,5,Intermediate,2021chicago
The Editors,5,4,9,Intermediate,2021chicago
The Salamanders,4,3,9,Intermediate,2021chicago
Saved by the Ball,6,1,9,Intermediate,2021chicago
Aliq's Aces,3,4,9,Intermediate,2021chicago
Corn Smugglers,6,1,9,Intermediate,2021chicago
Suns in 4,3,4,9,Intermediate,2021chicago
Dixon Balls,2,6,9,Intermediate,2021chicago
DnA,4,5,16,Intermediate,2021chicago
Icy Hot Afficionados,2,7,17,Intermediate,2021chicago
Niles Thugs,1,6,18,Intermediate,2021chicago
Thunder Hawks,1,6,18,Intermediate,2021chicago
UniqueNameHere,1,7,18,Intermediate,2021chicago
Inconsistently Decent,0,8,21,Intermediate,2021chicago
Cashews,6,1,1,High School,2021chicago
Fifteen Fifteen,6,1,2,High School,2021chicago
Juke Squad,5,3,3,High School,2021chicago
Ram Ranchers,2,6,4,High School,2021chicago
Double Trouble,2,4,5,High School,2021chicago
Stud Muffins,0,6,5,High School,2021chicago
Jenki/Pierson,9,0,1,Women's,2021chicago
Straight Outta Kali,6,3,2,Women's,2021chicago
Ugly Barnacles,6,2,3,Women's,2021chicago
Showalter/Shrock,4,4,0,Women's,2021chicago
Something Intimidating,4,6,5,Women's,2021chicago
"2 Jumpers, 4 Bad Knees",4,6,6,Women's,2021chicago
Frozen Grapes,1,8,7,Women's,2021chicago
Mamis,5,2,7,Women's,2021chicago
Bunda Babes,3,4,9,Women's,2021chicago
FreeDub,4,3,10,Women's,2021chicago
XtraTuf Spikers,2,4,11,Women's,2021chicago
hugs not drugs,0,6,11,Women's,2021chicago
