Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Colossal Dreadmaws,Big Hitters,Round of 16,fra23-major2,"[21, 18, 10]","[18, 21, 15]",Open 4.5 (Contender)
Big Wave,Big Hitters,Quarter-finals,fra23-major2,"[21, 21]","[12, 11]",Open 4.5 (Contender)
Four Eyes,Punch and Run,Quarter-finals,fra23-major2,"[1, 0, 0]","[0, 1, 1]",Open 4.5 (Contender)
Big Wave,Punch and Run,Semi-finals,fra23-major2,"[21, 21]","[9, 14]",Open 4.5 (Contender)
Biohazard,Washed Up,Final,fra23-major2,"[21, 19, 21]","[13, 21, 16]",Open 4.5 (Contender)
Biohazard,The Other Guys,1st place,fra23-major2,"[21, 21]","[13, 16]",Open 4.5 (Contender)
Washed Up,Dink n’ Wink,1st place,fra23-major2,"[21, 7, 21]","[15, 21, 16]",Open 4.5 (Contender)
The Other Guys,Spectators,3rd place,fra23-major2,"[22, 21]","[20, 15]",Open 4.5 (Contender)
Dink n’ Wink,The Sweethearts <3,3rd place,fra23-major2,"[21, 21]","[9, 14]",Open 4.5 (Contender)
Four Eyes,Big Hitters,P5: Semi-finals,fra23-major2,"[1, 1]","[0, 0]",Open 4.5 (Contender)
Dink n’ Wink,The Other Guys,P5: Final,fra23-major2,"[0, 0]","[1, 1]",Open 4.5 (Contender)
Spectators,The Sweethearts <3,P9: Final,fra23-major2,"[-1, -1, -1]","[-1, -1, -1]",Open 4.5 (Contender)
Spectators,The Sweethearts <3,P9: Final,fra23-major2,"[-1, -1, -1]","[-1, -1, -1]",Open 4.5 (Contender)
Chilled Porterhouse steaks,Gorm/Morg,Round of 16,fra23-major2,"[21, 21]","[12, 9]",Open 5.0 (Expert)
Warica,'Merica,Round of 16,fra23-major2,"[24, 21, 17]","[26, 19, 21]",Open 5.0 (Expert)
Don’t Open the Box,Spikes in Paradise,Round of 16,fra23-major2,"[21, 21]","[15, 12]",Open 5.0 (Expert)
Pair of Impulses,[HRN] Nine Days TILY,Round of 16,fra23-major2,"[21, 21]","[12, 14]",Open 5.0 (Expert)
Chilled Porterhouse steaks,'Merica,Quarter-finals,fra23-major2,"[21, 0]","[11, -1]",Open 5.0 (Expert)
Don’t Open the Box,Pair of Impulses,Quarter-finals,fra23-major2,"[21, 21]","[18, 10]",Open 5.0 (Expert)
Chilled Porterhouse steaks,Don’t Open the Box,Semi-finals,fra23-major2,"[21, 21]","[11, 14]",Open 5.0 (Expert)
Benny Boo & Jare Bear,Goofy Goofy Groovers,Final,fra23-major2,"[21, 21]","[10, 19]",Open 5.0 (Expert)
Benny Boo & Jare Bear,Waffle Supremacy,1st place,fra23-major2,"[21, 21]","[11, 11]",Open 5.0 (Expert)
Goofy Goofy Groovers,Sawtooth Spikers,1st place,fra23-major2,"[21, 21]","[18, 18]",Open 5.0 (Expert)
Benny Boo & Jare Bear,Angeletti/Lesoine,3rd place,fra23-major2,"[21, 21]","[11, 11]",Open 5.0 (Expert)
Raglandall,Waffle Supremacy,3rd place,fra23-major2,"[18, 21, 15]","[21, 15, 21]",Open 5.0 (Expert)
Goofy Goofy Groovers,Team Name Pending…,3rd place,fra23-major2,"[21, 21]","[19, 13]",Open 5.0 (Expert)
Sawtooth Spikers,Avoiding relegation,3rd place,fra23-major2,"[21, 21]","[16, 12]",Open 5.0 (Expert)
Pair of Impulses,'Merica,P5: Semi-finals,fra23-major2,"[-1, -1, -1]","[-1, -1, -1]",Open 5.0 (Expert)
Sawtooth Spikers,Waffle Supremacy,P5: Final,fra23-major2,"[-1, -1, -1]","[-1, -1, -1]",Open 5.0 (Expert)
Warica,Gorm/Morg,P9: Quarter-finals,fra23-major2,"[1, 1]","[0, 0]",Open 5.0 (Expert)
[HRN] Nine Days TILY,Spikes in Paradise,P9: Quarter-finals,fra23-major2,"[1, 0, 0]","[0, 1, 1]",Open 5.0 (Expert)
Warica,Spikes in Paradise,P9: Semi-finals,fra23-major2,"[1, 1]","[0, 0]",Open 5.0 (Expert)
Raglandall,Team Name Pending…,P9: Final,fra23-major2,"[1, 1]","[0, 0]",Open 5.0 (Expert)
Raglandall,Angeletti/Lesoine,9th place,fra23-major2,"[1, 1]","[0, 0]",Open 5.0 (Expert)
Avoiding relegation,Team Name Pending…,9th place,fra23-major2,"[21, 24, 10]","[23, 22, 15]",Open 5.0 (Expert)
[HRN] Nine Days TILY,Gorm/Morg,P13: Semi-finals,fra23-major2,"[-1, -1, -1]","[-1, -1, -1]",Open 5.0 (Expert)
Avoiding relegation,Angeletti/Lesoine,P13: Final,fra23-major2,"[-1, -1, -1]","[-1, -1, -1]",Open 5.0 (Expert)
[HRN] Nine Days TILY,Gorm/Morg,P13: Semi-finals,fra23-major2,"[-1, -1, -1]","[-1, -1, -1]",Open 5.0 (Expert)
Avoiding relegation,Angeletti/Lesoine,P13: Final,fra23-major2,"[-1, -1, -1]","[-1, -1, -1]",Open 5.0 (Expert)
