Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Bev’d Up,here to slay,Round of 32,queencityclassic2023,"[22, 21]","[20, 18]",Premier 5.0+
Bunze/Bunze,Zebra Caked,Round of 32,queencityclassic2023,"[21, 21]","[12, 18]",Premier 5.0+
Chilly Boost,YMCA,Round of 32,queencityclassic2023,"[21, 21]","[13, 13]",Premier 5.0+
Almost Friday,Project Roundnet,Round of 32,queencityclassic2023,"[21, 18, 19]","[17, 21, 21]",Premier 5.0+
Homemade Dynamite,GWR Fat Free,Round of 32,queencityclassic2023,"[21, 24, 21]","[15, 26, 15]",Premier 5.0+
TRP Spotless,Bev’d Up,Round of 16,queencityclassic2023,"[21, 21]","[9, 10]",Premier 5.0+
Eternal Atake,Handy Andy’s,Round of 16,queencityclassic2023,"[15, 21, 17]","[21, 19, 21]",Premier 5.0+
Creamy,Bunze/Bunze,Round of 16,queencityclassic2023,"[21, 21]","[18, 13]",Premier 5.0+
Kingdom Come,Chilly Boost,Round of 16,queencityclassic2023,"[21, 21]","[17, 11]",Premier 5.0+
F.F.,Project Roundnet,Round of 16,queencityclassic2023,"[21, 21]","[16, 17]",Premier 5.0+
TRP Dolphin Dive,Bot House,Round of 16,queencityclassic2023,"[16, 21, 14]","[21, 12, 21]",Premier 5.0+
GFD,Homemade Dynamite,Round of 16,queencityclassic2023,"[18, 21, 0]","[21, 16, -2]",Premier 5.0+
GFD Evasive Maneuvers,Glitch,Round of 16,queencityclassic2023,"[21, 16, 27]","[16, 21, 25]",Premier 5.0+
TRP Spotless,Handy Andy’s,Quarter-finals,queencityclassic2023,"[21, 21]","[11, 16]",Premier 5.0+
Creamy,Kingdom Come,Quarter-finals,queencityclassic2023,"[21, 22]","[16, 20]",Premier 5.0+
F.F.,Bot House,Quarter-finals,queencityclassic2023,"[21, 21]","[18, 15]",Premier 5.0+
GFD,GFD Evasive Maneuvers,Quarter-finals,queencityclassic2023,"[18, 21, 29]","[21, 18, 27]",Premier 5.0+
TRP Spotless,Creamy,Semi-finals,queencityclassic2023,"[16, 21, 13]","[21, 10, 21]",Premier 5.0+
