Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Read It Like A Book,Clean Combo,Round of 16,2023pg,"[21, 21]","[10, 11]",4.5 Elite w/NHZ
Stokes / Barlow,Read It Like A Book,Quarter-finals,2023pg,"[13, 21, 21]","[21, 14, 15]",4.5 Elite w/NHZ
Pickles,Page/Mundy,Quarter-finals,2023pg,"[20, 16]","[22, 21]",4.5 Elite w/NHZ
Stokes / Barlow,Page/Mundy,Semi-finals,2023pg,"[21, 21]","[18, 16]",4.5 Elite w/NHZ
K/FC,Salty when I Faulty,Final,2023pg,"[21, 21]","[14, 12]",4.5 Elite w/NHZ
K/FC,ball touchers,1st place,2023pg,"[21, 21]","[13, 12]",4.5 Elite w/NHZ
Salty when I Faulty,MOna LEEsa,1st place,2023pg,"[21, 21]","[14, 17]",4.5 Elite w/NHZ
ball touchers,Rakes,3rd place,2023pg,"[21, 21]","[9, 16]",4.5 Elite w/NHZ
Pickles,Read It Like A Book,P5: Semi-finals,2023pg,"[18, 14]","[21, 21]",4.5 Elite w/NHZ
MOna LEEsa,ball touchers,P5: Final,2023pg,"[18, 19]","[21, 21]",4.5 Elite w/NHZ
Space Junkies,Giggle Gang,Round of 16,2023pg,"[19, 10]","[21, 21]",4.0 Advanced w/NHZ
Double Fault,Giggle Gang,Quarter-finals,2023pg,"[19, 21, 21]","[21, 13, 16]",4.0 Advanced w/NHZ
Shield and Hammer,The Stoke,Quarter-finals,2023pg,"[18, 10]","[21, 21]",4.0 Advanced w/NHZ
Double Fault,The Stoke,Semi-finals,2023pg,"[21, 21, 19]","[19, 23, 21]",4.0 Advanced w/NHZ
Lucky Charms,Was that clean?,Final,2023pg,"[17, 21, 18]","[21, 14, 21]",4.0 Advanced w/NHZ
Lucky Charms,Pull Dancers,1st place,2023pg,"[21, 21]","[15, 14]",4.0 Advanced w/NHZ
Was that clean?,Out of Pocket,1st place,2023pg,"[21, 21]","[18, 19]",4.0 Advanced w/NHZ
Pull Dancers,Peachy keen team,3rd place,2023pg,"[1, 1]","[0, 0]",4.0 Advanced w/NHZ
Shield and Hammer,Giggle Gang,P5: Semi-finals,2023pg,"[18, 21, 15]","[21, 17, 21]",4.0 Advanced w/NHZ
Out of Pocket,Pull Dancers,P5: Final,2023pg,"[21, 22]","[17, 20]",4.0 Advanced w/NHZ
The Peace Breakers,Smack Attack,Round of 32,2023pg,"[21, 24]","[16, 22]",3.0 Intermediate
Munzies,Forced to do this,Round of 32,2023pg,"[19, 21, 21]","[21, 19, 10]",3.0 Intermediate
Pig,Bottom of da Barrel,Round of 32,2023pg,"[21, 21]","[8, 14]",3.0 Intermediate
Pocket pair,The Peace Breakers,Round of 16,2023pg,"[21, 21]","[17, 17]",3.0 Intermediate
Heavy Hitters,Como Se Juega,Round of 16,2023pg,"[21, 19, 19]","[18, 21, 21]",3.0 Intermediate
Net worth,Munzies,Round of 16,2023pg,"[21, 21]","[19, 12]",3.0 Intermediate
Pig,Mountain city,Round of 16,2023pg,"[17, 18]","[21, 21]",3.0 Intermediate
Pocket pair,Como Se Juega,Quarter-finals,2023pg,"[19, 21, 12]","[21, 17, 21]",3.0 Intermediate
Net worth,Mountain city,Quarter-finals,2023pg,"[18, 17]","[21, 21]",3.0 Intermediate
Como Se Juega,Mountain city,Semi-finals,2023pg,"[21, 15, 11]","[15, 21, 15]",3.0 Intermediate
Average but Savage bros,Super Rad,Final,2023pg,"[21, 21]","[18, 19]",3.0 Intermediate
Average but Savage bros,S.O.U.S (Spikers of Unusual Size),1st place,2023pg,"[20, 21, 21]","[22, 18, 17]",3.0 Intermediate
Super Rad,Spike Overflow,1st place,2023pg,"[16, 26, 21]","[21, 24, 19]",3.0 Intermediate
Average but Savage bros,2 doods,3rd place,2023pg,"[21, 21]","[13, 8]",3.0 Intermediate
Avalanche,S.O.U.S (Spikers of Unusual Size),3rd place,2023pg,"[18, 7]","[21, 21]",3.0 Intermediate
Cap- Spiggity,Super Rad,3rd place,2023pg,"[18, 19]","[21, 21]",3.0 Intermediate
The snack that smiles back,Spike Overflow,3rd place,2023pg,"[19, 19]","[21, 21]",3.0 Intermediate
2 doods,Bangarangs,Semi-finals,2023pg,"[21, 21]","[7, 15]",3.0 Intermediate
Super Rad,Spiked Punch,Semi-finals,2023pg,"[21, 24]","[11, 22]",3.0 Intermediate
The snack that smiles back,Croc Bros,Semi-finals,2023pg,"[21, 19, 21]","[16, 21, 19]",3.0 Intermediate
Net worth,Pocket pair,P5: Semi-finals,2023pg,"[21, 24]","[17, 22]",3.0 Intermediate
Spike Overflow,S.O.U.S (Spikers of Unusual Size),P5: Final,2023pg,"[19, 19]","[21, 21]",3.0 Intermediate
Heavy Hitters,The Peace Breakers,P9: Quarter-finals,2023pg,"[21, 22, 21]","[19, 24, 23]",3.0 Intermediate
Pig,Munzies,P9: Quarter-finals,2023pg,"[21, 21]","[19, 12]",3.0 Intermediate
The Peace Breakers,Pig,P9: Semi-finals,2023pg,"[10, 17]","[21, 21]",3.0 Intermediate
Avalanche,Cap- Spiggity,P9: Final,2023pg,"[21, 26]","[19, 24]",3.0 Intermediate
Avalanche,2 doods,9th place,2023pg,"[21, 22]","[7, 20]",3.0 Intermediate
The snack that smiles back,Cap- Spiggity,9th place,2023pg,"[0, 0]","[21, 21]",3.0 Intermediate
Munzies,Heavy Hitters,P13: Semi-finals,2023pg,"[18, 12]","[21, 21]",3.0 Intermediate
The snack that smiles back,2 doods,P13: Final,2023pg,"[0, 0]","[21, 21]",3.0 Intermediate
Forced to do this,Bottom of da Barrel,P17: Quarter-finals,2023pg,[21],[19],3.0 Intermediate
Smack Attack,Forced to do this,P17: Semi-finals,2023pg,[21],[13],3.0 Intermediate
Bangarangs,Spiked Punch,P17: Final,2023pg,[0],[21],3.0 Intermediate
Spiked Punch,Croc Bros,17th place,2023pg,[21],[5],3.0 Intermediate
