Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Frag/Hui,Irritable Ball Shmackers,Round of 16,casropen,"[23, 21]","[21, 13]",Expert 5.0
Quality Service,mikey.roundnet,Round of 16,casropen,"[21, 21]","[13, 12]",Expert 5.0
BenDu Over,USC Late Registration,Round of 16,casropen,"[21, 21]","[16, 16]",Expert 5.0
Take it ez john,Christmas Miracle,Round of 16,casropen,"[21, 19, 26]","[18, 21, 24]",Expert 5.0
Frag/Hui,Quality Service,Quarter-finals,casropen,"[16, 17]","[21, 21]",Expert 5.0
BenDu Over,Take it ez john,Quarter-finals,casropen,"[18, 19]","[21, 21]",Expert 5.0
Quality Service,Take it ez john,Semi-finals,casropen,"[21, 24]","[12, 22]",Expert 5.0
Whopper? I barely know her,JK.,Final,casropen,"[21, 19, 21]","[15, 21, 19]",Expert 5.0
Shifty Without the F,Whopper? I barely know her,1st place,casropen,"[0, 1, 0]","[1, 0, 1]",Expert 5.0
JK.,Backhand only,1st place,casropen,"[18, 27, 21]","[21, 25, 19]",Expert 5.0
Shifty Without the F,Yourmom,3rd place,casropen,"[21, 21]","[19, 17]",Expert 5.0
Whopper? I barely know her,Your Parents,3rd place,casropen,"[0, 1, 1]","[1, 0, 0]",Expert 5.0
JK.,Ugly Finders,3rd place,casropen,"[1, 1]","[0, 0]",Expert 5.0
Backhand only,Arrow Down,3rd place,casropen,[2],[0],Expert 5.0
BenDu Over,Frag/Hui,P5: Semi-finals,casropen,[-1],[-1],Expert 5.0
Backhand only,Shifty Without the F,P5: Final,casropen,[-1],[-1],Expert 5.0
mikey.roundnet,Irritable Ball Shmackers,P9: Quarter-finals,casropen,[-1],[-1],Expert 5.0
Christmas Miracle,USC Late Registration,P9: Quarter-finals,casropen,[1],[0],Expert 5.0
Your Parents,Yourmom,9th place,casropen,[-1],[-1],Expert 5.0
Arrow Down,Ugly Finders,9th place,casropen,[2],[0],Expert 5.0
Paft Dunk,Hurricanes,Round of 16,casropen,"[17, 21, 21]","[21, 18, 17]",Contender 4.5
Once Upon a Set,Paft Dunk,Quarter-finals,casropen,"[1, 1]","[0, 0]",Contender 4.5
Awkward Freestyle,Serving Looks,Quarter-finals,casropen,"[15, 21, 21]","[21, 15, 16]",Contender 4.5
Once Upon a Set,Awkward Freestyle,Semi-finals,casropen,"[1, 1]","[0, 0]",Contender 4.5
Water Ice,Julian Baker Fan Club,Final,casropen,"[12, 18]","[21, 21]",Contender 4.5
Water Ice,Lucian & John,1st place,casropen,"[21, 21]","[15, 12]",Contender 4.5
Julian Baker Fan Club,Ethan & Jack,1st place,casropen,"[21, 21]","[12, 19]",Contender 4.5
Lucian & John,Nate & Colton,3rd place,casropen,"[21, 21]","[16, 12]",Contender 4.5
Serving Looks,Paft Dunk,P5: Semi-finals,casropen,[-1],[-1],Contender 4.5
Ethan & Jack,Lucian & John,P5: Final,casropen,[-1],[-1],Contender 4.5
Pristine sets and immaculate gets,Acey,Quarter-finals,casropen,"[1, 1]","[0, 0]",Womens 4.5
Morehouse/Lowe,Pristine sets and immaculate gets,Semi-finals,casropen,"[21, 21]","[14, 16]",Womens 4.5
FURY,Fire & Ice,Final,casropen,"[1, 1]","[0, 0]",Womens 4.5
Fire & Ice,"2 girls, 1 ball",1st place,casropen,"[1, 1]","[0, 0]",Womens 4.5
Alec & Sarah,Spike’em and spite’em,Quarter-finals,casropen,"[21, 21]","[17, 16]",Advanced 2.0+
M&M,Alec & Sarah,Semi-finals,casropen,"[17, 21, 15]","[21, 13, 9]",Advanced 2.0+
How I set your mother,Hawgz,Final,casropen,"[18, 17]","[21, 21]",Advanced 2.0+
Hawgz,team canaan,1st place,casropen,"[21, 21]","[14, 11]",Advanced 2.0+
Circumcised Bread,GTD,Quarter-finals,casropen,"[1, 1]","[0, 0]",Mixed 4.5
Don’t Touch Jenny,Circumcised Bread,Semi-finals,casropen,"[21, 21]","[19, 19]",Mixed 4.5
Wusil,Assistant to the Chef,Final,casropen,"[18, 21, 22]","[21, 17, 24]",Mixed 4.5
