Team Name,Wins,Losses,Result,Division,Tournament
Bad company,1,4,0,Expert,cincy2023
Chimp Empire,6,2,0,Expert,cincy2023
Friedeman/McKinney,3,3,0,Expert,cincy2023
GFD Asian Invasion,7,1,0,Expert,cincy2023
GFD Good Question,4,2,0,Expert,cincy2023
GFD Jbarr’s Penis,8,0,0,Expert,cincy2023
GFD Native Americans,2,3,0,Expert,cincy2023
GFD TRP Double Gulp,3,3,0,Expert,cincy2023
Hot n Ready,4,2,0,Expert,cincy2023
KRA Scrunch,0,5,0,Expert,cincy2023
Milked fish,0,5,0,Expert,cincy2023
Out Of System,1,4,0,Expert,cincy2023
Short Kings,0,5,0,Expert,cincy2023
TBR Lil Bro,1,4,0,Expert,cincy2023
Yahtzee Club,5,2,0,Expert,cincy2023
Aughhhhughhh 👹,3,4,0,Women's Advanced,cincy2023
nicole and lulu,0,6,0,Women's Advanced,cincy2023
PRIME,6,1,0,Women's Advanced,cincy2023
The Golden Girls,1,5,0,Women's Advanced,cincy2023
Where Did I Go Wrong?,6,2,0,Women's Advanced,cincy2023
Windbolt Storm,4,2,0,Women's Advanced,cincy2023
Bluegrass United,2,5,0,Advanced,cincy2023
Cameron Frye,7,2,0,Advanced,cincy2023
Chai Tea,8,1,0,Advanced,cincy2023
Lando and Mama,4,2,0,Advanced,cincy2023
Mama’s Boys,3,6,0,Advanced,cincy2023
New York Sets,0,6,0,Advanced,cincy2023
Olive Garden (The Breadsticks),4,2,0,Advanced,cincy2023
Queen City Quack,5,3,0,Advanced,cincy2023
RIP Jimmy,7,3,0,Advanced,cincy2023
Sliced bread,2,5,0,Advanced,cincy2023
The bouncing bananas,3,3,0,Advanced,cincy2023
TRP Redhawks,4,4,0,Advanced,cincy2023
Who’s gonna carry the boats?,0,7,0,Advanced,cincy2023
9 to 5,2,3,0,Intermediate,cincy2023
Ball boys,2,3,0,Intermediate,cincy2023
Chasen Ryan,5,0,0,Intermediate,cincy2023
Cowboys,0,5,0,Intermediate,cincy2023
Hillsdale Roundnet,2,3,0,Intermediate,cincy2023
The Munchs,4,1,0,Intermediate,cincy2023
