Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Rogue,Sunday Special,Round of 32,philadelphia2023,"[21, 21]","[11, 11]",Premier 5.0+
Pantalons de pyj,CRO Fall Damage,Round of 32,philadelphia2023,"[21, 14, 17]","[17, 21, 21]",Premier 5.0+
Kingdom Come,Lazy,Round of 32,philadelphia2023,"[21, 21]","[12, 16]",Premier 5.0+
Hilltop,Duncan and Aidan,Round of 32,philadelphia2023,"[21, 21]","[14, 14]",Premier 5.0+
Bad Combo,Project Roundnet,Round of 32,philadelphia2023,"[21, 21]","[8, 14]",Premier 5.0+
TRP Mammoth,Eternal Atake,Round of 32,philadelphia2023,"[16, 16]","[21, 21]",Premier 5.0+
TRP Spotless,Limitless Faith,Round of 32,philadelphia2023,"[21, 21]","[18, 15]",Premier 5.0+
Profit Boost,Meateerballs,Round of 32,philadelphia2023,"[21, 22]","[19, 20]",Premier 5.0+
Judgment Day,Autonomous,Round of 32,philadelphia2023,"[21, 21]","[17, 18]",Premier 5.0+
Cigar Boys,The Prince,Round of 32,philadelphia2023,"[21, 21]","[19, 14]",Premier 5.0+
MIDDS,Hot n Ready,Round of 32,philadelphia2023,"[20, 21, 21]","[22, 12, 19]",Premier 5.0+
Mermaid Sparkle,What’s cooking good looking,Round of 32,philadelphia2023,"[21, 21]","[17, 18]",Premier 5.0+
Bot House,GFD Shorter & Taller,Round of 32,philadelphia2023,"[21, 21]","[16, 19]",Premier 5.0+
Tube Steaks,GFD Evasive Maneuvers,Round of 32,philadelphia2023,"[26, 16]","[28, 21]",Premier 5.0+
Critical Hit,Meatballs,Round of 32,philadelphia2023,"[21, 21]","[11, 14]",Premier 5.0+
Boat Carriers,Homemade Dynamite,Round of 32,philadelphia2023,"[21, 21]","[17, 18]",Premier 5.0+
Rogue,CRO Fall Damage,Round of 16,philadelphia2023,"[20, 21, 21]","[22, 18, 10]",Premier 5.0+
Kingdom Come,Hilltop,Round of 16,philadelphia2023,"[21, 21]","[9, 17]",Premier 5.0+
Bad Combo,Eternal Atake,Round of 16,philadelphia2023,"[21, 21]","[14, 16]",Premier 5.0+
TRP Spotless,Profit Boost,Round of 16,philadelphia2023,"[21, 19, 21]","[15, 21, 11]",Premier 5.0+
Judgment Day,Cigar Boys,Round of 16,philadelphia2023,"[21, 21]","[16, 18]",Premier 5.0+
MIDDS,Mermaid Sparkle,Round of 16,philadelphia2023,"[21, 24, 18]","[18, 26, 21]",Premier 5.0+
Bot House,GFD Evasive Maneuvers,Round of 16,philadelphia2023,"[21, 21]","[13, 18]",Premier 5.0+
Critical Hit,Boat Carriers,Round of 16,philadelphia2023,"[21, 21]","[16, 9]",Premier 5.0+
Rogue,Kingdom Come,Quarter-finals,philadelphia2023,"[21, 21, 21]","[15, 23, 18]",Premier 5.0+
Bad Combo,TRP Spotless,Quarter-finals,philadelphia2023,"[12, 15]","[21, 21]",Premier 5.0+
Judgment Day,Mermaid Sparkle,Quarter-finals,philadelphia2023,"[21, 21]","[19, 15]",Premier 5.0+
Bot House,Critical Hit,Quarter-finals,philadelphia2023,"[15, 19]","[21, 21]",Premier 5.0+
Rogue,TRP Spotless,Semi-finals,philadelphia2023,"[12, 21, 26]","[21, 11, 24]",Premier 5.0+
Judgment Day,Critical Hit,Semi-finals,philadelphia2023,"[21, 19, 19]","[19, 21, 21]",Premier 5.0+
Rogue,Critical Hit,Final,philadelphia2023,"[23, 21]","[21, 19]",Premier 5.0+
Judgment Day,TRP Spotless,Third Place,philadelphia2023,"[21, 20, 21]","[17, 22, 17]",Premier 5.0+
Bad Combo,Kingdom Come,P5: Semi-finals,philadelphia2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Bot House,Mermaid Sparkle,P5: Semi-finals,philadelphia2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Hilltop,CRO Fall Damage,P9: Quarter-finals,philadelphia2023,[2],[0],Premier 5.0+
Profit Boost,Eternal Atake,P9: Quarter-finals,philadelphia2023,[2],[0],Premier 5.0+
MIDDS,Cigar Boys,P9: Quarter-finals,philadelphia2023,[0],[-2],Premier 5.0+
Boat Carriers,GFD Evasive Maneuvers,P9: Quarter-finals,philadelphia2023,[-2],[0],Premier 5.0+
Hilltop,Profit Boost,P9: Semi-finals,philadelphia2023,[-1],[-1],Premier 5.0+
MIDDS,GFD Evasive Maneuvers,P9: Semi-finals,philadelphia2023,[-1],[-1],Premier 5.0+
Eternal Atake,CRO Fall Damage,P13: Semi-finals,philadelphia2023,[-1],[-1],Premier 5.0+
Boat Carriers,Cigar Boys,P13: Semi-finals,philadelphia2023,[-1],[-1],Premier 5.0+
Pantalons de pyj,Sunday Special,P17: Round of 16,philadelphia2023,[1],[0],Premier 5.0+
Duncan and Aidan,Lazy,P17: Round of 16,philadelphia2023,[1],[0],Premier 5.0+
TRP Mammoth,Project Roundnet,P17: Round of 16,philadelphia2023,[-2],[0],Premier 5.0+
Meateerballs,Limitless Faith,P17: Round of 16,philadelphia2023,[0],[-2],Premier 5.0+
The Prince,Autonomous,P17: Round of 16,philadelphia2023,[-2],[0],Premier 5.0+
What’s cooking good looking,Hot n Ready,P17: Round of 16,philadelphia2023,[-2],[0],Premier 5.0+
Tube Steaks,GFD Shorter & Taller,P17: Round of 16,philadelphia2023,[-2],[0],Premier 5.0+
Homemade Dynamite,Meatballs,P17: Round of 16,philadelphia2023,[1],[0],Premier 5.0+
Pantalons de pyj,Duncan and Aidan,P17: Quarter-finals,philadelphia2023,[-1],[-1],Premier 5.0+
Project Roundnet,Meateerballs,P17: Quarter-finals,philadelphia2023,[-1],[-1],Premier 5.0+
Autonomous,Hot n Ready,P17: Quarter-finals,philadelphia2023,[-1],[-1],Premier 5.0+
GFD Shorter & Taller,Homemade Dynamite,P17: Quarter-finals,philadelphia2023,[-1],[-1],Premier 5.0+
Lazy,Sunday Special,P25: Quarter-finals,philadelphia2023,[-1],[-1],Premier 5.0+
Limitless Faith,TRP Mammoth,P25: Quarter-finals,philadelphia2023,[-1],[-1],Premier 5.0+
What’s cooking good looking,The Prince,P25: Quarter-finals,philadelphia2023,[-1],[-1],Premier 5.0+
Meatballs,Tube Steaks,P25: Quarter-finals,philadelphia2023,[-1],[-1],Premier 5.0+
Jersey Boyz,Butter Me Up,Round of 32,philadelphia2023,"[-2, -2]","[0, 0]",Premier 5.0+
Wills/Wilson,The 64th Team,Round of 32,philadelphia2023,"[21, 22]","[19, 20]",Premier 5.0+
MLR Nardo Wicks,Nelson Mattdela,Round of 32,philadelphia2023,"[19, 19]","[21, 21]",Premier 5.0+
Rimi Olimpiskais,Carter/Ulrich,Round of 32,philadelphia2023,"[21, 21]","[18, 16]",Premier 5.0+
True,Do2,Round of 32,philadelphia2023,"[1, 1]","[0, 0]",Premier 5.0+
Fa(s)t 🧌,Nittany Nation,Round of 32,philadelphia2023,"[25, 27]","[23, 25]",Premier 5.0+
Handsome Man Fans,Water Boiz,Round of 32,philadelphia2023,"[21, 21]","[11, 19]",Premier 5.0+
Death by a Thousand Cuts,Ricky & Charles,Round of 32,philadelphia2023,"[21, 21]","[14, 19]",Premier 5.0+
Come and Go,CRO Weather Nerfed,Round of 32,philadelphia2023,"[18, 21, 18]","[21, 15, 21]",Premier 5.0+
Gnarly,CRO Reverse Funnel,Round of 32,philadelphia2023,"[21, 21]","[19, 16]",Premier 5.0+
Asioneer,PBR Sleepy in Seattle,Round of 32,philadelphia2023,"[16, 21, 21]","[21, 17, 11]",Premier 5.0+
Global Citizens,Yucky Duckies,Round of 32,philadelphia2023,"[21, 22]","[18, 20]",Premier 5.0+
Jelly,LL Unfinished Business,Round of 32,philadelphia2023,"[21, 21]","[13, 18]",Premier 5.0+
