Team Name,Wins,Losses,Result,Division,Tournament
Air Buds,9,0,1,Premier 5.0+,sts22atlantaga
Bazinga,8,2,2,Premier 5.0+,sts22atlantaga
TRP Can of Worms,8,1,3,Premier 5.0+,sts22atlantaga
Finocchi/Model,7,2,4,Premier 5.0+,sts22atlantaga
Butter 365,7,1,5,Premier 5.0+,sts22atlantaga
Switch Hit👑,7,1,5,Premier 5.0+,sts22atlantaga
TRP Sledgers,6,1,5,Premier 5.0+,sts22atlantaga
Creamy,5,2,5,Premier 5.0+,sts22atlantaga
Mermaid Sparkle,7,2,9,Premier 5.0+,sts22atlantaga
GFD Asian Invasion,5,3,9,Premier 5.0+,sts22atlantaga
Cruise Control,5,2,11,Premier 5.0+,sts22atlantaga
Power Wagon,4,2,11,Premier 5.0+,sts22atlantaga
WySpike Synergy,5,2,11,Premier 5.0+,sts22atlantaga
Chilly Chillies,3,3,11,Premier 5.0+,sts22atlantaga
Bot House,4,3,11,Premier 5.0+,sts22atlantaga
Pudding,4,4,11,Premier 5.0+,sts22atlantaga
Glizzy Gladiators,4,4,17,Premier 5.0+,sts22atlantaga
Jolly Ranchers,4,3,18,Premier 5.0+,sts22atlantaga
Lu/Goodnow,4,3,18,Premier 5.0+,sts22atlantaga
Kiddos,2,3,18,Premier 5.0+,sts22atlantaga
Flip Flop,1,4,18,Premier 5.0+,sts22atlantaga
Sonic Boom,3,6,18,Premier 5.0+,sts22atlantaga
Last Place Loungers,2,5,23,Premier 5.0+,sts22atlantaga
Untouch-a-balls,3,5,23,Premier 5.0+,sts22atlantaga
Ian’s backpack and Samuel Corey roundnet,2,6,23,Premier 5.0+,sts22atlantaga
Bononas,2,5,26,Premier 5.0+,sts22atlantaga
Revised Broekema/Goode,1,6,26,Premier 5.0+,sts22atlantaga
ok dad,1,6,26,Premier 5.0+,sts22atlantaga
Glitch,1,5,26,Premier 5.0+,sts22atlantaga
Cryptid,2,4,26,Premier 5.0+,sts22atlantaga
Sports and Dom,2,5,26,Premier 5.0+,sts22atlantaga
Trembling Earth,3,4,26,Premier 5.0+,sts22atlantaga
MFn TM,1,5,33,Premier 5.0+,sts22atlantaga
