Team Name,Wins,Losses,Result,Division,Tournament
Bürkle/Hinkle,7,1,1,Open Gold,ets-vienna-2023
Clarké au floor,7,2,2,Open Gold,ets-vienna-2023
Willy Wonka,7,2,3,Open Gold,ets-vienna-2023
Hokus Boom,7,2,4,Open Gold,ets-vienna-2023
RBZ Capri Sons,6,3,5,Open Gold,ets-vienna-2023
RCB Drü,5,3,6,Open Gold,ets-vienna-2023
Hustling Brothers,6,2,7,Open Gold,ets-vienna-2023
Rainbow Warriors,5,3,8,Open Gold,ets-vienna-2023
Smile,6,3,9,Open Gold,ets-vienna-2023
JulJan,7,2,10,Open Gold,ets-vienna-2023
Gemmathi & Let's Jo,5,4,11,Open Gold,ets-vienna-2023
RCG Powerline,5,3,12,Open Gold,ets-vienna-2023
Double Bang,4,5,13,Open Gold,ets-vienna-2023
RDO Flix und Fertig,5,4,14,Open Gold,ets-vienna-2023
Double O steal your hoe,5,4,15,Open Gold,ets-vienna-2023
Double Touch,4,5,15,Open Gold,ets-vienna-2023
UnderDAWGS,5,4,17,Open Gold,ets-vienna-2023
RBZ Tocco Italiano,4,5,18,Open Gold,ets-vienna-2023
RCB Spikeleeks,4,4,19,Open Gold,ets-vienna-2023
Future Burnouts,2,5,20,Open Gold,ets-vienna-2023
LTTL RNDNT,4,5,21,Open Gold,ets-vienna-2023
Incrediballers,2,5,22,Open Gold,ets-vienna-2023
Tac Tac,2,7,23,Open Gold,ets-vienna-2023
nerds in disguise,2,7,24,Open Gold,ets-vienna-2023
Gauterin/Rösinger,2,6,25,Open Gold,ets-vienna-2023
Pierre Feuille Victor,1,7,26,Open Gold,ets-vienna-2023
Ingo Ingo Ingo Ingolstaaadt,4,5,27,Open Gold,ets-vienna-2023
"halo, halo, palma?",0,8,28,Open Gold,ets-vienna-2023
Never Cold🌡️,0,7,29,Open Gold,ets-vienna-2023
Linnet Brothers,8,1,1,Open Contender,ets-vienna-2023
See ya!,7,2,2,Open Contender,ets-vienna-2023
Serial Chillers,6,2,3,Open Contender,ets-vienna-2023
Los Lecos Locos,5,2,4,Open Contender,ets-vienna-2023
Spikeghetti,6,3,5,Open Contender,ets-vienna-2023
Warsaw Spikes DuPę,6,3,6,Open Contender,ets-vienna-2023
Arsch Arsch ... ohne Hose,4,3,7,Open Contender,ets-vienna-2023
Angry Birds,6,3,7,Open Contender,ets-vienna-2023
Cutter Boyz,7,1,9,Open Contender,ets-vienna-2023
Meckl/Schwarz,6,2,10,Open Contender,ets-vienna-2023
Rage Cage,6,2,11,Open Contender,ets-vienna-2023
Golden Derby,5,4,12,Open Contender,ets-vienna-2023
Trivolli Vegas & Spike Mike,5,3,13,Open Contender,ets-vienna-2023
ultra Instinct,3,3,13,Open Contender,ets-vienna-2023
Van Poucket,4,5,15,Open Contender,ets-vienna-2023
Net Flanders,4,4,15,Open Contender,ets-vienna-2023
Trash Talk Trouble,4,3,17,Open Contender,ets-vienna-2023
Maintenant j'ai hâte,4,4,18,Open Contender,ets-vienna-2023
RCB Rock'n Ball!,4,3,19,Open Contender,ets-vienna-2023
Sitting ducks,2,4,20,Open Contender,ets-vienna-2023
It's Called Soccer,4,4,21,Open Contender,ets-vienna-2023
The Touchables,3,5,22,Open Contender,ets-vienna-2023
Roundnet E/P,4,4,23,Open Contender,ets-vienna-2023
RCB Presidenziale,2,6,23,Open Contender,ets-vienna-2023
Hombären,6,2,25,Open Contender,ets-vienna-2023
R-UNIT,4,4,26,Open Contender,ets-vienna-2023
Tee-Sche-Weh,2,5,27,Open Contender,ets-vienna-2023
Forfeit,2,5,27,Open Contender,ets-vienna-2023
Infinity,3,3,29,Open Contender,ets-vienna-2023
RoundNET Café,3,5,30,Open Contender,ets-vienna-2023
Homeless in pijamas,2,6,31,Open Contender,ets-vienna-2023
Flatshot,4,4,31,Open Contender,ets-vienna-2023
Elias/Paul,5,3,33,Open Contender,ets-vienna-2023
Fajitas,3,4,34,Open Contender,ets-vienna-2023
Gurkerl,2,6,35,Open Contender,ets-vienna-2023
