Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Bad setters,White Rice,Round of 32,waco2023,"[1, 0, 1]","[0, 1, 0]",Gold 5.0
WySpike FIFO,Bad setters,Round of 16,waco2023,"[21, 21]","[10, 11]",Gold 5.0
Baylor Toxicity,Arnold Zestaenegger,Round of 16,waco2023,"[15, 21, 16]","[21, 19, 21]",Gold 5.0
Chump Change,Bink City,Round of 16,waco2023,"[0, 1, 1]","[1, 0, 0]",Gold 5.0
Beer Bellies,Tease,Round of 16,waco2023,"[9, 12]","[21, 21]",Gold 5.0
WySpike FIFO,Arnold Zestaenegger,Quarter-finals,waco2023,"[19, 21, 21]","[21, 17, 17]",Gold 5.0
Chump Change,Tease,Quarter-finals,waco2023,"[17, 21, 21]","[21, 17, 18]",Gold 5.0
WySpike FIFO,Chump Change,Semi-finals,waco2023,"[24, 17, 21]","[22, 21, 19]",Gold 5.0
Big Dawgs,WySpike Sweepers,Final,waco2023,"[1, 1]","[0, 0]",Gold 5.0
Big Dawgs,BHM,1st place,waco2023,"[21, 19, 21]","[19, 21, 19]",Gold 5.0
WySpike Sweepers,Sausage Rotation,1st place,waco2023,"[19, 21, 26]","[21, 19, 24]",Gold 5.0
Big Dawgs,Hash Slinging Slashers,3rd place,waco2023,"[21, 21]","[15, 16]",Gold 5.0
BHM,The Imposters,3rd place,waco2023,"[21, 21]","[18, 19]",Gold 5.0
WySpike Sweepers,PORKCHOP,3rd place,waco2023,"[21, 21]","[16, 18]",Gold 5.0
504 Plan,Sausage Rotation,3rd place,waco2023,"[0, 0]","[1, 1]",Gold 5.0
Tease,Arnold Zestaenegger,P5: Semi-finals,waco2023,"[-1, -1, -1]","[-1, -1, -1]",Gold 5.0
Sausage Rotation,BHM,P5: Final,waco2023,"[-1, -1, -1]","[-1, -1, -1]",Gold 5.0
Baylor Toxicity,Bad setters,P9: Quarter-finals,waco2023,"[21, 21]","[16, 16]",Gold 5.0
Beer Bellies,Bink City,P9: Quarter-finals,waco2023,"[0, 0]","[1, 1]",Gold 5.0
Baylor Toxicity,Bink City,P9: Semi-finals,waco2023,"[1, 1]","[0, 0]",Gold 5.0
The Imposters,504 Plan,P9: Final,waco2023,"[-1, -1, -1]","[-1, -1, -1]",Gold 5.0
The Imposters,Hash Slinging Slashers,9th place,waco2023,"[1, 1]","[0, 0]",Gold 5.0
504 Plan,PORKCHOP,9th place,waco2023,"[1, 1]","[0, 0]",Gold 5.0
Beer Bellies,Bad setters,P13: Semi-finals,waco2023,"[0, 0]","[1, 1]",Gold 5.0
PORKCHOP,Hash Slinging Slashers,P13: Final,waco2023,"[16, 16]","[21, 21]",Gold 5.0
