Team Name,Wins,Losses,Result,Division,Tournament
Big Dawgs,9,0,1,Gold 5.0,waco2023
WySpike FIFO,8,1,2,Gold 5.0,waco2023
Chump Change,7,2,3,Gold 5.0,waco2023
WySpike Sweepers,6,2,4,Gold 5.0,waco2023
Tease,4,2,5,Gold 5.0,waco2023
Arnold Zestaenegger,4,3,5,Gold 5.0,waco2023
Sausage Rotation,5,2,5,Gold 5.0,waco2023
BHM,3,4,5,Gold 5.0,waco2023
Baylor Toxicity,5,3,9,Gold 5.0,waco2023
The Imposters,3,3,10,Gold 5.0,waco2023
504 Plan,3,4,10,Gold 5.0,waco2023
Bink City,2,6,10,Gold 5.0,waco2023
Hash Slinging Slashers,3,6,13,Gold 5.0,waco2023
Bad setters,2,8,14,Gold 5.0,waco2023
PORKCHOP,0,7,15,Gold 5.0,waco2023
Beer Bellies,1,6,15,Gold 5.0,waco2023
White Rice,0,6,17,Gold 5.0,waco2023
MFFLs,7,0,1,Advanced 4.0,waco2023
New Cut,5,2,2,Advanced 4.0,waco2023
Flummoxed,5,2,3,Advanced 4.0,waco2023
Every Day BBQ,5,2,4,Advanced 4.0,waco2023
fooling around,4,3,5,Advanced 4.0,waco2023
Double Faults V2,3,4,6,Advanced 4.0,waco2023
BenSquared,2,6,7,Advanced 4.0,waco2023
Woof Bark Dog,1,7,8,Advanced 4.0,waco2023
Ambiflextrous,2,4,9,Advanced 4.0,waco2023
Team Jesus,1,5,10,Advanced 4.0,waco2023
