Team Name,Wins,Losses,Result,Division,Tournament
Protect ya neck,8,0,1,Premier 5.0+,sts22saltlakecityut
Double Sauce,7,1,2,Premier 5.0+,sts22saltlakecityut
Kingdom Come,8,1,3,Premier 5.0+,sts22saltlakecityut
Psych,6,2,4,Premier 5.0+,sts22saltlakecityut
Our Crocs are in Sport Mode,4,2,5,Premier 5.0+,sts22saltlakecityut
TRP Bendy Straw,3,3,5,Premier 5.0+,sts22saltlakecityut
Rice and beans,4,2,5,Premier 5.0+,sts22saltlakecityut
pinto.,4,2,5,Premier 5.0+,sts22saltlakecityut
Preme babies,5,3,9,Premier 5.0+,sts22saltlakecityut
Sweet life of Zayne and Cody,5,2,9,Premier 5.0+,sts22saltlakecityut
Mono love,3,5,9,Premier 5.0+,sts22saltlakecityut
Montana Moose Riders,3,3,12,Premier 5.0+,sts22saltlakecityut
WagMurr TVR,3,4,12,Premier 5.0+,sts22saltlakecityut
"Depression, Cheez-Its, and Cargo Shorts",2,4,12,Premier 5.0+,sts22saltlakecityut
"No sugar, Mo problems",2,5,12,Premier 5.0+,sts22saltlakecityut
git reverse,2,6,12,Premier 5.0+,sts22saltlakecityut
Movement,0,5,17,Premier 5.0+,sts22saltlakecityut
DGAF,0,5,17,Premier 5.0+,sts22saltlakecityut
Rice Jam,1,4,17,Premier 5.0+,sts22saltlakecityut
Tyler & Isaiah,0,5,17,Premier 5.0+,sts22saltlakecityut
Fine Dining & Breathing,0,6,17,Premier 5.0+,sts22saltlakecityut
Rice Pump,9,0,1,Contender 4.5+,sts22saltlakecityut
Ben^2,8,1,2,Contender 4.5+,sts22saltlakecityut
Knights of the Roundnet,4,5,3,Contender 4.5+,sts22saltlakecityut
Yucky!,8,2,4,Contender 4.5+,sts22saltlakecityut
Fang,8,1,5,Contender 4.5+,sts22saltlakecityut
Los Dos,5,3,6,Contender 4.5+,sts22saltlakecityut
2 Retired Guys,6,2,6,Contender 4.5+,sts22saltlakecityut
Andrew & Dallin,5,3,6,Contender 4.5+,sts22saltlakecityut
