Team Name,Wins,Losses,Result,Division,Tournament
Rogue,9,0,1,Premier (5.0),atlslam23
RGF,8,1,2,Premier (5.0),atlslam23
Bad Combo,8,1,3,Premier (5.0),atlslam23
Mermaid Sparkle,7,2,4,Premier (5.0),atlslam23
Bot House,6,2,5,Premier (5.0),atlslam23
Ferreira/Weinbach,7,1,5,Premier (5.0),atlslam23
Kingdom Come,6,2,5,Premier (5.0),atlslam23
Not.Ok,5,3,5,Premier (5.0),atlslam23
Wild,5,2,9,Premier (5.0),atlslam23
One Kiss,4,3,9,Premier (5.0),atlslam23
ClubSpike Big Slick,4,3,9,Premier (5.0),atlslam23
Endgame,4,2,12,Premier (5.0),atlslam23
Jersey Boyz,3,3,12,Premier (5.0),atlslam23
Impulse,5,2,12,Premier (5.0),atlslam23
Not Washed Yet,4,3,12,Premier (5.0),atlslam23
Profit Boost,4,3,12,Premier (5.0),atlslam23
Icy,5,2,17,Premier (5.0),atlslam23
Arsenal,3,4,17,Premier (5.0),atlslam23
Need a partner 🫢,4,3,17,Premier (5.0),atlslam23
Imago,2,4,17,Premier (5.0),atlslam23
Faulty Service,2,4,17,Premier (5.0),atlslam23
Basketball Purity,4,3,17,Premier (5.0),atlslam23
BOT Did that cut?,2,5,17,Premier (5.0),atlslam23
Glizzy Gladiators,3,4,17,Premier (5.0),atlslam23
Pickle Juice,2,4,25,Premier (5.0),atlslam23
Lazy,3,3,25,Premier (5.0),atlslam23
Cerebral Drizzle,1,5,25,Premier (5.0),atlslam23
Bev’d Up,3,3,25,Premier (5.0),atlslam23
Project Roundnet,1,5,25,Premier (5.0),atlslam23
Super Awesome Spikers,1,5,25,Premier (5.0),atlslam23
Revised Broekema/Longland,1,5,25,Premier (5.0),atlslam23
Zestosterone,1,5,25,Premier (5.0),atlslam23
Spectrum Spectres,3,4,33,Premier (5.0),atlslam23
Steady Flubbin,2,5,34,Premier (5.0),atlslam23
JCP,1,5,35,Premier (5.0),atlslam23
Bolivia y Blanco,2,4,35,Premier (5.0),atlslam23
Butter Me Up,2,5,37,Premier (5.0),atlslam23
Sports and Dean,1,6,37,Premier (5.0),atlslam23
SubZero,0,6,37,Premier (5.0),atlslam23
Munch,0,6,37,Premier (5.0),atlslam23
Revised Tweenie Hut Jr's,10,0,1,Contender 4.5+,atlslam23
Stupienski/Randall,7,2,2,Contender 4.5+,atlslam23
Border Control,8,1,3,Contender 4.5+,atlslam23
Grab it Don't Slap it,7,3,4,Contender 4.5+,atlslam23
Huang/Narayan,6,1,5,Contender 4.5+,atlslam23
Heavenly Heights,6,1,5,Contender 4.5+,atlslam23
Square Pies,6,2,5,Contender 4.5+,atlslam23
Giddy Goats,5,2,5,Contender 4.5+,atlslam23
[HRN] Gorilla Glue,4,3,9,Contender 4.5+,atlslam23
Clark Marshall,5,2,9,Contender 4.5+,atlslam23
Code Red,5,2,9,Contender 4.5+,atlslam23
Risky Business,4,2,9,Contender 4.5+,atlslam23
Control Alt Delete,5,2,9,Contender 4.5+,atlslam23
Bad Hombres,5,2,9,Contender 4.5+,atlslam23
Warica,3,3,9,Contender 4.5+,atlslam23
Haungs/Semke,4,3,9,Contender 4.5+,atlslam23
Farm Bros,6,3,17,Contender 4.5+,atlslam23
Patrick Mey roundnet time let's go,4,5,18,Contender 4.5+,atlslam23
Tsunami,3,6,19,Contender 4.5+,atlslam23
Spike outlaws,3,5,19,Contender 4.5+,atlslam23
Cave Talk,3,5,21,Contender 4.5+,atlslam23
We're here,2,5,21,Contender 4.5+,atlslam23
Barber Shop,2,5,21,Contender 4.5+,atlslam23
Wrappers Delight,2,6,21,Contender 4.5+,atlslam23
Caleb/jon,2,5,25,Contender 4.5+,atlslam23
Ballbarians,2,5,25,Contender 4.5+,atlslam23
Noodle Dreamers,1,5,25,Contender 4.5+,atlslam23
How I set your mother,3,4,25,Contender 4.5+,atlslam23
Quispe's Quties,2,4,25,Contender 4.5+,atlslam23
He's Not Here,3,3,25,Contender 4.5+,atlslam23
Too Much Sandwich,2,5,25,Contender 4.5+,atlslam23
Renaissance,3,4,25,Contender 4.5+,atlslam23
We Carry the Boats,3,5,33,Contender 4.5+,atlslam23
Lazy bros,1,5,34,Contender 4.5+,atlslam23
Dropped Our Pockets,1,6,35,Contender 4.5+,atlslam23
Bluegrass boys,0,5,35,Contender 4.5+,atlslam23
Inumerable/Burkert,0,5,37,Contender 4.5+,atlslam23
Team Adiabatic,0,6,37,Contender 4.5+,atlslam23
Piss Rats,9,0,1,Advanced 4.0,atlslam23
Tahseen and Frederik’s Block Party,7,2,2,Advanced 4.0,atlslam23
Back in Black,6,2,3,Advanced 4.0,atlslam23
B Komachi,5,4,4,Advanced 4.0,atlslam23
Shanks,4,2,5,Advanced 4.0,atlslam23
NEW DOG,3,5,5,Advanced 4.0,atlslam23
Biscuits and Breadsticks,4,3,5,Advanced 4.0,atlslam23
Target Employees,2,5,5,Advanced 4.0,atlslam23
A little stitious,3,4,9,Advanced 4.0,atlslam23
Stranger Swings,3,3,9,Advanced 4.0,atlslam23
We’re just here to beat landry and james,1,6,9,Advanced 4.0,atlslam23
pickled,7,1,1,Women's Advanced 4.0+,atlslam23
Ally Alie Alley Aly Aleigh Alee,6,2,2,Women's Advanced 4.0+,atlslam23
angst,6,2,3,Women's Advanced 4.0+,atlslam23
M O,6,2,4,Women's Advanced 4.0+,atlslam23
Who?,5,3,5,Women's Advanced 4.0+,atlslam23
Gourmet Lasagna,3,5,5,Women's Advanced 4.0+,atlslam23
Space Monkeys 🚀🐒,4,4,5,Women's Advanced 4.0+,atlslam23
Florida Flickers,3,5,5,Women's Advanced 4.0+,atlslam23
Savage Sisters,2,6,9,Women's Advanced 4.0+,atlslam23
Short queens,1,7,9,Women's Advanced 4.0+,atlslam23
weens,3,4,11,Women's Advanced 4.0+,atlslam23
Tangerine Dreamin',1,6,11,Women's Advanced 4.0+,atlslam23
