Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Bad Combo,BOT Did that cut?,Round of 32,atlslam23,"[21, 21]","[8, 15]",Premier (5.0)
Bev’d Up,Wild,Round of 32,atlslam23,"[21, 18, 17]","[19, 21, 21]",Premier (5.0)
Not Washed Yet,Cerebral Drizzle,Round of 32,atlslam23,"[19, 21, 21]","[21, 17, 17]",Premier (5.0)
Bot House,Arsenal,Round of 32,atlslam23,"[21, 21]","[17, 15]",Premier (5.0)
Rogue,Zestosterone,Round of 32,atlslam23,"[21, 21]","[5, 11]",Premier (5.0)
Basketball Purity,One Kiss,Round of 32,atlslam23,"[19, 19]","[21, 21]",Premier (5.0)
Impulse,Revised Broekema/Longland,Round of 32,atlslam23,"[21, 21]","[16, 16]",Premier (5.0)
Not.Ok,Need a partner 🫢,Round of 32,atlslam23,"[21, 21]","[13, 13]",Premier (5.0)
RGF,Imago,Round of 32,atlslam23,"[21, 21]","[16, 17]",Premier (5.0)
Lazy,ClubSpike Big Slick,Round of 32,atlslam23,"[17, 19]","[21, 21]",Premier (5.0)
Ferreira/Weinbach,Faulty Service,Round of 32,atlslam23,"[26, 22]","[24, 20]",Premier (5.0)
Profit Boost,Pickle Juice,Round of 32,atlslam23,"[21, 21]","[13, 16]",Premier (5.0)
Kingdom Come,Super Awesome Spikers,Round of 32,atlslam23,"[21, 21]","[10, 17]",Premier (5.0)
Endgame,Glizzy Gladiators,Round of 32,atlslam23,"[21, 21]","[19, 13]",Premier (5.0)
Mermaid Sparkle,Project Roundnet,Round of 32,atlslam23,"[21, 21]","[19, 16]",Premier (5.0)
Icy,Jersey Boyz,Round of 32,atlslam23,"[18, 20]","[21, 22]",Premier (5.0)
Bad Combo,Wild,Round of 16,atlslam23,"[21, 21]","[17, 19]",Premier (5.0)
Not Washed Yet,Bot House,Round of 16,atlslam23,"[19, 17]","[21, 21]",Premier (5.0)
Rogue,One Kiss,Round of 16,atlslam23,"[21, 21]","[13, 19]",Premier (5.0)
Impulse,Not.Ok,Round of 16,atlslam23,"[21, 19, 20]","[18, 21, 22]",Premier (5.0)
RGF,ClubSpike Big Slick,Round of 16,atlslam23,"[21, 21]","[15, 15]",Premier (5.0)
Ferreira/Weinbach,Profit Boost,Round of 16,atlslam23,"[21, 21]","[16, 19]",Premier (5.0)
Kingdom Come,Endgame,Round of 16,atlslam23,"[19, 21, 21]","[21, 12, 14]",Premier (5.0)
Mermaid Sparkle,Jersey Boyz,Round of 16,atlslam23,"[21, 21]","[17, 16]",Premier (5.0)
Bad Combo,Bot House,Quarter-finals,atlslam23,"[21, 21]","[15, 17]",Premier (5.0)
Rogue,Not.Ok,Quarter-finals,atlslam23,"[21, 21]","[15, 19]",Premier (5.0)
RGF,Ferreira/Weinbach,Quarter-finals,atlslam23,"[21, 21]","[12, 16]",Premier (5.0)
Kingdom Come,Mermaid Sparkle,Quarter-finals,atlslam23,"[19, 19]","[21, 21]",Premier (5.0)
Bad Combo,Rogue,Semi-finals,atlslam23,"[17, 14]","[21, 21]",Premier (5.0)
RGF,Mermaid Sparkle,Semi-finals,atlslam23,"[23, 1]","[21, 0]",Premier (5.0)
Rogue,RGF,Final,atlslam23,"[21, 21]","[17, 15]",Premier (5.0)
Mermaid Sparkle,Bad Combo,Third Place,atlslam23,"[17, 13]","[21, 21]",Premier (5.0)
Not.Ok,Bot House,P5: Semi-finals,atlslam23,"[0, 0]","[1, 1]",Premier (5.0)
Kingdom Come,Ferreira/Weinbach,P5: Semi-finals,atlslam23,"[-1, -1]","[0, 0]",Premier (5.0)
Bot House,Ferreira/Weinbach,P5: Final,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Kingdom Come,Not.Ok,P5: Final,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Not Washed Yet,Wild,P9: Quarter-finals,atlslam23,"[0, 0]","[1, 1]",Premier (5.0)
Impulse,One Kiss,P9: Quarter-finals,atlslam23,"[0, 0]","[1, 1]",Premier (5.0)
Profit Boost,ClubSpike Big Slick,P9: Quarter-finals,atlslam23,"[21, 19, 19]","[19, 21, 21]",Premier (5.0)
Jersey Boyz,Endgame,P9: Quarter-finals,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Wild,One Kiss,P9: Semi-finals,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Impulse,Not Washed Yet,P13: Semi-finals,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Bev’d Up,BOT Did that cut?,P17: Round of 16,atlslam23,"[19, 67]","[21, 69]",Premier (5.0)
Arsenal,Cerebral Drizzle,P17: Round of 16,atlslam23,"[0, 0]","[-2, -2]",Premier (5.0)
Basketball Purity,Zestosterone,P17: Round of 16,atlslam23,"[21, 21]","[15, 19]",Premier (5.0)
Need a partner 🫢,Revised Broekema/Longland,P17: Round of 16,atlslam23,"[1, 1]","[0, 0]",Premier (5.0)
Lazy,Imago,P17: Round of 16,atlslam23,"[-1, -1]","[0, 0]",Premier (5.0)
Pickle Juice,Faulty Service,P17: Round of 16,atlslam23,"[0, 0]","[1, 1]",Premier (5.0)
Glizzy Gladiators,Super Awesome Spikers,P17: Round of 16,atlslam23,"[29, 30]","[27, 28]",Premier (5.0)
Icy,Project Roundnet,P17: Round of 16,atlslam23,"[21, 21]","[12, 10]",Premier (5.0)
BOT Did that cut?,Arsenal,P17: Quarter-finals,atlslam23,"[0, 0]","[2, 2]",Premier (5.0)
Basketball Purity,Need a partner 🫢,P17: Quarter-finals,atlslam23,"[0, 0]","[1, 1]",Premier (5.0)
Imago,Faulty Service,P17: Quarter-finals,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Glizzy Gladiators,Icy,P17: Quarter-finals,atlslam23,"[14, 15]","[21, 21]",Premier (5.0)
Arsenal,Need a partner 🫢,P17: Semi-finals,atlslam23,"[0, 0, 0]","[0, 0, 0]",Premier (5.0)
Basketball Purity,BOT Did that cut?,P21: Semi-finals,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Cerebral Drizzle,Bev’d Up,P25: Quarter-finals,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Revised Broekema/Longland,Zestosterone,P25: Quarter-finals,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Pickle Juice,Lazy,P25: Quarter-finals,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Project Roundnet,Super Awesome Spikers,P25: Quarter-finals,atlslam23,"[-1, -1, -1]","[-1, -1, -1]",Premier (5.0)
Bolivia y Blanco,Sports and Dean,Quarter-finals,atlslam23,[2],[0],Premier (5.0)
Munch,Spectrum Spectres,Quarter-finals,atlslam23,[0],[2],Premier (5.0)
Steady Flubbin,Butter Me Up,Quarter-finals,atlslam23,[1],[0],Premier (5.0)
SubZero,JCP,Quarter-finals,atlslam23,[0],[1],Premier (5.0)
Bolivia y Blanco,Spectrum Spectres,Semi-finals,atlslam23,[1],[2],Premier (5.0)
Steady Flubbin,JCP,Semi-finals,atlslam23,[2],[1],Premier (5.0)
Spectrum Spectres,Steady Flubbin,Final,atlslam23,[1],[0],Premier (5.0)
JCP,Bolivia y Blanco,Third Place,atlslam23,[-1],[-1],Premier (5.0)
Munch,Sports and Dean,P5: Semi-finals,atlslam23,[-2],[1],Premier (5.0)
SubZero,Butter Me Up,P5: Semi-finals,atlslam23,[-2],[1],Premier (5.0)
Sports and Dean,Butter Me Up,P5: Final,atlslam23,[1],[2],Premier (5.0)
SubZero,Munch,P5: Final,atlslam23,[-1],[-1],Premier (5.0)
Munch,Sports and Dean,P5: Semi-finals,atlslam23,[-2],[1],Premier (5.0)
SubZero,Butter Me Up,P5: Semi-finals,atlslam23,[-2],[1],Premier (5.0)
Sports and Dean,Butter Me Up,P5: Final,atlslam23,[1],[2],Premier (5.0)
SubZero,Munch,P5: Final,atlslam23,[-1],[-1],Premier (5.0)
Revised Tweenie Hut Jr's,Wrappers Delight,Round of 32,atlslam23,[2],[0],Contender 4.5+
Warica,Renaissance,Round of 32,atlslam23,[2],[0],Contender 4.5+
