Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Till We Spike Again,Latin' Fever 🕺,Round of 32,rotcwaterloo,"[15, 13, 15]","[13, 15, 13]",Challenger
CRO Jungle Juice,FCR Left-overs,Round of 32,rotcwaterloo,"[16, 15]","[14, 8]",Challenger
PB & J,FURY: REVENGE TOUR 😈,Round of 32,rotcwaterloo,"[15, 15]","[10, 10]",Challenger
TJ’s Bar and Grill,Balls Up,Round of 32,rotcwaterloo,"[15, 15]","[12, 12]",Challenger
FCR BHAD Boys,Can't wait to shave,Round of 32,rotcwaterloo,"[15, 23]","[11, 21]",Challenger
CRO rimmer season,Till We Spike Again,Round of 16,rotcwaterloo,"[21, 21]","[12, 13]",Challenger
CRO Jungle Juice,PB & J,Round of 16,rotcwaterloo,"[21, 16, 21]","[19, 21, 19]",Challenger
CRO Pocket Aces,TJ’s Bar and Grill,Round of 16,rotcwaterloo,"[21, 21]","[17, 17]",Challenger
FCR BHAD Boys,CRO Indi Partners,Round of 16,rotcwaterloo,"[13, 18]","[21, 21]",Challenger
CRO rimmer season,CRO Jungle Juice,Quarter-finals,rotcwaterloo,"[21, 11, 21]","[16, 21, 17]",Challenger
CRO Pocket Aces,CRO Indi Partners,Quarter-finals,rotcwaterloo,"[19, 21, 19]","[21, 16, 21]",Challenger
CRO rimmer season,CRO Indi Partners,Semi-finals,rotcwaterloo,"[21, 21]","[11, 19]",Challenger
Chris Brown,CRO Bummerland,Final,rotcwaterloo,"[21, 21]","[15, 15]",Challenger
Chris Brown,Kool Aid Jammers,1st place,rotcwaterloo,"[27, 21]","[25, 16]",Challenger
Full Swing,CRO Bummerland,1st place,rotcwaterloo,"[17, 19]","[21, 21]",Challenger
Chris Brown,Short + Sweet,3rd place,rotcwaterloo,"[21, 21]","[9, 6]",Challenger
Brampton Bros,Kool Aid Jammers,3rd place,rotcwaterloo,"[17, 17]","[21, 21]",Challenger
Full Swing,Bet,3rd place,rotcwaterloo,"[21, 21]","[15, 17]",Challenger
Nem Stardust,CRO Bummerland,3rd place,rotcwaterloo,"[17, 19]","[21, 21]",Challenger
Short + Sweet,FCR Cold Cut Combo,Semi-finals,rotcwaterloo,"[15, 12, 19]","[13, 15, 17]",Challenger
Brampton Bros,Guinness/Kassabian,Semi-finals,rotcwaterloo,"[15, 15]","[7, 7]",Challenger
Kool Aid Jammers,NEM Tenacity,Semi-finals,rotcwaterloo,"[16, 15]","[14, 9]",Challenger
Bet,FADERADE,Semi-finals,rotcwaterloo,"[21, 27]","[15, 25]",Challenger
Nem Stardust,Brezra,Semi-finals,rotcwaterloo,"[15, 15]","[5, 10]",Challenger
CRO Pocket Aces,CRO Jungle Juice,P5: Semi-finals,rotcwaterloo,[17],[21],Challenger
Full Swing,Kool Aid Jammers,P5: Final,rotcwaterloo,[21],[16],Challenger
PB & J,Till We Spike Again,P9: Quarter-finals,rotcwaterloo,[21],[13],Challenger
FCR BHAD Boys,TJ’s Bar and Grill,P9: Quarter-finals,rotcwaterloo,[17],[21],Challenger
PB & J,TJ’s Bar and Grill,P9: Semi-finals,rotcwaterloo,[17],[21],Challenger
Brampton Bros,Nem Stardust,P9: Final,rotcwaterloo,[21],[19],Challenger
Brampton Bros,Short + Sweet,9th place,rotcwaterloo,[21],[16],Challenger
Nem Stardust,Bet,9th place,rotcwaterloo,[21],[17],Challenger
FCR BHAD Boys,Till We Spike Again,P13: Semi-finals,rotcwaterloo,[21],[19],Challenger
Bet,Short + Sweet,P13: Final,rotcwaterloo,[-1],[-1],Challenger
FCR Left-overs,FURY: REVENGE TOUR 😈,P17: Round of 16,rotcwaterloo,[21],[12],Challenger
Latin' Fever 🕺,FCR Left-overs,P17: Quarter-finals,rotcwaterloo,[13],[21],Challenger
Balls Up,Can't wait to shave,P17: Quarter-finals,rotcwaterloo,[21],[19],Challenger
FCR Left-overs,Balls Up,P17: Semi-finals,rotcwaterloo,[25],[23],Challenger
FCR Cold Cut Combo,Brezra,P17: Final,rotcwaterloo,[22],[20],Challenger
FCR Cold Cut Combo,NEM Tenacity,17th place,rotcwaterloo,[24],[22],Challenger
FADERADE,Brezra,17th place,rotcwaterloo,[16],[21],Challenger
Guinness/Kassabian,NEM Tenacity,19th place,rotcwaterloo,[15],[21],Challenger
Can't wait to shave,Latin' Fever 🕺,P21: Semi-finals,rotcwaterloo,[21],[17],Challenger
FADERADE,NEM Tenacity,P21: Final,rotcwaterloo,[21],[14],Challenger
✨ Spikeball Chic ✨,Spike Wazowski,Round of 16,rotcwaterloo,"[1, 1]","[0, 0]",Women’s
Miss Rick,✨ Spikeball Chic ✨,Quarter-finals,rotcwaterloo,"[21, 21]","[15, 10]",Women’s
"Lois,Ma,Mommy",Smash or Pass,Quarter-finals,rotcwaterloo,"[21, 19, 21]","[19, 21, 16]",Women’s
Miss Rick,"Lois,Ma,Mommy",Semi-finals,rotcwaterloo,"[17, 21]","[21, 23]",Women’s
HEAVY HITTERS 🤏🏻,Novy/Roman,Final,rotcwaterloo,"[21, 21]","[15, 15]",Women’s
HEAVY HITTERS 🤏🏻,The Manatees,1st place,rotcwaterloo,"[21, 21]","[15, 10]",Women’s
Novy/Roman,Love At First Spike,1st place,rotcwaterloo,"[21, 23]","[16, 21]",Women’s
Smash or Pass,✨ Spikeball Chic ✨,P5: Semi-finals,rotcwaterloo,[1],[0],Women’s
Love At First Spike,The Manatees,P5: Final,rotcwaterloo,[-1],[-1],Women’s
Team Noble,Can Take Pancake,Round of 16,rotcwaterloo,[2],[0],Advanced
Rec Bros,Team Noble,Quarter-finals,rotcwaterloo,[1],[2],Advanced
Team Reach,Brett Bros,Quarter-finals,rotcwaterloo,[2],[0],Advanced
Team Noble,Team Reach,Semi-finals,rotcwaterloo,[2],[0],Advanced
Los Kid Cutty,BRUTAL!,Final,rotcwaterloo,[2],[0],Advanced
Los Kid Cutty,The Dogwater Brother’s,1st place,rotcwaterloo,[2],[0],Advanced
BRUTAL!,Los Patos,1st place,rotcwaterloo,[1],[0],Advanced
The Dogwater Brother’s,Double Faulters,3rd place,rotcwaterloo,[2],[0],Advanced
Brett Bros,Rec Bros,P5: Semi-finals,rotcwaterloo,[2],[0],Advanced
Los Patos,The Dogwater Brother’s,P5: Final,rotcwaterloo,[2],[0],Advanced
