,Name,Rating,Adjusted Rating,Games
1008,ben pernfuss,127.68206662217288,127.68206662217288,65
674,henry pilliod,127.67541930692225,127.67541930692225,111
616,kevin cadle,127.67019277658979,127.67019277658979,61
12,ethan zehr,127.65603628176491,127.65603628176491,73
344,ondra kasan,127.59629317940914,127.59629317940914,51
1578,nicolas tognini,131.03859424312512,127.58986154944455,32
612,luke marshall,127.56213288800119,127.56213288800119,76
741,chase bremner,128.1770458823895,127.53665847597155,43
58,luke pennington,127.52311620129063,127.52311620129065,71
644,noah beinart,133.6323826266695,127.51740396727506,27
359,jonas eigenmann,138.1575341115877,127.42572764270365,23
1587,mathias linnet,127.41721434620506,127.41721434620506,69
9,matt ortlip,127.37168799280919,127.37168799280919,50
1670,serafin rieser,133.2169487039441,127.3551342267775,28
14,drew cummins,128.565162215938,127.10028210230014,37
1043,macy pinsonneault,127.07977910110864,127.07977910110864,54
930,jacob summers,126.9391899643082,126.9391899643082,66
295,nelson dziruni,126.89770231991528,126.89770231991528,74
363,hjalte knudsen,126.85674394455802,126.85674394455802,56
16,brandon brown,126.68179830599217,126.68179830599217,95
1608,andreas christensen,127.14147340316553,126.55144137266194,45
321,matteo sacchini,126.45729285136318,126.45729285136319,72
1574,dorian ameziane,126.4293101942098,126.4293101942098,51
686,luke nickel,126.42411183135012,126.42411183135012,75
1582,hugo lacombe,126.3451816652645,126.3451816652645,50
1418,clayton ulrich,141.20966134526623,126.22432994698761,21
614,dan abrams,126.13360144301187,126.13360144301187,111
1134,jake woolley,126.05019645595637,126.05019645595637,52
668,clifford amadeo leveque,126.04977534616653,126.04977534616653,125
1225,cole model,126.036948966876,126.03694896687598,70
342,andrea borsotti,126.03561854652997,126.03561854652997,52
343,riccardo mercadini,126.03561854652997,126.03561854652997,52
181,javier vidal,126.59682154203836,125.97829080850259,42
282,alex newton,125.93905569583511,125.93905569583511,55
201,sunny gu,125.92052139675654,125.92052139675654,63
337,jorge donayre,125.87284421612742,125.87284421612742,71
113,patrick drucker,126.4924554034965,125.84629795463073,40
1072,josh esposo,125.83242726854033,125.83242726854033,87
180,auriel wish,128.12127033746847,125.77783114267943,33
80,seth holbrook,125.65540372096149,125.65540372096149,47
678,tim lacagnina,125.47956876023132,125.47956876023132,84
449,hugo callaway,126.76570963270194,125.46006526037502,39
620,garrett ashton,125.31046138252387,125.31046138252387,54
311,jaroslav cabala,125.22096168726317,125.22096168726317,63
547,sam randall,126.56569204032043,125.20334885876554,37
1231,tyler fernandez,125.19768831213094,125.19768831213094,128
1788,jonathan yuan,137.7294920377083,125.15299469180553,22
29,nick wideman,125.07986649314718,125.07986649314718,108
319,robin florinda,124.89706424272225,124.89706424272227,75
2235,sascha lang,134.5928284763524,124.86359546737829,23
196,ely marciano,124.7557577585277,124.7557577585277,48
296,lucas christiani,127.99721988634533,124.70342931148116,30
297,max schartmann,127.99721988634533,124.70342931148116,30
114,charlie camarena,124.65145925339806,124.65145925339806,48
284,ethan ferland,126.81414530740886,124.64002541761897,34
835,sam bunze,124.57923190370876,124.57923190370876,58
489,christian hill,124.54709394082869,124.54709394082869,49
329,mathias gangkofner,124.47771650774729,124.47771650774729,54
752,reid pfutzenreuter,127.6283639888167,124.47083667580908,31
751,bennett anderson,127.6283639888167,124.47083667580908,31
952,sully woodlee,133.9398981321516,124.39430178248396,23
1063,joe laruffa,140.1888596343146,124.35688462685735,20
349,luc moor,124.7838081244646,124.17932499947766,40
348,carlo engel,124.7838081244646,124.17932499947766,40
1391,taylor church,125.42360376473933,124.15242357650236,38
842,benjamin bunze,124.14269105940333,124.14269105940332,70
643,josh weinbach,124.10686599884377,124.10686599884379,69
1817,artie singer,131.7602509204489,124.06079615185521,25
315,josha lauterbach,124.57383147155821,124.00234701873129,42
997,shane soto,123.96715214090406,123.96715214090406,73
1569,garrett carver,126.99743354129588,123.91201256514778,31
568,oscar obrien,133.244669774018,123.89460640007545,23
1475,calvin smith,123.87312514151469,123.87312514151469,53
1004,adam hassan,123.77064939879412,123.77064939879412,78
404,aske hammar,124.1930507400613,123.60297633176711,40
984,calyn kir,123.52059419519931,123.52059419519931,73
1651,peer kanis,124.68199735463996,123.4779974836819,39
632,bradley thompson,123.99067967806266,123.41947301906119,41
624,luis orozco,123.41941181838898,123.41941181838898,85
1239,tyler cisek,136.6807667222188,123.34230609595741,21
8,dean wasil,123.31420902754574,123.31420902754574,62
841,stephen jones,123.31399294259467,123.31399294259467,57
625,coleman epperson's,123.04588035983346,123.04588035983346,72
1065,josh hutko,123.0248870228388,123.0248870228388,105
317,gabriel stoisser,122.78001506614343,122.78001506614343,84
303,yosha vandaele,122.69761904653541,122.69761904653541,57
1778,trevor clements 704trev,123.85059119356742,122.65806163388906,38
981,derek soetemans,122.64840444855206,122.64840444855207,67
508,jack coolbaugh,122.55267030435056,122.55267030435056,69
705,andy trower,123.02266635063734,122.4994239335774,43
641,kevin um,122.39246714910215,122.39246714910215,60
28,josh cain,122.3767992668298,122.3767992668298,88
0,andrew kosche,122.3598213774749,122.3598213774749,72
213,matt spolarich,122.23353845505275,122.23353845505275,107
681,rendall weaver,122.22605199354429,122.22605199354429,59
1046,leonardo tullo,121.98881964245219,121.98881964245219,85
31,warner curtis,122.42150852956738,121.8876630883872,41
142,samuel corey,121.8844018466226,121.8844018466226,132
1135,nolan wynkoop,121.78573633938511,121.78573633938511,51
1062,brayden latham,121.77353162732813,121.77353162732813,63
308,martin amadeus koppen,124.56456851547132,121.75718925656032,31
128,krish kumar,134.0400047191552,121.66182118491696,21
130,jared bingham,121.6374837422874,121.6374837422874,58
676,cody dryer,121.47300330057239,121.47300330057239,66
1235,frederik theunis,121.46908829282394,121.46908829282393,81
1476,andrew gunter,122.60920123569733,121.4497550184821,37
331,pierre lecrosnier,121.2186725833977,121.2186725833977,95
1471,dan bonowski,129.46240228655503,121.17610164346144,23
1572,erik borja forschner mitre,121.65242315899708,121.12431527707034,40
1834,chou po-jui,121.3753136318852,120.91063290075726,45
1835,jerry lee,121.3753136318852,120.91063290075726,45
24,jason rhoads,120.90482260524371,120.90482260524371,61
79,ryan benz,131.3058787195878,120.87058581305854,22
110,warren foote,131.14471534779045,120.76314356519363,22
1466,aidan mackey,128.71088529643723,120.63594880681426,23
204,jeff aselin,132.22445666113552,120.5064724207226,21
702,rohil senapati,120.49826239560507,120.49826239560507,60
316,felix millton,135.56589367121242,120.47733271978896,19
667,max fiebelkorn,120.44938526305344,120.44938526305344,78
701,mitch kelley,121.56695936109595,120.43185623682774,36
138,thomas hoffman,120.41167030057744,120.41167030057744,105
145,joey maichen,120.37698358350782,120.37698358350782,54
1038,jaden weber,122.2135203594513,120.36239366283036,33
1244,kaleb wagner,120.34005822994274,120.34005822994274,59
1616,alex rokotas,122.17612354503818,120.32811324961833,33
325,marvin rosinger,125.7314116279904,120.27323340387123,26
1547,micah ressler,122.01683707691919,120.18210065384261,33
631,jack granger,121.91668006691292,120.13965195337944,34
146,lucas pruett,120.06900313621107,120.06900313621107,82
134,ricky santiago,120.53598562882549,120.04703359004394,41
1663,lucas cornut,120.01574749621102,120.01574749621102,68
1013,joshua hachey,119.98832683523932,119.98832683523932,95
496,adam porter,119.93879262878507,119.93879262878507,100
328,johannes mitterwald,120.43063324090674,119.93232511307974,40
689,andrew thatcher,120.30975737311671,119.84817197827314,43
636,nickhil anantha,119.81259018086149,119.81259018086149,64
737,pj showalter,129.64270033207498,119.76180022138331,22
988,tim clifford,119.7490205318666,119.7490205318666,66
639,grayson m wills,119.73002827574052,119.73002827574054,92
1893,matthias rolf,140.59772075093886,119.7188929361703,17
189,kevin mcclain,119.69808572807626,119.69808572807626,56
488,ben savage,119.5899741410776,119.58997414107759,80
663,micah bouman,119.5584500485518,119.5584500485518,54
656,jj vela,129.32468523784905,119.54979015856604,22
305,ryan danekas,119.45477718685112,119.45477718685112,66
270,donald fung,121.94348206687496,119.4356555449464,31
2084,jalen butkus,130.37022175112165,119.32650475071377,21
1408,matt catuccio,125.48674601609208,119.30814092128189,25
892,connor shupe,121.86139528395306,119.2894664270174,30
1681,julien blanchard,120.97623583249874,119.27545995418802,34
1682,pierre buttet,120.97623583249874,119.27545995418802,34
6,benjamin banuelos,120.91353340868467,119.21784151068321,34
1573,marco navio ruiz,119.67073571669717,119.20238486629961,41
505,ryan fernandez,119.66889878626922,119.20059167231044,41
652,ethan mcwhirter,120.85938233297729,119.16808106273588,34
353,halvard hanisch,119.06335450574508,119.06335450574508,54
836,jared dean katz,119.01823152301678,119.01823152301678,64
943,brent summers,118.99316927666455,118.99316927666455,56
661,skyler sebring,118.97934186572603,118.97934186572603,91
1958,dax o'hair,120.62944940227499,118.91032861875208,33
83,erik faeustle,121.36763536766449,118.85379591264514,30
1623,gilles hublet,121.33042436181677,118.82096267219127,30
129,dennis joseph,118.77952910900967,118.77952910900967,79
243,a.j. martin,118.75397571168621,118.75397571168622,69
947,david nara,118.75242898155868,118.75242898155868,54
4,clifton miller,118.70922179596472,118.70922179596474,77
570,cory chilton,122.65035802540923,118.65323602092525,28
711,gavin broekema,118.63968330491085,118.63968330491086,84
1031,joey renaud,118.48016639697397,118.48016639697397,83
1765,ian austin,120.0981245728079,118.46854690474238,34
1236,james richmond,120.76879388674229,118.4611501215487,32
679,aleks essen,118.3712503312007,118.3712503312007,74
669,joey reynolds,118.2895780818812,118.2895780818812,67
1477,garrett blanchard,119.20850665446638,118.24808132174306,38
1781,slade warner,128.6450874819817,118.22869203398835,21
1465,reid lampert,119.1306841977472,118.1496234696576,37
22,dylan medveal,118.13366684394566,118.13366684394566,56
1563,joel lapp,123.8498572988488,118.0680737112491,25
1579,rouven felix,118.44586245091277,118.04486544111032,45
1395,josh didonato,118.03335261642545,118.03335261642545,76
1000,eric reinke,118.02103620040728,118.02103620040728,58
1782,brian childs,122.68863929595899,117.8758976271192,26
829,colton olvey,118.77604022802377,117.83723821662258,38
2104,justin anderson,136.70751422597434,117.8293640526161,17
1715,yvo heinen,148.22611040962803,117.76751436144191,14
5,tucker judkins,118.20397889884426,117.75997941350658,40
301,mikus jaunpetrovics,117.72841437147154,117.72841437147154,68
670,ruben zapata,117.72235965222758,117.72235965222757,86
866,owen bass,117.72230598717746,117.72230598717746,67
7,michael du,117.68572381495417,117.68572381495416,86
330,aymeric sandoz,117.59177861606129,117.59177861606129,82
11,thomas pence,117.54705441910754,117.54705441910754,50
345,ondrej cejka,117.50736211745874,117.50736211745874,54
171,alex daly,118.26688772575784,117.35354333946995,38
1425,daniel dantowitz,142.79899962018163,117.35094579196551,15
283,isaac staats,117.26763300552183,117.26763300552182,51
202,carson wallace,123.62820051461708,117.18414582881242,24
637,solomon berry,117.56949447999722,117.17018778727001,43
109,ryan mccargar,117.59019788564801,117.16116866892489,40
165,lance risler,118.09624462048063,117.1438106930869,36
890,joel hoffler,128.26831450716682,117.13231182252534,20
1089,nathan montgomery,117.12920280313882,117.12920280313882,72
354,marcos campos,117.08166706344522,117.08166706344522,55
1334,joel laliberte,121.67886801661484,117.08032025551472,26
1333,jordan meredith,121.67886801661484,117.08032025551472,26
456,edvin baggman,119.27485227133316,117.00722259235279,30
1238,brian perlson,116.98048210766355,116.98048210766355,76
1237,liam sherron,116.86767581644301,116.86767581644301,65
186,charles tipton,119.76924954180642,116.862006962129,29
629,colton mowry,117.17666382543527,116.80325809009972,45
310,jan stachiewicz,116.76390702524837,116.76390702524837,65
1400,jake goodnow,120.47834530667225,116.75500979636821,27
825,brycen patterson,117.04838588365276,116.68565426910695,46
1472,ezra dantowitz,117.59520218199388,116.66913890925736,36
332,michele berlanda,116.57223802095677,116.57223802095677,58
333,nicola bazzani,116.57223802095677,116.57223802095677,58
1498,jonah zwillinger,127.30168109075807,116.54647338833823,20
1399,riley leblanc,122.73274835255448,116.53290789276689,24
137,lucas hope,116.50580070738084,116.50580070738084,51
1035,vibhor dua,116.46562141892163,116.46562141892163,55
725,daniel patten,116.40065373380929,116.40065373380929,72
245,mike garrett,116.29532111571521,116.29532111571521,55
1291,lou paradis,119.90021857476015,116.28199701571285,27
972,nicholas puopolo,116.24415476985492,116.24415476985492,111
1243,alex hart (asl),116.16435133056045,116.16435133056045,66
982,isaiah bergsma,116.11179005888624,116.11179005888624,76
1264,ethan gabay,118.14019914923539,116.06703353217992,31
26,alec galbo,116.063895973418,116.063895973418,73
1070,anthony clifford,120.38820632290951,116.06343528471659,26
1417,andrew gasaway,116.01406399413426,116.01406399413425,53
1490,jp mitchell,116.77302296303839,115.93437181488646,38
1061,zach bender,117.90615287645333,115.85973540485867,31
1016,bryan fonseca,116.08739226288533,115.74510732112182,46
1233,david rowlands,115.6944396309919,115.6944396309919,48
607,dylan bricker,115.68980496308956,115.68980496308956,57
73,quinn hufler,116.99366913893839,115.61580407361907,34
252,brandon timonere,117.5556663839976,115.49029386823318,30
1798,hayden woolard,124.33659419803047,115.48692358056483,21
420,samuel schmid,115.78050013335601,115.42982235261478,44
2182,austin rawlings,126.7758008110853,115.4163701639582,19
694,cole maddox,115.40654743744254,115.40654743744254,66
1660,benoit durand,118.04820519507123,115.39405737226664,29
793,daryan hoover,115.35010293395743,115.35010293395743,64
628,iason hayes,118.75396586698561,115.34415389117004,27
518,derek mcrea,115.34261329243398,115.34261329243398,73
713,chris kaptur,115.24780800564703,115.24780800564703,54
608,jackson blackburn,118.44022698023002,115.1860692778365,28
819,abel manley,120.87297189046781,115.1803431930675,24
503,thomas maloney,115.15648182930389,115.15648182930389,71
540,ryan baillargeon,115.1512950541526,115.15129505415261,77
75,tim gaskin,116.48460528425082,115.14801566660886,34
650,josiah sanders,117.67782918687377,115.07814842409822,29
1735,soren hoy,130.98921296993686,115.05190344254076,17
2270,matt sak,118.2948196891685,114.96848883659241,27
76,ryan leong,136.89406957560809,114.95705523335464,15
1012,austin ha,114.8979889330777,114.89798893307768,85
438,marcos bermudez muratel,115.24135331192852,114.8949589184756,43
993,nathan goh,114.86459326119194,114.86459326119193,115
1287,thomas dery,133.42988688904776,114.85772750624346,16
1286,alexandre bellemare,133.42988688904776,114.85772750624346,16
1550,brandon stokes,122.24372269160686,114.82914846107124,22
996,anthony cho,116.66416743220293,114.81259327306927,32
72,jack stinson,130.45171970103985,114.79083528336221,17
627,brandon arledge,114.74133621371107,114.74133621371107,61
306,david jindra,114.70588204953118,114.70588204953118,64
598,olivia jenki,114.68677505711541,114.68677505711541,49
1474,tyler keener,119.2740185591116,114.60152921144818,25
1473,henry pleszkoch,119.2740185591116,114.60152921144818,25
695,levi rogers,114.52379330342212,114.52379330342211,89
693,rob's traveler,114.49005166575903,114.49005166575903,69
1686,tavo garcia,115.74648359981445,114.46974168631597,34
271,stephen sweeney,115.20402731865255,114.46236744944999,39
300,aleksandrs juska,114.30364667431535,114.30364667431533,85
990,adrian garcea,114.29947941354071,114.29947941354071,118
365,louis mareschal,114.24324752435626,114.24324752435625,49
418,alexandre rollois,117.26489037633345,114.21814501580401,28
1025,tyler kitzul,115.9519700856753,114.17952896504471,32
931,allen ombougno,117.17470019876367,114.14387075192302,28
685,jacob u'wren,113.95704427002421,113.95704427002421,47
1126,conner bradshaw,116.94246218428529,113.95261591647024,28
452,federico grazi,114.16021846837162,113.83839532136318,43
453,mattia pareschi,114.16021846837162,113.83839532136318,43
1650,jonas klinger,116.79278466845321,113.82935207990263,28
797,david gonzales,113.79571223769557,113.79571223769557,119
370,gauthier vandamme,113.76471469750273,113.76471469750273,55
882,nate kt,113.69067442329964,113.69067442329963,49
193,matt garbecki,113.96200995291517,113.64469154489437,43
192,isaiah milgroom,113.96200995291517,113.64469154489437,43
2313,xavi fermoso,146.2332992865156,113.53169735215091,12
352,jerome renimel,113.50479373078129,113.50479373078127,54
823,carter hodgson,115.18060433661196,113.49387052143285,32
2160,zack duffy,122.24311430310017,113.48067533521223,20
356,jacopo dudine,117.76653312030777,113.45949478811195,25
355,alessandro zanellato,117.76653312030777,113.45949478811195,25
366,mark elbourne,113.4377337428921,113.4377337428921,47
516,daniel haungs,114.65521750109822,113.43394937600671,33
619,aniket matharasi,121.95489144807664,113.30599481701614,20
1158,olivier bernard,113.53904568353714,113.20882505710941,40
174,brody ulrich,113.20520873048028,113.20520873048028,64
1245,dennis wei,113.91604173916932,113.18361848973935,36
64,nathaniel schrag,116.57490075228009,113.05901271391764,26
884,ian timan,113.04287344594546,113.04287344594546,50
703,lucas klopfenstein,115.23744557759518,112.9966447573606,29
1165,dara akhavein,117.8497987234261,112.98167179885536,24
1415,cooper pennell,121.38616342734078,112.96131116808533,20
141,michael capobianco,112.91586486667768,112.91586486667768,105
1585,victor cambois,112.87100610989137,112.87100610989137,72
357,herman henstrom,116.31371695598446,112.85323154107867,26
358,samuel mjones,116.31371695598446,112.85323154107867,26
1136,deryk kirchner,122.21193905176911,112.78869218132161,19
1137,keaton kirchner,122.21193905176911,112.78869218132161,19
657,jared almon,114.38548284252418,112.74142766052142,31
23,schon siguenza,112.73280155032069,112.73280155032069,54
81,jacob martinez,113.01871085126706,112.70118131830934,40
1795,shachi patel,138.99486902697876,112.67333243376811,13
2170,andrew stevens,114.22770652939384,112.60168292603454,31
18,rafi moldovsky,112.57440535002881,112.57440535002883,74
1577,roman peter,112.85368724652153,112.57425926290149,45
1726,anton schonberger,130.98408639809625,112.56111610733633,15
1485,felipe larroza,114.70653757081791,112.54381145746234,29
362,noah skogward,116.26802692155229,112.3242628193578,25
721,ty fields,112.28446849063396,112.28446849063394,58
1504,john silva,112.94011931477367,112.25906040346979,36
69,nathan robertt,114.83545235810551,112.21743135373396,28
790,bradley clark,112.21546233693438,112.21546233693437,99
2136,kyler cote,116.7178809766538,112.15845889211185,24
2175,kasey shibayama,132.9602655740425,112.14325573780513,14
1133,ivan zeng,113.71063211803308,112.09761657473507,30
1784,nathan garcia,124.76207838683618,112.02729521646329,17
1250,david aschenbrenner,118.79740748437287,111.96198658096455,21
78,james lamkin,111.93121460861782,111.93121460861782,58
731,josef quispe,111.91922896566422,111.91922896566422,60
2,evan bock,111.88636626121544,111.88636626121544,47
1720,bo carstensen,126.647027648506,111.843123399336,16
1721,jonas hell,126.647027648506,111.843123399336,16
275,sam mccune,111.80052243282161,111.80052243282161,70
1575,marius snoeck,114.90514096568428,111.7434443972058,26
1143,elijah kim,153.73899219441495,111.68238960748153,10
722,drew banziger,111.9181669393203,111.66458891933476,46
1957,samuel davis,118.28220652428311,111.6341314245438,21
1500,dustin grant,111.92088318709207,111.63012993862641,40
2016,julius hansen,131.55960546827527,111.62722306725932,14
654,ethan uecker,113.60068119773452,111.6005810215971,29
2098,jake martha,111.8888262523797,111.59885488037044,40
493,patricio duran,111.57560968236155,111.57560968236155,65
150,riley savastano,111.53522710949004,111.53522710949004,48
1969,william glowacky,153.03984827803296,111.53040179957239,10
1602,david leidenfrost,111.7699414063064,111.50838715283292,44
1603,pol lutsch,111.7699414063064,111.50838715283292,44
3,max huang,111.50158869041275,111.50158869041275,73
840,griffin sisk,112.10349202092813,111.482800122419,37
1887,john buchanan,113.45399520332512,111.47546649695379,29
764,joe mclaughlin,123.58905326040238,111.45754015505258,17
783,aj halliday,112.03012387871237,111.41319444903482,37
756,taaron rudzitis,112.7981866554039,111.37616591591457,32
312,tom eynard,111.3606053044083,111.3606053044083,57
434,fre eskens,111.35131340686559,111.35131340686559,64
2102,konnor cordingley,118.71893005027219,111.34480609107405,20
730,lance martin,119.70401390497544,111.34473527862222,19
1092,rohan venkatraman,130.70369040490493,111.31188593864918,14
1761,alex cook,130.60612340691776,111.27594020254865,14
1762,benjamin goldfarb,130.60612340691776,111.27594020254865,14
371,joeri vlassaks,111.8524470926794,111.27427894181699,39
195,jackson biggs,123.19860132774184,111.26789207347461,17
408,gabriel luna soriano,111.19505353067964,111.19505353067964,55
274,ian lane,111.18095370840993,111.18095370840993,61
885,julia brochu,112.16227774888706,111.14875460314647,33
718,brad yates,111.12176548562385,111.12176548562385,60
21,karah hui,112.1301915424943,111.11934224728644,33
1032,malachi albrecht,111.1109406359282,111.1109406359282,47
1057,pierre-andre gaumond,111.11005598764693,111.11005598764693,53
1613,theo vanh hemelryck,112.5237037279648,111.09242330191168,31
1612,louis durand,112.5237037279648,111.09242330191168,31
1625,jim buhler,113.46900414359838,111.09212105943396,28
2183,davis jung,118.24179939281024,111.05563599564256,20
1780,zach snover,122.70618518359794,111.02871851774756,17
396,etienne prison,114.54735908020004,111.02072657590912,25
1036,connor guinness,110.98570812288052,110.98570812288052,51
2188,trevor sargent,119.03613546640365,110.96019920792938,19
197,mitchell carter,110.9308043718307,110.9308043718307,56
814,kade chapman,118.02311340446427,110.92309903300864,20
706,colin hobart,111.140342672081,110.90331410458992,46
149,justin wang,110.7879660957776,110.7879660957776,68
1620,yves tschan,111.01720815515924,110.74849576113095,40
717,zachary troyer,110.73434436238185,110.73434436238185,50
2162,jake babbitt,112.16195961688173,110.73114083842506,30
1685,thomas perez,112.0927149958072,110.6700426433593,30
1684,lafond etienne,112.0927149958072,110.6700426433593,30
723,nate wilson,110.85445008956113,110.6077580420711,43
646,owen lynch,111.15008571667076,110.59258143083723,38
645,jp chincuanco,111.15008571667076,110.59258143083723,38
1079,devin baron,114.69142903983628,110.55946462238232,23
338,markus anderle,110.54805149867656,110.54805149867656,65
872,andrew felty,110.51937772792591,110.51937772792591,73
983,nethaniel gabriel,110.49945105777186,110.49945105777186,94
40,arrow griner,110.44762930593355,110.44762930593355,66
2297,zach bergevin,125.75824799333638,110.4425329702715,15
