Team Name,Wins,Losses,Result,Division,Tournament
Seg Fault,7,0,1,Premier,2021saltlakecity
WySpike Toxicity,5,1,2,Premier,2021saltlakecity
Finocchurch,6,1,3,Premier,2021saltlakecity
TRP Outside Smoke,5,2,4,Premier,2021saltlakecity
"5'6""",4,1,5,Premier,2021saltlakecity
Trippy Lizard,3,2,5,Premier,2021saltlakecity
The Klondike Bars,3,1,5,Premier,2021saltlakecity
Bud N' Boles,3,2,5,Premier,2021saltlakecity
Spicy Yogurt,2,2,9,Premier,2021saltlakecity
Gucci Synonymous,2,3,9,Premier,2021saltlakecity
Knotty,2,2,9,Premier,2021saltlakecity
Los & Len,3,2,9,Premier,2021saltlakecity
Thirty-Two,4,2,13,Premier,2021saltlakecity
Lee and Mushi,3,3,14,Premier,2021saltlakecity
Nalgas Grandes,4,4,15,Premier,2021saltlakecity
DO is Trash,3,4,16,Premier,2021saltlakecity
Texas Sucks,3,3,17,Premier,2021saltlakecity
Sports and Trevor,1,4,17,Premier,2021saltlakecity
Saint and Slade,2,3,17,Premier,2021saltlakecity
Big Al’s and Lil Con’s Great Adventure,2,4,17,Premier,2021saltlakecity
Floppy pandas,0,4,21,Premier,2021saltlakecity
“Carry”,1,4,21,Premier,2021saltlakecity
Ocean Daddies,0,4,21,Premier,2021saltlakecity
Da Boy's Bois,1,4,21,Premier,2021saltlakecity
Left on “Read”😠☹️🤕,0,4,21,Premier,2021saltlakecity
Hot Jam,1,4,21,Premier,2021saltlakecity
Drip Drop,9,0,1,Contender,2021saltlakecity
Amateur Hour,8,2,2,Contender,2021saltlakecity
Wong/(Will) Foote,7,1,3,Contender,2021saltlakecity
PPM,7,2,4,Contender,2021saltlakecity
Treymango,8,2,5,Contender,2021saltlakecity
Kool aid Kids,6,3,6,Contender,2021saltlakecity
CVS,6,3,7,Contender,2021saltlakecity
Ball sackers,5,3,8,Contender,2021saltlakecity
Dirty Spanks,7,3,9,Contender,2021saltlakecity
Sanford’s Children,7,3,10,Contender,2021saltlakecity
Straddeck/Strong,5,4,11,Contender,2021saltlakecity
Unnecessary Layouts,5,5,12,Contender,2021saltlakecity
Low Expectations,4,4,13,Contender,2021saltlakecity
Spikeball Thieves,5,3,13,Contender,2021saltlakecity
Blinngo Ball Indulgence,3,4,13,Contender,2021saltlakecity
FETCH IRWIN,3,5,13,Contender,2021saltlakecity
What's Quakin?!,5,5,17,Contender,2021saltlakecity
Finna Dab,3,5,18,Contender,2021saltlakecity
Empire Spikes Back,4,6,18,Contender,2021saltlakecity
Got Milk?,3,6,18,Contender,2021saltlakecity
J-squared spike,1,5,21,Contender,2021saltlakecity
Key to the Realm,2,5,21,Contender,2021saltlakecity
Coast to Coast,1,5,21,Contender,2021saltlakecity
Dropper Gangers,2,6,21,Contender,2021saltlakecity
Spikedelic,0,6,25,Contender,2021saltlakecity
Disciples of Newt,0,7,25,Contender,2021saltlakecity
Orange Chicken,0,6,25,Contender,2021saltlakecity
Spikin Chiclets,0,7,25,Contender,2021saltlakecity
TWINZ,6,0,1,Women's,2021saltlakecity
THUS Parabatai,5,1,2,Women's,2021saltlakecity
Zoomies,4,2,3,Women's,2021saltlakecity
Feller/Pierson,3,3,4,Women's,2021saltlakecity
Idahomies,5,1,5,Women's,2021saltlakecity
Litney,3,3,5,Women's,2021saltlakecity
Your Step Mom,3,4,7,Women's,2021saltlakecity
Blood Benders,3,4,8,Women's,2021saltlakecity
Mr. & Mrs. Buckman,2,4,9,Women's,2021saltlakecity
Thing,1,5,10,Women's,2021saltlakecity
soggy cardboard,2,4,11,Women's,2021saltlakecity
Swing and a Miss,0,6,12,Women's,2021saltlakecity
Salted Freis,8,0,1,Advanced,2021saltlakecity
Pocket Prodigies,6,3,2,Advanced,2021saltlakecity
That’s embarrassing,7,2,3,Advanced,2021saltlakecity
Dallin Sucks Roundnet,5,4,4,Advanced,2021saltlakecity
Still Got It,8,1,5,Advanced,2021saltlakecity
Threat Level Midnight,6,3,6,Advanced,2021saltlakecity
Net Results,5,4,7,Advanced,2021saltlakecity
Burnt Rubber,2,7,8,Advanced,2021saltlakecity
TVR Jokers,5,3,9,Advanced,2021saltlakecity
Soul Spikers,4,5,10,Advanced,2021saltlakecity
Silver Storm,4,5,11,Advanced,2021saltlakecity
Hoagie Fest,5,4,12,Advanced,2021saltlakecity
Victorious Secret,3,6,13,Advanced,2021saltlakecity
Three Good Arms,2,6,14,Advanced,2021saltlakecity
Jo-Cade-ing me,2,6,15,Advanced,2021saltlakecity
Madison High,9,1,1,Intermediate,2021saltlakecity
Soft Serve,8,1,2,Intermediate,2021saltlakecity
Drop it Like it’s Hot,8,1,3,Intermediate,2021saltlakecity
Elevate,6,3,4,Intermediate,2021saltlakecity
Flick Yeah,6,1,5,Intermediate,2021saltlakecity
Billy Bobith,7,1,5,Intermediate,2021saltlakecity
