Team Name,Wins,Losses,Result,Division,Tournament
Ronnie/Nic,4,3,17,Contender 4.5+,bcroundnet
Headband Hunchos,3,6,19,Contender 4.5+,bcroundnet
The Chilipinos,2,7,20,Contender 4.5+,bcroundnet
Ball Don’t Lie,2,5,21,Contender 4.5+,bcroundnet
Pot of Greed,3,4,21,Contender 4.5+,bcroundnet
Nickedoleon,0,7,23,Contender 4.5+,bcroundnet
Eastside Boyz,2,5,23,Contender 4.5+,bcroundnet
Gnarfunkel,0,6,25,Contender 4.5+,bcroundnet
Dubs r Us,0,7,25,Contender 4.5+,bcroundnet
Wonky Sauce,9,1,1,Premier 5.0+,bcroundnet
PNDubs,8,2,2,Premier 5.0+,bcroundnet
Père et Fils,6,4,3,Premier 5.0+,bcroundnet
Jake and Will (Went Up The Hill),4,6,4,Premier 5.0+,bcroundnet
Hit n Run,4,4,5,Premier 5.0+,bcroundnet
Belt Loops,2,6,5,Premier 5.0+,bcroundnet
Swamp Donkeys,3,5,5,Premier 5.0+,bcroundnet
Chonky Sauce,0,8,5,Premier 5.0+,bcroundnet
sauce with a little kick,7,1,1,Coed Advanced 4.0+,bcroundnet
Wrong Number,7,1,2,Coed Advanced 4.0+,bcroundnet
Lamb Chops,7,1,3,Coed Advanced 4.0+,bcroundnet
happy hours,5,2,4,Coed Advanced 4.0+,bcroundnet
Sham Wow,5,3,5,Coed Advanced 4.0+,bcroundnet
Venmo,3,5,6,Coed Advanced 4.0+,bcroundnet
$$ Make it Rain $$,3,4,7,Coed Advanced 4.0+,bcroundnet
Zelle,4,3,7,Coed Advanced 4.0+,bcroundnet
Head Over Heels,6,2,9,Coed Advanced 4.0+,bcroundnet
Vanilla Rice,2,6,10,Coed Advanced 4.0+,bcroundnet
Adrian/Fiona,2,6,11,Coed Advanced 4.0+,bcroundnet
Easy DeVreezy Beautiful,2,5,12,Coed Advanced 4.0+,bcroundnet
Oldies but Goldies,1,5,13,Coed Advanced 4.0+,bcroundnet
The Avatars,0,6,14,Coed Advanced 4.0+,bcroundnet
Spikological Warfare,1,5,14,Coed Advanced 4.0+,bcroundnet
GameFace,0,5,0,Coed Intermediate 2.0-3.0,bcroundnet
H&M,2,4,0,Coed Intermediate 2.0-3.0,bcroundnet
Liao-oolala,4,4,0,Coed Intermediate 2.0-3.0,bcroundnet
Milk & Sugar,5,2,0,Coed Intermediate 2.0-3.0,bcroundnet
shotty not,6,1,0,Coed Intermediate 2.0-3.0,bcroundnet
Squick Squick,3,4,0,Coed Intermediate 2.0-3.0,bcroundnet
