Team Name,Wins,Losses,Result,Division,Tournament
Kiss my ace,8,0,1,Intermediate 3.0,bcroundnet
Young Guns,7,1,2,Intermediate 3.0,bcroundnet
Ron & Feliz,7,1,3,Intermediate 3.0,bcroundnet
The Herbivores,5,3,4,Intermediate 3.0,bcroundnet
Height DIFF,6,2,5,Intermediate 3.0,bcroundnet
No Quit Zone,5,3,6,Intermediate 3.0,bcroundnet
Nomadic,4,5,7,Intermediate 3.0,bcroundnet
Ball Boys,5,4,8,Intermediate 3.0,bcroundnet
Papis,8,1,9,Intermediate 3.0,bcroundnet
Webespiking,4,5,10,Intermediate 3.0,bcroundnet
WeShowedUp,4,4,11,Intermediate 3.0,bcroundnet
Carlita's Minions,4,5,12,Intermediate 3.0,bcroundnet
Half a Nook,4,4,13,Intermediate 3.0,bcroundnet
The Meadows,4,5,14,Intermediate 3.0,bcroundnet
City Boyssss,3,6,15,Intermediate 3.0,bcroundnet
FF 15,2,7,15,Intermediate 3.0,bcroundnet
LitTranLi Legends,3,4,17,Intermediate 3.0,bcroundnet
Genoc,1,6,18,Intermediate 3.0,bcroundnet
J-Boys,0,6,19,Intermediate 3.0,bcroundnet
Go Spike Yourself,1,7,19,Intermediate 3.0,bcroundnet
The Rally Llamas,0,6,21,Intermediate 3.0,bcroundnet
Cornballers,7,1,1,Advanced 4.0,bcroundnet
Josh and Derrick,6,3,2,Advanced 4.0,bcroundnet
Team Rocket,6,3,3,Advanced 4.0,bcroundnet
Neighborhood dogs,5,4,4,Advanced 4.0,bcroundnet
Need a ride?,2,5,5,Advanced 4.0,bcroundnet
@Quality,2,5,6,Advanced 4.0,bcroundnet
Plant munchers,0,7,6,Advanced 4.0,bcroundnet
Happy Lambs 🐑,11,0,1,Women's Advanced 4.0+,bcroundnet
Son SalYUtation,9,2,2,Women's Advanced 4.0+,bcroundnet
We were on a break!,6,5,3,Women's Advanced 4.0+,bcroundnet
Good vibes,7,4,4,Women's Advanced 4.0+,bcroundnet
Team Carlita,7,4,5,Women's Advanced 4.0+,bcroundnet
Spiker In-law,3,8,6,Women's Advanced 4.0+,bcroundnet
RAVeNES,3,9,7,Women's Advanced 4.0+,bcroundnet
Little Women,2,9,8,Women's Advanced 4.0+,bcroundnet
T TIME,1,8,9,Women's Advanced 4.0+,bcroundnet
Sum'Bra,7,2,1,Contender 4.5+,bcroundnet
Griddy Gods,5,2,2,Contender 4.5+,bcroundnet
Weenie Stompers,7,1,3,Contender 4.5+,bcroundnet
Wesburn,7,2,4,Contender 4.5+,bcroundnet
R&B,6,3,5,Contender 4.5+,bcroundnet
Fortified,6,2,6,Contender 4.5+,bcroundnet
wraith and gibby,3,3,7,Contender 4.5+,bcroundnet
Hooded Brethren,5,2,7,Contender 4.5+,bcroundnet
Dawson and Kolton,7,2,9,Contender 4.5+,bcroundnet
Slaughterslaughter,5,2,10,Contender 4.5+,bcroundnet
no chemistry,3,3,10,Contender 4.5+,bcroundnet
Spike Wazowski,4,1,10,Contender 4.5+,bcroundnet
UNITY,4,4,10,Contender 4.5+,bcroundnet
4th Touch,3,5,14,Contender 4.5+,bcroundnet
We came for the buffet,3,4,14,Contender 4.5+,bcroundnet
RiceBalls,3,4,14,Contender 4.5+,bcroundnet
Double Faults,3,5,17,Contender 4.5+,bcroundnet
