Team Name,Wins,Losses,Result,Division,Tournament
Insystem,8,0,1,Premier 5.0+,bcopen-sts-2023
Backpaqed,8,1,2,Premier 5.0+,bcopen-sts-2023
Guachos,8,1,3,Premier 5.0+,bcopen-sts-2023
CRO Fall Damage,6,3,4,Premier 5.0+,bcopen-sts-2023
Wesburn,4,4,5,Premier 5.0+,bcopen-sts-2023
Texas Blows,5,2,5,Premier 5.0+,bcopen-sts-2023
Big W Rizz,5,3,5,Premier 5.0+,bcopen-sts-2023
Sin City,4,3,5,Premier 5.0+,bcopen-sts-2023
Elijah/Bram,5,2,9,Premier 5.0+,bcopen-sts-2023
The Prince,3,3,9,Premier 5.0+,bcopen-sts-2023
Sub Par,2,5,9,Premier 5.0+,bcopen-sts-2023
Foote Fetish,4,2,9,Premier 5.0+,bcopen-sts-2023
BDM Da Fence Builders,2,5,9,Premier 5.0+,bcopen-sts-2023
Nelson/Wideman,3,2,9,Premier 5.0+,bcopen-sts-2023
ARC Bitter,3,4,9,Premier 5.0+,bcopen-sts-2023
Prairie Oysters,4,4,9,Premier 5.0+,bcopen-sts-2023
Groovy,4,5,17,Premier 5.0+,bcopen-sts-2023
Star Power,2,5,17,Premier 5.0+,bcopen-sts-2023
Small/Goh,1,7,17,Premier 5.0+,bcopen-sts-2023
Commissionary,2,6,17,Premier 5.0+,bcopen-sts-2023
Justin/Alec,0,6,21,Premier 5.0+,bcopen-sts-2023
TRP KPOP,0,7,21,Premier 5.0+,bcopen-sts-2023
CRO happy birthday!,2,5,21,Premier 5.0+,bcopen-sts-2023
Spike Wazowski,8,0,1,Contender 4.5+,bcopen-sts-2023
Fortified,7,1,2,Contender 4.5+,bcopen-sts-2023
Big Papi,6,3,3,Contender 4.5+,bcopen-sts-2023
Gap Kids,6,3,4,Contender 4.5+,bcopen-sts-2023
P.B. Babies,6,2,5,Contender 4.5+,bcopen-sts-2023
PSR Him and Also Him,6,1,5,Contender 4.5+,bcopen-sts-2023
Jelly Fam,5,2,5,Contender 4.5+,bcopen-sts-2023
Hit ball hard,6,2,5,Contender 4.5+,bcopen-sts-2023
PSR Undercouver,5,2,9,Contender 4.5+,bcopen-sts-2023
Eli's Apprentices,5,2,9,Contender 4.5+,bcopen-sts-2023
KB24,3,3,9,Contender 4.5+,bcopen-sts-2023
sage mode,5,1,9,Contender 4.5+,bcopen-sts-2023
PSR Ed Sheeran,2,4,9,Contender 4.5+,bcopen-sts-2023
CHUCHI AND HOOCHIE,3,3,9,Contender 4.5+,bcopen-sts-2023
Lefties,3,4,9,Contender 4.5+,bcopen-sts-2023
4th Touch,3,4,9,Contender 4.5+,bcopen-sts-2023
Deep Pockets,5,3,17,Contender 4.5+,bcopen-sts-2023
Twilight,3,5,17,Contender 4.5+,bcopen-sts-2023
Fumbles,4,4,17,Contender 4.5+,bcopen-sts-2023
Euro style,2,6,17,Contender 4.5+,bcopen-sts-2023
Ball Fondlers,2,6,17,Contender 4.5+,bcopen-sts-2023
PSR Cal Anderson Special,2,5,17,Contender 4.5+,bcopen-sts-2023
Spike Bros,2,4,17,Contender 4.5+,bcopen-sts-2023
Help!,2,5,17,Contender 4.5+,bcopen-sts-2023
Ball Handlers,2,6,25,Contender 4.5+,bcopen-sts-2023
3rd Impostering,1,5,25,Contender 4.5+,bcopen-sts-2023
