Team Name,Wins,Losses,Result,Division,Tournament
whiff & tiff?,7,2,1,4.0+ Women's Advanced,ers23md
Stef and Abby,7,1,2,4.0+ Women's Advanced,ers23md
Goofy Goobers,7,2,3,4.0+ Women's Advanced,ers23md
Scrambled Legs,3,6,4,4.0+ Women's Advanced,ers23md
Liquid Wrench,5,4,5,4.0+ Women's Advanced,ers23md
Sets and the City,1,7,6,4.0+ Women's Advanced,ers23md
Women in STEM,0,8,7,4.0+ Women's Advanced,ers23md
TRP palate cleanser,8,1,1,5.0+ Premier (Open),ers23md
Model/Finocchi,8,1,2,5.0+ Premier (Open),ers23md
Bags are Packed,7,1,3,5.0+ Premier (Open),ers23md
TRPee Golden Shower,6,3,4,5.0+ Premier (Open),ers23md
Glizzy Gladiators,7,3,5,5.0+ Premier (Open),ers23md
Khaki Shorts,5,4,5,5.0+ Premier (Open),ers23md
Bot House,6,2,5,5.0+ Premier (Open),ers23md
Profit Boost,5,3,5,5.0+ Premier (Open),ers23md
"LL Porkroll, Egg, & Cheesesteak",6,2,9,5.0+ Premier (Open),ers23md
Dirty soda spike lee,5,4,9,5.0+ Premier (Open),ers23md
VBR Stingray,4,4,9,5.0+ Premier (Open),ers23md
PBR: Lesser Washington Roundnet,4,5,9,5.0+ Premier (Open),ers23md
PBR You gotta give,3,5,13,5.0+ Premier (Open),ers23md
AZR Rice Babes,2,5,13,5.0+ Premier (Open),ers23md
PBR Dap & Snap,3,5,13,5.0+ Premier (Open),ers23md
Eternal Atake,3,3,13,5.0+ Premier (Open),ers23md
Sufficiently Sauced,3,5,17,5.0+ Premier (Open),ers23md
High Def,2,5,17,5.0+ Premier (Open),ers23md
Nittany Nation,3,6,17,5.0+ Premier (Open),ers23md
Quick Draw,1,7,17,5.0+ Premier (Open),ers23md
Nic & Kevin,1,6,21,5.0+ Premier (Open),ers23md
Handsome Man Fans,1,6,21,5.0+ Premier (Open),ers23md
RNW Shutter Speed,0,7,21,5.0+ Premier (Open),ers23md
Falck - Drew,9,0,1,4.5+ Contender (Open),ers23md
an embarrassing number of points,7,1,2,4.5+ Contender (Open),ers23md
Premerekats,8,1,3,4.5+ Contender (Open),ers23md
Williamsburg Roundnet,6,3,4,4.5+ Contender (Open),ers23md
Double Ds,5,1,5,4.5+ Contender (Open),ers23md
Buckets,4,3,5,4.5+ Contender (Open),ers23md
GWR Setting Practice,4,2,5,4.5+ Contender (Open),ers23md
D1 A Squad,5,2,5,4.5+ Contender (Open),ers23md
Pinocchio’s Pistachios,3,4,9,4.5+ Contender (Open),ers23md
LL Cool Jay,3,4,9,4.5+ Contender (Open),ers23md
Bros on Their Toes,4,4,9,4.5+ Contender (Open),ers23md
Quarter Pounder with Cheese,3,3,9,4.5+ Contender (Open),ers23md
Gasaway/Narayan,2,4,9,4.5+ Contender (Open),ers23md
Izayah and Dan,3,5,14,4.5+ Contender (Open),ers23md
Keenan is key LL,3,4,14,4.5+ Contender (Open),ers23md
TRP VT B3,2,4,14,4.5+ Contender (Open),ers23md
Baby Cuts,3,4,17,4.5+ Contender (Open),ers23md
TBB Bungalow Boys,3,6,18,4.5+ Contender (Open),ers23md
Short Kings,1,5,19,4.5+ Contender (Open),ers23md
Ballbarians,1,7,19,4.5+ Contender (Open),ers23md
Lodato/Liberczuk,1,6,21,4.5+ Contender (Open),ers23md
Definitely Brothers,0,7,21,4.5+ Contender (Open),ers23md
Jack John(son),6,1,1,4.0 Advanced,ers23md
It’s Not Over Till It’s Ogre,6,1,2,4.0 Advanced,ers23md
Set it and Forget It,5,2,3,4.0 Advanced,ers23md
BANANA BOYS,3,4,4,4.0 Advanced,ers23md
"Check, Mate",3,4,5,4.0 Advanced,ers23md
FCA Beevs for Jeevs,3,2,6,4.0 Advanced,ers23md
Stick Bugs,1,5,6,4.0 Advanced,ers23md
1-800-NICE,3,3,6,4.0 Advanced,ers23md
Dodge,0,5,9,4.0 Advanced,ers23md
Wet Fleece,1,4,9,4.0 Advanced,ers23md
Wombo Combo,6,0,1,2.0-3.0 Open Intermediate,ers23md
Ballin on a Budget,3,3,2,2.0-3.0 Open Intermediate,ers23md
Le Pass Down,6,2,3,2.0-3.0 Open Intermediate,ers23md
Hot Pockets,3,6,4,2.0-3.0 Open Intermediate,ers23md
Sons of Six Mile,0,7,5,2.0-3.0 Open Intermediate,ers23md
Contender Grant,0,0,0,Follow Along!,ers23md
Just tryna keep up w results,0,0,0,Follow Along!,ers23md
Premier,0,0,0,Follow Along!,ers23md
Premier,0,0,0,Follow Along!,ers23md
Rafi,0,0,0,Follow Along!,ers23md
Solomon Berry,0,0,0,Follow Along!,ers23md
