Team Name,Wins,Losses,Result,Division,Tournament
white men can’t jump,6,3,1,Expert 5.0,open4
Almost a full Mexican,6,3,2,Expert 5.0,open4
Accio Pitcher,6,2,3,Expert 5.0,open4
Du/Camarena,4,4,4,Expert 5.0,open4
blind date 2 electric boogaloo,4,2,5,Expert 5.0,open4
Electro-Monkies,4,3,5,Expert 5.0,open4
GQ’s finest,4,3,5,Expert 5.0,open4
Dino nugs and rice,4,2,5,Expert 5.0,open4
Chernobyl,2,4,9,Expert 5.0,open4
The Disciples,0,6,9,Expert 5.0,open4
the locals,2,4,9,Expert 5.0,open4
super sluggers,0,6,9,Expert 5.0,open4
SetOnMyFace,11,0,1,Contender 3.0-4.5,open4
Butter,9,2,2,Contender 3.0-4.5,open4
Fwango Unchained,7,3,3,Contender 3.0-4.5,open4
on2,6,4,0,Contender 3.0-4.5,open4
Out Of Pocket,6,5,5,Contender 3.0-4.5,open4
Vanilla Rice,3,8,6,Contender 3.0-4.5,open4
Kevin's Kids,2,8,7,Contender 3.0-4.5,open4
Moultrie Madness,3,8,7,Contender 3.0-4.5,open4
Spike Department,0,9,9,Contender 3.0-4.5,open4
