Team Name,Wins,Losses,Result,Division,Tournament
Foote Fetish,6,0,1,Advanced,seattleslam23
Boom Boys,6,1,2,Advanced,seattleslam23
Level 99 Agility,7,1,3,Advanced,seattleslam23
Super Mayo’s My Bro,5,2,4,Advanced,seattleslam23
Tall and Small,6,1,5,Advanced,seattleslam23
Go Gater! 🐊,5,2,6,Advanced,seattleslam23
Ahhhhh Yeahhhhh,4,1,6,Advanced,seattleslam23
Linked In,4,3,6,Advanced,seattleslam23
"2 Guys, 4 thighs, 6 eyes",4,2,9,Advanced,seattleslam23
Help!,4,2,9,Advanced,seattleslam23
"1, 2, Buckle My Shoe",3,4,11,Advanced,seattleslam23
The G and C Express,2,5,12,Advanced,seattleslam23
solid play,6,3,13,Advanced,seattleslam23
The Huddle,4,3,14,Advanced,seattleslam23
Mario & Luigi,4,3,15,Advanced,seattleslam23
3 Hands,4,3,15,Advanced,seattleslam23
Smith's Tea,4,5,17,Advanced,seattleslam23
Horse & Eagle,3,5,18,Advanced,seattleslam23
Team name,3,5,19,Advanced,seattleslam23
OPP LIST: MOST WANTED,1,7,20,Advanced,seattleslam23
Ball busters,2,5,21,Advanced,seattleslam23
Here for KBBQ,1,4,22,Advanced,seattleslam23
Walmarsh Supercenter,1,5,22,Advanced,seattleslam23
█▬█ █ ▀█▀,1,5,22,Advanced,seattleslam23
TOYAHH,0,6,25,Advanced,seattleslam23
Cripps,0,7,25,Advanced,seattleslam23
Can't Serve,8,0,1,Intermediate,seattleslam23
Slammo pro,6,1,2,Intermediate,seattleslam23
Fire breathing dragons,6,2,3,Intermediate,seattleslam23
Team Marsneak,4,4,4,Intermediate,seattleslam23
Lobster Trap,5,2,5,Intermediate,seattleslam23
Khoros,5,2,5,Intermediate,seattleslam23
Flippy Floppies,5,2,7,Intermediate,seattleslam23
The Nerdnecks,3,4,7,Intermediate,seattleslam23
kill shot,3,5,9,Intermediate,seattleslam23
Spikeghetti,3,5,10,Intermediate,seattleslam23
asdf,2,6,11,Intermediate,seattleslam23
The Finishers,1,6,12,Intermediate,seattleslam23
I'm Drawing a Blank,2,5,13,Intermediate,seattleslam23
Super Smash Bros,2,6,14,Intermediate,seattleslam23
Danger Boys,1,6,15,Intermediate,seattleslam23
Amanda’s Ho,2,5,0,Women,seattleslam23
Balding At The Rims,0,6,0,Women,seattleslam23
"Big receive, big set, bigger trucks",6,0,0,Women,seattleslam23
Boink Boink,4,2,0,Women,seattleslam23
Waiting,4,3,0,Women,seattleslam23
