Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Tapken/Von Hänisch,Elbourne/Lim,Round of 32,etslondon2023,"[15, 13, 16]","[11, 15, 14]",Open Gold/Premier
Never too late,Serve & Chill,Round of 32,etslondon2023,"[17, 13]","[19, 15]",Open Gold/Premier
Pierre Feuille Victor,Merlor & Bird,Round of 32,etslondon2023,"[1, 1]","[0, 0]",Open Gold/Premier
Pour Combien ?,Tapken/Von Hänisch,Round of 16,etslondon2023,"[13, 16, 15]","[15, 14, 12]",Open Gold/Premier
Jan & Nel,Hokus Beng,Round of 16,etslondon2023,"[11, 15, 12]","[15, 12, 15]",Open Gold/Premier
Eisenträger/Siemer,Fred Potter,Round of 16,etslondon2023,"[15, 15]","[10, 12]",Open Gold/Premier
Lacombe/Chapelière,Twinzz,Round of 16,etslondon2023,"[15, 9, 15]","[11, 15, 8]",Open Gold/Premier
Pilon/Sandoz,Serve & Chill,Round of 16,etslondon2023,"[15, 15, 15]","[12, 17, 7]",Open Gold/Premier
[SUI] Rimle/Peter,Future Burnouts,Round of 16,etslondon2023,"[15, 15]","[7, 13]",Open Gold/Premier
Those Roundnet Players,Pierre Feuille Victor,Round of 16,etslondon2023,"[15, 15]","[11, 11]",Open Gold/Premier
Now That We’re Men,Fré-vor,Round of 16,etslondon2023,"[21, 21]","[13, 15]",Open Gold/Premier
Pour Combien ?,Hokus Beng,Quarter-finals,etslondon2023,"[21, 21]","[16, 17]",Open Gold/Premier
Eisenträger/Siemer,Lacombe/Chapelière,Quarter-finals,etslondon2023,"[21, 21]","[16, 18]",Open Gold/Premier
Pilon/Sandoz,[SUI] Rimle/Peter,Quarter-finals,etslondon2023,"[18, 21, 21]","[21, 19, 12]",Open Gold/Premier
Those Roundnet Players,Now That We’re Men,Quarter-finals,etslondon2023,"[21, 21]","[16, 18]",Open Gold/Premier
Pour Combien ?,Eisenträger/Siemer,Semi-finals,etslondon2023,"[15, 22]","[21, 24]",Open Gold/Premier
Pilon/Sandoz,Those Roundnet Players,Semi-finals,etslondon2023,"[22, 13, 19]","[20, 21, 21]",Open Gold/Premier
Eisenträger/Siemer,Those Roundnet Players,Final,etslondon2023,"[21, 21]","[11, 19]",Open Gold/Premier
Pilon/Sandoz,Pour Combien ?,Third Place,etslondon2023,"[25, 16]","[27, 21]",Open Gold/Premier
Lacombe/Chapelière,Hokus Beng,P5: Semi-finals,etslondon2023,"[15, 13, 15]","[12, 15, 12]",Open Gold/Premier
Now That We’re Men,[SUI] Rimle/Peter,P5: Semi-finals,etslondon2023,"[0, 0]","[1, 1]",Open Gold/Premier
Lacombe/Chapelière,[SUI] Rimle/Peter,P5: Final,etslondon2023,"[7, 11]","[15, 15]",Open Gold/Premier
Now That We’re Men,Hokus Beng,P5: Final,etslondon2023,"[0, 0]","[1, 1]",Open Gold/Premier
Jan & Nel,Tapken/Von Hänisch,P9: Quarter-finals,etslondon2023,"[15, 15]","[8, 12]",Open Gold/Premier
Twinzz,Fred Potter,P9: Quarter-finals,etslondon2023,"[12, 12]","[15, 15]",Open Gold/Premier
Future Burnouts,Serve & Chill,P9: Quarter-finals,etslondon2023,"[12, 15, 15]","[15, 12, 12]",Open Gold/Premier
Fré-vor,Pierre Feuille Victor,P9: Quarter-finals,etslondon2023,"[13, 20]","[15, 22]",Open Gold/Premier
Jan & Nel,Fred Potter,P9: Semi-finals,etslondon2023,"[16, 0]","[21, 1]",Open Gold/Premier
Future Burnouts,Pierre Feuille Victor,P9: Semi-finals,etslondon2023,"[1, 0, 1]","[0, 1, 0]",Open Gold/Premier
Fred Potter,Future Burnouts,P9: Final,etslondon2023,"[15, 20, 16]","[12, 21, 14]",Open Gold/Premier
Pierre Feuille Victor,Jan & Nel,P9: Final,etslondon2023,"[18, 1, 0]","[21, 0, 1]",Open Gold/Premier
Twinzz,Tapken/Von Hänisch,P13: Semi-finals,etslondon2023,"[1, 1]","[0, 0]",Open Gold/Premier
Fré-vor,Serve & Chill,P13: Semi-finals,etslondon2023,"[19, 0]","[21, 1]",Open Gold/Premier
Twinzz,Serve & Chill,P13: Final,etslondon2023,"[1, 1]","[0, 0]",Open Gold/Premier
Fré-vor,Tapken/Von Hänisch,P13: Final,etslondon2023,"[-1, -1, -1]","[-1, -1, -1]",Open Gold/Premier
Never too late,Merlor & Bird,P17: Semi-finals,etslondon2023,"[1, 1]","[0, 0]",Open Gold/Premier
Elbourne/Lim,Never too late,P17: Final,etslondon2023,"[0, 0]","[1, 1]",Open Gold/Premier
Never too late,Merlor & Bird,P17: Semi-finals,etslondon2023,"[1, 1]","[0, 0]",Open Gold/Premier
Elbourne/Lim,Never too late,P17: Final,etslondon2023,"[0, 0]","[1, 1]",Open Gold/Premier
RCB Snack Attackers,Aaaaaah sh*t,Round of 32,etslondon2023,"[1, 0, 0]","[0, 1, 1]",Women's Advanced
RTNF,Kiwis,Round of 32,etslondon2023,"[1, 1]","[0, 0]",Women's Advanced
Miettes de biscuit,Latin Charm,Round of 32,etslondon2023,"[15, 15]","[9, 11]",Women's Advanced
Helena/Hanna,Crunchy Lab,Round of 32,etslondon2023,"[21, 21]","[10, 10]",Women's Advanced
French Fries,Becktashula,Round of 32,etslondon2023,"[15, 15]","[9, 7]",Women's Advanced
Kassa Wodkis,Smash it!,Round of 32,etslondon2023,"[12, 15, 15]","[15, 12, 12]",Women's Advanced
Aceholes,Waves,Round of 32,etslondon2023,"[15, 16]","[10, 14]",Women's Advanced
Allesch Kapoedt,Galácticas de Politeia,Round of 32,etslondon2023,"[15, 15]","[4, 4]",Women's Advanced
Spiketziki,LRC Recruits,Round of 32,etslondon2023,"[15, 15]","[6, 11]",Women's Advanced
Valentine et Lucile,"Una Stella, per favore",Round of 32,etslondon2023,"[15, 15]","[12, 9]",Women's Advanced
Push Door,Lucky Dip 🍀,Round of 32,etslondon2023,"[21, 21]","[10, 10]",Women's Advanced
Mucki,Em & Jazz,Round of 32,etslondon2023,"[15, 15]","[10, 7]",Women's Advanced
Kunzelmachinès,Aaaaaah sh*t,Round of 16,etslondon2023,"[15, 15]","[10, 3]",Women's Advanced
RTNF,Miettes de biscuit,Round of 16,etslondon2023,"[20, 15, 13]","[21, 10, 15]",Women's Advanced
real talk,Helena/Hanna,Round of 16,etslondon2023,"[15, 15]","[7, 12]",Women's Advanced
French Fries,Kassa Wodkis,Round of 16,etslondon2023,"[15, 11, 17]","[10, 15, 15]",Women's Advanced
tiramisu,Aceholes,Round of 16,etslondon2023,"[15, 15]","[7, 5]",Women's Advanced
Allesch Kapoedt,Spiketziki,Round of 16,etslondon2023,"[14, 15, 15]","[16, 9, 10]",Women's Advanced
