Team Name,Wins,Losses,Result,Division,Tournament
Mello Yello,3,0,1,Intermediate (Open 3.0),fl-roundnet-open-23
visor bois,2,1,2,Intermediate (Open 3.0),fl-roundnet-open-23
Mirinda,3,1,3,Intermediate (Open 3.0),fl-roundnet-open-23
[HRN] Shenanigans,1,2,4,Intermediate (Open 3.0),fl-roundnet-open-23
Net Ninjas,3,1,5,Intermediate (Open 3.0),fl-roundnet-open-23
BangBros,2,2,6,Intermediate (Open 3.0),fl-roundnet-open-23
Cricket Wireless,2,2,7,Intermediate (Open 3.0),fl-roundnet-open-23
Primal Instinct,1,3,8,Intermediate (Open 3.0),fl-roundnet-open-23
Blue Bulls,2,1,9,Intermediate (Open 3.0),fl-roundnet-open-23
Spilled Milk,2,2,10,Intermediate (Open 3.0),fl-roundnet-open-23
Thicky Spike Boys,0,2,11,Intermediate (Open 3.0),fl-roundnet-open-23
2GAS Spikeball,0,2,11,Intermediate (Open 3.0),fl-roundnet-open-23
Spiked U thought,0,2,13,Intermediate (Open 3.0),fl-roundnet-open-23
Round 2 #notkayne,9,0,1,Contender (Open 4.5),fl-roundnet-open-23
Y’all spike eh?,8,1,2,Contender (Open 4.5),fl-roundnet-open-23
Sauerkraut,7,2,3,Contender (Open 4.5),fl-roundnet-open-23
E10,6,2,4,Contender (Open 4.5),fl-roundnet-open-23
Net Gains,3,5,5,Contender (Open 4.5),fl-roundnet-open-23
Cola Boys,7,2,5,Contender (Open 4.5),fl-roundnet-open-23
Rim Reapers,6,1,5,Contender (Open 4.5),fl-roundnet-open-23
Terrible Internship Locations,6,1,5,Contender (Open 4.5),fl-roundnet-open-23
Thoughtless,6,3,9,Contender (Open 4.5),fl-roundnet-open-23
Farm Bros,3,5,9,Contender (Open 4.5),fl-roundnet-open-23
Eppes/Randall,6,3,9,Contender (Open 4.5),fl-roundnet-open-23
PBR Backpackers 🎒,5,4,9,Contender (Open 4.5),fl-roundnet-open-23
Impeccable,4,3,13,Contender (Open 4.5),fl-roundnet-open-23
Cutting Season,3,4,13,Contender (Open 4.5),fl-roundnet-open-23
Black Lotus,2,5,13,Contender (Open 4.5),fl-roundnet-open-23
Nate B-Rent,4,3,13,Contender (Open 4.5),fl-roundnet-open-23
Bundy/Felty,3,4,17,Contender (Open 4.5),fl-roundnet-open-23
Barber Shop,2,5,17,Contender (Open 4.5),fl-roundnet-open-23
2004 Toyota Corolla,5,2,17,Contender (Open 4.5),fl-roundnet-open-23
S.O.S,1,5,17,Contender (Open 4.5),fl-roundnet-open-23
Jammin',4,2,17,Contender (Open 4.5),fl-roundnet-open-23
Big Z is Back,2,4,17,Contender (Open 4.5),fl-roundnet-open-23
IPS Spike,1,7,17,Contender (Open 4.5),fl-roundnet-open-23
UT Tractors,1,6,17,Contender (Open 4.5),fl-roundnet-open-23
Ace in our Veins,2,5,25,Contender (Open 4.5),fl-roundnet-open-23
PJ and Les,2,5,25,Contender (Open 4.5),fl-roundnet-open-23
Mash Potatoes,1,6,25,Contender (Open 4.5),fl-roundnet-open-23
Nic Sick 💨,2,4,25,Contender (Open 4.5),fl-roundnet-open-23
Juicy J's,1,6,25,Contender (Open 4.5),fl-roundnet-open-23
some jitties,1,6,25,Contender (Open 4.5),fl-roundnet-open-23
Drink Prime,3,5,25,Contender (Open 4.5),fl-roundnet-open-23
Mermaid Sparkle,9,0,1,Premier (5.0),fl-roundnet-open-23
Insystem,8,1,2,Premier (5.0),fl-roundnet-open-23
Clean Combo,7,2,3,Premier (5.0),fl-roundnet-open-23
TRP Empty Set,7,2,4,Premier (5.0),fl-roundnet-open-23
