Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Half Baked,R&B,Quarter-finals,yeg-isd2022,"[21, 21]","[15, 11]",Premier 5.0
Jauzi,Cold Cuts,Quarter-finals,yeg-isd2022,"[21, 21]","[14, 16]",Premier 5.0
Half Baked,Jauzi,Semi-finals,yeg-isd2022,"[21, 21]","[15, 18]",Premier 5.0
Bingpot,Wesburn,Final,yeg-isd2022,"[9, 15]","[21, 21]",Premier 5.0
Bingpot,Ma/Garcea,1st place,yeg-isd2022,"[18, 21, 21]","[21, 13, 18]",Premier 5.0
Wesburn,Los Chinos,1st place,yeg-isd2022,"[21, 21]","[14, 15]",Premier 5.0
Cold Cuts,R&B,P5: Semi-finals,yeg-isd2022,"[15, 21, 25]","[21, 19, 23]",Premier 5.0
Los Chinos,Ma/Garcea,P5: Final,yeg-isd2022,"[21, 19, 15]","[19, 21, 9]",Premier 5.0
Cold Cuts,R&B,P5: Semi-finals,yeg-isd2022,"[15, 21, 25]","[21, 19, 23]",Premier 5.0
Los Chinos,Ma/Garcea,P5: Final,yeg-isd2022,"[21, 19, 15]","[19, 21, 9]",Premier 5.0
C.B,Steamy Sashimi,Round of 32,yeg-isd2022,"[17, 21, 16]","[21, 17, 14]",Contender 4.5+
Half Baked,C.B,Round of 16,yeg-isd2022,"[21, 21]","[7, 1]",Contender 4.5+
R&B,Oriental Express,Round of 16,yeg-isd2022,"[21, 17, 21]","[15, 21, 15]",Contender 4.5+
Prairie Oysters,Jauzi,Round of 16,yeg-isd2022,"[19, 18]","[21, 21]",Contender 4.5+
Rad-Ry,Cold Cuts,Round of 16,yeg-isd2022,"[12, 16]","[21, 21]",Contender 4.5+
Half Baked,R&B,Quarter-finals,yeg-isd2022,"[21, 21]","[15, 11]",Contender 4.5+
Jauzi,Cold Cuts,Quarter-finals,yeg-isd2022,"[21, 21]","[14, 16]",Contender 4.5+
Half Baked,Jauzi,Semi-finals,yeg-isd2022,"[21, 21]","[15, 18]",Contender 4.5+
Bingpot,Wesburn,Final,yeg-isd2022,"[9, 15]","[21, 21]",Contender 4.5+
Bingpot,Ma/Garcea,1st place,yeg-isd2022,"[18, 21, 21]","[21, 13, 18]",Contender 4.5+
Wesburn,Los Chinos,1st place,yeg-isd2022,"[21, 21]","[14, 15]",Contender 4.5+
Bingpot,Tykkel,3rd place,yeg-isd2022,"[21, 21]","[18, 14]",Contender 4.5+
Ma/Garcea,Jake n Josh,3rd place,yeg-isd2022,"[21, 21]","[18, 15]",Contender 4.5+
Wesburn,852Rising,3rd place,yeg-isd2022,"[21, 21]","[10, 16]",Contender 4.5+
Los Chinos,Flotato 2.0,3rd place,yeg-isd2022,"[21, 21]","[19, 17]",Contender 4.5+
Tykkel,Pretenders,Semi-finals,yeg-isd2022,"[21, 21]","[17, 14]",Contender 4.5+
852Rising,Average Joes,Semi-finals,yeg-isd2022,"[21, 21]","[8, 7]",Contender 4.5+
Cold Cuts,R&B,P5: Semi-finals,yeg-isd2022,"[15, 21, 25]","[21, 19, 23]",Contender 4.5+
Los Chinos,Ma/Garcea,P5: Final,yeg-isd2022,"[21, 19, 21]","[19, 21, 9]",Contender 4.5+
Oriental Express,C.B,P9: Quarter-finals,yeg-isd2022,"[0, 0]","[1, 1]",Contender 4.5+
Rad-Ry,Prairie Oysters,P9: Quarter-finals,yeg-isd2022,"[0, 0]","[1, 1]",Contender 4.5+
C.B,Prairie Oysters,P9: Semi-finals,yeg-isd2022,"[1, 1]","[0, 0]",Contender 4.5+
Tykkel,852Rising,P9: Final,yeg-isd2022,"[21, 16, 15]","[16, 21, 13]",Contender 4.5+
Jake n Josh,Tykkel,9th place,yeg-isd2022,"[0, 0]","[1, 1]",Contender 4.5+
Flotato 2.0,852Rising,9th place,yeg-isd2022,"[0, 0]","[1, 1]",Contender 4.5+
Rad-Ry,Oriental Express,P13: Semi-finals,yeg-isd2022,"[-1, -1, -1]","[-1, -1, -1]",Contender 4.5+
Flotato 2.0,Jake n Josh,P13: Final,yeg-isd2022,"[-1, -1, -1]","[-1, -1, -1]",Contender 4.5+
Pretenders,Average Joes,P17: Final,yeg-isd2022,"[-1, -1, -1]","[-1, -1, -1]",Contender 4.5+
Pretenders,Average Joes,P17: Final,yeg-isd2022,"[-1, -1, -1]","[-1, -1, -1]",Contender 4.5+
Dewar/Benson,Sereda/Hung,Round of 16,yeg-isd2022,"[21, 21]","[13, 18]",Advanced 4.0
Rim rats,Dewar/Benson,Quarter-finals,yeg-isd2022,"[21, 21]","[11, 9]",Advanced 4.0
Ducay/Stolarz,Lank + Tank,Quarter-finals,yeg-isd2022,"[17, 14]","[21, 21]",Advanced 4.0
Rim rats,Lank + Tank,Semi-finals,yeg-isd2022,"[21, 21]","[17, 18]",Advanced 4.0
Jelly Jam,Ball Fondlers,Final,yeg-isd2022,"[21, 18, 15]","[10, 21, 11]",Advanced 4.0
Jelly Jam,J Percy Page,1st place,yeg-isd2022,"[21, 16, 15]","[10, 21, 13]",Advanced 4.0
Ball Fondlers,HedHog,1st place,yeg-isd2022,"[21, 21]","[15, 15]",Advanced 4.0
