Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Laziest,Beach Bums,Round of 32,scgrandslam2023,"[21, 1]","[19, 0]",Expert 5.0+
SIUUUUUUUUUUUUUUUUU,Dive Hard,Round of 32,scgrandslam2023,"[21, 21]","[17, 17]",Expert 5.0+
Screenagers,Arrow’s Assless Chaps,Round of 32,scgrandslam2023,"[21, 19, 21]","[17, 21, 16]",Expert 5.0+
Nutted on 875,Built Different,Round of 32,scgrandslam2023,"[1, 1]","[0, 0]",Expert 5.0+
BorderLine,Misclick,Round of 32,scgrandslam2023,"[21, 21]","[17, 12]",Expert 5.0+
Musty,AZR Spinrates,Round of 32,scgrandslam2023,"[21, 21]","[10, 15]",Expert 5.0+
The Rule of two,come to brazil,Round of 32,scgrandslam2023,"[21, 21]","[16, 17]",Expert 5.0+
Bad Combo,Laziest,Round of 16,scgrandslam2023,"[22, 21]","[20, 15]",Expert 5.0+
SIUUUUUUUUUUUUUUUUU,Screenagers,Round of 16,scgrandslam2023,"[24, 21, 19]","[26, 15, 21]",Expert 5.0+
Nutted on 875,BorderLine,Round of 16,scgrandslam2023,"[18, 21, 21]","[21, 18, 18]",Expert 5.0+
Musty,The Rule of two,Round of 16,scgrandslam2023,"[15, 16]","[21, 21]",Expert 5.0+
Bad Combo,Screenagers,Quarter-finals,scgrandslam2023,"[21, 21]","[12, 10]",Expert 5.0+
Nutted on 875,The Rule of two,Quarter-finals,scgrandslam2023,"[21, 19, 21]","[18, 21, 19]",Expert 5.0+
Bad Combo,Nutted on 875,Semi-finals,scgrandslam2023,"[21, 21]","[16, 12]",Expert 5.0+
Insystem,Paq’s delinquent children,Final,scgrandslam2023,"[21, 23, 21]","[15, 25, 15]",Expert 5.0+
Insystem,Rowdy,1st place,scgrandslam2023,"[21, 21]","[14, 15]",Expert 5.0+
Paq’s delinquent children,Chupacabra,1st place,scgrandslam2023,"[21, 21]","[17, 14]",Expert 5.0+
Insystem,Blanco Fuego,3rd place,scgrandslam2023,"[21, 21]","[12, 12]",Expert 5.0+
Rowdy,Dialed,3rd place,scgrandslam2023,"[21, 21, 21]","[19, 23, 15]",Expert 5.0+
Paq’s delinquent children,Cerebral Drizzle,3rd place,scgrandslam2023,"[21, 21]","[18, 14]",Expert 5.0+
Fractal Spikes,Chupacabra,3rd place,scgrandslam2023,"[18, 18]","[21, 21]",Expert 5.0+
no idea,Blanco Fuego,Semi-finals,scgrandslam2023,"[20, 25, 13]","[22, 23, 21]",Expert 5.0+
Rowdy,Arch Enemies,Semi-finals,scgrandslam2023,"[21, 21]","[19, 19]",Expert 5.0+
Dialed,Top of the Hill,Semi-finals,scgrandslam2023,"[1, 1]","[0, 0]",Expert 5.0+
Ask Nick to do the WAP,Cerebral Drizzle,Semi-finals,scgrandslam2023,"[12, 19]","[21, 21]",Expert 5.0+
Fractal Spikes,Don’t Care,Semi-finals,scgrandslam2023,"[21, 21]","[19, 17]",Expert 5.0+
Chupacabra,Quinn's Exes,Semi-finals,scgrandslam2023,"[22, 21]","[20, 18]",Expert 5.0+
The Rule of two,Screenagers,P5: Semi-finals,scgrandslam2023,[0],[-1],Expert 5.0+
Chupacabra,Rowdy,P5: Final,scgrandslam2023,[-1],[-1],Expert 5.0+
SIUUUUUUUUUUUUUUUUU,Laziest,P9: Quarter-finals,scgrandslam2023,[0],[-1],Expert 5.0+
Musty,BorderLine,P9: Quarter-finals,scgrandslam2023,[19],[21],Expert 5.0+
SIUUUUUUUUUUUUUUUUU,BorderLine,P9: Semi-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
Blanco Fuego,Fractal Spikes,P9: Final,scgrandslam2023,[0],[-1],Expert 5.0+
Dialed,Blanco Fuego,9th place,scgrandslam2023,[-1],[0],Expert 5.0+
Fractal Spikes,Cerebral Drizzle,9th place,scgrandslam2023,[0],[-1],Expert 5.0+
Musty,Laziest,P13: Semi-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
Cerebral Drizzle,Dialed,P13: Final,scgrandslam2023,[-1],[-1],Expert 5.0+
Dive Hard,Arrow’s Assless Chaps,P17: Round of 16,scgrandslam2023,[0],[-2],Expert 5.0+
Misclick,Built Different,P17: Round of 16,scgrandslam2023,[0],[-2],Expert 5.0+
AZR Spinrates,come to brazil,P17: Round of 16,scgrandslam2023,[0],[2],Expert 5.0+
Beach Bums,Dive Hard,P17: Quarter-finals,scgrandslam2023,[2],[1],Expert 5.0+
Misclick,come to brazil,P17: Quarter-finals,scgrandslam2023,[-1],[0],Expert 5.0+
Beach Bums,come to brazil,P17: Semi-finals,scgrandslam2023,[0],[-1],Expert 5.0+
Arch Enemies,Quinn's Exes,P17: Final,scgrandslam2023,[1],[2],Expert 5.0+
no idea,Arch Enemies,17th place,scgrandslam2023,[0],[2],Expert 5.0+
Ask Nick to do the WAP,Quinn's Exes,17th place,scgrandslam2023,[0],[2],Expert 5.0+
Arch Enemies,Top of the Hill,19th place,scgrandslam2023,[2],[0],Expert 5.0+
Don’t Care,Quinn's Exes,19th place,scgrandslam2023,[0],[2],Expert 5.0+
Misclick,Dive Hard,P21: Semi-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
Ask Nick to do the WAP,no idea,P21: Final,scgrandslam2023,[-1],[-1],Expert 5.0+
AZR Spinrates,Built Different,P25: Quarter-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
Top of the Hill,Don’t Care,P25: Final,scgrandslam2023,[-1],[-1],Expert 5.0+
stay solid,Student & Teacher,Round of 32,scgrandslam2023,"[14, 10]","[21, 21]",Contender 4.5
Infinite Roundnet,Moultrie Madness,Round of 32,scgrandslam2023,"[21, 21]","[2, 6]",Contender 4.5
Queen Oglizabeth the First,Student & Teacher,Round of 16,scgrandslam2023,"[21, 21]","[16, 12]",Contender 4.5
SAI BABA,pure filth,Round of 16,scgrandslam2023,"[21, 13, 0]","[19, 21, -1]",Contender 4.5
no practice,Infinite Roundnet,Round of 16,scgrandslam2023,"[21, 21]","[16, 11]",Contender 4.5
Leftovers,Shibby Smalls,Round of 16,scgrandslam2023,"[16, 18]","[21, 21]",Contender 4.5
Queen Oglizabeth the First,SAI BABA,Quarter-finals,scgrandslam2023,"[0, 1, 1]","[1, 0, 0]",Contender 4.5
no practice,Shibby Smalls,Quarter-finals,scgrandslam2023,"[8, 26]","[21, 28]",Contender 4.5
Queen Oglizabeth the First,Shibby Smalls,Semi-finals,scgrandslam2023,"[23, 21, 21]","[25, 19, 19]",Contender 4.5
Oppenheimer or Barbie,Fitz,Final,scgrandslam2023,"[21, 21]","[17, 18]",Contender 4.5
Oppenheimer or Barbie,jihadi out the cave,1st place,scgrandslam2023,"[21, 21]","[15, 17]",Contender 4.5
Fitz,Dual States,1st place,scgrandslam2023,"[13, 21, 26]","[21, 19, 24]",Contender 4.5
