Team Name,Wins,Losses,Result,Division,Tournament
TRP Juicy,9,0,1,Premier 🍉,atx2023
TRP retribution,8,1,2,Premier 🍉,atx2023
Optimistic Mustachism,9,1,3,Premier 🍉,atx2023
Creamy,8,2,4,Premier 🍉,atx2023
TRP Swoosh,6,2,5,Premier 🍉,atx2023
TRP Joe Burrows,5,2,5,Premier 🍉,atx2023
TRP Bad Top,5,2,5,Premier 🍉,atx2023
Yawn 🥱,6,2,5,Premier 🍉,atx2023
Guess we’re going home,5,3,9,Premier 🍉,atx2023
Asteroid Blues,4,2,9,Premier 🍉,atx2023
Lazy,3,3,9,Premier 🍉,atx2023
WySpike CrossBearers,4,2,9,Premier 🍉,atx2023
Rozie,4,3,9,Premier 🍉,atx2023
Chunky,5,2,9,Premier 🍉,atx2023
TRP Bling,3,3,9,Premier 🍉,atx2023
WySpike Butterfingers,5,3,16,Premier 🍉,atx2023
Deutsche Bahn 2,3,6,17,Premier 🍉,atx2023
Thompson/Granger,4,4,17,Premier 🍉,atx2023
Coastal Empire,2,5,17,Premier 🍉,atx2023
Hui York but women,2,4,17,Premier 🍉,atx2023
Serveball Semites,0,5,17,Premier 🍉,atx2023
For The Content,2,3,17,Premier 🍉,atx2023
Father and Son,0,5,17,Premier 🍉,atx2023
Untouchaballs,2,4,17,Premier 🍉,atx2023
"""Who are they?""",1,5,17,Premier 🍉,atx2023
Is that Fred?,2,5,26,Premier 🍉,atx2023
"July 9/11, 2001",2,6,26,Premier 🍉,atx2023
Zested,2,5,26,Premier 🍉,atx2023
Mola Mola,1,5,26,Premier 🍉,atx2023
Drunk in AT,2,4,26,Premier 🍉,atx2023
Feast or Famine,2,5,26,Premier 🍉,atx2023
Cheese curds and Fry Sauce,0,6,26,Premier 🍉,atx2023
Yucky,0,6,33,Premier 🍉,atx2023
Big whammies,7,2,1,Contender 🍍,atx2023
Fool’s Gold,6,3,2,Contender 🍍,atx2023
Beers on Jared,7,2,3,Contender 🍍,atx2023
White Rice,6,3,4,Contender 🍍,atx2023
Hash Slinging Slashers,3,5,5,Contender 🍍,atx2023
Zoo wee mama,3,4,6,Contender 🍍,atx2023
Washed Up,0,7,6,Contender 🍍,atx2023
Two Towers,1,7,6,Contender 🍍,atx2023
Gonzaily,5,1,1,Intermediate/Advanced 🥭,atx2023
TNT,5,1,2,Intermediate/Advanced 🥭,atx2023
A B&C,3,2,3,Intermediate/Advanced 🥭,atx2023
Crushin’ Balls,4,1,0,Intermediate/Advanced 🥭,atx2023
Common Men,3,3,5,Intermediate/Advanced 🥭,atx2023
Tramping Ain't Easy,1,5,6,Intermediate/Advanced 🥭,atx2023
Double fault,2,4,7,Intermediate/Advanced 🥭,atx2023
Slip-n-Slide,0,6,8,Intermediate/Advanced 🥭,atx2023
TRP HoT DOG DOwn a HAllWay...,10,0,1,Women’s Advanced 🍑,atx2023
Nomads,8,2,2,Women’s Advanced 🍑,atx2023
Pierson/York,7,3,3,Women’s Advanced 🍑,atx2023
TILFS 👩‍🏫🥴❤️,5,5,4,Women’s Advanced 🍑,atx2023
Biceptual,2,6,5,Women’s Advanced 🍑,atx2023
Burpees,1,7,5,Women’s Advanced 🍑,atx2023
Cheese Curd’s Maids,3,5,5,Women’s Advanced 🍑,atx2023
Reilly/ainsley,0,8,5,Women’s Advanced 🍑,atx2023
