Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Profit Boost,Dialed,Round of 32,saltlakecity2023,"[21, 21]","[18, 16]",Premier 5.0+
Lazy,here to slay,Round of 32,saltlakecity2023,"[21, 21]","[18, 16]",Premier 5.0+
WySpike Synergy,BenDu Over,Round of 32,saltlakecity2023,"[21, 21]","[18, 16]",Premier 5.0+
Quality Service,Moon Boys,Round of 32,saltlakecity2023,"[21, 21]","[15, 16]",Premier 5.0+
Judgment Day,Profit Boost,Round of 16,saltlakecity2023,"[21, 22]","[17, 20]",Premier 5.0+
Lazy,Morgan/Mowry,Round of 16,saltlakecity2023,"[21, 13, 21]","[14, 21, 18]",Premier 5.0+
Bad Combo,WySpike Synergy,Round of 16,saltlakecity2023,"[21, 21]","[18, 17]",Premier 5.0+
Quality Service,Assistive Touch,Round of 16,saltlakecity2023,"[20, 12]","[22, 21]",Premier 5.0+
Judgment Day,Lazy,Quarter-finals,saltlakecity2023,"[21, 21]","[19, 16]",Premier 5.0+
Bad Combo,Assistive Touch,Quarter-finals,saltlakecity2023,"[19, 21, 23]","[21, 14, 21]",Premier 5.0+
Judgment Day,Bad Combo,Semi-finals,saltlakecity2023,"[21, 17, 21]","[19, 21, 16]",Premier 5.0+
TRP Moneyline,Insystem,Final,saltlakecity2023,"[21, 21]","[18, 15]",Premier 5.0+
TRP Spotless,TRP Moneyline,1st place,saltlakecity2023,"[14, 29, 13]","[21, 27, 21]",Premier 5.0+
Insystem,Not.Ok,1st place,saltlakecity2023,"[21, 22]","[19, 20]",Premier 5.0+
TRP Spotless,BorderLine,3rd place,saltlakecity2023,"[21, 21]","[16, 10]",Premier 5.0+
TRP Moneyline,Cigar Boys,3rd place,saltlakecity2023,"[21, 21]","[19, 15]",Premier 5.0+
Insystem,Big Dawgs,3rd place,saltlakecity2023,"[21, 21]","[16, 18]",Premier 5.0+
Not.Ok,Mermaid Sparkle,3rd place,saltlakecity2023,"[21, 15, 24]","[18, 21, 22]",Premier 5.0+
BorderLine,"Depression, Cheez-Its, and Cargo Shorts",Semi-finals,saltlakecity2023,"[18, 21, 21]","[21, 16, 18]",Premier 5.0+
TRP Moneyline,Royal Flush,Semi-finals,saltlakecity2023,"[21, 21]","[16, 17]",Premier 5.0+
Big Dawgs,Jersey Boyz,Semi-finals,saltlakecity2023,"[24, 21]","[22, 15]",Premier 5.0+
Not.Ok,Chelsea United,Semi-finals,saltlakecity2023,"[21, 23]","[18, 21]",Premier 5.0+
Assistive Touch,Lazy,P5: Semi-finals,saltlakecity2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Not.Ok,TRP Spotless,P5: Final,saltlakecity2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Morgan/Mowry,Profit Boost,P9: Quarter-finals,saltlakecity2023,"[15, -1]","[21, 0]",Premier 5.0+
Quality Service,WySpike Synergy,P9: Quarter-finals,saltlakecity2023,"[0, 0]","[-2, -2]",Premier 5.0+
Profit Boost,Quality Service,P9: Semi-finals,saltlakecity2023,[-1],[-1],Premier 5.0+
Cigar Boys,Big Dawgs,P9: Final,saltlakecity2023,[-1],[-1],Premier 5.0+
Cigar Boys,BorderLine,9th place,saltlakecity2023,"[21, 21]","[15, 19]",Premier 5.0+
Mermaid Sparkle,Big Dawgs,9th place,saltlakecity2023,"[-1, -1]","[0, 0]",Premier 5.0+
WySpike Synergy,Morgan/Mowry,P13: Semi-finals,saltlakecity2023,[-1],[-1],Premier 5.0+
Mermaid Sparkle,BorderLine,P13: Final,saltlakecity2023,[-1],[-1],Premier 5.0+
Dialed,here to slay,P17: Quarter-finals,saltlakecity2023,[2],[1],Premier 5.0+
BenDu Over,Moon Boys,P17: Quarter-finals,saltlakecity2023,[1],[0],Premier 5.0+
Dialed,BenDu Over,P17: Semi-finals,saltlakecity2023,[21],[0],Premier 5.0+
Royal Flush,Jersey Boyz,P17: Final,saltlakecity2023,[0],[-1],Premier 5.0+
"Depression, Cheez-Its, and Cargo Shorts",Royal Flush,17th place,saltlakecity2023,[0],[2],Premier 5.0+
Jersey Boyz,Chelsea United,17th place,saltlakecity2023,[1],[0],Premier 5.0+
Moon Boys,here to slay,P21: Semi-finals,saltlakecity2023,[-1],[-1],Premier 5.0+
Chelsea United,"Depression, Cheez-Its, and Cargo Shorts",P21: Final,saltlakecity2023,[-1],[-1],Premier 5.0+
Sawtooth Spikers,Couldn't Carry less,Round of 16,saltlakecity2023,"[26, 20]","[28, 22]",Premier 5.0+
Goblin giant,Teenage Dirtbags,Round of 16,saltlakecity2023,"[15, 21, 21]","[21, 19, 16]",Premier 5.0+
NK.,Charlie and the Chocolate Factory,Round of 16,saltlakecity2023,"[21, 21]","[19, 17]",Premier 5.0+
Ball Blasters,Couldn't Carry less,Quarter-finals,saltlakecity2023,"[19, 20]","[21, 22]",Premier 5.0+
Goblin giant,NK.,Quarter-finals,saltlakecity2023,"[21, 19, 13]","[17, 21, 21]",Premier 5.0+
Couldn't Carry less,NK.,Semi-finals,saltlakecity2023,"[-1, -1]","[0, 0]",Premier 5.0+
Hit Ball Hard,Disordered,Final,saltlakecity2023,"[15, 18]","[21, 21]",Premier 5.0+
Hit Ball Hard,Hot‘n‘cold,1st place,saltlakecity2023,"[21, 21]","[15, 13]",Premier 5.0+
Disordered,Edgerunners,1st place,saltlakecity2023,"[21, 21]","[16, 19]",Premier 5.0+
Hit Ball Hard,Burqueños,3rd place,saltlakecity2023,"[21, 21]","[15, 16]",Premier 5.0+
Native Texans,Hot‘n‘cold,3rd place,saltlakecity2023,"[21, 23, 18]","[16, 25, 21]",Premier 5.0+
Disordered,Happenstance,3rd place,saltlakecity2023,"[21, 21]","[13, 16]",Premier 5.0+
Lanky and Clanky,Edgerunners,3rd place,saltlakecity2023,"[21, 18, 15]","[14, 21, 21]",Premier 5.0+
Goblin giant,Ball Blasters,P5: Semi-finals,saltlakecity2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Edgerunners,Hot‘n‘cold,P5: Final,saltlakecity2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Charlie and the Chocolate Factory,Teenage Dirtbags,P9: Quarter-finals,saltlakecity2023,[1],[0],Premier 5.0+
Sawtooth Spikers,Charlie and the Chocolate Factory,P9: Semi-finals,saltlakecity2023,[-1],[-1],Premier 5.0+
Native Texans,Burqueños,9th place,saltlakecity2023,[21],[18],Premier 5.0+
Lanky and Clanky,Happenstance,9th place,saltlakecity2023,[-1],[-1],Premier 5.0+
Wendy’s 4 for 4,Outside Voices,Round of 16,saltlakecity2023,"[21, 21]","[16, 15]",Women's Advanced 4.0+
Anderson/Savage,Loopy Juice,Round of 16,saltlakecity2023,"[21, 21]","[7, 5]",Women's Advanced 4.0+
TWINZ,Wendy’s 4 for 4,Quarter-finals,saltlakecity2023,"[21, 21]","[11, 17]",Women's Advanced 4.0+
angst,Anderson/Savage,Quarter-finals,saltlakecity2023,"[18, 16]","[21, 21]",Women's Advanced 4.0+
TWINZ,Anderson/Savage,Semi-finals,saltlakecity2023,"[1, 1]","[0, 0]",Women's Advanced 4.0+
K2.,2k•,Final,saltlakecity2023,"[21, 22]","[17, 20]",Women's Advanced 4.0+
K2.,Morton/Gahley,1st place,saltlakecity2023,"[21, 21]","[12, 12]",Women's Advanced 4.0+
2k•,No Hype,1st place,saltlakecity2023,"[21, 21]","[15, 15]",Women's Advanced 4.0+
Morton/Gahley,BK Whoppers,3rd place,saltlakecity2023,"[21, 21]","[6, 13]",Women's Advanced 4.0+
No Hype,$$ KA-CHING $$,3rd place,saltlakecity2023,"[24, 21, 21]","[26, 17, 12]",Women's Advanced 4.0+
angst,Wendy’s 4 for 4,P5: Semi-finals,saltlakecity2023,"[1, 1]","[0, 0]",Women's Advanced 4.0+
No Hype,Morton/Gahley,P5: Final,saltlakecity2023,"[21, 21]","[18, 11]",Women's Advanced 4.0+
Outside Voices,Loopy Juice,P9: Semi-finals,saltlakecity2023,"[1, 1]","[0, 0]",Women's Advanced 4.0+
BK Whoppers,$$ KA-CHING $$,P9: Final,saltlakecity2023,"[0, 0]","[1, 1]",Women's Advanced 4.0+
Outside Voices,Loopy Juice,P9: Semi-finals,saltlakecity2023,"[1, 1]","[0, 0]",Women's Advanced 4.0+
BK Whoppers,$$ KA-CHING $$,P9: Final,saltlakecity2023,"[0, 0]","[1, 1]",Women's Advanced 4.0+
Rice Farmers,Mario & Luigi,Round of 32,saltlakecity2023,"[21, 21]","[12, 13]",Contender 4.5+
Hooked On Phonics,Joy Ride,Round of 32,saltlakecity2023,"[24, 19, 17]","[22, 21, 21]",Contender 4.5+
PSR Pacific Fusion,TheGOATGene,Round of 32,saltlakecity2023,"[21, 21]","[17, 13]",Contender 4.5+
Ace High,RRP Monkey Business,Round of 32,saltlakecity2023,"[21, 21]","[15, 12]",Contender 4.5+
Narayan/Ruehrwein,Ryker/Seth,Round of 32,saltlakecity2023,"[17, 28, 21]","[21, 26, 18]",Contender 4.5+
LL Unfinished Business,pure filth,Round of 32,saltlakecity2023,"[21, 18, 21]","[16, 21, 15]",Contender 4.5+
Lil Sebastian,Consciousness,Round of 32,saltlakecity2023,"[15, 21, 21]","[21, 19, 19]",Contender 4.5+
American Spikers,"Rain Drop, Drop Shot",Round of 32,saltlakecity2023,"[21, 21]","[12, 19]",Contender 4.5+
Rice Farmers,Joy Ride,Round of 16,saltlakecity2023,"[21, 21]","[17, 17]",Contender 4.5+
PSR Pacific Fusion,Ace High,Round of 16,saltlakecity2023,"[14, 16]","[21, 21]",Contender 4.5+
Narayan/Ruehrwein,LL Unfinished Business,Round of 16,saltlakecity2023,"[18, 21, 28]","[21, 16, 30]",Contender 4.5+
Lil Sebastian,American Spikers,Round of 16,saltlakecity2023,"[15, 16]","[21, 21]",Contender 4.5+
Rice Farmers,Ace High,Quarter-finals,saltlakecity2023,"[18, 15]","[21, 21]",Contender 4.5+
LL Unfinished Business,American Spikers,Quarter-finals,saltlakecity2023,"[16, 21, 21]","[21, 19, 18]",Contender 4.5+
Ace High,LL Unfinished Business,Semi-finals,saltlakecity2023,"[1, 1]","[0, 0]",Contender 4.5+
Blind Date,Don’t Care,Final,saltlakecity2023,"[-1, -1]","[0, 0]",Contender 4.5+
Blind Date,come to brazil,1st place,saltlakecity2023,"[21, 21]","[9, 15]",Contender 4.5+
Mandy,Don’t Care,1st place,saltlakecity2023,"[1, 0, 0]","[0, 1, 1]",Contender 4.5+
Blind Date,Dizzy,3rd place,saltlakecity2023,"[21, 21]","[15, 18]",Contender 4.5+
Just BARly,come to brazil,3rd place,saltlakecity2023,"[16, 21, 18]","[21, 18, 21]",Contender 4.5+
Mandy,PSR S/T,3rd place,saltlakecity2023,"[21, 21]","[18, 19]",Contender 4.5+
washed boomball,Don’t Care,3rd place,saltlakecity2023,"[21, 12, 26]","[19, 21, 28]",Contender 4.5+
Blind Date,Mixed nuts,Semi-finals,saltlakecity2023,"[21, 21]","[8, 13]",Contender 4.5+
Dizzy,Threat Level Midnight,Semi-finals,saltlakecity2023,"[21, 14, 21]","[16, 21, 17]",Contender 4.5+
Just BARly,Uhh dat way,Semi-finals,saltlakecity2023,"[0, 1, 1]","[1, 0, 0]",Contender 4.5+
come to brazil,Dalinqwents,Semi-finals,saltlakecity2023,"[21, 21]","[16, 16]",Contender 4.5+
Mandy,Irritable Ball Shmackers,Semi-finals,saltlakecity2023,"[29, 18, 23]","[27, 21, 21]",Contender 4.5+
PSR S/T,Felt Mo Up,Semi-finals,saltlakecity2023,"[21, 21]","[18, 18]",Contender 4.5+
washed boomball,Tombstone,Semi-finals,saltlakecity2023,"[21, 21]","[19, 19]",Contender 4.5+
Don’t Care,"The young, the old, the elite",Semi-finals,saltlakecity2023,"[24, 21]","[22, 10]",Contender 4.5+
American Spikers,Rice Farmers,P5: Semi-finals,saltlakecity2023,"[0, 0]","[-1, -1]",Contender 4.5+
Mandy,come to brazil,P5: Final,saltlakecity2023,"[18, 28, 19]","[21, 26, 21]",Contender 4.5+
PSR Pacific Fusion,Joy Ride,P9: Quarter-finals,saltlakecity2023,"[1, 1]","[0, 0]",Contender 4.5+
Lil Sebastian,Narayan/Ruehrwein,P9: Quarter-finals,saltlakecity2023,"[-1, -1, -1]","[-1, -1, -1]",Contender 4.5+
Just BARly,Dizzy,9th place,saltlakecity2023,"[16, 0]","[21, 1]",Contender 4.5+
washed boomball,PSR S/T,9th place,saltlakecity2023,"[-1, -1, -1]","[-1, -1, -1]",Contender 4.5+
Hooked On Phonics,Mario & Luigi,P17: Round of 16,saltlakecity2023,"[21, 19, 22]","[14, 21, 20]",Contender 4.5+
TheGOATGene,RRP Monkey Business,P17: Round of 16,saltlakecity2023,"[15, 18]","[21, 21]",Contender 4.5+
pure filth,Ryker/Seth,P17: Round of 16,saltlakecity2023,"[24, 19, 21]","[22, 21, 17]",Contender 4.5+
Consciousness,"Rain Drop, Drop Shot",P17: Round of 16,saltlakecity2023,"[21, 17, 21]","[18, 21, 18]",Contender 4.5+
Hooked On Phonics,RRP Monkey Business,P17: Quarter-finals,saltlakecity2023,"[19, 19]","[21, 21]",Contender 4.5+
pure filth,Consciousness,P17: Quarter-finals,saltlakecity2023,"[-1, -1, -1]","[-1, -1, -1]",Contender 4.5+
Uhh dat way,Felt Mo Up,P17: Final,saltlakecity2023,"[26, 22, 1]","[24, 24, 0]",Contender 4.5+
Threat Level Midnight,Uhh dat way,17th place,saltlakecity2023,"[16, 0]","[21, 1]",Contender 4.5+
Felt Mo Up,Tombstone,17th place,saltlakecity2023,"[0, 0]","[-1, -1]",Contender 4.5+
Threat Level Midnight,Mixed nuts,19th place,saltlakecity2023,"[21, 21]","[11, 12]",Contender 4.5+
Uhh dat way,Dalinqwents,19th place,saltlakecity2023,"[1, 1]","[0, 0]",Contender 4.5+
Felt Mo Up,Irritable Ball Shmackers,19th place,saltlakecity2023,"[0, 0]","[-1, -1]",Contender 4.5+
Tombstone,"The young, the old, the elite",19th place,saltlakecity2023,"[21, 25]","[18, 23]",Contender 4.5+
Tombstone,Threat Level Midnight,P21: Final,saltlakecity2023,"[-1, -1, -1]","[-1, -1, -1]",Contender 4.5+
TheGOATGene,Mario & Luigi,P25: Quarter-finals,saltlakecity2023,"[15, 18]","[21, 21]",Contender 4.5+
"Rain Drop, Drop Shot",Ryker/Seth,P25: Quarter-finals,saltlakecity2023,"[-1, -1, -1]","[-1, -1, -1]",Contender 4.5+
Mixed nuts,"The young, the old, the elite",P25: Final,saltlakecity2023,"[0, 0]","[1, 1]",Contender 4.5+
Dalinqwents,Mixed nuts,25th place,saltlakecity2023,"[0, 0]","[1, 1]",Contender 4.5+
"The young, the old, the elite",Irritable Ball Shmackers,25th place,saltlakecity2023,"[1, 1]","[0, 0]",Contender 4.5+
Irritable Ball Shmackers,Dalinqwents,P29: Final,saltlakecity2023,"[-1, -1, -1]","[-1, -1, -1]",Contender 4.5+
guppy sauce,The Beach Boyz,Round of 16,saltlakecity2023,"[21, 17, 12]","[17, 21, 21]",Contender 4.5+
PSR Cut Serve Hashiras,BLANK.,Round of 16,saltlakecity2023,"[21, 21]","[14, 18]",Contender 4.5+
Main Main Introverts,The Beach Boyz,Quarter-finals,saltlakecity2023,"[21, 18, 21]","[15, 21, 18]",Contender 4.5+
Fresh Cuts,PSR Cut Serve Hashiras,Quarter-finals,saltlakecity2023,"[0, 1, 0]","[1, 0, 1]",Contender 4.5+
Main Main Introverts,PSR Cut Serve Hashiras,Semi-finals,saltlakecity2023,"[19, 20]","[21, 22]",Contender 4.5+
UIdaho1,Biggie Small,Final,saltlakecity2023,"[19, 21, 21]","[21, 19, 23]",Contender 4.5+
