Team Name,Wins,Losses,Result,Division,Tournament
Eisenträger/Siemer,7,1,1,Open Gold/Premier,etslondon2023
Those Roundnet Players,6,1,2,Open Gold/Premier,etslondon2023
Pour Combien ?,7,1,3,Open Gold/Premier,etslondon2023
Pilon/Sandoz,6,2,4,Open Gold/Premier,etslondon2023
[SUI] Rimle/Peter,6,2,5,Open Gold/Premier,etslondon2023
Lacombe/Chapelière,4,3,6,Open Gold/Premier,etslondon2023
Hokus Beng,5,3,7,Open Gold/Premier,etslondon2023
Now That We’re Men,4,4,8,Open Gold/Premier,etslondon2023
Fred Potter,4,4,9,Open Gold/Premier,etslondon2023
Future Burnouts,4,4,10,Open Gold/Premier,etslondon2023
Pierre Feuille Victor,3,6,11,Open Gold/Premier,etslondon2023
Jan & Nel,5,3,11,Open Gold/Premier,etslondon2023
Twinzz,3,5,13,Open Gold/Premier,etslondon2023
Serve & Chill,2,7,14,Open Gold/Premier,etslondon2023
Fré-vor,1,5,15,Open Gold/Premier,etslondon2023
Tapken/Von Hänisch,2,6,15,Open Gold/Premier,etslondon2023
Never too late,3,4,17,Open Gold/Premier,etslondon2023
Elbourne/Lim,0,5,18,Open Gold/Premier,etslondon2023
Merlor & Bird,0,6,19,Open Gold/Premier,etslondon2023
Kunzelmachinès,7,0,1,Women's Advanced,etslondon2023
tiramisu,6,1,2,Women's Advanced,etslondon2023
real talk,5,2,3,Women's Advanced,etslondon2023
Tension Reduction,4,3,4,Women's Advanced,etslondon2023
Allesch Kapoedt,4,4,5,Women's Advanced,etslondon2023
French Fries,4,4,6,Women's Advanced,etslondon2023
Push Door,3,5,7,Women's Advanced,etslondon2023
Miettes de biscuit,6,2,7,Women's Advanced,etslondon2023
Helena/Hanna,7,1,9,Women's Advanced,etslondon2023
Valentine et Lucile,5,3,10,Women's Advanced,etslondon2023
Aaaaaah sh*t,5,3,11,Women's Advanced,etslondon2023
Spiketziki,5,3,12,Women's Advanced,etslondon2023
Kassa Wodkis,6,2,13,Women's Advanced,etslondon2023
Mucki,5,3,14,Women's Advanced,etslondon2023
Aceholes,4,4,15,Women's Advanced,etslondon2023
RTNF,1,7,15,Women's Advanced,etslondon2023
Waves,5,2,17,Women's Advanced,etslondon2023
RCB Snack Attackers,4,3,18,Women's Advanced,etslondon2023
"Una Stella, per favore",2,4,19,Women's Advanced,etslondon2023
Smash it!,3,4,19,Women's Advanced,etslondon2023
LRC Recruits,4,4,21,Women's Advanced,etslondon2023
Latin Charm,2,6,22,Women's Advanced,etslondon2023
Em & Jazz,3,5,23,Women's Advanced,etslondon2023
Crunchy Lab,1,6,23,Women's Advanced,etslondon2023
Lucky Dip 🍀,2,5,25,Women's Advanced,etslondon2023
Becktashula,1,6,26,Women's Advanced,etslondon2023
Galácticas de Politeia,1,6,27,Women's Advanced,etslondon2023
Kiwis,0,7,28,Women's Advanced,etslondon2023
Biglio Dindo,9,0,1,Open Contender,etslondon2023
Marcos/Halvard,8,1,2,Open Contender,etslondon2023
Relentless,7,1,3,Open Contender,etslondon2023
Belgian Fries,6,2,4,Open Contender,etslondon2023
Le Spiko de Familia,8,1,5,Open Contender,etslondon2023
Linnet Brothers,7,2,6,Open Contender,etslondon2023
Eskens/Reitz,5,4,7,Open Contender,etslondon2023
Imbm & Pimpampel,7,2,7,Open Contender,etslondon2023
Second Choices,7,2,9,Open Contender,etslondon2023
Pas Dégueu,5,4,10,Open Contender,etslondon2023
Garcia/Jackson,5,3,11,Open Contender,etslondon2023
NBS,5,4,12,Open Contender,etslondon2023
Chinese moon,6,3,13,Open Contender,etslondon2023
Bed Wetters Bad Setters - Sheffield,5,4,13,Open Contender,etslondon2023
Cheap Eisentrager/Siemer,6,3,15,Open Contender,etslondon2023
Beauty and the Beast,2,6,16,Open Contender,etslondon2023
Warsaw Spikes DuPę,6,3,17,Open Contender,etslondon2023
Kyläinpää/Orava,6,3,18,Open Contender,etslondon2023
Soreen Dream Team,5,4,19,Open Contender,etslondon2023
Ace Risks,4,5,20,Open Contender,etslondon2023
Gadjev/ Scholtes,4,4,21,Open Contender,etslondon2023
Henri/Fabian,4,3,21,Open Contender,etslondon2023
Harding/Macquet,4,4,21,Open Contender,etslondon2023
Sayy when to Go,5,4,21,Open Contender,etslondon2023
CRO's Club Sandwich,4,4,25,Open Contender,etslondon2023
Ex-exeter,5,4,26,Open Contender,etslondon2023
Don't cry,3,5,27,Open Contender,etslondon2023
AK-47,2,6,28,Open Contender,etslondon2023
Hihilism,4,5,29,Open Contender,etslondon2023
For Fox Sake 🦊,3,6,30,Open Contender,etslondon2023
Alt/Tschan,2,5,31,Open Contender,etslondon2023
Dimi/Luki,1,7,31,Open Contender,etslondon2023
Rage Cage,5,3,33,Open Contender,etslondon2023
Les Ficheurs,3,4,34,Open Contender,etslondon2023
Czech yourself before you wreck yourself,4,4,35,Open Contender,etslondon2023
Baltic Bashers 🌊,2,5,36,Open Contender,etslondon2023
Jurre-ney to the centre of the serve,4,4,37,Open Contender,etslondon2023
Les TIBOUSEC,3,5,38,Open Contender,etslondon2023
Spikepats,2,5,39,Open Contender,etslondon2023
"East Coast, Beast Coast",1,6,39,Open Contender,etslondon2023
Better Late Than Never,3,5,41,Open Contender,etslondon2023
PowerLuck,2,6,42,Open Contender,etslondon2023
Ball Busters,2,6,43,Open Contender,etslondon2023
Lord of The Rims,0,6,44,Open Contender,etslondon2023
WS Incrediballers,2,6,45,Open Contender,etslondon2023
The Bagels,0,7,46,Open Contender,etslondon2023
LiaMillios,0,7,47,Open Contender,etslondon2023
Bill & Ben the Flower Pot Men,6,2,0,Open Social (Beginner + Intermediate),etslondon2023
Blingo Babes,0,8,0,Open Social (Beginner + Intermediate),etslondon2023
DENG,5,3,0,Open Social (Beginner + Intermediate),etslondon2023
Dipshit and Dongo,2,6,0,Open Social (Beginner + Intermediate),etslondon2023
Hidden Depths,4,4,0,Open Social (Beginner + Intermediate),etslondon2023
Kangaroo Paella,3,5,0,Open Social (Beginner + Intermediate),etslondon2023
Spankball,7,1,0,Open Social (Beginner + Intermediate),etslondon2023
Spikermen,8,0,0,Open Social (Beginner + Intermediate),etslondon2023
The TW O’s,1,7,0,Open Social (Beginner + Intermediate),etslondon2023
Triple X,8,0,1,Mixed Advanced,etslondon2023
Ananas róse,5,3,2,Mixed Advanced,etslondon2023
Boston Twea Party,6,2,3,Mixed Advanced,etslondon2023
Backflick,6,2,4,Mixed Advanced,etslondon2023
Ruth/Nelson,5,3,5,Mixed Advanced,etslondon2023
Na-Da,5,3,5,Mixed Advanced,etslondon2023
Scott/Nicole,6,2,7,Mixed Advanced,etslondon2023
Alex and Nora,2,6,8,Mixed Advanced,etslondon2023
m & m‘s,6,2,9,Mixed Advanced,etslondon2023
Chef’s Special,6,2,10,Mixed Advanced,etslondon2023
Guezi,3,5,11,Mixed Advanced,etslondon2023
Helicopter Hog Hunt 🤔🐖🐷🐽,5,3,11,Mixed Advanced,etslondon2023
Nerdy Fries,5,3,13,Mixed Advanced,etslondon2023
Tiermaschine,6,3,14,Mixed Advanced,etslondon2023
Alexa und Merlin,2,6,14,Mixed Advanced,etslondon2023
Zippy Roosters,5,4,14,Mixed Advanced,etslondon2023
Bad salmons,8,1,17,Mixed Advanced,etslondon2023
Les poulets,6,3,18,Mixed Advanced,etslondon2023
Double T,6,2,19,Mixed Advanced,etslondon2023
Really Cool Team Name,6,3,20,Mixed Advanced,etslondon2023
Fondue & Tulips,7,2,21,Mixed Advanced,etslondon2023
Jaana/Cedi,2,6,22,Mixed Advanced,etslondon2023
Creme Caramel,5,4,23,Mixed Advanced,etslondon2023
POWER,5,4,24,Mixed Advanced,etslondon2023
J.S.,3,5,25,Mixed Advanced,etslondon2023
YoshJa,6,3,25,Mixed Advanced,etslondon2023
EnJOY tha GAme,4,4,27,Mixed Advanced,etslondon2023
Golden Touch,4,5,28,Mixed Advanced,etslondon2023
TrashPandas,2,4,29,Mixed Advanced,etslondon2023
RSC Gasolina,3,4,29,Mixed Advanced,etslondon2023
Mental Game,1,5,29,Mixed Advanced,etslondon2023
Future Quatschköpfe,3,3,29,Mixed Advanced,etslondon2023
BlockWiener,6,1,33,Mixed Advanced,etslondon2023
Something cool,6,2,33,Mixed Advanced,etslondon2023
Don’t ghost me plz,4,4,35,Mixed Advanced,etslondon2023
Clessica,5,3,35,Mixed Advanced,etslondon2023
Franglais,5,3,37,Mixed Advanced,etslondon2023
Lederhosen legends,5,4,38,Mixed Advanced,etslondon2023
Teenage Mutant Spiking Turtles,3,5,39,Mixed Advanced,etslondon2023
Aaräschwümmä,4,4,39,Mixed Advanced,etslondon2023
G'mischter Satz,6,3,41,Mixed Advanced,etslondon2023
c0nfu5ement_100,4,5,42,Mixed Advanced,etslondon2023
Utopia and Myopia,4,4,43,Mixed Advanced,etslondon2023
Barnes/ Callaway,3,6,44,Mixed Advanced,etslondon2023
Tullidos,4,4,45,Mixed Advanced,etslondon2023
Mischief Managed,3,6,46,Mixed Advanced,etslondon2023
The Perfect Mix,3,6,47,Mixed Advanced,etslondon2023
Average Height,2,7,48,Mixed Advanced,etslondon2023
Two Sheffs cooking up a storm,3,4,49,Mixed Advanced,etslondon2023
Marching To The Spike of God,2,6,50,Mixed Advanced,etslondon2023
The Mind 🧠,3,6,51,Mixed Advanced,etslondon2023
The Pandas,1,7,52,Mixed Advanced,etslondon2023
RCB Alunki,3,5,53,Mixed Advanced,etslondon2023
Double Trouble,2,7,54,Mixed Advanced,etslondon2023
Omul și gluma 🫠,1,6,55,Mixed Advanced,etslondon2023
BoogieBall,0,7,56,Mixed Advanced,etslondon2023
Team Underdog,1,6,57,Mixed Advanced,etslondon2023
Ok pour moi,0,7,58,Mixed Advanced,etslondon2023
Alphas,2,3,0,Mixed Beginner/Intermediate,etslondon2023
Alum Chine spikers,0,4,0,Mixed Beginner/Intermediate,etslondon2023
Inter-net dating,3,4,0,Mixed Beginner/Intermediate,etslondon2023
luftballoons,5,1,0,Mixed Beginner/Intermediate,etslondon2023
Sangria & Scones,4,2,0,Mixed Beginner/Intermediate,etslondon2023
