Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Laziest,Beach Bums,Round of 32,scgrandslam2023,"[21, 1]","[19, 0]",Expert 5.0+
Screenagers,Arrow’s Assless Chaps,Round of 32,scgrandslam2023,"[21, 19, 21]","[17, 21, 16]",Expert 5.0+
SIUUUUUUUUUUUUUUUUU,Dive Hard,Round of 32,scgrandslam2023,"[21, 21]","[17, 17]",Expert 5.0+
Nutted on 875,Built Different,Round of 32,scgrandslam2023,"[1, 1]","[0, 0]",Expert 5.0+
BorderLine,Misclick,Round of 32,scgrandslam2023,"[21, 21]","[17, 12]",Expert 5.0+
The Rule of two,come to brazil,Round of 32,scgrandslam2023,"[21, 21]","[16, 17]",Expert 5.0+
Musty,AZR Spinrates,Round of 32,scgrandslam2023,"[21, 21]","[10, 15]",Expert 5.0+
no idea,Blanco Fuego,Round of 32,scgrandslam2023,"[20, 25, 13]","[22, 23, 21]",Expert 5.0+
Dialed,Top of the Hill,Round of 32,scgrandslam2023,"[1, 1]","[0, 0]",Expert 5.0+
Rowdy,Arch Enemies,Round of 32,scgrandslam2023,"[21, 21]","[19, 19]",Expert 5.0+
Ask Nick to do the WAP,Cerebral Drizzle,Round of 32,scgrandslam2023,"[12, 19]","[21, 21]",Expert 5.0+
Chupacabra,Quinn's Exes,Round of 32,scgrandslam2023,"[22, 21]","[20, 18]",Expert 5.0+
Fractal Spikes,Don’t Care,Round of 32,scgrandslam2023,"[21, 21]","[19, 17]",Expert 5.0+
Bad Combo,Laziest,Round of 16,scgrandslam2023,"[22, 21]","[20, 15]",Expert 5.0+
Screenagers,SIUUUUUUUUUUUUUUUUU,Round of 16,scgrandslam2023,"[26, 15, 21]","[24, 21, 19]",Expert 5.0+
Nutted on 875,BorderLine,Round of 16,scgrandslam2023,"[18, 21, 21]","[21, 18, 18]",Expert 5.0+
The Rule of two,Musty,Round of 16,scgrandslam2023,"[21, 21]","[15, 16]",Expert 5.0+
Insystem,Blanco Fuego,Round of 16,scgrandslam2023,"[21, 21]","[12, 12]",Expert 5.0+
Dialed,Rowdy,Round of 16,scgrandslam2023,"[19, 23, 15]","[21, 21, 21]",Expert 5.0+
Paq’s delinquent children,Cerebral Drizzle,Round of 16,scgrandslam2023,"[21, 21]","[18, 14]",Expert 5.0+
Chupacabra,Fractal Spikes,Round of 16,scgrandslam2023,"[21, 21]","[18, 18]",Expert 5.0+
Bad Combo,Screenagers,Quarter-finals,scgrandslam2023,"[21, 21]","[12, 10]",Expert 5.0+
Nutted on 875,The Rule of two,Quarter-finals,scgrandslam2023,"[21, 19, 21]","[18, 21, 19]",Expert 5.0+
Insystem,Rowdy,Quarter-finals,scgrandslam2023,"[21, 21]","[14, 15]",Expert 5.0+
Paq’s delinquent children,Chupacabra,Quarter-finals,scgrandslam2023,"[21, 21]","[17, 14]",Expert 5.0+
Bad Combo,Nutted on 875,Semi-finals,scgrandslam2023,"[21, 21]","[16, 12]",Expert 5.0+
Insystem,Paq’s delinquent children,Semi-finals,scgrandslam2023,"[21, 23, 21]","[15, 25, 15]",Expert 5.0+
Bad Combo,Insystem,Final,scgrandslam2023,"[21, 13, 21]","[16, 21, 19]",Expert 5.0+
Paq’s delinquent children,Nutted on 875,Third Place,scgrandslam2023,[-1],[-1],Expert 5.0+
The Rule of two,Screenagers,P5: Semi-finals,scgrandslam2023,[0],[-1],Expert 5.0+
Chupacabra,Rowdy,P5: Semi-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
SIUUUUUUUUUUUUUUUUU,Laziest,P9: Quarter-finals,scgrandslam2023,[0],[-1],Expert 5.0+
Musty,BorderLine,P9: Quarter-finals,scgrandslam2023,[19],[21],Expert 5.0+
Dialed,Blanco Fuego,P9: Quarter-finals,scgrandslam2023,[-1],[0],Expert 5.0+
Fractal Spikes,Cerebral Drizzle,P9: Quarter-finals,scgrandslam2023,[0],[-1],Expert 5.0+
SIUUUUUUUUUUUUUUUUU,BorderLine,P9: Semi-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
Blanco Fuego,Fractal Spikes,P9: Semi-finals,scgrandslam2023,[0],[-1],Expert 5.0+
Musty,Laziest,P13: Semi-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
Cerebral Drizzle,Dialed,P13: Semi-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
Dive Hard,Arrow’s Assless Chaps,P17: Round of 16,scgrandslam2023,[0],[-2],Expert 5.0+
Misclick,Built Different,P17: Round of 16,scgrandslam2023,[0],[-2],Expert 5.0+
AZR Spinrates,come to brazil,P17: Round of 16,scgrandslam2023,[0],[2],Expert 5.0+
Arch Enemies,Top of the Hill,P17: Round of 16,scgrandslam2023,[2],[0],Expert 5.0+
Don’t Care,Quinn's Exes,P17: Round of 16,scgrandslam2023,[0],[2],Expert 5.0+
Beach Bums,Dive Hard,P17: Quarter-finals,scgrandslam2023,[2],[1],Expert 5.0+
Misclick,come to brazil,P17: Quarter-finals,scgrandslam2023,[-1],[0],Expert 5.0+
no idea,Arch Enemies,P17: Quarter-finals,scgrandslam2023,[0],[2],Expert 5.0+
Ask Nick to do the WAP,Quinn's Exes,P17: Quarter-finals,scgrandslam2023,[0],[2],Expert 5.0+
Beach Bums,come to brazil,P17: Semi-finals,scgrandslam2023,[0],[-1],Expert 5.0+
Arch Enemies,Quinn's Exes,P17: Semi-finals,scgrandslam2023,[1],[2],Expert 5.0+
Beach Bums,Quinn's Exes,P17: Final,scgrandslam2023,[-1],[0],Expert 5.0+
Arch Enemies,come to brazil,P17: Final,scgrandslam2023,[-1],[-1],Expert 5.0+
Misclick,Dive Hard,P21: Semi-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
Ask Nick to do the WAP,no idea,P21: Semi-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
AZR Spinrates,Built Different,P25: Quarter-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
Top of the Hill,Don’t Care,P25: Semi-finals,scgrandslam2023,[-1],[-1],Expert 5.0+
stay solid,Student & Teacher,Round of 32,scgrandslam2023,"[14, 10]","[21, 21]",Contender 4.5
Infinite Roundnet,Moultrie Madness,Round of 32,scgrandslam2023,"[21, 21]","[2, 6]",Contender 4.5
Blind Date,TheGOATGene,Round of 32,scgrandslam2023,"[14, 21, 10]","[21, 19, 21]",Contender 4.5
Butter,Dive Buddies,Round of 32,scgrandslam2023,"[21, 21]","[17, 8]",Contender 4.5
Queen Oglizabeth the First,Student & Teacher,Round of 16,scgrandslam2023,"[21, 21]","[16, 12]",Contender 4.5
pure filth,SAI BABA,Round of 16,scgrandslam2023,"[19, 21, -1]","[21, 13, 0]",Contender 4.5
no practice,Infinite Roundnet,Round of 16,scgrandslam2023,"[21, 21]","[16, 11]",Contender 4.5
Shibby Smalls,Leftovers,Round of 16,scgrandslam2023,"[21, 21]","[16, 18]",Contender 4.5
Oppenheimer or Barbie,TheGOATGene,Round of 16,scgrandslam2023,"[21, 21]","[10, 16]",Contender 4.5
jihadi out the cave,Postmier,Round of 16,scgrandslam2023,"[21, 25]","[18, 23]",Contender 4.5
Fitz,Butter,Round of 16,scgrandslam2023,"[23, 19, 21]","[21, 21, 19]",Contender 4.5
Burrito Rats,Dual States,Round of 16,scgrandslam2023,"[21, 18, 19]","[19, 21, 21]",Contender 4.5
Queen Oglizabeth the First,SAI BABA,Quarter-finals,scgrandslam2023,"[0, 1, 1]","[1, 0, 0]",Contender 4.5
no practice,Shibby Smalls,Quarter-finals,scgrandslam2023,"[8, 26]","[21, 28]",Contender 4.5
Oppenheimer or Barbie,jihadi out the cave,Quarter-finals,scgrandslam2023,"[21, 21]","[15, 17]",Contender 4.5
Fitz,Dual States,Quarter-finals,scgrandslam2023,"[13, 21, 26]","[21, 19, 24]",Contender 4.5
Queen Oglizabeth the First,Shibby Smalls,Semi-finals,scgrandslam2023,"[23, 21, 21]","[25, 19, 19]",Contender 4.5
Oppenheimer or Barbie,Fitz,Semi-finals,scgrandslam2023,"[21, 21]","[17, 18]",Contender 4.5
Queen Oglizabeth the First,Oppenheimer or Barbie,Final,scgrandslam2023,"[21, 21]","[13, 17]",Contender 4.5
Fitz,Shibby Smalls,Third Place,scgrandslam2023,"[18, 21, 24]","[21, 14, 26]",Contender 4.5
no practice,SAI BABA,P5: Semi-finals,scgrandslam2023,[-1],[-1],Contender 4.5
Dual States,jihadi out the cave,P5: Semi-finals,scgrandslam2023,[-1],[-1],Contender 4.5
pure filth,Student & Teacher,P9: Quarter-finals,scgrandslam2023,[-1],[0],Contender 4.5
Leftovers,Infinite Roundnet,P9: Quarter-finals,scgrandslam2023,[1],[2],Contender 4.5
Postmier,TheGOATGene,P9: Quarter-finals,scgrandslam2023,[-1],[0],Contender 4.5
Burrito Rats,Butter,P9: Quarter-finals,scgrandslam2023,[0],[-1],Contender 4.5
Student & Teacher,Infinite Roundnet,P9: Semi-finals,scgrandslam2023,[1],[0],Contender 4.5
TheGOATGene,Burrito Rats,P9: Semi-finals,scgrandslam2023,[0],[-1],Contender 4.5
Student & Teacher,TheGOATGene,P9: Final,scgrandslam2023,[2],[0],Contender 4.5
Burrito Rats,Infinite Roundnet,P9: Final,scgrandslam2023,[0],[1],Contender 4.5
Leftovers,pure filth,P13: Semi-finals,scgrandslam2023,[-1],[-1],Contender 4.5
Butter,Postmier,P13: Semi-finals,scgrandslam2023,[-1],[-1],Contender 4.5
stay solid,Moultrie Madness,P17: Semi-finals,scgrandslam2023,[21],[7],Contender 4.5
Blind Date,Dive Buddies,P17: Semi-finals,scgrandslam2023,[1],[0],Contender 4.5
stay solid,Blind Date,P17: Final,scgrandslam2023,[21],[19],Contender 4.5
Dive Buddies,Moultrie Madness,P17: Final,scgrandslam2023,[-1],[-1],Contender 4.5
stay solid,Moultrie Madness,P17: Semi-finals,scgrandslam2023,[21],[7],Contender 4.5
Blind Date,Dive Buddies,P17: Semi-finals,scgrandslam2023,[1],[0],Contender 4.5
stay solid,Blind Date,P17: Final,scgrandslam2023,[21],[19],Contender 4.5
Dive Buddies,Moultrie Madness,P17: Final,scgrandslam2023,[-1],[-1],Contender 4.5
The Twea-mates,Moultrie Gladness,Round of 16,scgrandslam2023,"[21, 21]","[10, 9]",Womens 4.0+
we’ll figure it out,The Twea-mates,Quarter-finals,scgrandslam2023,"[21, 21]","[9, 6]",Womens 4.0+
midweek crisis,Outside Voices,Quarter-finals,scgrandslam2023,"[12, 16]","[21, 21]",Womens 4.0+
crunchy,10’4”,Quarter-finals,scgrandslam2023,"[21, 21]","[7, 14]",Womens 4.0+
Eskimo Sisters,$$ka-ching & the big bucks$$,Quarter-finals,scgrandslam2023,"[21, 21]","[15, 16]",Womens 4.0+
we’ll figure it out,Outside Voices,Semi-finals,scgrandslam2023,"[21, 21]","[11, 17]",Womens 4.0+
crunchy,Eskimo Sisters,Semi-finals,scgrandslam2023,"[30, 21]","[28, 14]",Womens 4.0+
we’ll figure it out,crunchy,Final,scgrandslam2023,"[30, 22]","[28, 20]",Womens 4.0+
Eskimo Sisters,Outside Voices,Third Place,scgrandslam2023,"[21, 22]","[18, 20]",Womens 4.0+
midweek crisis,The Twea-mates,P5: Semi-finals,scgrandslam2023,[21],[7],Womens 4.0+
$$ka-ching & the big bucks$$,10’4”,P5: Semi-finals,scgrandslam2023,[-1],[-1],Womens 4.0+
SK Spike,Moultrie Sadness,Round of 32,scgrandslam2023,"[21, 21]","[11, 14]",Mixed 4.0+
Agathokakological,SK Spike,Round of 16,scgrandslam2023,"[21, 21]","[10, 8]",Mixed 4.0+
Shooters Shoot,@$$,Round of 16,scgrandslam2023,"[21, 21]","[19, 17]",Mixed 4.0+
WonkTea,rawr XD,Round of 16,scgrandslam2023,"[21, 21]","[11, 14]",Mixed 4.0+
TRP KPOP,Size matters,Round of 16,scgrandslam2023,"[21, 21]","[13, 11]",Mixed 4.0+
Mixed Signals,7 Million Dollar Bull Riders,Round of 16,scgrandslam2023,"[21, 21]","[15, 11]",Mixed 4.0+
queens of health👑,Try Hards TVR,Round of 16,scgrandslam2023,"[15, 21, 16]","[21, 18, 21]",Mixed 4.0+
Nelson / Lowe,side pawket 😼,Round of 16,scgrandslam2023,"[1, 1]","[0, 0]",Mixed 4.0+
Assistant to the Chef,Moose riders ;),Round of 16,scgrandslam2023,"[18, 21, 20]","[21, 16, 22]",Mixed 4.0+
Agathokakological,Shooters Shoot,Quarter-finals,scgrandslam2023,"[21, 21]","[19, 17]",Mixed 4.0+
WonkTea,TRP KPOP,Quarter-finals,scgrandslam2023,"[21, 21]","[16, 14]",Mixed 4.0+
Mixed Signals,Try Hards TVR,Quarter-finals,scgrandslam2023,"[21, 21]","[17, 9]",Mixed 4.0+
Nelson / Lowe,Moose riders ;),Quarter-finals,scgrandslam2023,"[21, 21]","[15, 17]",Mixed 4.0+
Agathokakological,WonkTea,Semi-finals,scgrandslam2023,"[19, 14]","[21, 21]",Mixed 4.0+
Mixed Signals,Nelson / Lowe,Semi-finals,scgrandslam2023,"[21, 18, 21]","[16, 21, 19]",Mixed 4.0+
