Team Name,Wins,Losses,Result,Division,Tournament
F.F.,10,0,1,Premier 5.0+,queencityclassic2023
Creamy,8,2,2,Premier 5.0+,queencityclassic2023
TRP Spotless,9,1,3,Premier 5.0+,queencityclassic2023
GFD,8,2,4,Premier 5.0+,queencityclassic2023
GFD Evasive Maneuvers,5,3,5,Premier 5.0+,queencityclassic2023
Bot House,4,4,5,Premier 5.0+,queencityclassic2023
Kingdom Come,5,3,5,Premier 5.0+,queencityclassic2023
Handy Andy’s,5,3,5,Premier 5.0+,queencityclassic2023
Eternal Atake,5,3,9,Premier 5.0+,queencityclassic2023
Bunze/Bunze,4,5,9,Premier 5.0+,queencityclassic2023
TRP Dolphin Dive,4,3,9,Premier 5.0+,queencityclassic2023
Project Roundnet,2,6,9,Premier 5.0+,queencityclassic2023
Glitch,3,4,9,Premier 5.0+,queencityclassic2023
Homemade Dynamite,3,5,9,Premier 5.0+,queencityclassic2023
Bev’d Up,2,7,9,Premier 5.0+,queencityclassic2023
Chilly Boost,4,5,9,Premier 5.0+,queencityclassic2023
Almost Friday,2,5,17,Premier 5.0+,queencityclassic2023
GWR Fat Free,1,6,17,Premier 5.0+,queencityclassic2023
here to slay,1,6,17,Premier 5.0+,queencityclassic2023
Zebra Caked,1,6,17,Premier 5.0+,queencityclassic2023
YMCA,0,7,17,Premier 5.0+,queencityclassic2023
Kap and Boo,11,0,1,Contender 4.5+,queencityclassic2023
Risky Business,10,1,2,Contender 4.5+,queencityclassic2023
Ian & Olivia,8,3,3,Contender 4.5+,queencityclassic2023
Gauntlet,9,2,4,Contender 4.5+,queencityclassic2023
Spikesmiths,6,3,5,Contender 4.5+,queencityclassic2023
Giddy Goats,6,3,5,Contender 4.5+,queencityclassic2023
cola boys,8,1,5,Contender 4.5+,queencityclassic2023
Lauffer/Narayan,7,2,5,Contender 4.5+,queencityclassic2023
Code Red,6,3,9,Contender 4.5+,queencityclassic2023
crUNCleton,1,7,9,Contender 4.5+,queencityclassic2023
Two of a Kind,4,4,9,Contender 4.5+,queencityclassic2023
No Expectations,6,2,9,Contender 4.5+,queencityclassic2023
Bubba's Backhands,4,4,9,Contender 4.5+,queencityclassic2023
Anomaly,6,2,9,Contender 4.5+,queencityclassic2023
Missing pieces,5,3,9,Contender 4.5+,queencityclassic2023
How I Set Your Mother,6,3,9,Contender 4.5+,queencityclassic2023
Will^2,6,4,17,Contender 4.5+,queencityclassic2023
Castores,4,5,17,Contender 4.5+,queencityclassic2023
Bastion and Torbjorn,4,4,17,Contender 4.5+,queencityclassic2023
Glacier Freeze,6,2,17,Contender 4.5+,queencityclassic2023
Dueling Aces,4,6,17,Contender 4.5+,queencityclassic2023
Footspike,4,5,17,Contender 4.5+,queencityclassic2023
MBR Byeson,1,8,17,Contender 4.5+,queencityclassic2023
Barber Shop,4,5,17,Contender 4.5+,queencityclassic2023
Nefarious,4,5,25,Contender 4.5+,queencityclassic2023
Should've Done Intermediate,2,6,25,Contender 4.5+,queencityclassic2023
Hicks/Martinez,0,8,25,Contender 4.5+,queencityclassic2023
Jesus Freaks,0,8,25,Contender 4.5+,queencityclassic2023
Celestino/Smith,0,8,25,Contender 4.5+,queencityclassic2023
Stop Running It,0,8,25,Contender 4.5+,queencityclassic2023
Doublebounce Roundnet,0,8,25,Contender 4.5+,queencityclassic2023
The Fwango Mangos,0,9,25,Contender 4.5+,queencityclassic2023
(B)Ryan,3,0,1,Intermediate 3.0,queencityclassic2023
Keep ‘Em Guess-ing,2,1,2,Intermediate 3.0,queencityclassic2023
Boosters,1,1,3,Intermediate 3.0,queencityclassic2023
Six Foot Spike,1,1,0,Intermediate 3.0,queencityclassic2023
LastStrike,3,1,5,Intermediate 3.0,queencityclassic2023
Spiked Punch,1,2,6,Intermediate 3.0,queencityclassic2023
The Try Hards,2,2,7,Intermediate 3.0,queencityclassic2023
Pointy Heads,0,3,8,Intermediate 3.0,queencityclassic2023
spikeadelics,1,1,9,Intermediate 3.0,queencityclassic2023
White Tees and GBs,0,2,10,Intermediate 3.0,queencityclassic2023
