Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
FCR Bologna Serves,Reesor/Law,Round of 32,rotcmississauga,"[15, 15]","[11, 6]",Challenger
Flick Merchants,Brezra,Round of 32,rotcmississauga,"[15, 16]","[10, 14]",Challenger
FCR BHAD Boys,FCR Cold Cut Combo,Round of 32,rotcmississauga,"[15, 15]","[13, 9]",Challenger
bonk,Hookah Brother Up,Round of 32,rotcmississauga,"[15, 15]","[10, 10]",Challenger
TJ’s Bar and Grill,The Lord Of The Rims,Round of 32,rotcmississauga,"[15, 15]","[8, 13]",Challenger
NEM Dark Slate,The Utilities,Round of 32,rotcmississauga,"[15, 15]","[11, 11]",Challenger
CRO save the fishies,Team Dryden,Round of 32,rotcmississauga,"[15, 15]","[8, 12]",Challenger
CRO rimmer season,FCR Bologna Serves,Round of 16,rotcmississauga,"[21, 21]","[10, 16]",Challenger
Flick Merchants,FCR BHAD Boys,Round of 16,rotcmississauga,"[26, 12, 21]","[24, 21, 18]",Challenger
bonk,TJ’s Bar and Grill,Round of 16,rotcmississauga,"[21, 21]","[19, 19]",Challenger
NEM Dark Slate,CRO save the fishies,Round of 16,rotcmississauga,"[13, 20]","[21, 22]",Challenger
CRO rimmer season,Flick Merchants,Quarter-finals,rotcmississauga,"[21, 21]","[16, 16]",Challenger
bonk,CRO save the fishies,Quarter-finals,rotcmississauga,"[18, 21, 21]","[21, 15, 19]",Challenger
CRO rimmer season,bonk,Semi-finals,rotcmississauga,"[21, 21]","[14, 15]",Challenger
Average Joe’s,CLB PAPI'S,Final,rotcmississauga,"[26, 21]","[24, 17]",Challenger
Average Joe’s,PB & J,1st place,rotcmississauga,"[21, 21]","[14, 18]",Challenger
Moby Flick,CLB PAPI'S,1st place,rotcmississauga,"[19, 18]","[21, 21]",Challenger
Average Joe’s,Jorgin Von Strangle,3rd place,rotcmississauga,"[21, 21]","[19, 15]",Challenger
PB & J,High School Sweethearts,3rd place,rotcmississauga,"[17, 22, 21]","[21, 20, 18]",Challenger
Moby Flick,Spikeball Hosers,3rd place,rotcmississauga,"[21, 26]","[12, 24]",Challenger
CRO Spy Cam,CLB PAPI'S,3rd place,rotcmississauga,"[21, 12, 17]","[14, 21, 21]",Challenger
Jorgin Von Strangle,Say No More 🤫,Semi-finals,rotcmississauga,"[15, 30]","[11, 28]",Challenger
PB & J,DeMoura/Mark,Semi-finals,rotcmississauga,"[13, 17, 15]","[15, 15, 10]",Challenger
High School Sweethearts,Short + Sweet,Semi-finals,rotcmississauga,"[15, 15]","[12, 11]",Challenger
Moby Flick,GOATA Disciples,Semi-finals,rotcmississauga,"[15, 15]","[8, 12]",Challenger
Spikeball Hosers,NEM Tenacity,Semi-finals,rotcmississauga,"[11, 15, 15]","[15, 7, 11]",Challenger
CRO Spy Cam,FURY: REVENGE TOUR 😈,Semi-finals,rotcmississauga,"[15, 15]","[12, 9]",Challenger
CLB PAPI'S,FCR Sniff Sniff,Semi-finals,rotcmississauga,"[15, 15]","[9, 10]",Challenger
CRO save the fishies,Flick Merchants,P5: Semi-finals,rotcmississauga,"[21, 0]","[18, -1]",Challenger
Moby Flick,PB & J,P5: Final,rotcmississauga,"[15, -1]","[21, 0]",Challenger
FCR BHAD Boys,FCR Bologna Serves,P9: Quarter-finals,rotcmississauga,"[21, 0]","[13, -2]",Challenger
NEM Dark Slate,TJ’s Bar and Grill,P9: Quarter-finals,rotcmississauga,"[18, 0]","[21, 1]",Challenger
FCR BHAD Boys,TJ’s Bar and Grill,P9: Semi-finals,rotcmississauga,"[19, 0]","[21, 1]",Challenger
Jorgin Von Strangle,CRO Spy Cam,P9: Final,rotcmississauga,"[17, -2]","[21, 0]",Challenger
High School Sweethearts,Jorgin Von Strangle,9th place,rotcmississauga,"[0, 0]","[1, 1]",Challenger
CRO Spy Cam,Spikeball Hosers,9th place,rotcmississauga,"[21, 21]","[19, 18]",Challenger
NEM Dark Slate,FCR Bologna Serves,P13: Semi-finals,rotcmississauga,[-2],[0],Challenger
Spikeball Hosers,High School Sweethearts,P13: Final,rotcmississauga,[0],[-2],Challenger
Brezra,FCR Cold Cut Combo,P17: Round of 16,rotcmississauga,"[16, 15, 15]","[18, 10, 11]",Challenger
The Lord Of The Rims,Hookah Brother Up,P17: Round of 16,rotcmississauga,"[1, 1]","[0, 0]",Challenger
The Utilities,Team Dryden,P17: Round of 16,rotcmississauga,"[15, 13, 15]","[11, 15, 12]",Challenger
Reesor/Law,Brezra,P17: Quarter-finals,rotcmississauga,"[15, 15]","[11, 13]",Challenger
The Lord Of The Rims,The Utilities,P17: Quarter-finals,rotcmississauga,"[1, 1]","[0, 0]",Challenger
Reesor/Law,The Lord Of The Rims,P17: Semi-finals,rotcmississauga,"[0, 0]","[1, 1]",Challenger
Short + Sweet,FURY: REVENGE TOUR 😈,P17: Final,rotcmississauga,"[21, 0]","[17, -2]",Challenger
Say No More 🤫,Short + Sweet,17th place,rotcmississauga,"[18, -2]","[21, 0]",Challenger
NEM Tenacity,FURY: REVENGE TOUR 😈,17th place,rotcmississauga,"[18, 0]","[21, 1]",Challenger
DeMoura/Mark,Short + Sweet,19th place,rotcmississauga,"[18, -1]","[21, 0]",Challenger
NEM Tenacity,GOATA Disciples,19th place,rotcmississauga,"[21, 1]","[16, 0]",Challenger
FURY: REVENGE TOUR 😈,FCR Sniff Sniff,19th place,rotcmississauga,"[21, 0]","[16, -2]",Challenger
The Utilities,Brezra,P21: Semi-finals,rotcmississauga,"[12, -2]","[21, 0]",Challenger
NEM Tenacity,Say No More 🤫,P21: Final,rotcmississauga,"[20, -2]","[22, 0]",Challenger
Team Dryden,Hookah Brother Up,P25: Quarter-finals,rotcmississauga,"[14, 0]","[21, 1]",Challenger
FCR Cold Cut Combo,Hookah Brother Up,P25: Semi-finals,rotcmississauga,"[21, 1]","[16, 0]",Challenger
DeMoura/Mark,FCR Sniff Sniff,P25: Final,rotcmississauga,"[18, -1]","[21, 0]",Challenger
FCR Sniff Sniff,GOATA Disciples,25th place,rotcmississauga,"[21, 0]","[13, -1]",Challenger
Bullafutz,Drydenites,Round of 16,rotcmississauga,"[21, 21]","[17, 13]",MRC OPEN
Mullet Monz,FCR Double Trouble,Round of 16,rotcmississauga,"[1, 1]","[0, 0]",MRC OPEN
The Significant Others,GT Spikers,Round of 16,rotcmississauga,"[15, 15]","[5, 8]",MRC OPEN
Latino Crooks,Bullafutz,Quarter-finals,rotcmississauga,"[21, 21]","[16, 13]",MRC OPEN
Mullet Monz,The Significant Others,Quarter-finals,rotcmississauga,"[0, 1, 0]","[1, 0, 1]",MRC OPEN
Latino Crooks,The Significant Others,Semi-finals,rotcmississauga,"[21, 21]","[9, 19]",MRC OPEN
Balls Up,The Crimson Chin,Final,rotcmississauga,"[21, 21]","[13, 18]",MRC OPEN
Balls Up,Joan Boys,1st place,rotcmississauga,"[21, 21]","[18, 15]",MRC OPEN
The Crimson Chin,Double Whammy,1st place,rotcmississauga,"[21, 21]","[9, 15]",MRC OPEN
Joan Boys,The Firm,3rd place,rotcmississauga,"[21, 21]","[12, 16]",MRC OPEN
The Crimson Chin,The Weewoos,3rd place,rotcmississauga,"[21, 21]","[8, 10]",MRC OPEN
Double Whammy,Can Take Pancake,3rd place,rotcmississauga,"[15, 15, 15]","[17, 10, 13]",MRC OPEN
Mullet Monz,Bullafutz,P5: Semi-finals,rotcmississauga,"[21, 23, 8]","[11, 25, 15]",MRC OPEN
Double Whammy,Joan Boys,P5: Final,rotcmississauga,"[14, 18]","[21, 21]",MRC OPEN
GT Spikers,FCR Double Trouble,P9: Quarter-finals,rotcmississauga,"[21, 19, 19]","[19, 21, 21]",MRC OPEN
Drydenites,FCR Double Trouble,P9: Semi-finals,rotcmississauga,"[15, 15]","[7, 9]",MRC OPEN
