Team Name,Wins,Losses,Result,Division,Tournament
CRO rimmer season,9,0,1,Challenger,rotcmississauga
Average Joe’s,8,1,2,Challenger,rotcmississauga
bonk,9,1,3,Challenger,rotcmississauga
CLB PAPI'S,7,3,4,Challenger,rotcmississauga
CRO save the fishies,7,2,5,Challenger,rotcmississauga
PB & J,7,2,5,Challenger,rotcmississauga
Moby Flick,7,2,7,Challenger,rotcmississauga
Flick Merchants,6,3,7,Challenger,rotcmississauga
CRO Spy Cam,7,3,9,Challenger,rotcmississauga
TJ’s Bar and Grill,6,4,10,Challenger,rotcmississauga
Jorgin Von Strangle,6,4,11,Challenger,rotcmississauga
FCR BHAD Boys,6,4,12,Challenger,rotcmississauga
FCR Bologna Serves,5,5,13,Challenger,rotcmississauga
Spikeball Hosers,5,5,14,Challenger,rotcmississauga
High School Sweethearts,5,4,15,Challenger,rotcmississauga
NEM Dark Slate,4,5,15,Challenger,rotcmississauga
The Lord Of The Rims,6,4,17,Challenger,rotcmississauga
Short + Sweet,4,6,18,Challenger,rotcmississauga
FURY: REVENGE TOUR 😈,3,6,19,Challenger,rotcmississauga
Reesor/Law,3,5,19,Challenger,rotcmississauga
Say No More 🤫,4,5,21,Challenger,rotcmississauga
Brezra,3,7,22,Challenger,rotcmississauga
NEM Tenacity,4,6,23,Challenger,rotcmississauga
The Utilities,2,8,24,Challenger,rotcmississauga
FCR Sniff Sniff,3,7,25,Challenger,rotcmississauga
FCR Cold Cut Combo,2,7,26,Challenger,rotcmississauga
Hookah Brother Up,2,8,27,Challenger,rotcmississauga
DeMoura/Mark,1,8,28,Challenger,rotcmississauga
Team Dryden,0,8,29,Challenger,rotcmississauga
GOATA Disciples,0,8,29,Challenger,rotcmississauga
Latino Crooks,9,0,1,MRC OPEN,rotcmississauga
Balls Up,8,1,2,MRC OPEN,rotcmississauga
The Crimson Chin,8,2,3,MRC OPEN,rotcmississauga
The Significant Others,6,4,4,MRC OPEN,rotcmississauga
Bullafutz,5,4,5,MRC OPEN,rotcmississauga
Joan Boys,5,4,5,MRC OPEN,rotcmississauga
Mullet Monz,7,3,7,MRC OPEN,rotcmississauga
Double Whammy,5,5,8,MRC OPEN,rotcmississauga
The Firm,4,5,9,MRC OPEN,rotcmississauga
Drydenites,3,6,10,MRC OPEN,rotcmississauga
Can Take Pancake,2,7,11,MRC OPEN,rotcmississauga
FCR Double Trouble,1,8,11,MRC OPEN,rotcmississauga
The Weewoos,1,8,13,MRC OPEN,rotcmississauga
GT Spikers,1,8,14,MRC OPEN,rotcmississauga
DM Sliders 👀,8,0,1,Women's,rotcmississauga
20lb jugs,7,2,2,Women's,rotcmississauga
Leftovers 🤷‍♀️,5,4,3,Women's,rotcmississauga
ROSECHELLA,5,4,4,Women's,rotcmississauga
We Go Jim,2,5,5,Women's,rotcmississauga
Mystery machine,1,6,6,Women's,rotcmississauga
Wondersisters,0,7,6,Women's,rotcmississauga
