Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Boomballs Only,Mac and Devin Go to Spike School,Round of 16,atlsummer2023,"[1, 0, 0]","[0, 1, 1]",Expert (4.5-5.0+)
Barber Shop,Wrappers Delight,Round of 16,atlsummer2023,"[21, 21]","[15, 9]",Expert (4.5-5.0+)
OF ButtBuddies,Mac and Devin Go to Spike School,Quarter-finals,atlsummer2023,"[1, 1]","[0, 0]",Expert (4.5-5.0+)
Low Key,Barber Shop,Quarter-finals,atlsummer2023,"[19, 21, 24]","[21, 17, 26]",Expert (4.5-5.0+)
OF ButtBuddies,Barber Shop,Semi-finals,atlsummer2023,"[21, 21]","[9, 10]",Expert (4.5-5.0+)
Fowler/Narayan,Lil guy squirts,Final,atlsummer2023,"[21, 26]","[10, 24]",Expert (4.5-5.0+)
Fowler/Narayan,Twix,1st place,atlsummer2023,"[21, 19, 21]","[15, 21, 9]",Expert (4.5-5.0+)
Lil guy squirts,TSA,1st place,atlsummer2023,"[21, 21]","[14, 13]",Expert (4.5-5.0+)
Tennessee Bwoys,Twix,3rd place,atlsummer2023,"[19, 19]","[21, 21]",Expert (4.5-5.0+)
TSA,TNT,3rd place,atlsummer2023,"[1, 1]","[0, 0]",Expert (4.5-5.0+)
Low Key,Mac and Devin Go to Spike School,P5: Semi-finals,atlsummer2023,"[-1, -1, -1]","[-1, -1, -1]",Expert (4.5-5.0+)
TSA,Twix,P5: Final,atlsummer2023,"[-1, -1, -1]","[-1, -1, -1]",Expert (4.5-5.0+)
Boomballs Only,Wrappers Delight,P9: Semi-finals,atlsummer2023,"[-1, -1, -1]","[-1, -1, -1]",Expert (4.5-5.0+)
Tennessee Bwoys,TNT,P9: Final,atlsummer2023,"[21, 21]","[16, 18]",Expert (4.5-5.0+)
Boomballs Only,Wrappers Delight,P9: Semi-finals,atlsummer2023,"[-1, -1, -1]","[-1, -1, -1]",Expert (4.5-5.0+)
Tennessee Bwoys,TNT,P9: Final,atlsummer2023,"[21, 21]","[16, 18]",Expert (4.5-5.0+)
