Team Name,Wins,Losses,Result,Division,Tournament
Paq’s delinquent children,7,1,1,4.5 Elite w/NHZ,2023fts
Traylor Park Boys,7,1,2,4.5 Elite w/NHZ,2023fts
Disordered,7,1,3,4.5 Elite w/NHZ,2023fts
The Sweet Life of Stokes and Cody,2,6,4,4.5 Elite w/NHZ,2023fts
This Prince Has Her Hart,6,2,5,4.5 Elite w/NHZ,2023fts
Aces only,4,4,6,4.5 Elite w/NHZ,2023fts
Bushlow,5,2,7,4.5 Elite w/NHZ,2023fts
Rice Drop,2,5,8,4.5 Elite w/NHZ,2023fts
Krunkle,6,2,9,4.5 Elite w/NHZ,2023fts
RRP Monkey Business,5,3,10,4.5 Elite w/NHZ,2023fts
Matt and Isaac R gud at spIkEbAll,4,4,11,4.5 Elite w/NHZ,2023fts
14+21,4,4,11,4.5 Elite w/NHZ,2023fts
Maximum Effort,3,4,13,4.5 Elite w/NHZ,2023fts
Chef's Special,0,0,14,4.5 Elite w/NHZ,2023fts
Mix and Match,0,0,14,4.5 Elite w/NHZ,2023fts
Mo Mundy Mo Problems,2,6,14,4.5 Elite w/NHZ,2023fts
SHpOooP,2,5,17,4.5 Elite w/NHZ,2023fts
Egg,2,5,18,4.5 Elite w/NHZ,2023fts
Skip to my Lululemon,0,6,19,4.5 Elite w/NHZ,2023fts
Rakes,0,6,19,4.5 Elite w/NHZ,2023fts
Spike Tysons,8,0,1,4.0 Advanced w/NHZ,2023fts
Botty,5,3,2,4.0 Advanced w/NHZ,2023fts
Net worth,6,1,3,4.0 Advanced w/NHZ,2023fts
Dragon Warriors,0,0,4,4.0 Advanced w/NHZ,2023fts
RRP Guilty,6,2,5,4.0 Advanced w/NHZ,2023fts
Bongos,3,6,6,4.0 Advanced w/NHZ,2023fts
Horse Milk,2,5,7,4.0 Advanced w/NHZ,2023fts
Brennen/Daniel,3,4,8,4.0 Advanced w/NHZ,2023fts
Dunn / Mercer,0,0,9,4.0 Advanced w/NHZ,2023fts
Zesty Thangs,1,6,10,4.0 Advanced w/NHZ,2023fts
Hot Potatoes,1,6,11,4.0 Advanced w/NHZ,2023fts
21 Bridges,6,1,1,3.0 Intermediate,2023fts
Knights of the Roundnet,5,2,2,3.0 Intermediate,2023fts
Rubber Duckies,6,1,3,3.0 Intermediate,2023fts
Second Place,3,5,4,3.0 Intermediate,2023fts
Sanford’s Grandchildren,3,3,5,3.0 Intermediate,2023fts
Peachy keen team,4,2,5,3.0 Intermediate,2023fts
GREEEN TEE,3,5,7,3.0 Intermediate,2023fts
LegendaryShowdown,2,5,8,3.0 Intermediate,2023fts
girlie squad 💅🏼,1,5,9,3.0 Intermediate,2023fts
Elder/Younkin,1,5,10,3.0 Intermediate,2023fts
