Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
AZR PBR COB,Give Me Back My Rib,Round of 16,2023squads,"[19, 22, 21]","[21, 20, 14]",5.0 Premier w/NHZ
Dialed,AZR PBR COB,Quarter-finals,2023squads,"[21, 21]","[19, 18]",5.0 Premier w/NHZ
Your Bad,Shiver MP,Quarter-finals,2023squads,"[21, 17, 21]","[19, 21, 19]",5.0 Premier w/NHZ
Dialed,Your Bad,Semi-finals,2023squads,"[16, 21, 25]","[21, 14, 27]",5.0 Premier w/NHZ
"Depression, Cheez-Its, and Cargo Shorts",Guachos,Final,2023squads,"[1, 0, 0]","[0, 1, 1]",5.0 Premier w/NHZ
"Depression, Cheez-Its, and Cargo Shorts",Hot Monkey Pt IV: Monkeys in Goblin mode,1st place,2023squads,"[18, 21, 21]","[21, 17, 19]",5.0 Premier w/NHZ
Guachos,Coneheads,1st place,2023squads,"[21, 21]","[13, 19]",5.0 Premier w/NHZ
Rice Mola,Hot Monkey Pt IV: Monkeys in Goblin mode,3rd place,2023squads,"[21, 13, 19]","[18, 21, 21]",5.0 Premier w/NHZ
Coneheads,Back in My Day,3rd place,2023squads,"[76, 21]","[74, 2]",5.0 Premier w/NHZ
Shiver MP,AZR PBR COB,P5: Semi-finals,2023squads,"[19, -1]","[21, 0]",5.0 Premier w/NHZ
Coneheads,Hot Monkey Pt IV: Monkeys in Goblin mode,P5: Final,2023squads,"[-1, -1, -1]","[-1, -1, -1]",5.0 Premier w/NHZ
Rice Mola,Back in My Day,P9: Final,2023squads,"[-1, -1, -1]","[-1, -1, -1]",5.0 Premier w/NHZ
Rice Mola,Back in My Day,P9: Final,2023squads,"[-1, -1, -1]","[-1, -1, -1]",5.0 Premier w/NHZ
Aidan Mackey is cute,Tegel/Howard,Round of 16,2023squads,"[21, 21]","[9, 5]",4.5 Contender w/NHZ
TheGOATGene,Aidan Mackey is cute,Quarter-finals,2023squads,"[14, 13]","[21, 21]",4.5 Contender w/NHZ
0 and 4 in pool,David's and Goliath,Quarter-finals,2023squads,"[21, 21]","[16, 12]",4.5 Contender w/NHZ
Aidan Mackey is cute,0 and 4 in pool,Semi-finals,2023squads,"[18, 16]","[21, 21]",4.5 Contender w/NHZ
Aidan Mackey is cuter,Wild West Roundnet,Final,2023squads,"[21, 21]","[13, 14]",4.5 Contender w/NHZ
Aidan Mackey is cuter,Slammo Dropouts,1st place,2023squads,"[21, 21]","[14, 8]",4.5 Contender w/NHZ
Elektos,Wild West Roundnet,1st place,2023squads,"[21, 23, 20]","[18, 25, 22]",4.5 Contender w/NHZ
Slammo Dropouts,Supercalifragilisticexpialidocious,3rd place,2023squads,"[21, 21]","[14, 14]",4.5 Contender w/NHZ
Wild West Roundnet,All You Can Eat,3rd place,2023squads,"[21, 21]","[14, 8]",4.5 Contender w/NHZ
David's and Goliath,TheGOATGene,P5: Semi-finals,2023squads,"[21, 24]","[18, 22]",4.5 Contender w/NHZ
Elektos,Slammo Dropouts,P5: Final,2023squads,"[15, 15]","[12, 9]",4.5 Contender w/NHZ
Supercalifragilisticexpialidocious,All You Can Eat,P9: Final,2023squads,"[19, 21, 18]","[21, 16, 21]",4.5 Contender w/NHZ
Supercalifragilisticexpialidocious,All You Can Eat,P9: Final,2023squads,"[19, 21, 18]","[21, 16, 21]",4.5 Contender w/NHZ
OVCN duo,Chugga chugga,Quarter-finals,2023squads,"[21, 21]","[14, 16]",3.0-4.0 Divisions
S Squared,OVCN duo,Semi-finals,2023squads,"[21, 21]","[15, 17]",3.0-4.0 Divisions
Smash Bros,Ball Busters,Final,2023squads,"[0, 1, 1]","[1, 0, 0]",3.0-4.0 Divisions
Smash Bros,That's What She Set,1st place,2023squads,"[1, 1]","[0, 0]",3.0-4.0 Divisions
Ball Busters,Small but Mighty,1st place,2023squads,"[1, 1]","[0, 0]",3.0-4.0 Divisions
Small but Mighty,That's What She Set,P5: Final,2023squads,"[1, 1]","[0, 0]",3.0-4.0 Divisions
Small but Mighty,That's What She Set,P5: Final,2023squads,"[1, 1]","[0, 0]",3.0-4.0 Divisions
