Team Name,Wins,Losses,Result,Division,Tournament
SuPeerNora,9,0,1,Mixed Advanced/Intermediate,etsparis2023
Aloha,8,1,2,Mixed Advanced/Intermediate,etsparis2023
Na-Da,8,1,3,Mixed Advanced/Intermediate,etsparis2023
Tiermaschine,7,2,4,Mixed Advanced/Intermediate,etsparis2023
Salt and Pepper,8,1,5,Mixed Advanced/Intermediate,etsparis2023
TrashPandas,6,3,6,Mixed Advanced/Intermediate,etsparis2023
Hat swap,7,2,7,Mixed Advanced/Intermediate,etsparis2023
#THPOE,5,3,8,Mixed Advanced/Intermediate,etsparis2023
Bad salmons,7,1,9,Mixed Advanced/Intermediate,etsparis2023
UniLey,6,2,10,Mixed Advanced/Intermediate,etsparis2023
"Le Bon, la Britt et le Theunis",6,3,11,Mixed Advanced/Intermediate,etsparis2023
Aussie Roos,6,3,12,Mixed Advanced/Intermediate,etsparis2023
Bananas for Johannes,5,2,13,Mixed Advanced/Intermediate,etsparis2023
PIKAMIENTOS,4,3,13,Mixed Advanced/Intermediate,etsparis2023
YoshJa,3,4,13,Mixed Advanced/Intermediate,etsparis2023
Levi & Riet,4,2,13,Mixed Advanced/Intermediate,etsparis2023
RR juice gastrico,7,2,17,Mixed Advanced/Intermediate,etsparis2023
Pinkey Jinkey,6,3,18,Mixed Advanced/Intermediate,etsparis2023
Pingu Panther,7,2,19,Mixed Advanced/Intermediate,etsparis2023
Zippy Roosters,4,4,20,Mixed Advanced/Intermediate,etsparis2023
Superb'owl'er,6,3,21,Mixed Advanced/Intermediate,etsparis2023
Breizh truffades,4,4,22,Mixed Advanced/Intermediate,etsparis2023
Double A'ce,4,4,23,Mixed Advanced/Intermediate,etsparis2023
2stressed2bebest,4,4,23,Mixed Advanced/Intermediate,etsparis2023
Les Loulou,7,2,25,Mixed Advanced/Intermediate,etsparis2023
Déjà-vu,4,4,26,Mixed Advanced/Intermediate,etsparis2023
Flying Free,5,4,27,Mixed Advanced/Intermediate,etsparis2023
Red Redonda,4,5,27,Mixed Advanced/Intermediate,etsparis2023
Ditte og Dutte,5,4,29,Mixed Advanced/Intermediate,etsparis2023
AToA,3,6,30,Mixed Advanced/Intermediate,etsparis2023
Danish Spikamite,3,5,31,Mixed Advanced/Intermediate,etsparis2023
RCB Scrambled Tofu,2,7,32,Mixed Advanced/Intermediate,etsparis2023
GabriElise,6,2,33,Mixed Advanced/Intermediate,etsparis2023
Flip Flop,5,3,34,Mixed Advanced/Intermediate,etsparis2023
False-Net sauce roquefort,6,3,35,Mixed Advanced/Intermediate,etsparis2023
Team Phoenix,4,5,36,Mixed Advanced/Intermediate,etsparis2023
Wazungu,5,4,37,Mixed Advanced/Intermediate,etsparis2023
Lego and waffles,5,4,38,Mixed Advanced/Intermediate,etsparis2023
Flotters,2,6,39,Mixed Advanced/Intermediate,etsparis2023
Chrusumonster,4,4,39,Mixed Advanced/Intermediate,etsparis2023
Halvard/Margaux,5,3,41,Mixed Advanced/Intermediate,etsparis2023
SUI - Gnocchi mit Pecorino,5,3,41,Mixed Advanced/Intermediate,etsparis2023
The Double Dutch,3,5,43,Mixed Advanced/Intermediate,etsparis2023
Tullidos,4,4,43,Mixed Advanced/Intermediate,etsparis2023
Chat & Chat,3,5,45,Mixed Advanced/Intermediate,etsparis2023
Creme Caramel,2,4,46,Mixed Advanced/Intermediate,etsparis2023
Ok pour moi,3,4,46,Mixed Advanced/Intermediate,etsparis2023
Flotjes,1,7,46,Mixed Advanced/Intermediate,etsparis2023
Dom und Münster,4,5,49,Mixed Advanced/Intermediate,etsparis2023
Saus,5,4,50,Mixed Advanced/Intermediate,etsparis2023
Hommingbirds,3,6,51,Mixed Advanced/Intermediate,etsparis2023
Olli Otter,2,7,52,Mixed Advanced/Intermediate,etsparis2023
BASIC,4,5,53,Mixed Advanced/Intermediate,etsparis2023
Green sailors,3,6,54,Mixed Advanced/Intermediate,etsparis2023
LancElo,3,6,55,Mixed Advanced/Intermediate,etsparis2023
Fuze Team,2,7,56,Mixed Advanced/Intermediate,etsparis2023
Cheers Mate,3,5,57,Mixed Advanced/Intermediate,etsparis2023
Les blonds à rien,4,5,58,Mixed Advanced/Intermediate,etsparis2023
One girl two cuts,4,5,59,Mixed Advanced/Intermediate,etsparis2023
Millenium,2,7,60,Mixed Advanced/Intermediate,etsparis2023
Nimma Net Ninjas,1,6,61,Mixed Advanced/Intermediate,etsparis2023
Long leg Llamas,0,6,62,Mixed Advanced/Intermediate,etsparis2023
Eigenmann,2,5,62,Mixed Advanced/Intermediate,etsparis2023
Christmas in Summer 🏝,1,7,62,Mixed Advanced/Intermediate,etsparis2023
Mugiwaras,2,4,65,Mixed Advanced/Intermediate,etsparis2023
Green Hot Chilli Peppers,1,5,66,Mixed Advanced/Intermediate,etsparis2023
Team Angio,2,5,67,Mixed Advanced/Intermediate,etsparis2023
La Montagne Rose,1,6,68,Mixed Advanced/Intermediate,etsparis2023
Nous deux,0,5,69,Mixed Advanced/Intermediate,etsparis2023
Happy husband happy life,0,5,69,Mixed Advanced/Intermediate,etsparis2023
Eisenträger/Siemer,7,1,1,Open Gold/Premier,etsparis2023
Lacombe/Chapelière,5,2,2,Open Gold/Premier,etsparis2023
Kandula/Visek,6,2,3,Open Gold/Premier,etsparis2023
Hustling Brothers,5,2,4,Open Gold/Premier,etsparis2023
JulJan,4,3,5,Open Gold/Premier,etsparis2023
Never Cold🌡️,4,5,6,Open Gold/Premier,etsparis2023
RCG Powerline,6,2,7,Open Gold/Premier,etsparis2023
Elbourne/Hatas,3,5,8,Open Gold/Premier,etsparis2023
RBZ Capri Sons,6,2,9,Open Gold/Premier,etsparis2023
Pour Combien ?,5,3,10,Open Gold/Premier,etsparis2023
Future Commando,4,4,11,Open Gold/Premier,etsparis2023
Stadtaffen,4,4,12,Open Gold/Premier,etsparis2023
RCB Spikeleeks,4,4,13,Open Gold/Premier,etsparis2023
Pierre Feuille Victor,3,6,14,Open Gold/Premier,etsparis2023
Sayy no to GunZ,2,5,15,Open Gold/Premier,etsparis2023
Erik/Marco,2,6,15,Open Gold/Premier,etsparis2023
Curtain Call,2,5,17,Open Gold/Premier,etsparis2023
Hokus Beng,0,5,18,Open Gold/Premier,etsparis2023
nerds in disguise,0,6,19,Open Gold/Premier,etsparis2023
RCB Drü,9,1,1,Open Contender,etsparis2023
Pocket Aces,8,1,2,Open Contender,etsparis2023
Krakoucass,7,2,3,Open Contender,etsparis2023
Les Spikmins,7,2,4,Open Contender,etsparis2023
Double Touch,9,1,5,Open Contender,etsparis2023
