Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
dummy dummy dummy,COOK some SORENder,P5: Semi-finals,2023alpine,"[15, 16]","[10, 14]",4.5 Elite w/NHZ
Inconspicuous Cleats,Anderson/Cote,P5: Final,2023alpine,"[21, 1]","[9, 0]",4.5 Elite w/NHZ
dummy dummy dummy,COOK some SORENder,P5: Semi-finals,2023alpine,"[15, 16]","[10, 14]",4.5 Elite w/NHZ
Inconspicuous Cleats,Anderson/Cote,P5: Final,2023alpine,"[21, 1]","[9, 0]",4.5 Elite w/NHZ
WIS,MC'DS,Round of 16,2023alpine,"[19, 0]","[21, 1]",4.0 Competitive w/NHZ
Spike-a-delic,Feet,Round of 16,2023alpine,"[21, 1]","[18, 0]",4.0 Competitive w/NHZ
Yeah That’s Us,The great googly moogilies,Round of 16,2023alpine,"[21, 1]","[11, 0]",4.0 Competitive w/NHZ
ace down,MC'DS,Quarter-finals,2023alpine,"[21, 1]","[15, 0]",4.0 Competitive w/NHZ
Spike-a-delic,Yeah That’s Us,Quarter-finals,2023alpine,"[13, 0]","[21, 1]",4.0 Competitive w/NHZ
ace down,Yeah That’s Us,Semi-finals,2023alpine,"[14, 16]","[21, 21]",4.0 Competitive w/NHZ
Balls out,We back,Final,2023alpine,"[12, 24, 10]","[15, 22, 15]",4.0 Competitive w/NHZ
Balls out,The monos,1st place,2023alpine,"[23, 1]","[21, 0]",4.0 Competitive w/NHZ
We back,Pink eye,1st place,2023alpine,"[21, 1]","[6, 0]",4.0 Competitive w/NHZ
Peachy Keen,The monos,3rd place,2023alpine,"[15, 0]","[21, 1]",4.0 Competitive w/NHZ
Pink eye,"Swami, slippy, slappy...Samsonite!",3rd place,2023alpine,"[21, 1]","[18, 0]",4.0 Competitive w/NHZ
Spike-a-delic,MC'DS,P5: Semi-finals,2023alpine,"[16, 13, 14]","[14, 15, 16]",4.0 Competitive w/NHZ
Pink eye,The monos,P5: Final,2023alpine,"[18, 0]","[21, 1]",4.0 Competitive w/NHZ
The great googly moogilies,Feet,P9: Quarter-finals,2023alpine,"[1, 21]","[0, 18]",4.0 Competitive w/NHZ
WIS,The great googly moogilies,P9: Semi-finals,2023alpine,"[21, 1]","[15, 0]",4.0 Competitive w/NHZ
Peachy Keen,"Swami, slippy, slappy...Samsonite!",P9: Final,2023alpine,"[18, 21, 14]","[21, 19, 21]",4.0 Competitive w/NHZ
