Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Boysterous,Down Bad,Quarter-finals,2021rockhill,"[18, 21, 21]","[21, 12, 12]",Premier
Sloppy Seconds,ClubSpike What A Save!!!,Quarter-finals,2021rockhill,"[19, 21, 21]","[21, 16, 17]",Premier
Boysterous,Sloppy Seconds,Semi-finals,2021rockhill,"[14, 21, 13]","[21, 18, 21]",Premier
Lipping Vicarryously,Mahagony Propane,Final,2021rockhill,"[25, 21, 21]","[27, 19, 17]",Premier
Lipping Vicarryously,Tiki Taka,1st place,2021rockhill,"[21, 21]","[15, 17]",Premier
Mahagony Propane,Volley Llamas,1st place,2021rockhill,"[21, 21]","[18, 16]",Premier
ClubSpike What A Save!!!,Down Bad,P5: Semi-finals,2021rockhill,"[-1, -1, -1]","[-1, -1, -1]",Premier
Volley Llamas,Tiki Taka,P5: Final,2021rockhill,"[-1, -1, -1]","[-1, -1, -1]",Premier
Confused,Grassy,Round of 16,2021rockhill,"[0, 0]","[1, 1]",Premier
TRP Outside Smoke,Grassy,Quarter-finals,2021rockhill,"[21, 22]","[15, 20]",Premier
Fizz,OWS,Quarter-finals,2021rockhill,"[20, 19]","[22, 21]",Premier
TRP Outside Smoke,OWS,Semi-finals,2021rockhill,"[21, 19, 25]","[17, 21, 23]",Premier
Hsuper Powers,Hilltop,Final,2021rockhill,"[13, 13]","[21, 21]",Premier
Bull City,Hsuper Powers,1st place,2021rockhill,"[21, 23, 21]","[18, 25, 23]",Premier
Murphy Mitchum,Hilltop,1st place,2021rockhill,"[14, 13]","[21, 21]",Premier
Hsuper Powers,Trash Pandas,3rd place,2021rockhill,"[21, 16, 21]","[18, 21, 16]",Premier
Hilltop,Bolivia,3rd place,2021rockhill,"[21, 21]","[11, 16]",Premier
Fizz,Grassy,P5: Semi-finals,2021rockhill,"[-1, -1, -1]","[-1, -1, -1]",Premier
Murphy Mitchum,Bull City,P5: Final,2021rockhill,"[-1, -1, -1]","[-1, -1, -1]",Premier
Trash Pandas,Bolivia,P9: Final,2021rockhill,"[-1, -1, -1]","[-1, -1, -1]",Premier
Trash Pandas,Bolivia,P9: Final,2021rockhill,"[-1, -1, -1]","[-1, -1, -1]",Premier
OWA OWA,Sports!,Round of 64,2021rockhill,"[21, 21]","[19, 16]",Contender
KinkStart,Harry Quads,Round of 64,2021rockhill,"[21, 21]","[17, 15]",Contender
Ancona/Benton,Charleston Roundnet,Round of 64,2021rockhill,"[18, 21, 21]","[21, 12, 17]",Contender
Simon Lines,OWA OWA,Round of 32,2021rockhill,"[21, 21]","[15, 10]",Contender
gingersnaps,Inside Smoke,Round of 32,2021rockhill,"[1, 1]","[0, 0]",Contender
Chasin Bills,Fireball Kwanzaa,Round of 32,2021rockhill,"[19, 21, 21]","[21, 12, 15]",Contender
Pocket Kings,Scrubmuffins,Round of 32,2021rockhill,"[18, 21, 18]","[21, 14, 21]",Contender
Land Dolphins,KinkStart,Round of 32,2021rockhill,"[21, 31, 21]","[14, 33, 12]",Contender
S'more Defense,Lefty Setters,Round of 32,2021rockhill,"[18, 21, 23]","[21, 19, 21]",Contender
Crinkle Cut Fries,What’s on 2?,Round of 32,2021rockhill,"[13, 21, 21]","[21, 19, 15]",Contender
Ancona/Benton,Pressure,Round of 32,2021rockhill,"[6, 20]","[21, 22]",Contender
Simon Lines,gingersnaps,Round of 16,2021rockhill,"[21, 21]","[10, 15]",Contender
Chasin Bills,Scrubmuffins,Round of 16,2021rockhill,"[21, 21]","[17, 18]",Contender
Land Dolphins,S'more Defense,Round of 16,2021rockhill,"[21, 21]","[14, 15]",Contender
Crinkle Cut Fries,Pressure,Round of 16,2021rockhill,"[18, 26]","[21, 28]",Contender
Simon Lines,Chasin Bills,Quarter-finals,2021rockhill,"[21, 21]","[18, 11]",Contender
Land Dolphins,Pressure,Quarter-finals,2021rockhill,"[23, 21]","[21, 15]",Contender
Simon Lines,Land Dolphins,Semi-finals,2021rockhill,"[21, 16, 21]","[16, 21, 14]",Contender
Dom & Jay,Lazarus,Final,2021rockhill,"[21, 17, 18]","[19, 21, 21]",Contender
Dom & Jay,Savage Joes,1st place,2021rockhill,"[21, 21]","[16, 17]",Contender
Lazarus,Prestige Worldwide,1st place,2021rockhill,"[21, 21]","[18, 13]",Contender
Dom & Jay,Google Docs,3rd place,2021rockhill,"[21, 21]","[16, 16]",Contender
Slow Jamz,Savage Joes,3rd place,2021rockhill,"[17, 17]","[21, 21]",Contender
Lazarus,The Spike Mill,3rd place,2021rockhill,"[21, 21]","[10, 14]",Contender
Prestige Worldwide,Bread and Butter,3rd place,2021rockhill,"[21, 15, 21]","[18, 21, 12]",Contender
Dom & Jay,Prospect Parking,Semi-finals,2021rockhill,"[21, 21]","[4, 12]",Contender
Breeding/Silva,Google Docs,Semi-finals,2021rockhill,"[14, 14]","[21, 21]",Contender
Slow Jamz,Twinsanity,Semi-finals,2021rockhill,"[21, 21]","[16, 16]",Contender
Waffle House,Savage Joes,Semi-finals,2021rockhill,"[21, 18, 17]","[18, 21, 21]",Contender
Lazarus,Scenic city spike,Semi-finals,2021rockhill,"[21, 21]","[9, 13]",Contender
The Spike Mill,Last Picks,Semi-finals,2021rockhill,"[33, 21]","[31, 15]",Contender
Prestige Worldwide,Slappin' Big Birds,Semi-finals,2021rockhill,"[21, 21]","[10, 15]",Contender
CLT 2.0,Bread and Butter,Semi-finals,2021rockhill,"[9, 11]","[21, 21]",Contender
Prospect Parking,Cold Front,Quarter-finals,2021rockhill,"[21, 21]","[12, 16]",Contender
Waffle House,Queen City Quills,Quarter-finals,2021rockhill,"[21, 21]","[8, 6]",Contender
Scenic city spike,Cold Front 2,Quarter-finals,2021rockhill,"[21, 21]","[19, 14]",Contender
CLT 2.0,Chicos de Leche,Quarter-finals,2021rockhill,"[21, 21]","[11, 10]",Contender
Pressure,Chasin Bills,P5: Semi-finals,2021rockhill,[-1],[-1],Contender
Prestige Worldwide,Savage Joes,P5: Final,2021rockhill,[-1],[-1],Contender
Scrubmuffins,gingersnaps,P9: Quarter-finals,2021rockhill,[-1],[-1],Contender
Crinkle Cut Fries,S'more Defense,P9: Quarter-finals,2021rockhill,[-1],[-1],Contender
Slow Jamz,Google Docs,9th place,2021rockhill,[-1],[-1],Contender
Bread and Butter,The Spike Mill,9th place,2021rockhill,[-1],[-1],Contender
Inside Smoke,OWA OWA,P17: Round of 16,2021rockhill,[-1],[-1],Contender
Fireball Kwanzaa,Pocket Kings,P17: Round of 16,2021rockhill,[-1],[-1],Contender
Lefty Setters,KinkStart,P17: Round of 16,2021rockhill,[-1],[-1],Contender
What’s on 2?,Ancona/Benton,P17: Round of 16,2021rockhill,[-1],[-1],Contender
Breeding/Silva,Prospect Parking,19th place,2021rockhill,[-1],[-1],Contender
Twinsanity,Waffle House,19th place,2021rockhill,[-1],[-1],Contender
Last Picks,Scenic city spike,19th place,2021rockhill,[-1],[-1],Contender
Slappin' Big Birds,CLT 2.0,19th place,2021rockhill,[-1],[-1],Contender
Harry Quads,Charleston Roundnet,P33: Quarter-finals,2021rockhill,[-1],[-1],Contender
Cold Front,Queen City Quills,33rd place,2021rockhill,[-1],[-1],Contender
Cold Front 2,Chicos de Leche,33rd place,2021rockhill,[-1],[-1],Contender
Stranger Things,Bennett/MacLean,Round of 16,2021rockhill,"[21, 21]","[13, 12]",Women's Advanced
K2,Stranger Things,Quarter-finals,2021rockhill,"[21, 21]","[13, 12]",Women's Advanced
Gluteus Maximus GORLS,Bumble B’s,Quarter-finals,2021rockhill,"[21, 21]","[11, 16]",Women's Advanced
K2,Gluteus Maximus GORLS,Semi-finals,2021rockhill,"[1, 1]","[0, 0]",Women's Advanced
2+2,Rally Cats,Final,2021rockhill,"[21, 27]","[18, 25]",Women's Advanced
2+2,Purple Ninjas,1st place,2021rockhill,"[21, 21]","[11, 12]",Women's Advanced
Rally Cats,Time Out,1st place,2021rockhill,"[21, 21]","[13, 17]",Women's Advanced
Bumble B’s,Stranger Things,P5: Semi-finals,2021rockhill,"[21, 21]","[12, 17]",Women's Advanced
Time Out,Purple Ninjas,P5: Final,2021rockhill,"[24, 18, 18]","[22, 21, 21]",Women's Advanced
Southern Humidity,Chicken Slingers,Round of 16,2021rockhill,"[21, 19, 15]","[17, 21, 21]",Advanced
