Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Murray/Mundy,Threat Level John,Round of 16,2023spike-night-open,"[19, 21, 21]","[21, 16, 15]",5.0 Premier w/NHZ
"Depression, Cheez-Its, and Cargo Shorts",Murray/Mundy,Quarter-finals,2023spike-night-open,"[21, 21]","[18, 19]",5.0 Premier w/NHZ
Cool & Collected,Carr/Forbush,Quarter-finals,2023spike-night-open,"[16, 21, 21]","[21, 16, 19]",5.0 Premier w/NHZ
"Depression, Cheez-Its, and Cargo Shorts",Cool & Collected,Semi-finals,2023spike-night-open,"[21, 21]","[15, 18]",5.0 Premier w/NHZ
Foot Race Survivors,Hand of Gucci,Final,2023spike-night-open,"[1, 1]","[0, 0]",5.0 Premier w/NHZ
Foot Race Survivors,Double ‘A’ Baddies,1st place,2023spike-night-open,"[21, 21]","[17, 17]",5.0 Premier w/NHZ
Hand of Gucci,Greer/Cote,1st place,2023spike-night-open,"[21, 21]","[11, 17]",5.0 Premier w/NHZ
Ty and Tay,Double ‘A’ Baddies,3rd place,2023spike-night-open,"[18, 21, 19]","[21, 17, 21]",5.0 Premier w/NHZ
Carr/Forbush,Murray/Mundy,P5: Semi-finals,2023spike-night-open,"[21, 21]","[7, 15]",5.0 Premier w/NHZ
Greer/Cote,Double ‘A’ Baddies,P5: Final,2023spike-night-open,"[17, 16]","[15, 14]",5.0 Premier w/NHZ
Feller/Page,TryHards,Quarter-finals,2023spike-night-open,"[21, 21]","[12, 11]",4.5 Elite w/NHZ
Double Fault,Spikeachu,Quarter-finals,2023spike-night-open,"[21, 17, 21]","[16, 21, 18]",4.5 Elite w/NHZ
Feller/Page,Double Fault,Semi-finals,2023spike-night-open,"[21, 21]","[17, 15]",4.5 Elite w/NHZ
Ben Great,Chef’s Special,Final,2023spike-night-open,"[21, 15, 21]","[14, 21, 18]",4.5 Elite w/NHZ
Ben Great,Soft Serve,1st place,2023spike-night-open,"[21, 21]","[16, 15]",4.5 Elite w/NHZ
M.J.,Chef’s Special,1st place,2023spike-night-open,"[18, 22]","[21, 24]",4.5 Elite w/NHZ
Spikeachu,TryHards,P5: Semi-finals,2023spike-night-open,"[0, 0]","[1, 1]",4.5 Elite w/NHZ
M.J.,Soft Serve,P5: Final,2023spike-night-open,"[21, 21]","[16, 14]",4.5 Elite w/NHZ
Spikeachu,TryHards,P5: Semi-finals,2023spike-night-open,"[0, 0]","[1, 1]",4.5 Elite w/NHZ
M.J.,Soft Serve,P5: Final,2023spike-night-open,"[21, 21]","[16, 14]",4.5 Elite w/NHZ
Yeah That’s Us,girlie squad 💅🏼,Round of 16,2023spike-night-open,"[21, 21]","[9, 8]",4.0 Advanced w/NHZ
Romanian Tide Reunion Tour,Yeah That’s Us,Quarter-finals,2023spike-night-open,"[13, 13]","[21, 21]",4.0 Advanced w/NHZ
Magically delicious,Oozma Kappa,Quarter-finals,2023spike-night-open,"[14, 21, 17]","[21, 16, 21]",4.0 Advanced w/NHZ
Yeah That’s Us,Oozma Kappa,Semi-finals,2023spike-night-open,"[21, 17, 21]","[15, 21, 16]",4.0 Advanced w/NHZ
Los Hermanos,Canes?,Final,2023spike-night-open,"[22, 21]","[20, 14]",4.0 Advanced w/NHZ
Los Hermanos,21 Bridges,1st place,2023spike-night-open,"[21, 21]","[9, 18]",4.0 Advanced w/NHZ
Canes?,Roun D. Net,1st place,2023spike-night-open,"[21, 21]","[15, 7]",4.0 Advanced w/NHZ
21 Bridges,Paracoccidioidomycosis,3rd place,2023spike-night-open,"[21, 21]","[15, 12]",4.0 Advanced w/NHZ
Magically delicious,Romanian Tide Reunion Tour,P5: Semi-finals,2023spike-night-open,"[1, 1]","[0, 0]",4.0 Advanced w/NHZ
Roun D. Net,21 Bridges,P5: Final,2023spike-night-open,"[5, 5]","[0, 0]",4.0 Advanced w/NHZ
Pig,Equipo de Spikeball número catorce,Round of 16,2023spike-night-open,"[21, 21]","[16, 12]",3.0 Intermediate
Spike Bros.,Team Fortnite,Round of 16,2023spike-night-open,"[21, 18, 21]","[19, 21, 10]",3.0 Intermediate
dogs waits for no-one,Ballzdropped,Round of 16,2023spike-night-open,"[21, 21]","[8, 11]",3.0 Intermediate
Zesty Thangs,Mr. Breast,Round of 16,2023spike-night-open,"[21, 21]","[16, 17]",3.0 Intermediate
Pig,Spike Bros.,Quarter-finals,2023spike-night-open,"[21, 21]","[12, 15]",3.0 Intermediate
dogs waits for no-one,Zesty Thangs,Quarter-finals,2023spike-night-open,"[21, 21]","[15, 15]",3.0 Intermediate
Pig,dogs waits for no-one,Semi-finals,2023spike-night-open,"[21, 19, 23]","[19, 21, 21]",3.0 Intermediate
Super Smash Brothers,Bhlahch Eijins,Final,2023spike-night-open,"[23, 21]","[21, 16]",3.0 Intermediate
Super Smash Brothers,Net worth,1st place,2023spike-night-open,"[15, 21, 21]","[21, 15, 13]",3.0 Intermediate
Bhlahch Eijins,What a Save!,1st place,2023spike-night-open,"[21, 21]","[16, 19]",3.0 Intermediate
Super Smash Brothers,Cade/Hadley,3rd place,2023spike-night-open,"[21, 21]","[16, 13]",3.0 Intermediate
Net worth,No Name,3rd place,2023spike-night-open,"[21, 17, 21]","[17, 21, 15]",3.0 Intermediate
Bhlahch Eijins,Hill/Beard,3rd place,2023spike-night-open,"[21, 21]","[12, 14]",3.0 Intermediate
What a Save!,Round 3,3rd place,2023spike-night-open,"[21, 11, 21]","[10, 21, 10]",3.0 Intermediate
Zesty Thangs,Spike Bros.,P5: Semi-finals,2023spike-night-open,"[15, 15]","[11, 12]",3.0 Intermediate
What a Save!,Net worth,P5: Final,2023spike-night-open,"[20, 15]","[22, 21]",3.0 Intermediate
Team Fortnite,Equipo de Spikeball número catorce,P9: Quarter-finals,2023spike-night-open,"[16, 13, 16]","[14, 15, 14]",3.0 Intermediate
Mr. Breast,Ballzdropped,P9: Quarter-finals,2023spike-night-open,"[16, 12, 15]","[14, 15, 10]",3.0 Intermediate
Team Fortnite,Mr. Breast,P9: Semi-finals,2023spike-night-open,"[17, 16, 15]","[19, 14, 12]",3.0 Intermediate
No Name,Round 3,P9: Final,2023spike-night-open,"[15, 15, 15]","[10, 7, 10]",3.0 Intermediate
No Name,Cade/Hadley,9th place,2023spike-night-open,"[15, 15]","[1, 0]",3.0 Intermediate
Round 3,Hill/Beard,9th place,2023spike-night-open,"[15, 15]","[7, 10]",3.0 Intermediate
Ballzdropped,Equipo de Spikeball número catorce,P13: Semi-finals,2023spike-night-open,"[15, 15]","[9, 12]",3.0 Intermediate
Hill/Beard,Cade/Hadley,P13: Final,2023spike-night-open,"[17, 21, 15]","[21, 18, 21]",3.0 Intermediate
Ballzdropped,Equipo de Spikeball número catorce,P13: Semi-finals,2023spike-night-open,"[15, 15]","[9, 12]",3.0 Intermediate
Hill/Beard,Cade/Hadley,P13: Final,2023spike-night-open,"[17, 21, 15]","[21, 18, 21]",3.0 Intermediate
