Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Disordered,Mountain Goates,Quarter-finals,2023back-to-school,"[21, 21]","[16, 13]",5.0 Premier w/NHZ
Serveball,Stokes / Barlow,Quarter-finals,2023back-to-school,"[21, 23, 21]","[19, 25, 14]",5.0 Premier w/NHZ
Disordered,Serveball,Semi-finals,2023back-to-school,"[21, 21]","[15, 14]",5.0 Premier w/NHZ
Jarmunji,Chandler is my handler,Final,2023back-to-school,"[21, 21, 14]","[23, 19, 21]",5.0 Premier w/NHZ
Jarmunji,C Link,1st place,2023back-to-school,"[21, 21]","[17, 17]",5.0 Premier w/NHZ
Chandler is my handler,Church/Lin,1st place,2023back-to-school,"[17, 21, 21]","[21, 17, 19]",5.0 Premier w/NHZ
Stokes / Barlow,Mountain Goates,P5: Semi-finals,2023back-to-school,"[0, 0]","[1, 1]",5.0 Premier w/NHZ
Church/Lin,C Link,P5: Final,2023back-to-school,"[1, 1]","[0, 0]",5.0 Premier w/NHZ
Stokes / Barlow,Mountain Goates,P5: Semi-finals,2023back-to-school,"[0, 0]","[1, 1]",5.0 Premier w/NHZ
Church/Lin,C Link,P5: Final,2023back-to-school,"[1, 1]","[0, 0]",5.0 Premier w/NHZ
Clean Combo,Old Young,Round of 16,2023back-to-school,"[1, 1]","[0, 0]",4.5 Elite w/NHZ
Mirage,Clean Combo,Quarter-finals,2023back-to-school,"[21, 1]","[16, 0]",4.5 Elite w/NHZ
Net Gains,Outer Banks,Quarter-finals,2023back-to-school,"[21, 21]","[17, 16]",4.5 Elite w/NHZ
Mirage,Net Gains,Semi-finals,2023back-to-school,"[21, 25]","[15, 23]",4.5 Elite w/NHZ
Double Fault,Barron/Cote,Final,2023back-to-school,"[21, 21]","[13, 16]",4.5 Elite w/NHZ
Double Fault,Fruity Rollups,1st place,2023back-to-school,"[21, 21]","[7, 13]",4.5 Elite w/NHZ
dummy dummy dummy,Barron/Cote,1st place,2023back-to-school,"[13, 20]","[21, 22]",4.5 Elite w/NHZ
Outer Banks,Clean Combo,P5: Semi-finals,2023back-to-school,"[0, 0]","[1, 1]",4.5 Elite w/NHZ
dummy dummy dummy,Fruity Rollups,P5: Final,2023back-to-school,"[21, 21]","[18, 18]",4.5 Elite w/NHZ
Spicy Meatball Sub,Fwango tango,Round of 16,2023back-to-school,"[19, 21, 19]","[21, 13, 21]",4.0 Advanced w/NHZ
Cobra Kai,Fwango tango,Quarter-finals,2023back-to-school,"[21, 21]","[15, 12]",4.0 Advanced w/NHZ
MF 2.0,Elite then hit the street,Quarter-finals,2023back-to-school,"[21, 21]","[18, 15]",4.0 Advanced w/NHZ
Cobra Kai,MF 2.0,Semi-finals,2023back-to-school,"[21, 18, 16]","[17, 21, 21]",4.0 Advanced w/NHZ
Royal Blue Ballers,One more time,Final,2023back-to-school,"[11, 14]","[21, 21]",4.0 Advanced w/NHZ
Royal Blue Ballers,What's for Dessert?,1st place,2023back-to-school,"[21, 21]","[13, 13]",4.0 Advanced w/NHZ
One more time,giggle gang,1st place,2023back-to-school,"[21, 21]","[8, 17]",4.0 Advanced w/NHZ
Elite then hit the street,Fwango tango,P5: Semi-finals,2023back-to-school,"[15, 15]","[8, 11]",4.0 Advanced w/NHZ
giggle gang,What's for Dessert?,P5: Final,2023back-to-school,"[18, 21, 21]","[21, 19, 16]",4.0 Advanced w/NHZ
The Bus Drivers,Mailbox 📫📬,Round of 16,2023back-to-school,"[11, 21, 21]","[21, 14, 12]",3.0 Intermediate
Misfits,Kick some Asterisks,Round of 16,2023back-to-school,"[21, 10, 21]","[12, 21, 8]",3.0 Intermediate
Jared,The Bus Drivers,Quarter-finals,2023back-to-school,"[21, 21]","[17, 13]",3.0 Intermediate
p-hat,Misfits,Quarter-finals,2023back-to-school,"[16, 18]","[21, 21]",3.0 Intermediate
Jared,Misfits,Semi-finals,2023back-to-school,"[21, 21]","[16, 19]",3.0 Intermediate
Dextroamphetamine Saccharate,Smashbros,Final,2023back-to-school,"[18, 21, 18]","[21, 18, 21]",3.0 Intermediate
Dextroamphetamine Saccharate,Net noobs,1st place,2023back-to-school,"[21, 21]","[12, 14]",3.0 Intermediate
Smashbros,Powder puff,1st place,2023back-to-school,"[22, 18, 21]","[20, 21, 11]",3.0 Intermediate
Net noobs,Knights of the Roundnet,3rd place,2023back-to-school,"[21, 16, 22]","[16, 21, 20]",3.0 Intermediate
Powder puff,Team Fortnite,3rd place,2023back-to-school,"[21, 21]","[13, 12]",3.0 Intermediate
p-hat,The Bus Drivers,P5: Semi-finals,2023back-to-school,"[21, 21]","[14, 17]",3.0 Intermediate
Powder puff,Net noobs,P5: Final,2023back-to-school,"[21, 21]","[15, 15]",3.0 Intermediate
Mailbox 📫📬,Kick some Asterisks,P9: Semi-finals,2023back-to-school,"[15, 21]","[6, 6]",3.0 Intermediate
Knights of the Roundnet,Team Fortnite,P9: Final,2023back-to-school,"[15, 16]","[11, 14]",3.0 Intermediate
Mailbox 📫📬,Kick some Asterisks,P9: Semi-finals,2023back-to-school,"[15, 21]","[6, 6]",3.0 Intermediate
Knights of the Roundnet,Team Fortnite,P9: Final,2023back-to-school,"[15, 16]","[11, 14]",3.0 Intermediate
