Team Name,Wins,Losses,Result,Division,Tournament
Club nudiste,9,0,1,Contender 4.5+,sts22gent
RCG Powerline,8,1,2,Contender 4.5+,sts22gent
Hustling Brothers,8,1,3,Contender 4.5+,sts22gent
BEL - Geeraerts/Vaes,8,2,4,Contender 4.5+,sts22gent
One Swede Eight LIMbs,6,3,5,Contender 4.5+,sts22gent
Eggo Waffles > Belgian Waffles,6,4,6,Contender 4.5+,sts22gent
Perplex,7,3,7,Contender 4.5+,sts22gent
Serve&Body,6,3,8,Contender 4.5+,sts22gent
Floor is lava,9,1,9,Contender 4.5+,sts22gent
Future Burnouts,6,3,10,Contender 4.5+,sts22gent
Setters of Catan,6,4,11,Contender 4.5+,sts22gent
Drop it like it's hot,5,4,12,Contender 4.5+,sts22gent
Nonchalamment,6,3,13,Contender 4.5+,sts22gent
ALL Chemistry,4,5,14,Contender 4.5+,sts22gent
Cobra Spike,4,5,15,Contender 4.5+,sts22gent
Burger Kings,3,6,16,Contender 4.5+,sts22gent
Pierre Feuille Victor,7,2,17,Contender 4.5+,sts22gent
Dumm flickt gut,6,3,18,Contender 4.5+,sts22gent
BEL - Janssens/Van den Bergh,6,3,19,Contender 4.5+,sts22gent
SERVE PRESSURE,4,6,20,Contender 4.5+,sts22gent
Aussies in London,7,3,21,Contender 4.5+,sts22gent
Jalapeño Iced Tea,4,5,22,Contender 4.5+,sts22gent
USS Maine,6,3,23,Contender 4.5+,sts22gent
nerds in disguise,2,6,23,Contender 4.5+,sts22gent
Typhoons Tops,4,5,25,Contender 4.5+,sts22gent
Goffa Lolita,3,5,26,Contender 4.5+,sts22gent
David & Goliath,4,3,26,Contender 4.5+,sts22gent
#TeamLucifer,3,4,26,Contender 4.5+,sts22gent
Fresal,4,5,26,Contender 4.5+,sts22gent
Machi Unchained,3,5,30,Contender 4.5+,sts22gent
Zwambo,4,4,30,Contender 4.5+,sts22gent
Les Jouve [FR],4,5,30,Contender 4.5+,sts22gent
D/S,5,5,33,Contender 4.5+,sts22gent
99Dubbel0,3,5,34,Contender 4.5+,sts22gent
Never too late,3,4,35,Contender 4.5+,sts22gent
Jefrie,3,4,35,Contender 4.5+,sts22gent
Just Met,4,5,37,Contender 4.5+,sts22gent
Team Antwerp,3,6,38,Contender 4.5+,sts22gent
Brussels Canine,3,5,39,Contender 4.5+,sts22gent
Spikael Jordan,3,6,40,Contender 4.5+,sts22gent
Good cut Bad cut,4,4,41,Contender 4.5+,sts22gent
Tweetakt,3,5,41,Contender 4.5+,sts22gent
Da Kantonie,1,6,43,Contender 4.5+,sts22gent
Red Hot Dino Pepper,1,6,43,Contender 4.5+,sts22gent
KingPit,2,6,45,Contender 4.5+,sts22gent
DoubleGi,1,8,46,Contender 4.5+,sts22gent
Chocapics,0,8,47,Contender 4.5+,sts22gent
No Pressure 🌴,0,7,47,Contender 4.5+,sts22gent
SucréSalé,0,6,49,Contender 4.5+,sts22gent
J-Lo,8,0,1,Advanced 4.0,sts22gent
Atypical Americans,7,1,2,Advanced 4.0,sts22gent
SQUIDS - Jewitt/Wilson,7,1,3,Advanced 4.0,sts22gent
Willie Wortel,5,3,4,Advanced 4.0,sts22gent
FlowZone,5,3,5,Advanced 4.0,sts22gent
Monkey Madnes,5,3,6,Advanced 4.0,sts22gent
Tokio 2020,3,4,7,Advanced 4.0,sts22gent
Super Swagger Combo,4,3,7,Advanced 4.0,sts22gent
Aram en cello,4,3,9,Advanced 4.0,sts22gent
Spike 404,3,4,9,Advanced 4.0,sts22gent
Irie Spikes,4,3,11,Advanced 4.0,sts22gent
Hit and run,3,4,11,Advanced 4.0,sts22gent
de casti's,3,5,13,Advanced 4.0,sts22gent
Spikerinas,2,6,14,Advanced 4.0,sts22gent
Twee stukken fruit,4,4,15,Advanced 4.0,sts22gent
Barca Forever,2,6,16,Advanced 4.0,sts22gent
AirBnBallers,2,4,17,Advanced 4.0,sts22gent
Gesteurd,1,5,18,Advanced 4.0,sts22gent
Les Tarés Malade de la Boule,1,5,19,Advanced 4.0,sts22gent
De Drarees,0,6,20,Advanced 4.0,sts22gent
Uma,7,0,1,Intermediate 2.0-3.0,sts22gent
Tidi en Alex,6,1,2,Intermediate 2.0-3.0,sts22gent
Kiosk Vrienden,5,2,3,Intermediate 2.0-3.0,sts22gent
Seal with it,4,3,4,Intermediate 2.0-3.0,sts22gent
Tietje,5,2,5,Intermediate 2.0-3.0,sts22gent
Double Enghien,4,3,6,Intermediate 2.0-3.0,sts22gent
Amical Filet Rond Cambrésien (AFRC),4,3,7,Intermediate 2.0-3.0,sts22gent
Raptors Les Freroww,2,5,8,Intermediate 2.0-3.0,sts22gent
The Young Boys,4,2,9,Intermediate 2.0-3.0,sts22gent
Volt Air,3,4,10,Intermediate 2.0-3.0,sts22gent
FC Schartemark,2,5,11,Intermediate 2.0-3.0,sts22gent
Gebroken teen,1,6,12,Intermediate 2.0-3.0,sts22gent
Big Boys Bernie,2,4,13,Intermediate 2.0-3.0,sts22gent
FC Rechtendeure,1,6,14,Intermediate 2.0-3.0,sts22gent
Mami Pangpang,1,5,15,Intermediate 2.0-3.0,sts22gent
Laura/Mario,8,0,1,Mixed Advanced 4.0+,sts22gent
m & m‘s,7,2,2,Mixed Advanced 4.0+,sts22gent
Beyond stoked!,8,1,3,Mixed Advanced 4.0+,sts22gent
Honorary Bexy,6,2,4,Mixed Advanced 4.0+,sts22gent
double n trouble,6,2,5,Mixed Advanced 4.0+,sts22gent
Flotato,4,3,6,Mixed Advanced 4.0+,sts22gent
sleepless and fearless,6,2,6,Mixed Advanced 4.0+,sts22gent
Ananas róse,5,3,6,Mixed Advanced 4.0+,sts22gent
Aussie Roos,5,2,9,Mixed Advanced 4.0+,sts22gent
Yosha and mystery girl,5,2,9,Mixed Advanced 4.0+,sts22gent
Janek butter & Joly,7,2,11,Mixed Advanced 4.0+,sts22gent
Bad salmons,4,5,12,Mixed Advanced 4.0+,sts22gent
Pinkey Jinkey,6,3,13,Mixed Advanced 4.0+,sts22gent
Creme Caramel,5,4,14,Mixed Advanced 4.0+,sts22gent
Wall & Floor,3,5,15,Mixed Advanced 4.0+,sts22gent
JT Knauffman,2,5,15,Mixed Advanced 4.0+,sts22gent
1 2 3 PieJana,6,3,17,Mixed Advanced 4.0+,sts22gent
Summer in December,5,4,18,Mixed Advanced 4.0+,sts22gent
Levtietjes,3,6,19,Mixed Advanced 4.0+,sts22gent
OGs,5,3,19,Mixed Advanced 4.0+,sts22gent
GoldLime,3,4,21,Mixed Advanced 4.0+,sts22gent
Baguet à Laporte,4,4,21,Mixed Advanced 4.0+,sts22gent
Gasaway/Perry,3,5,23,Mixed Advanced 4.0+,sts22gent
Put a ring on it!,1,6,23,Mixed Advanced 4.0+,sts22gent
Spike bright like a diamond,4,4,25,Mixed Advanced 4.0+,sts22gent
AMG S-Class,4,5,26,Mixed Advanced 4.0+,sts22gent
Psych!,1,6,27,Mixed Advanced 4.0+,sts22gent
Fwango Unchained,2,7,27,Mixed Advanced 4.0+,sts22gent
Les Charrettes,1,6,29,Mixed Advanced 4.0+,sts22gent
Cote Quibell,2,5,29,Mixed Advanced 4.0+,sts22gent
Dougall / Nichols,1,6,29,Mixed Advanced 4.0+,sts22gent
Drum and Balls,2,5,29,Mixed Advanced 4.0+,sts22gent
Endless,1,6,33,Mixed Advanced 4.0+,sts22gent
"Setting From 8,000 km Away",0,7,34,Mixed Advanced 4.0+,sts22gent
MalinWa?,9,1,1,Mixed Intermediate 2.0-3.0,sts22gent
Team Jakoba,8,2,2,Mixed Intermediate 2.0-3.0,sts22gent
Zuid-Amerikaans wapitihertje,6,4,3,Mixed Intermediate 2.0-3.0,sts22gent
The striped socks,4,6,4,Mixed Intermediate 2.0-3.0,sts22gent
blackbird,4,4,5,Mixed Intermediate 2.0-3.0,sts22gent
Team Tess,0,8,5,Mixed Intermediate 2.0-3.0,sts22gent
Vliegensvlugge balversnellingen,4,4,5,Mixed Intermediate 2.0-3.0,sts22gent
Laku Noooć,1,7,5,Mixed Intermediate 2.0-3.0,sts22gent
