Team Name,Wins,Losses,Result,Division,Tournament
You Won’t Guard Us On 2,7,1,1,4.5 Elite w/NHZ,2023summer-spike
Royal Flush,7,1,2,4.5 Elite w/NHZ,2023summer-spike
D&B supply,6,2,3,4.5 Elite w/NHZ,2023summer-spike
Grant/Church,5,4,4,4.5 Elite w/NHZ,2023summer-spike
Tamanger My Banger,6,2,5,4.5 Elite w/NHZ,2023summer-spike
Bushlow,5,4,6,4.5 Elite w/NHZ,2023summer-spike
Chincoln Woodcott HhEeRrTtLlEeRr,5,4,7,4.5 Elite w/NHZ,2023summer-spike
Spencer/Seth,2,7,8,4.5 Elite w/NHZ,2023summer-spike
We’re JUST-IN the MOment,3,5,9,4.5 Elite w/NHZ,2023summer-spike
Sharknado,2,6,10,4.5 Elite w/NHZ,2023summer-spike
Soren Wright,0,7,11,4.5 Elite w/NHZ,2023summer-spike
Lo-Jo,1,6,11,4.5 Elite w/NHZ,2023summer-spike
Lost Boys,9,0,1,4.0 Advanced w/NHZ,2023summer-spike
The Real Slim Shadies,8,2,2,4.0 Advanced w/NHZ,2023summer-spike
Yankees,7,2,3,4.0 Advanced w/NHZ,2023summer-spike
Net Worth,6,2,4,4.0 Advanced w/NHZ,2023summer-spike
"Noah way, Jose!",6,4,5,4.0 Advanced w/NHZ,2023summer-spike
What's for Dessert?,4,6,6,4.0 Advanced w/NHZ,2023summer-spike
Gabe Stop Hitting On 2!,5,4,7,4.0 Advanced w/NHZ,2023summer-spike
Bus Drivers,3,6,8,4.0 Advanced w/NHZ,2023summer-spike
Giggle Gang,4,6,9,4.0 Advanced w/NHZ,2023summer-spike
PS Beard,3,6,10,4.0 Advanced w/NHZ,2023summer-spike
Eggs and Bananas,2,6,11,4.0 Advanced w/NHZ,2023summer-spike
Buy High Sell Low,0,2,11,4.0 Advanced w/NHZ,2023summer-spike
Peachy Keen,2,6,13,4.0 Advanced w/NHZ,2023summer-spike
Monkey never cramps,0,7,13,4.0 Advanced w/NHZ,2023summer-spike
Pig,6,1,1,3.0 Intermediate,2023summer-spike
Preckenzie,4,3,2,3.0 Intermediate,2023summer-spike
I'd Hit That,5,2,3,3.0 Intermediate,2023summer-spike
BOOYAH,4,3,4,3.0 Intermediate,2023summer-spike
The rizzlers,4,3,5,3.0 Intermediate,2023summer-spike
VV1,3,4,6,3.0 Intermediate,2023summer-spike
Round 3,1,5,7,3.0 Intermediate,2023summer-spike
Parker Bros,1,6,7,3.0 Intermediate,2023summer-spike
The Diamond Dawgs,0,5,9,3.0 Intermediate,2023summer-spike
