Team Name,Wins,Losses,Result,Division,Tournament
Wasabi,8,0,1,Premier 5.0+,sts22montrealqc
Swamp Donkeys,7,1,2,Premier 5.0+,sts22montrealqc
Pour Combien?,7,1,3,Premier 5.0+,sts22montrealqc
Let's Go!!!,5,3,4,Premier 5.0+,sts22montrealqc
CRO Fall Damage,5,2,5,Premier 5.0+,sts22montrealqc
Simply Smashing,4,2,5,Premier 5.0+,sts22montrealqc
miniclip.com,4,2,5,Premier 5.0+,sts22montrealqc
The Prince,3,4,5,Premier 5.0+,sts22montrealqc
Total Control,5,4,9,Premier 5.0+,sts22montrealqc
Happy Endings,4,4,10,Premier 5.0+,sts22montrealqc
Scoot’s Paradise,3,6,11,Premier 5.0+,sts22montrealqc
CRO Weather Nerfed,2,7,12,Premier 5.0+,sts22montrealqc
Bingham/Maloney,1,5,13,Premier 5.0+,sts22montrealqc
Falling Guys,3,3,13,Premier 5.0+,sts22montrealqc
Daly/Goodnow,2,5,13,Premier 5.0+,sts22montrealqc
Jersey Boyz,3,3,13,Premier 5.0+,sts22montrealqc
Pain au Chocolat or Chocolatine?,1,4,17,Premier 5.0+,sts22montrealqc
Cap Gun,1,4,17,Premier 5.0+,sts22montrealqc
you HAG LOT!,1,4,17,Premier 5.0+,sts22montrealqc
White Lotus Roundnet,0,5,17,Premier 5.0+,sts22montrealqc
Dark wall,9,0,1,Contender 4.5+,sts22montrealqc
Receive Pressure,8,1,2,Contender 4.5+,sts22montrealqc
Rêve D'enfants,7,2,3,Contender 4.5+,sts22montrealqc
Force-Toé,6,3,4,Contender 4.5+,sts22montrealqc
Jelly jam,7,2,5,Contender 4.5+,sts22montrealqc
On r’monte ça,7,2,6,Contender 4.5+,sts22montrealqc
Do2,4,4,7,Contender 4.5+,sts22montrealqc
Milk Men,5,3,7,Contender 4.5+,sts22montrealqc
Kulture,5,3,9,Contender 4.5+,sts22montrealqc
Pirouette Cacahuète,5,2,10,Contender 4.5+,sts22montrealqc
Les Cowboys,4,2,10,Contender 4.5+,sts22montrealqc
Beef Supreme,3,4,10,Contender 4.5+,sts22montrealqc
Both sides,6,2,10,Contender 4.5+,sts22montrealqc
RPP district,2,5,14,Contender 4.5+,sts22montrealqc
Biche Slap,2,5,14,Contender 4.5+,sts22montrealqc
BERSERKERS,2,5,14,Contender 4.5+,sts22montrealqc
Elevate,5,4,17,Contender 4.5+,sts22montrealqc
The boys,6,3,18,Contender 4.5+,sts22montrealqc
DJs,4,5,19,Contender 4.5+,sts22montrealqc
No clutch,5,4,20,Contender 4.5+,sts22montrealqc
Les bourrasseux,5,4,21,Contender 4.5+,sts22montrealqc
Rainbros,4,5,22,Contender 4.5+,sts22montrealqc
Wario & Waluigi 2.0,5,3,23,Contender 4.5+,sts22montrealqc
Les plongeurs,3,5,23,Contender 4.5+,sts22montrealqc
Groovy Goofies,3,4,25,Contender 4.5+,sts22montrealqc
Fresh Cuts,1,5,25,Contender 4.5+,sts22montrealqc
Raiders,1,5,25,Contender 4.5+,sts22montrealqc
Gigi Pepe,3,3,25,Contender 4.5+,sts22montrealqc
The carpenters,1,6,25,Contender 4.5+,sts22montrealqc
Québec Classique,1,5,25,Contender 4.5+,sts22montrealqc
Beasts,1,6,25,Contender 4.5+,sts22montrealqc
Hold My Balls,1,6,32,Contender 4.5+,sts22montrealqc
Crocs and Socks,2,5,33,Contender 4.5+,sts22montrealqc
Salty,1,5,34,Contender 4.5+,sts22montrealqc
Bread Winners,0,6,35,Contender 4.5+,sts22montrealqc
The untouchaballz,9,0,1,Advanced 4.0,sts22montrealqc
Vasyyyy,8,1,2,Advanced 4.0,sts22montrealqc
Les Patnais,7,1,3,Advanced 4.0,sts22montrealqc
SpikenBaggen,6,2,4,Advanced 4.0,sts22montrealqc
Spike Bros,7,2,5,Advanced 4.0,sts22montrealqc
