Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Total Control,Pain au Chocolat or Chocolatine?,Round of 32,sts22montrealqc,"[23, 21]","[21, 14]",Premier 5.0+
Cap Gun,CRO Weather Nerfed,Round of 32,sts22montrealqc,"[15, 21, 26]","[21, 18, 28]",Premier 5.0+
Wasabi,Total Control,Round of 16,sts22montrealqc,"[21, 21]","[12, 16]",Premier 5.0+
Falling Guys,miniclip.com,Round of 16,sts22montrealqc,"[10, 21, 15]","[21, 16, 21]",Premier 5.0+
Simply Smashing,CRO Weather Nerfed,Round of 16,sts22montrealqc,"[21, 21]","[14, 17]",Premier 5.0+
Bingham/Maloney,Let's Go!!!,Round of 16,sts22montrealqc,"[15, 15]","[21, 21]",Premier 5.0+
Wasabi,miniclip.com,Quarter-finals,sts22montrealqc,"[21, 21]","[9, 11]",Premier 5.0+
Simply Smashing,Let's Go!!!,Quarter-finals,sts22montrealqc,"[18, 21, 16]","[21, 18, 21]",Premier 5.0+
Wasabi,Let's Go!!!,Semi-finals,sts22montrealqc,"[21, 21]","[19, 16]",Premier 5.0+
Pour Combien?,Swamp Donkeys,Final,sts22montrealqc,"[17, 16]","[21, 21]",Premier 5.0+
Pour Combien?,The Prince,1st place,sts22montrealqc,"[21, 1]","[9, 0]",Premier 5.0+
Swamp Donkeys,CRO Fall Damage,1st place,sts22montrealqc,"[21, 21]","[13, 16]",Premier 5.0+
Pour Combien?,Scoot’s Paradise,3rd place,sts22montrealqc,"[21, 21]","[16, 16]",Premier 5.0+
The Prince,Jersey Boyz,3rd place,sts22montrealqc,"[21, 19, 21]","[17, 21, 11]",Premier 5.0+
Swamp Donkeys,Daly/Goodnow,3rd place,sts22montrealqc,"[21, 21]","[8, 11]",Premier 5.0+
Happy Endings,CRO Fall Damage,3rd place,sts22montrealqc,"[18, 12]","[21, 21]",Premier 5.0+
you HAG LOT!,Scoot’s Paradise,Semi-finals,sts22montrealqc,"[0, 1, 0]","[1, 0, 1]",Premier 5.0+
Daly/Goodnow,White Lotus Roundnet,Semi-finals,sts22montrealqc,"[21, 21]","[14, 16]",Premier 5.0+
Simply Smashing,miniclip.com,P5: Semi-finals,sts22montrealqc,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
CRO Fall Damage,The Prince,P5: Final,sts22montrealqc,"[21, 1]","[13, 0]",Premier 5.0+
Falling Guys,Total Control,P9: Quarter-finals,sts22montrealqc,"[0, 0]","[1, 1]",Premier 5.0+
Bingham/Maloney,CRO Weather Nerfed,P9: Quarter-finals,sts22montrealqc,"[0, 0]","[1, 1]",Premier 5.0+
Total Control,CRO Weather Nerfed,P9: Semi-finals,sts22montrealqc,"[1, 1]","[0, 0]",Premier 5.0+
Scoot’s Paradise,Happy Endings,P9: Final,sts22montrealqc,"[19, 19]","[21, 21]",Premier 5.0+
Jersey Boyz,Scoot’s Paradise,9th place,sts22montrealqc,"[0, 0]","[1, 1]",Premier 5.0+
Happy Endings,Daly/Goodnow,9th place,sts22montrealqc,"[1, 1]","[0, 0]",Premier 5.0+
Bingham/Maloney,Falling Guys,P13: Semi-finals,sts22montrealqc,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Daly/Goodnow,Jersey Boyz,P13: Final,sts22montrealqc,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Pain au Chocolat or Chocolatine?,Cap Gun,P17: Semi-finals,sts22montrealqc,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
you HAG LOT!,White Lotus Roundnet,P17: Final,sts22montrealqc,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Pain au Chocolat or Chocolatine?,Cap Gun,P17: Semi-finals,sts22montrealqc,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
