Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Coleboys,Sleeper Builds,Round of 16,open3,"[21, 21]","[18, 18]",Expert 5.0
75 Soft,half a vaccine,Round of 16,open3,"[21, 22]","[18, 20]",Expert 5.0
Player Safety,ABG Scale Theory,Round of 16,open3,"[29, 21]","[27, 19]",Expert 5.0
Fractal Spikes,Coleboys,Quarter-finals,open3,"[21, 21]","[19, 17]",Expert 5.0
75 Soft,Player Safety,Quarter-finals,open3,"[21, 21]","[17, 16]",Expert 5.0
Fractal Spikes,75 Soft,Semi-finals,open3,"[17, 18]","[21, 21]",Expert 5.0
Flashbang,See you in the finals,Final,open3,"[15, 21, 21]","[21, 15, 17]",Expert 5.0
Flashbang,Transcontinental,1st place,open3,"[21, 21]","[18, 12]",Expert 5.0
See you in the finals,You think you’re better than me,1st place,open3,"[18, 21, 27]","[21, 10, 25]",Expert 5.0
Transcontinental,Hit Ball Hard,3rd place,open3,"[15, 21, 21]","[21, 15, 16]",Expert 5.0
ball go sideways,You think you’re better than me,3rd place,open3,"[17, 19]","[21, 21]",Expert 5.0
Player Safety,Coleboys,P5: Semi-finals,open3,[-1],[-1],Expert 5.0
You think you’re better than me,Transcontinental,P5: Final,open3,[-1],[-1],Expert 5.0
ABG Scale Theory,half a vaccine,P9: Quarter-finals,open3,[-1],[-1],Expert 5.0
Hit Ball Hard,ball go sideways,P9: Final,open3,[0],[0],Expert 5.0
Team 1,team intermediate,Round of 16,open3,"[21, 18, 16]","[17, 21, 21]",Contender/Advanced 3.0-4.5
Wet Willy,Chef Boyardeeznutz,Round of 16,open3,"[1, 1]","[0, 0]",Contender/Advanced 3.0-4.5
Straw Hats,Out Of Pocket,Round of 16,open3,"[21, 23]","[12, 21]",Contender/Advanced 3.0-4.5
Water Ice,team intermediate,Quarter-finals,open3,"[21, 22]","[15, 20]",Contender/Advanced 3.0-4.5
Wet Willy,Straw Hats,Quarter-finals,open3,"[21, 21]","[18, 15]",Contender/Advanced 3.0-4.5
Water Ice,Wet Willy,Semi-finals,open3,"[16, 21, 21]","[21, 18, 18]",Contender/Advanced 3.0-4.5
Are You Michael and Spencer?,Hicktown,Final,open3,"[18, 18]","[21, 21]",Contender/Advanced 3.0-4.5
Are You Michael and Spencer?,Roastin' Weeeeeenies,1st place,open3,"[21, 21]","[15, 15]",Contender/Advanced 3.0-4.5
Hicktown,How to Pull,1st place,open3,"[21, 21]","[11, 16]",Contender/Advanced 3.0-4.5
The Borked Stingrays,Roastin' Weeeeeenies,3rd place,open3,"[16, 16]","[21, 21]",Contender/Advanced 3.0-4.5
Hicktown,Randrew,3rd place,open3,"[21, 21]","[11, 7]",Contender/Advanced 3.0-4.5
How to Pull,Upstate of Mind,3rd place,open3,"[0, 1, 1]","[1, 0, 0]",Contender/Advanced 3.0-4.5
Straw Hats,team intermediate,P5: Semi-finals,open3,[-1],[-1],Contender/Advanced 3.0-4.5
How to Pull,Roastin' Weeeeeenies,P5: Final,open3,[-1],[-1],Contender/Advanced 3.0-4.5
Out Of Pocket,Chef Boyardeeznutz,P9: Quarter-finals,open3,[1],[0],Contender/Advanced 3.0-4.5
Team 1,Out Of Pocket,P9: Semi-finals,open3,[20],[22],Contender/Advanced 3.0-4.5
The Borked Stingrays,Upstate of Mind,P9: Final,open3,[1],[0],Contender/Advanced 3.0-4.5
Upstate of Mind,Randrew,9th place,open3,[1],[0],Contender/Advanced 3.0-4.5
