Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Star Power,Sub Par,Round of 32,bcopen-sts-2023,"[13, 17]","[15, 19]",Premier 5.0+
Wesburn,Commissionary,Round of 32,bcopen-sts-2023,"[15, 15]","[10, 13]",Premier 5.0+
Prairie Oysters,Justin/Alec,Round of 32,bcopen-sts-2023,"[15, 15]","[7, 8]",Premier 5.0+
CRO happy birthday!,BDM Da Fence Builders,Round of 32,bcopen-sts-2023,"[19, 13, 9]","[17, 15, 15]",Premier 5.0+
Sin City,Small/Goh,Round of 32,bcopen-sts-2023,"[17, 15]","[15, 10]",Premier 5.0+
ARC Bitter,Groovy,Round of 32,bcopen-sts-2023,"[15, 15]","[3, 13]",Premier 5.0+
Big W Rizz,TRP KPOP,Round of 32,bcopen-sts-2023,"[15, 15]","[10, 12]",Premier 5.0+
Insystem,Sub Par,Round of 16,bcopen-sts-2023,"[21, 21]","[16, 16]",Premier 5.0+
Texas Blows,The Prince,Round of 16,bcopen-sts-2023,"[21, 21]","[15, 19]",Premier 5.0+
Elijah/Bram,Wesburn,Round of 16,bcopen-sts-2023,"[15, 21, 19]","[21, 18, 21]",Premier 5.0+
CRO Fall Damage,Prairie Oysters,Round of 16,bcopen-sts-2023,"[21, 21]","[17, 18]",Premier 5.0+
Backpaqed,BDM Da Fence Builders,Round of 16,bcopen-sts-2023,"[21, 21]","[15, 10]",Premier 5.0+
Foote Fetish,Sin City,Round of 16,bcopen-sts-2023,"[21, 17, 18]","[19, 21, 21]",Premier 5.0+
Guachos,ARC Bitter,Round of 16,bcopen-sts-2023,"[21, 21]","[16, 17]",Premier 5.0+
Nelson/Wideman,Big W Rizz,Round of 16,bcopen-sts-2023,"[14, 25, 15]","[21, 23, 21]",Premier 5.0+
Insystem,Texas Blows,Quarter-finals,bcopen-sts-2023,"[21, 21]","[15, 15]",Premier 5.0+
Wesburn,CRO Fall Damage,Quarter-finals,bcopen-sts-2023,"[16, 8]","[21, 21]",Premier 5.0+
Backpaqed,Sin City,Quarter-finals,bcopen-sts-2023,"[19, 21, 21]","[21, 12, 13]",Premier 5.0+
Guachos,Big W Rizz,Quarter-finals,bcopen-sts-2023,"[21, 21, 21]","[23, 17, 18]",Premier 5.0+
Insystem,CRO Fall Damage,Semi-finals,bcopen-sts-2023,"[21, 15, 21]","[13, 21, 14]",Premier 5.0+
Backpaqed,Guachos,Semi-finals,bcopen-sts-2023,"[21, 17, 21]","[16, 21, 15]",Premier 5.0+
Insystem,Backpaqed,Final,bcopen-sts-2023,"[19, 24, 21]","[21, 22, 16]",Premier 5.0+
Guachos,CRO Fall Damage,Third Place,bcopen-sts-2023,"[21, 18, 31]","[17, 21, 29]",Premier 5.0+
Wesburn,Texas Blows,P5: Semi-finals,bcopen-sts-2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Big W Rizz,Sin City,P5: Semi-finals,bcopen-sts-2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
The Prince,Sub Par,P9: Quarter-finals,bcopen-sts-2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Prairie Oysters,Elijah/Bram,P9: Quarter-finals,bcopen-sts-2023,"[19, 16]","[21, 21]",Premier 5.0+
Foote Fetish,BDM Da Fence Builders,P9: Quarter-finals,bcopen-sts-2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Nelson/Wideman,ARC Bitter,P9: Quarter-finals,bcopen-sts-2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Commissionary,Justin/Alec,P17: Quarter-finals,bcopen-sts-2023,"[21, 0]","[19, -1]",Premier 5.0+
CRO happy birthday!,Small/Goh,P17: Quarter-finals,bcopen-sts-2023,"[-1, -1]","[0, 0]",Premier 5.0+
Groovy,TRP KPOP,P17: Quarter-finals,bcopen-sts-2023,"[21, 0]","[19, -1]",Premier 5.0+
Star Power,Commissionary,P17: Semi-finals,bcopen-sts-2023,"[1, 1]","[0, 0]",Premier 5.0+
Small/Goh,Groovy,P17: Semi-finals,bcopen-sts-2023,"[16, 16]","[21, 21]",Premier 5.0+
Star Power,Groovy,P17: Final,bcopen-sts-2023,"[15, -1]","[21, 0]",Premier 5.0+
Small/Goh,Commissionary,P17: Final,bcopen-sts-2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
TRP KPOP,CRO happy birthday!,P21: Semi-finals,bcopen-sts-2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
TRP KPOP,CRO happy birthday!,P21: Semi-finals,bcopen-sts-2023,"[-1, -1, -1]","[-1, -1, -1]",Premier 5.0+
Help!,4th Touch,Round of 32,bcopen-sts-2023,"[21, 18]","[23, 21]",Contender 4.5+
Jelly Fam,Euro style,Round of 32,bcopen-sts-2023,"[21, 21]","[18, 18]",Contender 4.5+
Eli's Apprentices,3rd Impostering,Round of 32,bcopen-sts-2023,"[21, 21]","[9, 18]",Contender 4.5+
sage mode,Team Chaoss,Round of 32,bcopen-sts-2023,"[21, 21]","[15, 8]",Contender 4.5+
Deep Pockets,Big Papi,Round of 32,bcopen-sts-2023,"[19, 18]","[21, 21]",Contender 4.5+
PSR Him and Also Him,Ball Fondlers,Round of 32,bcopen-sts-2023,"[21, 21]","[16, 15]",Contender 4.5+
KB24,Matt/Oli,Round of 32,bcopen-sts-2023,"[22, 22, 21]","[20, 24, 13]",Contender 4.5+
CHUCHI AND HOOCHIE,Spike Bros,Round of 32,bcopen-sts-2023,"[1, 0, 1]","[0, 1, 0]",Contender 4.5+
