Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Double Clutch,Wonky Sauce,Round of 16,2022championship,"[21, 21]","[15, 16]",Pro
Cigar Boys,WySpike Bully Maguire,Round of 16,2022championship,"[21, 21]","[16, 17]",Pro
Wasabi,PNDubs,Round of 16,2022championship,"[19, 22, 19]","[21, 20, 21]",Pro
Kingdom Come,Cruise Control,Round of 16,2022championship,"[21, 24, 18]","[19, 26, 21]",Pro
Double Clutch,Cigar Boys,Quarter-finals,2022championship,"[22, 21]","[20, 16]",Pro
PNDubs,Cruise Control,Quarter-finals,2022championship,"[15, 15]","[21, 21]",Pro
Double Clutch,Cruise Control,Semi-finals,2022championship,"[21, 22]","[13, 16]",Pro
Swervie,Assistive Touch,Final,2022championship,"[21, 27, 18]","[17, 29, 21]",Pro
Swervie,Bazinga,1st place,2022championship,"[21, 21]","[13, 15]",Pro
Assistive Touch,Switch Hit👑,1st place,2022championship,"[21, 21]","[19, 16]",Pro
Finocchi/Model,Swervie,3rd place,2022championship,"[21, 19, 25]","[18, 21, 27]",Pro
Bazinga,Creamy,3rd place,2022championship,"[21, 19, 21]","[17, 21, 18]",Pro
Assistive Touch,Swamp Donkeys,3rd place,2022championship,"[21, 21]","[19, 19]",Pro
Switch Hit👑,Air Buds,3rd place,2022championship,"[15, 21, 21]","[21, 16, 17]",Pro
PNDubs,Cigar Boys,P5: Semi-finals,2022championship,"[-1, -1, -1]","[-1, -1, -1]",Pro
Switch Hit👑,Bazinga,P5: Final,2022championship,"[-1, -1, -1]","[-1, -1, -1]",Pro
WySpike Bully Maguire,Wonky Sauce,P9: Quarter-finals,2022championship,"[-1, -1, -1]","[-1, -1, -1]",Pro
Kingdom Come,Wasabi,P9: Quarter-finals,2022championship,"[-1, -1, -1]","[-1, -1, -1]",Pro
Creamy,Finocchi/Model,9th place,2022championship,"[-1, -1, -1]","[-1, -1, -1]",Pro
Air Buds,Swamp Donkeys,9th place,2022championship,"[-1, -1, -1]","[-1, -1, -1]",Pro
TRP Golden Hour,Europe,Semi-finals,2022championship,"[21, 21]","[17, 11]",Coed Pro
pinto.,Bag of Chips,Final,2022championship,"[21, 19, 23]","[18, 21, 25]",Coed Pro
TRP Golden Hour,Europe,Semi-finals,2022championship,"[21, 21]","[17, 11]",Coed Pro
pinto.,Bag of Chips,Final,2022championship,"[21, 19, 23]","[18, 21, 25]",Coed Pro
here to slay,Zested,Round of 32,2022championship,"[19, 21, 21]","[21, 15, 7]",Premier 5.0+
Team #1,Beast Freak,Round of 32,2022championship,"[1, 1]","[0, 0]",Premier 5.0+
WySpike Synergy,Furious George,Round of 32,2022championship,"[21, 19, 21]","[13, 22, 17]",Premier 5.0+
Arsenal,UStriA,Round of 32,2022championship,"[21, 21]","[11, 11]",Premier 5.0+
Prophecy,Dawg Walk,Round of 32,2022championship,"[21, 18, 21]","[18, 21, 19]",Premier 5.0+
Shibboleth,Wasabi Fanclub,Round of 32,2022championship,"[0, 0]","[1, 1]",Premier 5.0+
Glizzy Gladiators,Bunze and Boles,Round of 32,2022championship,"[21, 21]","[16, 11]",Premier 5.0+
Elysium 2.0,Green Bean Bag,Round of 32,2022championship,"[21, 21]","[17, 13]",Premier 5.0+
here to slay,Team #1,Round of 16,2022championship,"[19, 21, 21]","[21, 15, 12]",Premier 5.0+
WySpike Synergy,Arsenal,Round of 16,2022championship,"[19, 15]","[21, 21]",Premier 5.0+
Prophecy,Wasabi Fanclub,Round of 16,2022championship,"[18, 22, 21]","[21, 20, 14]",Premier 5.0+
Glizzy Gladiators,Elysium 2.0,Round of 16,2022championship,"[21, 21]","[19, 19]",Premier 5.0+
