Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Liquid Wrench,Scrambled Legs,Quarter-finals,ers23md,"[15, 10]","[21, 21]",4.0+ Women's Advanced
Goofy Goobers,Women in STEM,Quarter-finals,ers23md,"[21, 21]","[14, 16]",4.0+ Women's Advanced
whiff & tiff?,Sets and the City,Quarter-finals,ers23md,"[21, 21]","[12, 12]",4.0+ Women's Advanced
Stef and Abby,Scrambled Legs,Semi-finals,ers23md,"[21, 21]","[15, 16]",4.0+ Women's Advanced
Goofy Goobers,whiff & tiff?,Semi-finals,ers23md,"[19, 10]","[21, 21]",4.0+ Women's Advanced
Stef and Abby,whiff & tiff?,Final,ers23md,"[17, 13]","[21, 21]",4.0+ Women's Advanced
Goofy Goobers,Scrambled Legs,Third Place,ers23md,"[21, 21]","[15, 10]",4.0+ Women's Advanced
Sets and the City,Women in STEM,P5: Semi-finals,ers23md,[-1],[-1],4.0+ Women's Advanced
Sets and the City,Women in STEM,P5: Semi-finals,ers23md,[-1],[-1],4.0+ Women's Advanced
High Def,AZR Rice Babes,Round of 32,ers23md,[19],[21],5.0+ Premier (Open)
PBR You gotta give,Sufficiently Sauced,Round of 32,ers23md,[21],[19],5.0+ Premier (Open)
PBR: Lesser Washington Roundnet,Nic & Kevin,Round of 32,ers23md,[21],[17],5.0+ Premier (Open)
Dirty soda spike lee,Nittany Nation,Round of 32,ers23md,[21],[19],5.0+ Premier (Open)
Glizzy Gladiators,RNW Shutter Speed,Round of 32,ers23md,[21],[14],5.0+ Premier (Open)
PBR Dap & Snap,Handsome Man Fans,Round of 32,ers23md,[21],[13],5.0+ Premier (Open)
VBR Stingray,Quick Draw,Round of 32,ers23md,[23],[21],5.0+ Premier (Open)
Bags are Packed,AZR Rice Babes,Round of 16,ers23md,"[21, 21]","[9, 15]",5.0+ Premier (Open)
"LL Porkroll, Egg, & Cheesesteak",Khaki Shorts,Round of 16,ers23md,"[12, 18]","[21, 21]",5.0+ Premier (Open)
Profit Boost,PBR You gotta give,Round of 16,ers23md,"[21, 21]","[15, 9]",5.0+ Premier (Open)
TRP palate cleanser,PBR: Lesser Washington Roundnet,Round of 16,ers23md,"[21, 21]","[12, 16]",5.0+ Premier (Open)
Model/Finocchi,Dirty soda spike lee,Round of 16,ers23md,"[21, 21]","[15, 14]",5.0+ Premier (Open)
Eternal Atake,Glizzy Gladiators,Round of 16,ers23md,"[18, 18]","[21, 21]",5.0+ Premier (Open)
Bot House,PBR Dap & Snap,Round of 16,ers23md,"[21, 21]","[16, 14]",5.0+ Premier (Open)
TRPee Golden Shower,VBR Stingray,Round of 16,ers23md,"[21, 21]","[16, 18]",5.0+ Premier (Open)
Bags are Packed,Khaki Shorts,Quarter-finals,ers23md,"[16, 21, 21]","[21, 16, 11]",5.0+ Premier (Open)
Profit Boost,TRP palate cleanser,Quarter-finals,ers23md,"[20, 13]","[22, 21]",5.0+ Premier (Open)
Model/Finocchi,Glizzy Gladiators,Quarter-finals,ers23md,"[21, 21]","[19, 15]",5.0+ Premier (Open)
Bot House,TRPee Golden Shower,Quarter-finals,ers23md,"[30, 21]","[32, 23]",5.0+ Premier (Open)
Bags are Packed,TRP palate cleanser,Semi-finals,ers23md,"[19, 14]","[21, 21]",5.0+ Premier (Open)
Model/Finocchi,TRPee Golden Shower,Semi-finals,ers23md,"[16, 21, 21]","[21, 19, 14]",5.0+ Premier (Open)
TRP palate cleanser,Model/Finocchi,Final,ers23md,"[16, 21, 21]","[21, 8, 15]",5.0+ Premier (Open)
TRPee Golden Shower,Bags are Packed,Third Place,ers23md,"[11, 21]","[21, 23]",5.0+ Premier (Open)
Profit Boost,Khaki Shorts,P5: Semi-finals,ers23md,[-1],[0],5.0+ Premier (Open)
Bot House,Glizzy Gladiators,P5: Semi-finals,ers23md,[-1],[0],5.0+ Premier (Open)
Khaki Shorts,Glizzy Gladiators,P5: Final,ers23md,[-1],[0],5.0+ Premier (Open)
Bot House,Profit Boost,P5: Final,ers23md,[-1],[-1],5.0+ Premier (Open)
"LL Porkroll, Egg, & Cheesesteak",AZR Rice Babes,P9: Quarter-finals,ers23md,[24],[22],5.0+ Premier (Open)
PBR: Lesser Washington Roundnet,PBR You gotta give,P9: Quarter-finals,ers23md,[22],[20],5.0+ Premier (Open)
Eternal Atake,Dirty soda spike lee,P9: Quarter-finals,ers23md,[19],[21],5.0+ Premier (Open)
VBR Stingray,PBR Dap & Snap,P9: Quarter-finals,ers23md,[21],[19],5.0+ Premier (Open)
"LL Porkroll, Egg, & Cheesesteak",PBR: Lesser Washington Roundnet,P9: Semi-finals,ers23md,[21],[19],5.0+ Premier (Open)
Dirty soda spike lee,VBR Stingray,P9: Semi-finals,ers23md,[0],[-1],5.0+ Premier (Open)
"LL Porkroll, Egg, & Cheesesteak",Dirty soda spike lee,P9: Final,ers23md,[-1],[-1],5.0+ Premier (Open)
VBR Stingray,PBR: Lesser Washington Roundnet,P9: Final,ers23md,[-1],[-1],5.0+ Premier (Open)
PBR You gotta give,AZR Rice Babes,P13: Semi-finals,ers23md,[-1],[-1],5.0+ Premier (Open)
PBR Dap & Snap,Eternal Atake,P13: Semi-finals,ers23md,[-1],[-1],5.0+ Premier (Open)
