Team Name,Wins,Losses,Result,Division,Tournament
City Boys,2,6,0,Elite/Premier,bcts2023fv
Former Serveballers,5,2,0,Elite/Premier,bcts2023fv
Groovy,4,3,0,Elite/Premier,bcts2023fv
Insystem,7,0,0,Elite/Premier,bcts2023fv
PSR S/T,1,4,0,Elite/Premier,bcts2023fv
sage mode,2,5,0,Elite/Premier,bcts2023fv
Spike Tyson,0,5,0,Elite/Premier,bcts2023fv
Unlucky,3,4,0,Elite/Premier,bcts2023fv
Weenie Stompers,3,3,0,Elite/Premier,bcts2023fv
Wesburn,6,1,0,Elite/Premier,bcts2023fv
Bisky and the Boys,1,5,0,Advanced,bcts2023fv
Dumb & Dumber,3,4,0,Advanced,bcts2023fv
Hit on Two,4,3,0,Advanced,bcts2023fv
JArsHüæR,3,5,0,Advanced,bcts2023fv
Muffin Soldiers,3,4,0,Advanced,bcts2023fv
Net Fishers,6,1,0,Advanced,bcts2023fv
Pocket Rockets,1,5,0,Advanced,bcts2023fv
Skandalous,2,4,0,Advanced,bcts2023fv
Spike Wazowski,7,0,0,Advanced,bcts2023fv
The French Connection,4,3,0,Advanced,bcts2023fv
"""Low power"" spikers 🪫",0,6,0,Intermediate,bcts2023fv
Ball Busters,2,4,0,Intermediate,bcts2023fv
M&M,4,4,0,Intermediate,bcts2023fv
Spikological Warfare,4,3,0,Intermediate,bcts2023fv
Squick Squick,7,0,0,Intermediate,bcts2023fv
The Keks,4,4,0,Intermediate,bcts2023fv
