Team Name,Wins,Losses,Result,Division,Tournament
Guachos,8,1,1,Premier (5.0+),long-island-classic-2023
RVA Spike,7,1,2,Premier (5.0+),long-island-classic-2023
Sweet Nothings,6,2,3,Premier (5.0+),long-island-classic-2023
M. Model / R. Santiago,5,3,4,Premier (5.0+),long-island-classic-2023
Fernandez/Kornfeld,5,3,5,Premier (5.0+),long-island-classic-2023
Project Roundnet,5,2,5,Premier (5.0+),long-island-classic-2023
Jersey Boyz,6,1,5,Premier (5.0+),long-island-classic-2023
Lazy Bots,5,1,5,Premier (5.0+),long-island-classic-2023
White Lotus Roundnet,4,2,9,Premier (5.0+),long-island-classic-2023
Pocket Rockets,2,4,9,Premier (5.0+),long-island-classic-2023
Endurance,2,5,9,Premier (5.0+),long-island-classic-2023
Driver’s License,2,4,9,Premier (5.0+),long-island-classic-2023
Jake & Charles,1,5,9,Premier (5.0+),long-island-classic-2023
Dad and Sun,2,4,9,Premier (5.0+),long-island-classic-2023
Goodnow/Ulrich,1,5,9,Premier (5.0+),long-island-classic-2023
We Serve,3,3,9,Premier (5.0+),long-island-classic-2023
Rowland’Sweeney,4,4,17,Premier (5.0+),long-island-classic-2023
True,3,3,17,Premier (5.0+),long-island-classic-2023
Pruett/Bingham,1,4,17,Premier (5.0+),long-island-classic-2023
PBR Pickle Boys,4,2,17,Premier (5.0+),long-island-classic-2023
LL Mosh,4,3,17,Premier (5.0+),long-island-classic-2023
Dummy wide son,2,4,17,Premier (5.0+),long-island-classic-2023
Free On Mach,4,3,17,Premier (5.0+),long-island-classic-2023
Pickle Juice,1,5,17,Premier (5.0+),long-island-classic-2023
LL Rookies,0,6,25,Premier (5.0+),long-island-classic-2023
PBR ELBROS,0,7,25,Premier (5.0+),long-island-classic-2023
Absolutely Torqued,9,0,1,Contender (4.5),long-island-classic-2023
Asioneer,9,1,2,Contender (4.5),long-island-classic-2023
Low Expectations,8,1,3,Contender (4.5),long-island-classic-2023
Bootycheeks,6,3,4,Contender (4.5),long-island-classic-2023
Buffet?,4,3,5,Contender (4.5),long-island-classic-2023
Laf Spikes,5,2,5,Contender (4.5),long-island-classic-2023
Chicken Wing,3,4,5,Contender (4.5),long-island-classic-2023
Wild Westchester Sharpshooters,5,2,5,Contender (4.5),long-island-classic-2023
Out spin the pocket,4,3,9,Contender (4.5),long-island-classic-2023
Beefcakes,4,3,9,Contender (4.5),long-island-classic-2023
Can't believe it's not butter,5,2,9,Contender (4.5),long-island-classic-2023
tweeners?,3,4,9,Contender (4.5),long-island-classic-2023
Happy Heffalumps,5,2,9,Contender (4.5),long-island-classic-2023
Ryde or Di,5,1,9,Contender (4.5),long-island-classic-2023
Slammo Gods,3,5,9,Contender (4.5),long-island-classic-2023
Pigeon,5,3,9,Contender (4.5),long-island-classic-2023
Fresh Cuts,4,3,17,Contender (4.5),long-island-classic-2023
Big Duck Roundnet,4,2,17,Contender (4.5),long-island-classic-2023
Mr. Mackey’s Mmkays,1,4,17,Contender (4.5),long-island-classic-2023
BDR Two Pump Chumps,4,2,17,Contender (4.5),long-island-classic-2023
Naughty Naughty,0,5,17,Contender (4.5),long-island-classic-2023
Academic Integrity,4,2,17,Contender (4.5),long-island-classic-2023
Straw Hat Pirates,0,5,17,Contender (4.5),long-island-classic-2023
Lamontagne/Wanderer,3,3,17,Contender (4.5),long-island-classic-2023
Harold and Kumar,0,6,17,Contender (4.5),long-island-classic-2023
Hamblet/Gao,2,4,17,Contender (4.5),long-island-classic-2023
Chaos Wizards,1,5,17,Contender (4.5),long-island-classic-2023
I like oreos,1,4,17,Contender (4.5),long-island-classic-2023
The Last Dance,1,5,17,Contender (4.5),long-island-classic-2023
Borderline Misconduct,2,4,17,Contender (4.5),long-island-classic-2023
The Jungle Boys,0,5,17,Contender (4.5),long-island-classic-2023
:->,1,7,17,Contender (4.5),long-island-classic-2023
Asian Persuasion,0,6,33,Contender (4.5),long-island-classic-2023
Panda,10,0,1,Advanced (4.0),long-island-classic-2023
Pulchritudinous Callipygians,7,1,2,Advanced (4.0),long-island-classic-2023
aced and confused,7,3,3,Advanced (4.0),long-island-classic-2023
Gonne Spikin',7,3,4,Advanced (4.0),long-island-classic-2023
Shanghai Sharks,6,3,5,Advanced (4.0),long-island-classic-2023
Hit and Run,6,3,6,Advanced (4.0),long-island-classic-2023
Jabronis,2,6,7,Advanced (4.0),long-island-classic-2023
Crestwood's Finest,3,5,7,Advanced (4.0),long-island-classic-2023
Dirty Mike and the Boys,3,1,9,Advanced (4.0),long-island-classic-2023
Loopy Juice,3,6,10,Advanced (4.0),long-island-classic-2023
Will-DUH-beasts,4,5,11,Advanced (4.0),long-island-classic-2023
The Soaring Riegels,1,8,11,Advanced (4.0),long-island-classic-2023
Galaticos,1,7,13,Advanced (4.0),long-island-classic-2023
East End Boys,0,7,14,Advanced (4.0),long-island-classic-2023
Amateur Hitmen,0,2,14,Advanced (4.0),long-island-classic-2023
Amateur Hitmen,2,0,1,Intermediate (3.0),long-island-classic-2023
Fear,4,4,2,Intermediate (3.0),long-island-classic-2023
Tom and Joey,5,3,3,Intermediate (3.0),long-island-classic-2023
Dirty Mike and the Boys,0,2,4,Intermediate (3.0),long-island-classic-2023
Bad Bunnies,1,5,5,Intermediate (3.0),long-island-classic-2023
Sean and Logan,0,6,5,Intermediate (3.0),long-island-classic-2023
Lamontagne/Bingham,4,2,1,Mixed / Co-ED Advanced (4.0+),long-island-classic-2023
California Girls,5,1,2,Mixed / Co-ED Advanced (4.0+),long-island-classic-2023
Jumbo Shrimp,4,3,3,Mixed / Co-ED Advanced (4.0+),long-island-classic-2023
Avec Dream,2,4,4,Mixed / Co-ED Advanced (4.0+),long-island-classic-2023
Shear Delight,0,5,5,Mixed / Co-ED Advanced (4.0+),long-island-classic-2023
