Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Judgment Day,moist,Round of 32,columbus2023,"[21, 21]","[17, 19]",Premier 5.0+
Boat Carriers,Glizzy Gladiators,Round of 32,columbus2023,"[18, 18]","[21, 21]",Premier 5.0+
Critical Hit,❤️ For Dolores ✝️,Round of 32,columbus2023,"[21, 22, 21]","[13, 24, 18]",Premier 5.0+
Mermaid Sparkle,CRO Fall Damage,Round of 32,columbus2023,"[21, 21]","[15, 17]",Premier 5.0+
Insystem,PBR Dap & Snap,Round of 32,columbus2023,"[21, 21]","[14, 18]",Premier 5.0+
Hilltop,GFD Evasive Maneuvers,Round of 32,columbus2023,"[14, 26, 17]","[21, 24, 21]",Premier 5.0+
TRP Spotless,CRO 7s Coming,Round of 32,columbus2023,"[21, 21]","[14, 13]",Premier 5.0+
Tube Steaks,GFD Shorter & Taller,Round of 32,columbus2023,"[19, 21, 26]","[21, 16, 24]",Premier 5.0+
Rogue,GFD Breakfast Balls,Round of 32,columbus2023,"[21, 21]","[15, 12]",Premier 5.0+
Coastal Beans,mexican food,Round of 32,columbus2023,"[21, 21]","[17, 12]",Premier 5.0+
Bot House,Bergman/Wilkins,Round of 32,columbus2023,"[18, 21, 21]","[21, 18, 15]",Premier 5.0+
Assistive Touch,Autonomous,Round of 32,columbus2023,"[20, 21, 21]","[22, 15, 15]",Premier 5.0+
Kingdom Come,TBD,Round of 32,columbus2023,"[21, 21]","[16, 17]",Premier 5.0+
MIDDS,No Pressure,Round of 32,columbus2023,"[21, 21]","[13, 9]",Premier 5.0+
Bad Combo,Jersey Boyz,Round of 32,columbus2023,"[21, 21]","[18, 12]",Premier 5.0+
Profit Boost,Sparky Sparky Boom Men,Round of 32,columbus2023,"[21, 16, 21]","[10, 21, 15]",Premier 5.0+
Judgment Day,Glizzy Gladiators,Round of 16,columbus2023,"[21, 21]","[16, 15]",Premier 5.0+
Critical Hit,Mermaid Sparkle,Round of 16,columbus2023,"[21, 18, 21]","[17, 21, 16]",Premier 5.0+
Insystem,GFD Evasive Maneuvers,Round of 16,columbus2023,"[21, 21]","[17, 18]",Premier 5.0+
TRP Spotless,Tube Steaks,Round of 16,columbus2023,"[21, 21]","[16, 18]",Premier 5.0+
Rogue,Coastal Beans,Round of 16,columbus2023,"[21, 21]","[14, 15]",Premier 5.0+
Bot House,Assistive Touch,Round of 16,columbus2023,"[16, 21]","[21, 23]",Premier 5.0+
Kingdom Come,MIDDS,Round of 16,columbus2023,"[21, 21]","[9, 16]",Premier 5.0+
Bad Combo,Profit Boost,Round of 16,columbus2023,"[21, 21]","[16, 11]",Premier 5.0+
Judgment Day,Critical Hit,Quarter-finals,columbus2023,"[21, 21]","[15, 16]",Premier 5.0+
Insystem,TRP Spotless,Quarter-finals,columbus2023,"[21, 17, 21]","[19, 21, 11]",Premier 5.0+
Rogue,Assistive Touch,Quarter-finals,columbus2023,"[25, 16, 21]","[23, 21, 17]",Premier 5.0+
