Team Name,Wins,Losses,Result,Division,Tournament
UniLey,6,2,7,Mixed Advanced,stockholm
Yes we jam,6,3,8,Mixed Advanced,stockholm
Scott/Lou,7,1,9,Mixed Advanced,stockholm
Formidaale,6,3,10,Mixed Advanced,stockholm
Daydream,5,3,10,Mixed Advanced,stockholm
Hotflickdogs,6,2,10,Mixed Advanced,stockholm
Steinkowsky,6,3,13,Mixed Advanced,stockholm
saved by the bell,5,3,14,Mixed Advanced,stockholm
SYGG,5,4,15,Mixed Advanced,stockholm
Janek butter & Joly,3,5,16,Mixed Advanced,stockholm
Oxe allt mild,7,2,17,Mixed Advanced,stockholm
2stressed2bebest,6,3,18,Mixed Advanced,stockholm
Jaro/Elise,6,2,19,Mixed Advanced,stockholm
Yoshindi,5,3,19,Mixed Advanced,stockholm
KRC morro,5,3,21,Mixed Advanced,stockholm
Kuhhandel,4,5,22,Mixed Advanced,stockholm
Johara,4,5,23,Mixed Advanced,stockholm
Bembelballers,4,5,24,Mixed Advanced,stockholm
Wrapzilla,6,3,25,Mixed Advanced,stockholm
Blockbusters,4,5,26,Mixed Advanced,stockholm
BlockWiener,3,5,27,Mixed Advanced,stockholm
KRC Aasen/Espevik,3,6,28,Mixed Advanced,stockholm
wrong brother,4,4,29,Mixed Advanced,stockholm
Team Messerscharf,3,5,29,Mixed Advanced,stockholm
Creme Caramel,2,6,31,Mixed Advanced,stockholm
3.14159265358979323846264338327950288419,2,6,31,Mixed Advanced,stockholm
Ton of Fun,5,2,33,Mixed Advanced,stockholm
En Roue Libre,5,4,34,Mixed Advanced,stockholm
Nielsen X2,4,4,35,Mixed Advanced,stockholm
"Not fast, Just furious",3,5,36,Mixed Advanced,stockholm
Husband & Wife,5,3,37,Mixed Advanced,stockholm
The Organizors,4,4,38,Mixed Advanced,stockholm
The OG Love At First Spike,4,5,39,Mixed Advanced,stockholm
Vibes and Unnecessary Dives,2,7,40,Mixed Advanced,stockholm
NOICE,3,4,41,Mixed Advanced,stockholm
Counting Blocks,3,5,41,Mixed Advanced,stockholm
Rusherkana,2,5,43,Mixed Advanced,stockholm
The Rats,2,6,43,Mixed Advanced,stockholm
Savage & Average,4,5,45,Mixed Advanced,stockholm
Finnish Flyers,2,7,46,Mixed Advanced,stockholm
Mindsetters,2,5,47,Mixed Advanced,stockholm
TIGERS KYCKLINGSTUDS,1,7,48,Mixed Advanced,stockholm
Saumons fumés,4,4,49,Mixed Advanced,stockholm
Misaon Imjussible,3,5,50,Mixed Advanced,stockholm
Legs Miserable,3,5,51,Mixed Advanced,stockholm
Feuer & Flamme 🔥,1,6,52,Mixed Advanced,stockholm
Froah Ståhlsson,2,6,53,Mixed Advanced,stockholm
Luxor,2,6,54,Mixed Advanced,stockholm
Christmas in Summer 🏝,0,7,55,Mixed Advanced,stockholm
NoBlock,1,7,55,Mixed Advanced,stockholm
Allwetter Setter,0,6,57,Mixed Advanced,stockholm
